,First_Tee_Late_Round_1_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Round_1_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Round_1_Scoring_Average_PLAYER NAME,First_Tee_Late_Round_1_Scoring_Average_AVG,First_Tee_Late_Round_1_Scoring_Average_TOTAL STROKES,First_Tee_Late_Round_1_Scoring_Average_TOTAL ROUNDS
0,T1,,Ian Poulter,67.5,135,2
1,T1,,Tag Ridings,67.5,270,4
2,T1,,Shawn Stefani,67.5,270,4
3,4,,Kelly Kraft,67.6,338,5
4,5,,Billy Hurley III,67.67,203,3
5,T6,,Chad Campbell,68.0,272,4
6,T6,,Charles Howell III,68.0,340,5
7,8,,Paul Casey,68.22,614,9
8,9,,Patrick Cantlay,68.33,205,3
9,10,,Jonathan Randolph,68.4,342,5
10,T11,,Brian Campbell,68.5,137,2
11,T11,,Peter Malnati,68.5,274,4
12,T13,,Ben Crane,68.6,343,5
13,T13,,Graham DeLaet,68.6,343,5
14,15,,Jordan Spieth,68.71,481,7
15,16,,Dustin Johnson,68.75,550,8
16,17,,Jon Rahm,68.79,963,14
17,18,,Troy Merritt,68.83,413,6
18,19,,Seung-Yul Noh,68.89,620,9
19,T20,,Charley Hoffman,69.0,690,10
20,T20,,Matt Kuchar,69.0,621,9
21,T20,,Danny Lee,69.0,276,4
22,23,,Sebastián Muñoz,69.17,415,6
23,24,,Jason Dufner,69.2,346,5
24,25,,David Lingmerth,69.25,277,4
25,26,,Bud Cauley,69.33,208,3
26,T27,,Ryan Blaum,69.43,486,7
27,T27,,John Huh,69.43,486,7
28,T29,,Rickie Fowler,69.5,695,10
29,T29,,Sam Saunders,69.5,417,6
30,T29,,Richy Werenski,69.5,278,4
31,T29,,Tim Wilkinson,69.5,278,4
32,T33,,Jim Herman,69.57,487,7
33,T33,,Marc Leishman,69.57,487,7
34,T35,,Michael Kim,69.6,348,5
35,T35,,Spencer Levin,69.6,348,5
36,T35,,J.T. Poston,69.6,348,5
37,38,,J.J. Henry,69.67,209,3
38,39,,Martin Flores,69.75,558,8
39,40,,Martin Laird,69.78,628,9
40,41,,J.B. Holmes,69.8,349,5
41,42,,Mark Hubbard,69.86,489,7
42,T43,,Tony Finau,70.0,210,3
43,T43,,Sung Kang,70.0,420,6
44,T43,,Brooks Koepka,70.0,280,4
45,T43,,Anirban Lahiri,70.0,350,5
46,T43,,Hunter Mahan,70.0,280,4
47,T43,,Cameron Percy,70.0,560,8
48,T43,,Scott Piercy,70.0,210,3
49,T43,,Seamus Power,70.0,350,5
50,T43,,Daniel Summerhays,70.0,700,10
51,T43,,Nick Watney,70.0,280,4
52,T43,,Gary Woodland,70.0,210,3
53,54,,Daniel Berger,70.08,841,12
54,55,,Harold Varner III,70.13,561,8
55,56,,Ryan Armour,70.14,491,7
56,T57,,Brian Gay,70.17,421,6
57,T57,,Carl Pettersson,70.17,421,6
58,T59,,Jonas Blixt,70.25,281,4
59,T59,,Keegan Bradley,70.25,562,8
60,T59,,Kevin Kisner,70.25,562,8
61,T59,,Xander Schauffele,70.25,562,8
62,T59,,Brendan Steele,70.25,281,4
63,T59,,Johnson Wagner,70.25,281,4
64,T65,,Zac Blair,70.33,633,9
65,T65,,J.J. Spaun,70.33,422,6
66,T65,,Nick Taylor,70.33,422,6
67,T68,,Mackenzie Hughes,70.38,563,8
68,T68,,Hideki Matsuyama,70.38,563,8
69,T68,,Phil Mickelson,70.38,563,8
70,T68,,Ryan Palmer,70.38,563,8
71,T72,,Luke List,70.4,352,5
72,T72,,Justin Rose,70.4,704,10
73,74,,Justin Thomas,70.45,775,11
74,T75,,Rafa Cabrera Bello,70.5,423,6
75,T75,,Graeme McDowell,70.5,141,2
76,T75,,Kyle Stanley,70.5,564,8
77,T78,,Aaron Baddeley,70.6,353,5
78,T78,,Steve Wheatcroft,70.6,353,5
79,80,,Jamie Lovemark,70.63,565,8
80,81,,Brett Stegmaier,70.67,424,6
81,82,,Cameron Tringale,70.7,707,10
82,T83,,Ernie Els,70.71,495,7
83,T83,,Morgan Hoffmann,70.71,495,7
84,T83,,Geoff Ogilvy,70.71,495,7
85,86,,Adam Scott,70.78,637,9
86,87,,Whee Kim,70.8,354,5
87,88,,Camilo Villegas,70.82,779,11
88,89,,Chad Collins,70.83,425,6
89,90,,Billy Horschel,70.88,567,8
90,91,,David Hearn,70.9,709,10
91,92,,Sean O'Hair,70.91,780,11
92,T93,,Stewart Cink,71.0,213,3
93,T93,,Jason Day,71.0,568,8
94,T93,,Bryson DeChambeau,71.0,497,7
95,T93,,Harris English,71.0,426,6
96,T93,,Robert Garrigus,71.0,284,4
97,T93,,Tom Hoge,71.0,142,2
98,T93,,Matt Jones,71.0,284,4
