,Back_9_Round_1_Scoring_Average_RANK THIS WEEK,Back_9_Round_1_Scoring_Average_RANK LAST WEEK,Back_9_Round_1_Scoring_Average_PLAYER NAME,Back_9_Round_1_Scoring_Average_AVG,Back_9_Round_1_Scoring_Average_TOTAL STROKES,Back_9_Round_1_Scoring_Average_TOTAL ROUNDS
103,T104,,Scott Brown,35.61,997,28
104,T104,,Jason Day,35.61,641,18
105,T106,,Patton Kizzire,35.62,926,26
106,T106,,Troy Merritt,35.62,926,26
107,T106,,Seung-Yul Noh,35.62,1033,29
108,T106,,Nick Watney,35.62,748,21
109,110,,Bud Cauley,35.63,962,27
110,T111,,Alex Cejka,35.65,927,26
111,T111,,Greg Chalmers,35.65,927,26
112,T111,,K.J. Choi,35.65,820,23
113,T111,,Francesco Molinari,35.65,713,20
114,T111,,Jimmy Walker,35.65,713,20
115,T116,,Ricky Barnes,35.66,1034,29
116,T116,,Danny Lee,35.66,1034,29
117,T118,,Ken Duke,35.67,856,24
118,T118,,Tom Hoge,35.67,535,15
119,T118,,Søren Kjeldsen,35.67,535,15
120,T118,,Ryan Palmer,35.67,642,18
121,T118,,Scott Piercy,35.67,749,21
122,T118,,Kyle Reifers,35.67,1070,30
123,T118,,Rory Sabbatini,35.67,749,21
124,T118,,Jhonattan Vegas,35.67,963,27
125,T126,,Harris English,35.68,892,25
126,T126,,Cameron Smith,35.68,892,25
127,T128,,Wesley Bryan,35.7,964,27
128,T128,,Charley Hoffman,35.7,1071,30
129,T130,,Daniel Berger,35.71,857,24
130,T130,,Brian Gay,35.71,857,24
131,T130,,Pat Perez,35.71,857,24
132,T133,,Bryson DeChambeau,35.73,1072,30
133,T133,,Andres Gonzales,35.73,786,22
134,T135,,Ryan Brehm,35.74,822,23
135,T135,,David Hearn,35.74,965,27
136,T135,,Billy Horschel,35.74,965,27
137,T138,,Julián Etulain,35.75,715,20
138,T138,,Jim Herman,35.75,858,24
139,140,,Rick Lamb,35.78,644,18
140,T141,,Aaron Baddeley,35.79,680,19
141,T141,,Jason Kokrak,35.79,1002,28
142,T141,,Johnson Wagner,35.79,859,24
143,T144,,Byeong Hun An,35.8,716,20
144,T144,,Gonzalo Fernandez-Castaño,35.8,716,20
145,T144,,Martin Laird,35.8,895,25
146,T147,,Luke Donald,35.82,609,17
147,T147,,Morgan Hoffmann,35.82,1003,28
148,T147,,Zach Johnson,35.82,788,22
149,T150,,Brett Drewitt,35.83,645,18
150,T150,,Ryan Moore,35.83,824,23
151,152,,Derek Fathauer,35.84,896,25
152,153,,Adam Hadwin,35.86,1004,28
153,154,,Shane Lowry,35.87,538,15
154,T155,,Roberto Castro,35.88,861,24
155,T155,,Chad Collins,35.88,861,24
156,T155,,Graeme McDowell,35.88,610,17
157,T158,,Rafa Cabrera Bello,35.89,646,18
158,T158,,Branden Grace,35.89,646,18
159,160,,Miguel Angel Carballo,35.9,718,20
160,161,,Brendan Steele,35.91,826,23
161,162,,Peter Malnati,35.93,970,27
162,163,,Emiliano Grillo,35.96,863,24
163,T164,,Brad Fritsch,36.0,612,17
164,T164,,Mark Hubbard,36.0,900,25
165,T164,,Hunter Mahan,36.0,900,25
166,T164,,Rod Pampling,36.0,792,22
167,T164,,Kevin Tway,36.0,900,25
168,169,,Patrick Rodgers,36.04,937,26
169,170,,Brian Campbell,36.06,649,18
170,171,,Carl Pettersson,36.08,866,24
171,172,,Bubba Watson,36.1,722,20
172,T173,,Kelly Kraft,36.12,903,25
173,T173,,Brett Stegmaier,36.12,939,26
174,175,,Nicholas Lindheim,36.15,723,20
175,T176,,Jim Furyk,36.18,615,17
176,T176,,Retief Goosen,36.18,615,17
177,178,,J.B. Holmes,36.24,761,21
178,179,,Smylie Kaufman,36.29,871,24
179,T180,,Jason Bohn,36.31,944,26
180,T180,,Rory McIlroy,36.31,472,13
181,182,,Geoff Ogilvy,36.35,836,23
182,183,,Bryce Molder,36.42,947,26
183,184,,Matt Every,36.43,1020,28
184,T185,,Cody Gribble,36.44,984,27
185,T185,,Sebastián Muñoz,36.44,583,16
186,187,,Fabián Gómez,36.45,729,20
187,188,,Si Woo Kim,36.7,991,27
188,189,,Andrew Loupe,37.15,743,20
189,190,,Steven Bowditch,37.6,940,25
