,Par_3_Birdie_or_Better_Leaders_RANK THIS WEEK,Par_3_Birdie_or_Better_Leaders_RANK LAST WEEK,Par_3_Birdie_or_Better_Leaders_PLAYER NAME,Par_3_Birdie_or_Better_Leaders_ROUNDS,Par_3_Birdie_or_Better_Leaders_%,Par_3_Birdie_or_Better_Leaders_PAR 3 BIRDIES OR BETTER,Par_3_Birdie_or_Better_Leaders_PAR 3 HOLES
0,1,,Tom Hoge,54,21.62,40,185
1,2,,Graeme McDowell,56,20.61,47,228
2,3,,Nicholas Lindheim,58,19.56,44,225
3,4,,Brandt Snedeker,53,18.78,37,197
4,5,,Camilo Villegas,76,18.75,54,288
5,6,,Scott Piercy,70,18.45,50,271
6,7,,Rickie Fowler,78,17.76,54,304
7,8,,Ryan Armour,63,17.72,42,237
8,9,,Luke List,102,17.42,69,396
9,10,,Blayne Barber,77,17.36,50,288
10,11,,Chez Reavie,98,17.14,66,385
11,12,,Seung-Yul Noh,91,17.09,60,351
12,13,,Patton Kizzire,84,16.99,52,306
13,14,,Tag Ridings,67,16.88,40,237
14,15,,Jordan Spieth,85,16.83,52,309
15,16,,Cameron Smith,86,16.82,56,333
16,17,,Robert Garrigus,78,16.72,49,293
17,18,,Peter Malnati,91,16.62,57,343
18,19,,Brett Stegmaier,78,16.61,51,307
19,20,,Brooks Koepka,88,16.25,52,320
20,21,,J.T. Poston,95,16.15,57,353
21,22,,Wesley Bryan,95,16.03,59,368
22,23,,Brian Harman,104,15.92,64,402
23,24,,J.J. Spaun,92,15.85,55,347
24,25,,Emiliano Grillo,90,15.8,55,348
25,26,,Bryson DeChambeau,91,15.79,57,361
26,27,,Matt Jones,64,15.56,35,225
27,28,,Matt Every,76,15.55,44,283
28,29,,Zac Blair,105,15.54,62,399
29,T30,,Dustin Johnson,77,15.52,43,277
30,T30,,Adam Scott,58,15.52,36,232
31,T30,,Cameron Tringale,89,15.52,52,335
32,33,,Geoff Ogilvy,80,15.46,45,291
33,34,,Steven Alker,69,15.42,39,253
34,35,,Harris English,84,15.26,47,308
35,T36,,Ryan Blaum,100,15.17,59,389
36,T36,,John Huh,92,15.17,54,356
37,38,,Kevin Na,86,15.15,50,330
38,39,,David Lingmerth,79,15.13,46,304
39,T40,,Retief Goosen,52,15.05,28,186
40,T40,,Russell Henley,99,15.05,59,392
41,T42,,Brett Drewitt,57,15.02,32,213
42,T42,,Julián Etulain,68,15.02,38,253
43,44,,Rafa Cabrera Bello,63,15.0,36,240
44,T45,,Smylie Kaufman,76,14.98,43,287
45,T45,,Troy Merritt,82,14.98,46,307
46,T47,,Jason Day,71,14.94,39,261
47,T47,,Jason Dufner,89,14.94,49,328
48,49,,Anirban Lahiri,72,14.93,43,288
49,50,,Daniel Berger,91,14.91,51,342
50,51,,Brian Stuard,93,14.9,52,349
51,52,,Brad Fritsch,56,14.83,31,209
