,Back_9_Round_2_Scoring_Average_RANK THIS WEEK,Back_9_Round_2_Scoring_Average_RANK LAST WEEK,Back_9_Round_2_Scoring_Average_PLAYER NAME,Back_9_Round_2_Scoring_Average_AVG,Back_9_Round_2_Scoring_Average_TOTAL STROKES,Back_9_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,,Jason Dufner,34.41,757,22
1,2,,Patrick Cantlay,34.5,414,12
2,3,,Jamie Lovemark,34.52,932,27
3,4,,Kevin Kisner,34.65,901,26
4,5,,Matt Jones,34.67,624,18
5,6,,Daniel Berger,34.75,834,24
6,7,,Justin Rose,34.76,591,17
7,T8,,Luke List,34.77,1043,30
8,T8,,Ryan Moore,34.77,765,22
9,T10,,Bud Cauley,34.85,941,27
10,T10,,Chez Reavie,34.85,941,27
11,12,,Kevin Na,34.88,837,24
12,13,,Kyle Stanley,34.89,977,28
13,14,,Brian Gay,34.92,838,24
14,T15,,Andres Gonzales,34.95,769,22
15,T15,,Jordan Spieth,34.95,734,21
16,T17,,Stewart Cink,34.96,909,26
17,T17,,Justin Thomas,34.96,804,23
18,T19,,Rickie Fowler,35.0,700,20
19,T19,,Graeme McDowell,35.0,595,17
20,T19,,Brandt Snedeker,35.0,490,14
21,T19,,Kevin Tway,35.0,875,25
22,23,,Paul Casey,35.04,806,23
23,24,,Sergio Garcia,35.06,561,16
24,25,,Webb Simpson,35.07,947,27
25,26,,Pat Perez,35.08,842,24
26,27,,Charles Howell III,35.09,772,22
27,28,,Hideki Matsuyama,35.1,702,20
28,29,,Charl Schwartzel,35.12,597,17
29,T30,,Ryan Brehm,35.13,808,23
30,T30,,Smylie Kaufman,35.13,843,24
31,32,,Peter Malnati,35.15,949,27
32,33,,Matt Kuchar,35.16,879,25
33,T34,,Marc Leishman,35.17,844,24
34,T34,,Tag Ridings,35.17,633,18
35,36,,Tony Finau,35.18,985,28
36,37,,John Huh,35.19,950,27
37,38,,Cameron Smith,35.2,880,25
38,T39,,Emiliano Grillo,35.21,845,24
39,T39,,Jason Kokrak,35.21,986,28
40,41,,Rory McIlroy,35.23,458,13
41,42,,Ryan Armour,35.26,670,19
42,T43,,Cameron Tringale,35.27,917,26
43,T43,,Tyrone Van Aswegen,35.27,1058,30
44,T45,,J.J. Spaun,35.28,882,25
45,T45,,Robert Streb,35.28,1023,29
46,T47,,Adam Hadwin,35.29,988,28
47,T47,,Martin Laird,35.29,847,24
48,T47,,Grayson Murray,35.29,988,28
49,50,,Hudson Swafford,35.3,953,27
50,51,,Russell Henley,35.31,918,26
51,T52,,Graham DeLaet,35.32,777,22
52,T52,,Morgan Hoffmann,35.32,989,28
53,T52,,Seung-Yul Noh,35.32,989,28
54,T52,,Ian Poulter,35.32,671,19
55,T52,,Jon Rahm,35.32,777,22
56,T57,,Charley Hoffman,35.33,1060,30
57,T57,,Richy Werenski,35.33,848,24
58,59,,Cameron Percy,35.35,707,20
59,T60,,Martin Flores,35.36,884,25
60,T60,,Brooks Koepka,35.36,778,22
61,T60,,William McGirt,35.36,884,25
62,T63,,Zac Blair,35.37,1061,30
63,T63,,Cody Gribble,35.37,955,27
64,T65,,Chad Collins,35.38,849,24
65,T65,,Bryson DeChambeau,35.38,1026,29
66,67,,Vaughn Taylor,35.39,814,23
67,68,,Steven Alker,35.4,708,20
68,T69,,Ricky Barnes,35.41,1027,29
69,T69,,Luke Donald,35.41,602,17
70,T69,,Zach Johnson,35.41,779,22
71,72,,Scott Stallings,35.42,850,24
72,T73,,Keegan Bradley,35.43,992,28
73,T73,,Brendan Steele,35.43,815,23
74,75,,Jason Day,35.44,638,18
75,76,,Russell Knox,35.45,780,22
76,T77,,Nick Taylor,35.46,993,28
77,T77,,Gary Woodland,35.46,851,24
78,T79,,Lucas Glover,35.48,887,25
79,T79,,Xander Schauffele,35.48,958,27
80,T81,,Ryan Blaum,35.5,994,28
81,T81,,Rafa Cabrera Bello,35.5,639,18
82,T81,,Bill Haas,35.5,852,24
83,T81,,Rick Lamb,35.5,639,18
84,T81,,Shawn Stefani,35.5,852,24
85,T86,,Kevin Chappell,35.52,888,25
86,T86,,Harris English,35.52,888,25
87,T86,,Geoff Ogilvy,35.52,817,23
88,T86,,Daniel Summerhays,35.52,959,27
89,T90,,Scott Brown,35.54,995,28
90,T90,,J.J. Henry,35.54,924,26
91,T90,,Trey Mullinax,35.54,924,26
92,93,,Miguel Angel Carballo,35.55,711,20
93,94,,Louis Oosthuizen,35.56,569,16
94,95,,C.T. Pan,35.57,996,28
95,96,,Fabián Gómez,35.58,676,19
96,T97,,Wesley Bryan,35.59,961,27
97,T97,,David Hearn,35.59,961,27
98,T97,,D.A. Points,35.59,783,22
