,Early_Round_4_Scoring_Average_RANK THIS WEEK,Early_Round_4_Scoring_Average_RANK LAST WEEK,Early_Round_4_Scoring_Average_PLAYER NAME,Early_Round_4_Scoring_Average_AVG,Early_Round_4_Scoring_Average_TOTAL STROKES,Early_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,,Brandt Snedeker,64.0,64,1
1,T2,,Rickie Fowler,67.0,201,3
2,T2,,Matt Kuchar,67.0,335,5
3,T2,,Francesco Molinari,67.0,402,6
4,5,,Dustin Johnson,67.4,337,5
5,6,,Rory McIlroy,67.67,203,3
6,7,,Jordan Spieth,67.75,271,4
7,8,,Sergio Garcia,68.0,272,4
8,T9,,Spencer Levin,68.33,410,6
9,T9,,Adam Scott,68.33,410,6
10,T11,,Retief Goosen,68.5,274,4
11,T11,,Rory Sabbatini,68.5,274,4
12,13,,Chris Stroud,68.6,343,5
13,T14,,Gonzalo Fernandez-Castaño,68.67,206,3
14,T14,,Chez Reavie,68.67,412,6
15,16,,Keegan Bradley,68.75,825,12
16,17,,Michael Thompson,68.83,413,6
17,18,,Russell Henley,68.89,620,9
18,19,,Xander Schauffele,69.0,552,8
19,T20,,Bryson DeChambeau,69.25,554,8
20,T20,,Tony Finau,69.25,831,12
21,T22,,Bill Haas,69.33,416,6
22,T22,,Billy Horschel,69.33,624,9
23,24,,Kyle Stanley,69.38,902,13
24,T25,,Jason Day,69.5,278,4
25,T25,,Andres Gonzales,69.5,556,8
26,T25,,Peter Malnati,69.5,556,8
27,T25,,Scott Piercy,69.5,278,4
28,29,,Bud Cauley,69.56,626,9
29,30,,K.J. Choi,69.57,487,7
30,T31,,Martin Flores,69.63,557,8
31,T31,,Marc Leishman,69.63,557,8
32,T31,,Hideki Matsuyama,69.63,557,8
33,34,,Sam Saunders,69.67,418,6
34,35,,Luke List,69.7,697,10
35,36,,Julián Etulain,69.78,628,9
36,T37,,Jonas Blixt,69.8,349,5
37,T37,,Stewart Cink,69.8,698,10
38,T37,,Graeme McDowell,69.8,349,5
39,40,,Kevin Na,69.82,768,11
40,41,,Paul Casey,69.83,419,6
41,42,,Robert Garrigus,69.86,489,7
42,43,,Shawn Stefani,69.88,559,8
43,T44,,Alex Cejka,69.89,629,9
44,T44,,Hudson Swafford,69.89,629,9
45,46,,J.J. Spaun,69.9,699,10
46,T47,,Emiliano Grillo,70.0,770,11
47,T47,,Smylie Kaufman,70.0,350,5
48,T47,,Danny Lee,70.0,420,6
49,T47,,Ryan Palmer,70.0,210,3
50,T47,,Ian Poulter,70.0,630,9
51,T47,,Brendan Steele,70.0,490,7
52,T53,,Jim Herman,70.11,631,9
53,T53,,Nick Watney,70.11,631,9
54,55,,Tim Wilkinson,70.13,561,8
55,T56,,Mackenzie Hughes,70.14,982,14
56,T56,,Tyrone Van Aswegen,70.14,491,7
57,58,,Webb Simpson,70.18,772,11
58,T59,,Aaron Baddeley,70.2,351,5
59,T59,,Søren Kjeldsen,70.2,351,5
60,61,,Phil Mickelson,70.22,632,9
61,T62,,Graham DeLaet,70.25,562,8
62,T62,,Richy Werenski,70.25,281,4
63,T64,,Zach Johnson,70.29,492,7
64,T64,,Ben Martin,70.29,492,7
65,T64,,Louis Oosthuizen,70.29,492,7
66,T64,,Pat Perez,70.29,492,7
67,T64,,Jon Rahm,70.29,492,7
68,T69,,John Huh,70.3,703,10
69,T69,,Robert Streb,70.3,703,10
70,71,,Vaughn Taylor,70.33,1055,15
71,T72,,Martin Laird,70.38,563,8
72,T72,,Kevin Tway,70.38,915,13
73,74,,Jamie Lovemark,70.42,845,12
74,75,,Charl Schwartzel,70.43,493,7
75,T76,,Harris English,70.5,423,6
76,T76,,Sung Kang,70.5,846,12
77,T76,,Patrick Reed,70.5,846,12
78,79,,Charley Hoffman,70.54,917,13
79,T80,,Lucas Glover,70.56,635,9
80,T80,,Brian Harman,70.56,635,9
81,T80,,Morgan Hoffmann,70.56,635,9
82,T80,,Bubba Watson,70.56,635,9
83,T84,,Chad Campbell,70.57,494,7
84,T84,,Matt Jones,70.57,494,7
85,T84,,Jimmy Walker,70.57,494,7
86,87,,Ben Crane,70.6,706,10
