,Front_9_Par_3_Scoring_Average_RANK THIS WEEK,Front_9_Par_3_Scoring_Average_RANK LAST WEEK,Front_9_Par_3_Scoring_Average_PLAYER NAME,Front_9_Par_3_Scoring_Average_ROUNDS,Front_9_Par_3_Scoring_Average_AVG,Front_9_Par_3_Scoring_Average_TOTAL STROKES,Front_9_Par_3_Scoring_Average_TOTAL HOLES
0,1,,Rickie Fowler,78,2.93,446,152
1,2,,J.J. Spaun,92,2.94,509,173
2,3,,Geoff Ogilvy,80,2.95,428,145
3,T4,,Chad Campbell,97,2.96,575,194
4,T4,,Brandt Snedeker,53,2.96,299,101
5,T6,,Tom Hoge,54,2.97,276,93
6,T6,,Marc Leishman,94,2.97,535,180
7,T6,,Graeme McDowell,56,2.97,333,112
8,T6,,Adam Scott,58,2.97,344,116
9,T6,,Michael Thompson,60,2.97,336,113
10,T11,,Robert Garrigus,78,2.98,432,145
11,T11,,Martin Laird,83,2.98,497,167
12,T11,,Cameron Smith,86,2.98,491,165
13,T14,,Byeong Hun An,77,2.99,431,144
14,T14,,Retief Goosen,52,2.99,275,92
15,T14,,Bill Haas,92,2.99,509,170
16,T14,,Danny Lee,93,2.99,532,178
17,T14,,Hudson Swafford,94,2.99,538,180
18,T14,,Cameron Tringale,89,2.99,499,167
19,T14,,Nick Watney,75,2.99,416,139
20,T21,,Patrick Cantlay,52,3.0,291,97
21,T21,,Paul Casey,94,3.0,540,180
22,T21,,Kelly Kraft,75,3.0,429,143
23,T21,,Tag Ridings,67,3.0,357,119
24,T25,,Ryan Blaum,100,3.01,580,193
25,T25,,Stewart Cink,93,3.01,563,187
26,T25,,Graham DeLaet,82,3.01,458,152
27,T25,,Adam Hadwin,98,3.01,592,197
28,T25,,Spencer Levin,89,3.01,515,171
29,T25,,David Lingmerth,79,3.01,452,150
30,T25,,Troy Merritt,82,3.01,461,153
31,T25,,Seung-Yul Noh,91,3.01,526,175
32,T25,,Jon Rahm,90,3.01,502,167
33,T25,,Brett Stegmaier,78,3.01,460,153
34,T35,,Harris English,84,3.02,459,152
35,T35,,Gonzalo Fernandez-Castaño,63,3.02,341,113
36,T35,,Brian Harman,104,3.02,603,200
37,T35,,Charles Howell III,86,3.02,496,164
38,T35,,Matt Kuchar,95,3.02,559,185
39,T35,,Luke List,102,3.02,591,196
40,T35,,Chez Reavie,98,3.02,576,191
41,T35,,Justin Rose,66,3.02,389,129
42,T35,,Ollie Schniederjans,92,3.02,525,174
43,T35,,Jordan Spieth,85,3.02,474,157
44,T35,,Kevin Streelman,90,3.02,534,177
45,T35,,Chris Stroud,67,3.02,359,119
46,T35,,Tim Wilkinson,64,3.02,353,117
47,T48,,Aaron Baddeley,61,3.03,345,114
48,T48,,Keegan Bradley,104,3.03,618,204
49,T48,,Scott Brown,95,3.03,555,183
50,T48,,Ben Crane,86,3.03,478,158
51,T48,,Jason Day,71,3.03,403,133
52,T48,,Tony Finau,106,3.03,634,209
53,T48,,Emiliano Grillo,90,3.03,527,174
54,T48,,Mark Hubbard,81,3.03,452,149
55,T48,,Kevin Kisner,105,3.03,597,197
56,T48,,Scott Piercy,70,3.03,409,135
57,T48,,Ian Poulter,72,3.03,412,136
58,T48,,Richy Werenski,81,3.03,451,149
59,T60,,Ryan Armour,63,3.04,362,119
60,T60,,Wesley Bryan,95,3.04,554,182
61,T60,,Bryson DeChambeau,91,3.04,544,179
62,T60,,Brian Gay,82,3.04,477,157
63,T60,,Andres Gonzales,73,3.04,422,139
64,T60,,Russell Henley,99,3.04,590,194
65,T60,,J.J. Henry,92,3.04,523,172
66,T60,,J.B. Holmes,83,3.04,465,153
67,T60,,Dustin Johnson,77,3.04,428,141
68,T60,,Whee Kim,74,3.04,441,145
69,T60,,Chris Kirk,89,3.04,507,167
70,T60,,Nicholas Lindheim,58,3.04,344,113
71,T60,,Shane Lowry,52,3.04,301,99
72,T60,,Peter Malnati,91,3.04,520,171
73,T60,,Ryan Palmer,61,3.04,325,107
74,T60,,Jonathan Randolph,68,3.04,386,127
75,T60,,Patrick Reed,107,3.04,611,201
76,T60,,Webb Simpson,102,3.04,604,199
77,T60,,Nick Taylor,97,3.04,581,191
78,T60,,Justin Thomas,86,3.04,481,158
79,T60,,Camilo Villegas,76,3.04,438,144
80,T60,,Johnson Wagner,71,3.04,383,126
81,T82,,Steven Alker,69,3.05,387,127
82,T82,,Mark Anderson,54,3.05,320,105
83,T82,,Daniel Berger,91,3.05,524,172
84,T82,,Dominic Bozzelli,69,3.05,400,131
85,T82,,Brett Drewitt,57,3.05,326,107
86,T82,,Lucas Glover,93,3.05,549,180
87,T82,,David Hearn,93,3.05,521,171
88,T82,,Zach Johnson,81,3.05,470,154
89,T82,,Matt Jones,64,3.05,345,113
90,T82,,Patton Kizzire,84,3.05,463,152
91,T82,,Anirban Lahiri,72,3.05,439,144
92,T82,,Rick Lamb,54,3.05,308,101
93,T82,,Hideki Matsuyama,83,3.05,464,152
94,T82,,Seamus Power,86,3.05,491,161
95,T82,,Rory Sabbatini,71,3.05,400,131
96,T82,,Steve Wheatcroft,51,3.05,290,95
97,T98,,Blayne Barber,77,3.06,434,142
98,T98,,Zac Blair,105,3.06,609,199
99,T98,,Alex Cejka,85,3.06,475,155
100,T98,,Martin Flores,88,3.06,498,163
101,T98,,Cody Gribble,79,3.06,474,155
102,T98,,Charley Hoffman,112,3.06,665,217
103,T98,,Ryo Ishikawa,56,3.06,343,112
104,T98,,Sung Kang,104,3.06,628,205
105,T98,,Smylie Kaufman,76,3.06,438,143
106,T98,,Søren Kjeldsen,58,3.06,300,98
107,T98,,Russell Knox,75,3.06,429,140
108,T98,,Jamie Lovemark,98,3.06,588,192
109,T98,,Ben Martin,86,3.06,487,159
110,T98,,Bryce Molder,74,3.06,456,149
111,T98,,Kevin Na,86,3.06,502,164
112,T98,,C.T. Pan,88,3.06,529,173
113,T98,,J.T. Poston,95,3.06,535,175
114,T98,,Kyle Stanley,104,3.06,611,200
115,T98,,Harold Varner III,101,3.06,606,198
116,T117,,Julián Etulain,68,3.07,390,127
117,T117,,James Hahn,96,3.07,592,193
118,T117,,John Huh,92,3.07,541,176
119,T117,,Billy Hurley III,80,3.07,495,161
120,T117,,Michael Kim,94,3.07,552,180
121,T117,,Brooks Koepka,88,3.07,491,160
122,T117,,Rory McIlroy,51,3.07,295,96
123,T117,,Pat Perez,93,3.07,556,181
124,T117,,Carl Pettersson,63,3.07,362,118
125,T117,,Brendan Steele,89,3.07,516,168
126,T117,,Vaughn Taylor,90,3.07,518,169
127,T117,,Jhonattan Vegas,95,3.07,553,180
128,T129,,Ricky Barnes,100,3.08,570,185
129,T129,,Jonas Blixt,74,3.08,434,141
130,T129,,Jason Bohn,75,3.08,441,143
131,T129,,K.J. Choi,72,3.08,409,133
132,T129,,Luke Donald,50,3.08,299,97
133,T129,,Ken Duke,77,3.08,440,143
134,T129,,Brad Fritsch,56,3.08,323,105
135,T129,,Mackenzie Hughes,106,3.08,643,209
136,T129,,Phil Mickelson,85,3.08,496,161
137,T129,,Sebastián Muñoz,51,3.08,305,99
138,T129,,Trey Mullinax,88,3.08,509,165
139,T129,,Xander Schauffele,96,3.08,569,185
140,T129,,Robert Streb,98,3.08,583,189
141,T129,,Kevin Tway,96,3.08,546,177
142,T129,,Tyrone Van Aswegen,105,3.08,601,195
143,T129,,Boo Weekley,75,3.08,450,146
