,Tenth_Tee_Early_Round_1_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Round_1_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Round_1_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Round_1_Scoring_Average_AVG,Tenth_Tee_Early_Round_1_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,,Boo Weekley,66.0,66,1
1,2,,Russell Henley,66.29,464,7
2,3,,Cameron Smith,67.0,201,3
3,4,,Rory McIlroy,67.33,202,3
4,5,,Camilo Villegas,67.5,270,4
5,T6,,Ricky Barnes,67.75,271,4
6,T6,,Charles Howell III,67.75,271,4
7,T6,,Hudson Swafford,67.75,271,4
8,9,,Stewart Cink,67.8,339,5
9,T10,,Patrick Cantlay,68.0,136,2
10,T10,,Jim Herman,68.0,136,2
11,T10,,Kevin Streelman,68.0,136,2
12,13,,Anirban Lahiri,68.2,341,5
13,14,,Kevin Tway,68.25,273,4
14,15,,John Huh,68.29,478,7
15,16,,Justin Rose,68.33,205,3
16,17,,Rickie Fowler,68.44,616,9
17,18,,Gary Woodland,68.5,274,4
18,19,,Brian Harman,68.57,480,7
19,T20,,Martin Laird,68.67,206,3
20,T20,,Brian Stuard,68.67,206,3
21,22,,Sam Saunders,68.75,275,4
22,23,,Paul Casey,68.86,482,7
23,T24,,Wesley Bryan,69.0,621,9
24,T24,,Bill Haas,69.0,414,6
25,T24,,Michael Kim,69.0,621,9
26,T24,,Marc Leishman,69.0,483,7
27,T24,,Webb Simpson,69.0,276,4
28,T24,,Tyrone Van Aswegen,69.0,483,7
29,30,,Kyle Stanley,69.14,484,7
30,31,,Brian Campbell,69.17,415,6
31,T32,,Lucas Glover,69.25,277,4
32,T32,,Troy Merritt,69.25,277,4
33,T32,,Pat Perez,69.25,277,4
34,T35,,Andres Gonzales,69.29,485,7
35,T35,,Seamus Power,69.29,485,7
36,T37,,Brian Gay,69.33,208,3
37,T37,,Brandon Hagy,69.33,208,3
38,T37,,Sebastián Muñoz,69.33,208,3
39,T37,,Brendan Steele,69.33,208,3
40,41,,Billy Hurley III,69.4,347,5
41,42,,Morgan Hoffmann,69.43,486,7
42,T43,,Ryan Blaum,69.5,278,4
43,T43,,K.J. Choi,69.5,278,4
44,T43,,Luke Donald,69.5,139,2
45,T43,,Jordan Spieth,69.5,695,10
46,T47,,Daniel Berger,69.56,626,9
47,T47,,Justin Thomas,69.56,626,9
48,T49,,Jason Dufner,69.6,348,5
49,T49,,Sung Kang,69.6,348,5
50,T49,,Russell Knox,69.6,348,5
51,52,,D.A. Points,69.63,557,8
52,T53,,Luke List,69.67,418,6
53,T53,,Louis Oosthuizen,69.67,209,3
54,55,,Danny Lee,69.75,279,4
55,T56,,Matt Jones,69.8,349,5
56,T56,,Brooks Koepka,69.8,698,10
57,T56,,Adam Scott,69.8,349,5
58,T56,,Brandt Snedeker,69.8,349,5
59,60,,Sergio Garcia,69.83,419,6
60,T61,,Chad Campbell,70.0,560,8
61,T61,,Kevin Chappell,70.0,140,2
62,T61,,Mackenzie Hughes,70.0,420,6
63,T61,,Jason Kokrak,70.0,350,5
64,T61,,Phil Mickelson,70.0,560,8
65,T61,,Grayson Murray,70.0,280,4
66,T61,,Scott Piercy,70.0,280,4
67,T61,,Rory Sabbatini,70.0,140,2
68,T61,,Michael Thompson,70.0,490,7
69,T70,,Trey Mullinax,70.1,701,10
70,T70,,Patrick Reed,70.1,701,10
71,72,,David Hearn,70.11,631,9
72,T73,,Keegan Bradley,70.13,561,8
73,T73,,Robert Garrigus,70.13,561,8
74,T73,,Jon Rahm,70.13,561,8
75,T73,,Jonathan Randolph,70.13,561,8
76,T77,,Jason Day,70.14,491,7
77,T77,,Jim Furyk,70.14,491,7
78,T77,,David Lingmerth,70.14,491,7
79,80,,Dominic Bozzelli,70.17,421,6
80,T81,,Tom Hoge,70.2,351,5
81,T81,,Vaughn Taylor,70.2,351,5
82,T81,,Jhonattan Vegas,70.2,351,5
83,84,,Jimmy Walker,70.22,632,9
84,85,,Brett Stegmaier,70.25,562,8
85,86,,Daniel Summerhays,70.29,492,7
86,T87,,Gonzalo Fernandez-Castaño,70.33,422,6
87,T87,,Bryce Molder,70.33,422,6
88,T89,,Ken Duke,70.4,704,10
89,T89,,Adam Hadwin,70.4,352,5
90,T89,,Rick Lamb,70.4,352,5
91,T92,,Graham DeLaet,70.43,493,7
92,T92,,C.T. Pan,70.43,493,7
93,94,,Nick Taylor,70.44,634,9
94,T95,,Byeong Hun An,70.5,282,4
95,T95,,Chad Collins,70.5,282,4
96,T95,,James Hahn,70.5,282,4
97,T95,,Zach Johnson,70.5,423,6
98,T95,,Søren Kjeldsen,70.5,141,2
99,T95,,Matt Kuchar,70.5,846,12
100,T95,,Shane Lowry,70.5,141,2
101,T95,,Francesco Molinari,70.5,282,4
102,103,,Harold Varner III,70.56,635,9
103,T104,,Alex Cejka,70.6,353,5
104,T104,,J.T. Poston,70.6,353,5
105,T104,,Xander Schauffele,70.6,353,5
106,T107,,Branden Grace,70.67,212,3
107,T107,,Chris Kirk,70.67,212,3
108,T107,,Hunter Mahan,70.67,424,6
109,T107,,Shawn Stefani,70.67,424,6
110,T111,,Bud Cauley,70.71,495,7
111,T111,,Kevin Kisner,70.71,495,7
112,T113,,Steven Alker,70.75,283,4
113,T113,,Aaron Baddeley,70.75,283,4
