,Accuracy_Rating_RANK THIS WEEK,Accuracy_Rating_RANK LAST WEEK,Accuracy_Rating_PLAYER NAME,Accuracy_Rating_EVENTS,Accuracy_Rating_RATING
0,1,1,Graeme Storm,1,8.5
1,2,2,Rob Grube,1,8.3
2,3,3,Casey Wittenberg,2,8.2
3,4,4,Heath Slocum,19,8.0
4,T5,T5,Joe Durant,15,7.8
5,T5,T5,Larry Mize,4,7.8
6,T7,T7,Briny Baird,23,7.7
7,T7,T7,Olin Browne,11,7.7
8,T7,T7,Chad Campbell,18,7.7
9,T7,T7,Scott Verplank,15,7.7
10,T11,T11,Tommy Armour III,12,7.6
11,T11,T11,Bart Bryant,15,7.6
12,T11,T11,Gavin Coles,9,7.6
13,T11,T11,Fred Funk,6,7.6
14,T11,T11,Miguel Angel Jiménez,3,7.6
15,T11,T11,Zach Johnson,16,7.6
16,T11,T11,Pablo Martin Benavides,1,7.6
17,T11,T11,Rod Perry,1,7.6
18,T11,T11,D.A. Points,2,7.6
19,T11,T11,Jay Williamson,13,7.6
20,T21,T21,Robert Allenby,22,7.5
21,T21,T21,Mark Brooks,5,7.5
22,T21,T21,Paul Casey,7,7.5
23,T21,T21,Alex Cejka,10,7.5
24,T21,T21,Robert Gamez,12,7.5
25,T21,T21,Jonathan Kaye,3,7.5
26,T21,T21,Bernhard Langer,1,7.5
27,T21,T21,Justin Leonard,19,7.5
28,T21,T21,Nick O'Hern,15,7.5
29,T30,T30,Jason Bohn,7,7.4
30,T30,T30,Luke Donald,6,7.4
31,T30,T30,Ernie Els,7,7.4
32,T30,T30,Jim Furyk,18,7.4
33,T30,T30,Brian Gay,17,7.4
34,T30,T30,Grégory Havret,1,7.4
35,T30,T30,John Huston,10,7.4
36,T30,T30,Hunter Mahan,16,7.4
37,T30,T30,Kenny Perry,22,7.4
38,T30,T30,Stephen Poole,1,7.4
39,T30,T30,Chez Reavie,18,7.4
40,T30,T30,Justin Rose,6,7.4
41,T30,T30,Scott Strange,1,7.4
42,T30,T30,Esteban Toledo,1,7.4
43,T30,T30,Ron Whittaker,3,7.4
44,T30,T30,Tiger Woods,3,7.4
45,T46,T46,Michael Allen,17,7.3
46,T46,T46,Stephen Ames,15,7.3
47,T46,T46,Ryan Armour,11,7.3
48,T46,T46,Cameron Beckman,12,7.3
49,T46,T46,Rich Beem,15,7.3
50,T46,T46,Tim Clark,16,7.3
51,T46,T46,Ben Curtis,15,7.3
52,T46,T46,Jay Delsing,1,7.3
53,T46,T46,Kent Jones,10,7.3
54,T46,T46,Matt Kuchar,14,7.3
55,T46,T46,Yusaku Miyazato,1,7.3
56,T46,T46,Jeff Quinney,15,7.3
57,T46,T46,Tom Scherrer,6,7.3
58,T59,T59,Billy Andrade,9,7.2
59,T59,T59,Tom Byrum,5,7.2
60,T59,T59,Mark Calcavecchia,9,7.2
61,T59,T59,Todd Hamilton,14,7.2
62,T59,T59,Stephen Leaney,7,7.2
63,T59,T59,Tom Lehman,6,7.2
64,T59,T59,Billy Mayfair,20,7.2
65,T59,T59,Arron Oberholser,5,7.2
66,T59,T59,Jin Park,10,7.2
67,T59,T59,Ted Schulz,1,7.2
68,T59,T59,Scott Sterling,14,7.2
69,T59,T59,David Toms,12,7.2
70,T59,T59,D.J. Trahan,17,7.2
71,T59,T59,Camilo Villegas,15,7.2
72,T59,T59,Charles Warren,9,7.2
73,T59,T59,Boo Weekley,15,7.2
74,T59,T59,Y.E. Yang,15,7.2
75,T76,T76,Shane Bertsch,19,7.1
76,T76,T76,Sergio Garcia,14,7.1
77,T76,T76,Lucas Glover,18,7.1
78,T76,T76,Jeff Gove,7,7.1
79,T76,T76,Trevor Immelman,10,7.1
80,T76,T76,Lee Janzen,13,7.1
81,T76,T76,Jerry Kelly,13,7.1
82,T76,T76,Greg Kraft,8,7.1
83,T76,T76,Cliff Kresge,12,7.1
84,T76,T76,Peter Lonard,14,7.1
85,T76,T76,Bob May,2,7.1
86,T76,T76,Scott McCarron,8,7.1
87,T76,T76,Rocco Mediate,13,7.1
88,T76,T76,Pat Perez,18,7.1
89,T76,T76,Rory Sabbatini,14,7.1
90,T76,T76,John Senden,17,7.1
91,T76,T76,Patrick Sheehan,23,7.1
92,T76,T76,Vijay Singh,15,7.1
93,T76,T76,Vaughn Taylor,18,7.1
94,T76,T76,Omar Uresti,11,7.1
95,T76,T76,Mike Weir,15,7.1
96,T76,T76,Lee Westwood,3,7.1
97,T76,T76,Dean Wilson,19,7.1
98,T99,T99,Justin Bolli,12,7.0
99,T99,T99,Steve Elkington,16,7.0
100,T99,T99,Bob Estes,17,7.0
101,T99,T99,Niclas Fasth,4,7.0
102,T99,T99,Dan Forsman,5,7.0
103,T99,T99,Mark Hensby,9,7.0
104,T99,T99,Hidemasa Hoshino,1,7.0
105,T99,T99,Brendan Jones,2,7.0
106,T99,T99,Anthony Kim,15,7.0
107,T99,T99,Søren Kjeldsen,1,7.0
108,T99,T99,Michael Letzig,13,7.0
109,T99,T99,Steve Marino,25,7.0
110,T99,T99,Graeme McDowell,2,7.0
111,T99,T99,George McNeill,19,7.0
112,T99,T99,John Merrick,15,7.0
113,T99,T99,John Morse,1,7.0
114,T99,T99,Geoff Ogilvy,10,7.0
115,T99,T99,Ryan Palmer,11,7.0
116,T99,T99,Chris Stroud,11,7.0
117,T99,T99,Tim Wilkinson,15,7.0
