,Putting_Rating_RANK THIS WEEK,Putting_Rating_RANK LAST WEEK,Putting_Rating_PLAYER NAME,Putting_Rating_EVENTS,Putting_Rating_RATING
0,1,1,Paul Azinger,1,9.5
1,2,2,Erik Compton,1,9.4
2,3,3,Danny Lee,1,9.2
3,T4,T4,Andrew Magee,1,9.1
4,T4,T4,Toru Taniguchi,2,9.1
5,6,6,Spencer Levin,1,9.0
6,7,7,Yusaku Miyazato,1,8.8
7,8,8,Anders Hansen,2,8.7
8,T9,T9,Daniel Chopra,13,8.6
9,T9,T9,Grégory Havret,1,8.6
10,T11,T11,Richard Finch,1,8.5
11,T11,T11,Bob May,2,8.5
12,T11,T11,Corey Pavin,11,8.5
13,T11,T11,Bob Tway,13,8.5
14,T15,T15,Aaron Baddeley,13,8.4
15,T15,T15,Chad Collins,10,8.4
16,T15,T15,Brent Geiberger,1,8.4
17,T15,T15,Padraig Harrington,7,8.4
18,T15,T15,Ryuji Imada,14,8.4
19,T15,T15,Robert Karlsson,3,8.4
20,T15,T15,John Mallinger,18,8.4
21,T15,T15,Shaun Micheel,5,8.4
22,T15,T15,Ryan Palmer,11,8.4
23,T15,T15,Brenden Pappas,7,8.4
24,T15,T15,Graeme Storm,1,8.4
25,T26,T26,Luke Donald,6,8.3
26,T26,T26,Reid Edstrom,1,8.3
27,T26,T26,Tommy Gainey,3,8.3
28,T26,T26,Brian Gay,17,8.3
29,T26,T26,Nathan Green,17,8.3
30,T26,T26,Bob Heintz,6,8.3
31,T26,T26,Gabriel Hjertstedt,1,8.3
32,T26,T26,Richard Johnson,7,8.3
33,T26,T26,Alan Morin,1,8.3
34,T26,T26,Joe Ogilvie,17,8.3
35,T26,T26,Stephen Poole,1,8.3
36,T26,T26,Webb Simpson,3,8.3
37,T26,T26,Chip Sullivan,2,8.3
38,T39,T39,Eric Axley,17,8.2
39,T39,T39,José Coceres,5,8.2
40,T39,T39,Jason Day,12,8.2
41,T39,T39,Robert Floyd,1,8.2
42,T39,T39,Craig Kanada,9,8.2
43,T39,T39,Greg Kraft,8,8.2
44,T39,T39,Len Mattiace,3,8.2
45,T39,T39,Nick O'Hern,15,8.2
46,T39,T39,Ian Poulter,8,8.2
47,T39,T39,Jeff Quinney,15,8.2
