,FedExCup_Points_per_Event_Leaders_RANK THIS WEEK,FedExCup_Points_per_Event_Leaders_RANK LAST WEEK,FedExCup_Points_per_Event_Leaders_PLAYER NAME,FedExCup_Points_per_Event_Leaders_EVENTS,FedExCup_Points_per_Event_Leaders_POINTS PER EVENT,FedExCup_Points_per_Event_Leaders_TOTAL POINTS
54,55,55,Paul Casey,14,271.715,3804.0159999999996
55,56,56,Kevin Sutherland,20,270.721,5414.416
56,57,57,Chez Reavie,24,270.566,6493.5830000000005
57,58,58,Steve Marino,24,268.58299999999997,6445.993
58,59,59,Ben Crane,19,266.219,5058.168
59,60,60,Heath Slocum,21,262.029,5502.619000000001
60,61,61,Parker McLachlin,21,261.97900000000004,5501.549
61,62,62,Scott McCarron,17,258.05400000000003,4386.917
62,63,63,Tim Clark,20,257.92900000000003,5158.575
63,64,64,Steve Elkington,18,257.319,4631.748
64,65,65,Ryan Moore,18,253.31799999999998,4559.717000000001
65,66,66,Johnson Wagner,22,252.391,5552.606
66,67,67,Brandt Snedeker,23,245.592,5648.6230000000005
67,68,68,Pat Perez,21,243.389,5111.169
68,69,69,Peter Lonard,22,238.56099999999998,5248.34
69,70,70,Charlie Wi,21,237.37,4984.767
70,71,71,Greg Kraft,14,237.09599999999998,3319.35
71,72,72,Bubba Watson,23,236.40599999999998,5437.331
72,73,73,John Senden,22,230.196,5064.32
73,74,74,Paul Goydos,20,228.36599999999999,4567.327
74,75,75,John Merrick,21,227.952,4786.984
75,76,76,Nick O'Hern,20,226.012,4520.232
76,77,77,Rocco Mediate,23,223.97799999999998,5151.495
77,78,78,Ken Duke,25,223.778,5594.438
78,79,79,Mathew Goggin,20,222.868,4457.36
79,80,80,Corey Pavin,18,216.861,3903.494
80,81,81,Tom Pernice Jr.,23,215.4,4954.193
81,82,82,Bernhard Langer,2,213.125,426.25
82,83,83,Nicholas Thompson,27,210.94400000000002,5695.486999999999
83,84,84,Cliff Kresge,22,203.94299999999998,4486.737
84,85,85,Mark Wilson,22,191.465,4212.227
85,86,86,Scott Verplank,18,189.537,3411.6620000000003
86,87,87,Matt Kuchar,22,185.646,4084.202
87,88,88,John Rollins,22,185.19099999999997,4074.208
88,89,89,Charles Howell III,23,184.209,4236.812
89,90,90,Jonathan Byrd,22,182.312,4010.866
90,91,91,Dean Wilson,26,180.315,4688.198
91,92,92,Brad Adamonis,21,176.541,3707.36
92,93,93,Michael Letzig,22,176.301,3878.625
93,94,94,Kevin Na,23,176.19,4052.368
94,95,95,Steve Flesch,23,175.918,4046.11
95,96,96,Bob Tway,15,174.322,2614.833
96,97,97,John Mallinger,22,172.43200000000002,3793.493
97,98,98,Richard Johnson,15,167.333,2509.988
98,99,99,Alex Cejka,23,165.28799999999998,3801.631
99,100,100,Brian Davis,24,163.158,3915.7940000000003
100,101,101,Nathan Green,23,160.77100000000002,3697.722
101,102,102,Ángel Cabrera,14,160.201,2242.813
102,103,103,Lucas Glover,23,157.246,3616.664
103,104,104,Brett Quigley,17,156.649,2663.0359999999996
104,105,105,George McNeill,22,154.966,3409.2509999999997
105,106,106,Troy Matteson,23,153.2,3523.6079999999997
106,107,107,Nick Watney,20,151.813,3036.262
107,108,108,Jay Williamson,23,151.434,3482.985
108,109,109,Tom Lehman,16,151.247,2419.956
109,110,110,Mark Calcavecchia,22,150.19,3304.1890000000003
110,111,111,Zach Johnson,20,148.414,2968.2740000000003
111,112,112,David Toms,17,148.219,2519.722
112,113,113,Ryan Palmer,15,143.869,2158.038
113,114,114,Shane Bertsch,22,143.313,3152.88
114,115,115,Charley Hoffman,23,142.446,3276.264
115,116,116,Matt Jones,23,142.315,3273.2490000000003
116,117,117,Kevin Streelman,24,141.763,3402.32
117,118,118,Rich Beem,20,141.635,2832.703
118,119,119,Tim Wilkinson,22,140.268,3085.888
119,120,120,Eric Axley,25,139.131,3478.264
120,121,121,Joe Ogilvie,23,134.523,3094.0229999999997
121,122,122,Bill Haas,24,132.174,3172.187
122,123,123,Gavin Coles,13,130.671,1698.7220000000002
123,124,124,Charles Warren,22,125.875,2769.25
124,125,125,Glen Day,14,123.37700000000001,1727.273
125,126,126,Jason Day,19,122.493,2327.364
126,127,127,Martin Laird,19,121.21799999999999,2303.146
127,128,128,Vaughn Taylor,24,120.881,2901.152
128,129,129,Bo Van Pelt,23,119.839,2756.3
129,130,130,Roland Thatcher,15,118.458,1776.875
130,131,131,James Driscoll,21,116.99600000000001,2456.923
131,132,132,Bob Estes,21,115.375,2422.866
132,133,133,Bob May,4,112.54799999999999,450.19
133,134,134,Dustin Johnson,24,111.613,2678.702
134,135,135,Joe Durant,21,107.795,2263.687
135,136,136,Michael Allen,20,106.598,2131.951
136,137,137,John Huston,14,106.279,1487.904
137,138,138,Tim Petrovic,23,104.36,2400.29
138,139,139,Daisuke Maruyama,4,104.25,417.0
139,140,140,Tim Herron,21,102.74600000000001,2157.672
140,141,141,Chris Riley,13,98.21700000000001,1276.8239999999998
141,142,142,Patrick Sheehan,26,97.706,2540.343
142,143,143,Bob Heintz,12,97.041,1164.488
143,144,144,Arron Oberholser,8,96.863,774.9010000000001
144,145,145,Marco Dawson,17,95.429,1622.2939999999999
145,146,146,Craig Kanada,17,94.361,1604.1429999999998
146,147,147,Jeff Gove,14,93.397,1307.56
147,148,148,Jesper Parnevik,20,90.881,1817.622
148,149,149,Jason Gore,25,90.30799999999999,2257.696
149,150,150,Jason Dufner,12,90.165,1081.975
150,151,151,Davis Love III,17,88.947,1512.098
151,152,152,Justin Bolli,20,88.458,1769.1529999999998
152,153,153,Frank Lickliter II,23,86.34,1985.815
153,154,154,Lee Janzen,20,86.07,1721.405
154,155,155,Brett Rumford,19,85.495,1624.4029999999998
155,156,156,Chris DiMarco,22,85.04299999999999,1870.9370000000001
156,157,157,Jon Mills,24,81.814,1963.536
157,158,158,J.J. Henry,25,81.036,2025.896
158,159,159,Will MacKenzie,16,80.57600000000001,1289.208
159,160,160,Fred Funk,13,79.882,1038.464
160,161,161,José Coceres,13,77.55199999999999,1008.181
161,162,162,Y.E. Yang,22,77.32300000000001,1701.106
162,163,163,Garrett Willis,10,76.622,766.2189999999999
163,164,164,Tag Ridings,22,76.3,1678.605
164,165,165,Jeff Overton,24,73.094,1754.251
165,166,166,Carlos Franco,19,72.223,1372.243
166,167,167,Todd Hamilton,23,71.638,1647.671
167,168,168,Kevin Stadler,23,70.518,1621.906
168,169,169,Scott Sterling,21,69.872,1467.3220000000001
169,170,170,Omar Uresti,17,67.87100000000001,1153.8139999999999
170,171,171,Robert Garrigus,22,66.729,1468.039
171,172,172,Mark Hensby,19,66.365,1260.9260000000002
172,173,173,Doug LaBelle II,17,64.848,1102.4189999999999
173,174,174,J.P. Hayes,20,63.757,1275.139
174,175,175,Brent Geiberger,11,63.045,693.5
175,176,176,Dan Forsman,10,62.338,623.375
176,177,177,Bob Sowards,15,61.358999999999995,920.3919999999999
177,178,178,Harrison Frazar,17,61.349,1042.938
178,179,179,Jeff Maggert,21,61.265,1286.558
179,180,180,Nick Flanagan,22,59.798,1315.5539999999999
180,181,181,Kent Jones,16,59.782,956.5189999999999
181,182,182,José María Olazábal,4,58.838,235.35
182,183,183,John Riegger,17,58.398,992.76
183,184,184,Andrew Buckle,12,57.778,693.332
184,185,185,Cameron Beckman,22,57.38399999999999,1262.4560000000001
185,186,186,Ryan Armour,25,57.063,1426.576
186,187,187,Brenden Pappas,17,56.611000000000004,962.3919999999999
187,188,188,Brandt Jobe,17,55.303000000000004,940.143
188,189,189,Ian Leggatt,5,53.763000000000005,268.813
189,190,190,Kenneth Ferrie,19,52.631,999.993
190,191,191,Scott Hoch,1,51.75,51.75
191,192,192,Michael Sim,5,51.108000000000004,255.542
192,193,193,Marc Turnesa,23,51.055,1174.264
193,194,194,Ted Purdy,19,50.631,961.988
194,195,195,Brian Bateman,17,48.913000000000004,831.529
195,196,196,Billy Andrade,20,47.445,948.893
196,197,197,Fulton Allem,1,47.0,47.0
197,198,198,Larry Mize,15,46.907,703.605
198,199,199,Robert Damron,8,45.683,365.464
199,200,200,Jin Park,23,45.523,1047.032
200,201,201,Sandy Lyle,2,45.375,90.75
201,202,202,Alejandro Cañizares,11,45.227,497.49300000000005
202,203,203,Nick Price,1,42.5,42.5
203,204,204,Jimmy Walker,17,41.376000000000005,703.3910000000001
204,205,205,Paul Stankowski,12,40.686,488.23199999999997
205,206,206,Shaun Micheel,16,40.053000000000004,640.8430000000001
206,207,207,Shigeki Maruyama,18,40.045,720.812
207,208,208,Stephen Leaney,17,39.888000000000005,678.097
208,209,209,Brett Wetterich,11,37.923,417.152
209,210,210,Craig Parry,4,37.878,151.513
210,211,211,Craig Barlow,15,37.796,566.938
211,212,212,Robert Gamez,20,37.438,748.7639999999999
212,213,213,Chad Collins,17,37.202,632.44
213,214,214,Steve Allan,16,37.194,595.109
214,215,215,Michael Bradley,9,35.626999999999995,320.643
215,216,216,David Lutterus,16,35.397,566.359
216,217,217,Tom Byrum,11,31.162,342.779
217,218,218,Mathias Grönberg,23,31.087,715.005
218,219,219,Todd Demsey,18,30.638,551.4780000000001
219,220,220,Dicky Pride,11,29.295,322.25
220,221,221,Jay Delsing,7,28.570999999999998,200.0
221,222,222,Neal Lancaster,8,28.395,227.15599999999998
222,T223,T223,Dennis Paulson,1,26.75,26.75
223,T223,T223,Ted Schulz,1,26.75,26.75
224,225,225,Paul Claxton,16,26.263,420.214
225,226,226,Jim McGovern,19,25.686999999999998,488.05
226,227,227,Mark Brooks,16,25.596,409.536
227,228,228,Rick Fehr,1,24.75,24.75
228,229,229,Richard Johnson,22,24.72,543.849
229,230,230,Kyle Thompson,19,24.284000000000002,461.404
230,231,231,Paul Azinger,8,23.781,190.25
231,232,232,Chris Stroud,22,22.67,498.73199999999997
232,233,233,Olin Browne,23,22.406999999999996,515.372
233,234,234,Jonathan Kaye,8,22.105999999999998,176.85
234,235,235,Ronnie Black,2,21.955,43.909
235,236,236,Kirk Triplett,4,21.764,87.054
236,237,237,David Frost,3,21.45,64.35
237,238,238,Joey Sindelar,4,19.902,79.609
238,239,239,Tom Scherrer,14,19.095,267.33299999999997
239,240,240,Jason Allred,16,17.88,286.08099999999996
240,T241,T241,Gabriel Hjertstedt,3,17.417,52.25
241,T241,T241,Andrew Magee,3,17.417,52.25
242,243,243,John Morse,6,17.167,103.0
243,244,244,Chris Smith,5,16.268,81.339
244,245,245,Notah Begay III,6,13.722000000000001,82.333
245,246,246,Brad Elder,16,13.275,212.393
246,247,247,John Daly,15,12.133,182.0
247,248,248,Len Mattiace,10,11.606,116.06299999999999
248,249,249,Guy Boros,5,11.35,56.75
249,250,250,Cody Freeman,19,11.241,213.571
250,251,251,Grant Waite,5,10.45,52.25
251,252,252,Mark O'Meara,5,10.4,52.0
252,253,253,David Duval,15,9.905,148.575
253,254,254,Travis Perkins,17,8.951,152.159
254,255,255,Ron Whittaker,16,8.757,140.10399999999998
255,256,256,Spike McRoy,3,8.542,25.625
256,257,257,J.L. Lewis,14,8.139,113.95
257,258,258,Tommy Gainey,18,6.6129999999999995,119.03399999999999
258,259,259,Duffy Waldorf,4,6.563,26.25
259,260,260,Skip Kendall,6,4.708,28.25
260,261,261,Bob Burns,6,3.958,23.75
261,262,262,"Jim Gallagher, Jr.",6,3.917,23.5
