,Last_5_Events_-_Power_RANK THIS WEEK,Last_5_Events_-_Power_RANK LAST WEEK,Last_5_Events_-_Power_PLAYER NAME,Last_5_Events_-_Power_EVENTS,Last_5_Events_-_Power_RATING
0,1,1,J.B. Holmes,3,9.9
1,2,2,Dustin Johnson,3,9.8
2,T3,T3,John Daly,2,9.7
3,T3,T3,Tag Ridings,1,9.7
4,T3,T3,Nick Watney,5,9.7
5,T3,T3,Brett Wetterich,2,9.7
6,7,7,Robert Garrigus,4,9.6
7,T8,T8,Brian Bateman,1,9.4
8,T8,T8,Davis Love III,3,9.4
9,T8,T8,Jhonattan Vegas,1,9.4
10,T8,T8,Charles Warren,1,9.4
11,T12,T12,Ángel Cabrera,4,9.3
12,T12,T12,Anthony Kim,3,9.3
13,T12,T12,Jeff Overton,5,9.3
14,T12,T12,Bubba Watson,4,9.3
15,T16,T16,Steve Allan,3,9.2
16,T16,T16,Brendan Jones,2,9.2
17,T16,T16,Mike Ruiz,1,9.2
18,T19,T19,John Huston,3,9.1
19,T19,T19,Danny Lee,1,9.1
20,T19,T19,Vijay Singh,4,9.1
21,T22,T22,Jason Day,2,9.0
22,T22,T22,Robert Floyd,1,9.0
23,T22,T22,Anton Haig,2,9.0
24,T22,T22,Greg Owen,1,9.0
25,T22,T22,Lee Westwood,1,9.0
26,T27,T27,Mathias Grönberg,3,8.9
27,T27,T27,Derek Lamely,1,8.9
28,T29,T29,Bill Haas,3,8.8
29,T29,T29,Charley Hoffman,5,8.8
30,T29,T29,Chapchai Nirat,1,8.8
31,T29,T29,Andres Romero,4,8.8
32,T29,T29,Mitsuhiro Tateyama,1,8.8
33,T29,T29,Boo Weekley,3,8.8
34,T35,T35,Ross Fisher,1,8.7
35,T35,T35,Kevin Streelman,4,8.7
36,T37,T37,Aaron Baddeley,2,8.6
37,T37,T37,Fred Couples,1,8.6
38,T37,T37,John Merrick,2,8.6
39,T37,T37,Yusaku Miyazato,2,8.6
40,T37,T37,Nicholas Thompson,3,8.6
41,T42,T42,Stewart Cink,3,8.5
42,T42,T42,Jamie Lovemark,2,8.5
43,T42,T42,Troy Matteson,4,8.5
44,T42,T42,Adam Scott,1,8.5
45,T42,T42,Jeev Milkha Singh,1,8.5
46,T47,T47,Pablo Larrazabal,1,8.4
47,T47,T47,Phil Mickelson,3,8.4
48,T49,T49,Rob Grube,1,8.3
49,T49,T49,Chip Sullivan,2,8.3
50,T51,T51,Tommy Gainey,2,8.2
51,T51,T51,Lucas Glover,5,8.2
52,T51,T51,Martin Laird,5,8.2
53,T51,T51,Louis Oosthuizen,1,8.2
54,T51,T51,Bo Van Pelt,3,8.2
55,T56,T56,Soren Hansen,1,8.1
56,T56,T56,J.L. Lewis,1,8.1
57,T56,T56,Steve Marino,5,8.1
58,T59,T59,Robert Allenby,5,8.0
59,T59,T59,Harrison Frazar,2,8.0
60,T59,T59,Mathew Goggin,4,8.0
61,T59,T59,Tim Herron,4,8.0
62,T59,T59,Brandt Jobe,2,8.0
63,T64,T64,Andrew Buckle,1,7.9
64,T64,T64,Paul Casey,2,7.9
65,T64,T64,Matt Jones,3,7.9
66,T64,T64,Michael Letzig,3,7.9
67,T64,T64,Tiger Woods,2,7.9
68,T69,T69,Brad Elder,1,7.8
69,T69,T69,Sergio Garcia,4,7.8
70,T69,T69,Jonathan Moore,1,7.8
71,T69,T69,Ted Purdy,1,7.8
72,T69,T69,Rory Sabbatini,3,7.8
73,T69,T69,Camilo Villegas,3,7.8
74,T75,T75,Mark Calcavecchia,1,7.7
75,T75,T75,Richard Johnson,1,7.7
76,T75,T75,Bob May,2,7.7
77,T75,T75,Sean O'Hair,3,7.7
78,T75,T75,Brenden Pappas,2,7.7
79,T75,T75,Pat Perez,5,7.7
80,T75,T75,Kyle Thompson,2,7.7
81,T82,T82,Craig Barlow,1,7.6
82,T82,T82,Chip Deason,1,7.6
83,T82,T82,Ernie Els,3,7.6
84,T82,T82,Padraig Harrington,1,7.6
85,T82,T82,Charles Howell III,4,7.6
86,T82,T82,Kenny Perry,2,7.6
87,T82,T82,Chris Stroud,4,7.6
88,T89,T89,Jason Allred,2,7.5
89,T89,T89,Bryan DeCorso,1,7.5
90,T89,T89,Jay Delsing,1,7.5
91,T89,T89,Justin Rose,2,7.5
92,T93,T93,Bubba Dickerson,1,7.4
93,T93,T93,Jason Dufner,1,7.4
94,T93,T93,George McNeill,4,7.4
95,T93,T93,Geoff Ogilvy,3,7.4
96,T93,T93,Ryan Palmer,3,7.4
97,T93,T93,Kevin Sutherland,5,7.4
98,T99,T99,David Hearn,1,7.3
99,T99,T99,Hunter Mahan,3,7.3
100,T99,T99,Dennis Paulson,1,7.3
101,T102,T102,Philip Francis,1,7.2
102,T102,T102,Jimmy Walker,1,7.2
103,T104,T104,J.J. Henry,4,7.1
104,T104,T104,Martin Kaymer,1,7.1
105,T104,T104,Steve Lowery,3,7.1
106,T104,T104,Rod Pampling,1,7.1
107,T104,T104,John Rollins,3,7.1
108,T109,T109,David Duval,3,7.0
109,T109,T109,Jonathan Kaye,2,7.0
110,T109,T109,Jesper Parnevik,2,7.0
111,T109,T109,John Senden,3,7.0
112,T109,T109,David Toms,3,7.0
113,T109,T109,Steve Webster,1,7.0
114,T115,T115,Jason Bohn,2,6.9
115,T115,T115,Chris Kirk,1,6.9
116,T115,T115,Roland Thatcher,1,6.9
117,T118,T118,Daniel Chopra,1,6.8
118,T118,T118,Retief Goosen,1,6.8
119,T118,T118,Carl Pettersson,5,6.8
120,T118,T118,Bob Sowards,2,6.8
121,T118,T118,Kevin Stadler,2,6.8
122,T118,T118,Henrik Stenson,1,6.8
123,T124,T124,Justin Bolli,1,6.7
124,T124,T124,Ryan Moore,2,6.7
125,T126,T126,Chad Campbell,4,6.6
126,T126,T126,Jason Gore,3,6.6
