,Short_Game_Rating_RANK THIS WEEK,Short_Game_Rating_RANK LAST WEEK,Short_Game_Rating_PLAYER NAME,Short_Game_Rating_EVENTS,Short_Game_Rating_RATING
0,1,1,Paul McGinley,1,8.2
1,T2,T2,Robert Karlsson,2,8.0
2,T2,T2,Oliver Wilson,1,8.0
3,4,4,Bob Heintz,5,7.9
4,5,5,Chip Deason,1,7.8
5,T6,T6,Yusaku Miyazato,1,7.7
6,T6,T6,Mike Weir,15,7.7
7,T8,T8,Guy Boros,2,7.6
8,T8,T8,Padraig Harrington,5,7.6
9,10,10,Ted Schulz,1,7.5
10,T11,T11,Jonathan Moore,1,7.4
11,T11,T11,José María Olazábal,2,7.4
12,T11,T11,Justin Rose,5,7.4
13,T14,T14,Brian Gay,17,7.3
14,T14,T14,Mathias Grönberg,8,7.3
15,T14,T14,Tom Scherrer,5,7.3
16,T14,T14,Webb Simpson,3,7.3
17,T14,T14,Jeev Milkha Singh,1,7.3
18,T14,T14,Scott Verplank,13,7.3
19,T20,T20,Todd Demsey,9,7.2
20,T20,T20,Scott Hoch,1,7.2
21,T20,T20,Neal Lancaster,3,7.2
22,T20,T20,Rod Pampling,10,7.2
23,T20,T20,Henrik Stenson,4,7.2
24,T25,T25,Jason Allred,5,7.1
25,T25,T25,Luke Donald,6,7.1
26,T25,T25,Ryuji Imada,14,7.1
27,T25,T25,Corey Pavin,11,7.1
28,T25,T25,Tiger Woods,2,7.1
29,T30,T30,Gavin Coles,9,7.0
30,T30,T30,Ernie Els,7,7.0
31,T30,T30,Jeff Gove,6,7.0
32,T30,T30,Len Mattiace,3,7.0
33,T30,T30,Arron Oberholser,5,7.0
34,T30,T30,Stephen Poole,1,7.0
35,T30,T30,Paul Stankowski,3,7.0
36,T30,T30,Garrett Willis,4,7.0
37,T30,T30,Casey Wittenberg,2,7.0
38,T39,T39,Briny Baird,23,6.9
39,T39,T39,Michael Bradley,5,6.9
40,T39,T39,Bart Bryant,12,6.9
41,T39,T39,Glen Day,11,6.9
42,T39,T39,Niclas Fasth,4,6.9
43,T39,T39,Steve Flesch,14,6.9
44,T39,T39,Bill Haas,15,6.9
45,T39,T39,Tom Lehman,5,6.9
46,T39,T39,Jin Park,10,6.9
47,T39,T39,Tag Ridings,12,6.9
48,T39,T39,Steve Stricker,11,6.9
49,T39,T39,Vaughn Taylor,16,6.9
50,T51,T51,Stuart Appleby,16,6.8
51,T51,T51,Eric Axley,15,6.8
52,T51,T51,Mark Brooks,4,6.8
53,T51,T51,Tim Clark,16,6.8
54,T51,T51,David Duval,4,6.8
55,T51,T51,Brad Elder,7,6.8
56,T51,T51,Brendan Jones,2,6.8
57,T51,T51,Justin Leonard,16,6.8
58,T51,T51,Rocco Mediate,12,6.8
59,T51,T51,Phil Mickelson,14,6.8
60,T51,T51,Kevin Na,19,6.8
61,T51,T51,Nick O'Hern,13,6.8
62,T51,T51,Adam Scott,7,6.8
63,T64,T64,Paul Azinger,1,6.7
64,T64,T64,Ángel Cabrera,7,6.7
65,T64,T64,Jay Delsing,1,6.7
66,T64,T64,Jason Dufner,5,6.7
67,T64,T64,Tommy Gainey,2,6.7
68,T64,T64,Retief Goosen,8,6.7
69,T64,T64,Nathan Green,15,6.7
70,T64,T64,Dudley Hart,12,6.7
71,T64,T64,Tim Herron,18,6.7
72,T64,T64,Jerry Kelly,13,6.7
73,T64,T64,Anthony Kim,15,6.7
74,T64,T64,Sean O'Hair,11,6.7
75,T64,T64,Dicky Pride,4,6.7
76,T64,T64,Paul Sheehan,1,6.7
77,T64,T64,Nick Taylor,1,6.7
78,T64,T64,Omar Uresti,11,6.7
79,T80,T80,Daniel Chopra,11,6.6
80,T80,T80,Ben Curtis,15,6.6
81,T80,T80,Brian Davis,19,6.6
82,T80,T80,Mathew Goggin,17,6.6
83,T80,T80,Miguel Angel Jiménez,3,6.6
84,T80,T80,Parker McLachlin,16,6.6
85,T80,T80,Mark O'Meara,1,6.6
86,T80,T80,Joe Ogilvie,16,6.6
87,T80,T80,Brett Rumford,8,6.6
88,T80,T80,Nicholas Thompson,18,6.6
89,T80,T80,Bob Tway,11,6.6
90,T80,T80,Tim Wilkinson,14,6.6
91,T80,T80,Dean Wilson,17,6.6
92,T93,T93,Craig Barlow,6,6.5
