,Short_Game_Rating_RANK THIS WEEK,Short_Game_Rating_RANK LAST WEEK,Short_Game_Rating_PLAYER NAME,Short_Game_Rating_EVENTS,Short_Game_Rating_RATING
93,T93,T93,Rich Beem,14,6.5
94,T93,T93,Notah Begay III,3,6.5
95,T93,T93,Marco Dawson,9,6.5
96,T93,T93,Bob Estes,16,6.5
97,T93,T93,Carlos Franco,9,6.5
98,T93,T93,Jim Furyk,16,6.5
99,T93,T93,Rob Grube,1,6.5
100,T93,T93,Anders Hansen,2,6.5
101,T93,T93,Matt Kuchar,13,6.5
102,T93,T93,Jamie Lovemark,2,6.5
103,T93,T93,Steve Lowery,10,6.5
104,T93,T93,David Lutterus,5,6.5
105,T93,T93,Will MacKenzie,9,6.5
106,T93,T93,John Mallinger,17,6.5
107,T93,T93,Shigeki Maruyama,7,6.5
108,T93,T93,Ryan Palmer,10,6.5
109,T93,T93,Dennis Paulson,1,6.5
110,T93,T93,Pat Perez,16,6.5
111,T93,T93,Tim Petrovic,14,6.5
112,T93,T93,Ted Purdy,7,6.5
113,T93,T93,Brett Quigley,14,6.5
114,T93,T93,Chris Riley,6,6.5
115,T93,T93,John Senden,16,6.5
116,T93,T93,Michael Sim,4,6.5
117,T93,T93,Vijay Singh,11,6.5
118,T93,T93,Scott Sterling,13,6.5
119,T93,T93,Chris Stroud,11,6.5
120,T93,T93,Marc Turnesa,10,6.5
121,T93,T93,Charlie Wi,18,6.5
122,T93,T93,Jay Williamson,12,6.5
123,T124,T124,Aaron Baddeley,12,6.4
124,T124,T124,Olin Browne,11,6.4
125,T124,T124,Brent Geiberger,1,6.4
126,T124,T124,Anton Haig,2,6.4
127,T124,T124,Trevor Immelman,10,6.4
128,T124,T124,Lee Janzen,12,6.4
129,T124,T124,Richard Johnson,5,6.4
130,T124,T124,Kent Jones,9,6.4
131,T124,T124,Craig Kanada,8,6.4
132,T124,T124,Derek Lamely,1,6.4
133,T124,T124,Frank Lickliter II,20,6.4
134,T124,T124,Davis Love III,12,6.4
135,T124,T124,Scott McCarron,8,6.4
136,T124,T124,Andrew McLardy,1,6.4
137,T124,T124,Tom Pernice Jr.,22,6.4
138,T124,T124,Heath Slocum,19,6.4
139,T124,T124,Richard Sterne,4,6.4
140,T124,T124,Ron Whittaker,3,6.4
141,T124,T124,Y.E. Yang,14,6.4
142,T143,T143,Michael Allen,16,6.3
143,T143,T143,Stephen Ames,14,6.3
144,T143,T143,Jason Bohn,7,6.3
145,T143,T143,Jonathan Byrd,15,6.3
146,T143,T143,Chad Campbell,18,6.3
147,T143,T143,K.J. Choi,12,6.3
148,T143,T143,Chad Collins,10,6.3
149,T143,T143,Ken Duke,23,6.3
150,T143,T143,Reid Edstrom,1,6.3
151,T143,T143,Harrison Frazar,10,6.3
152,T143,T143,Gabriel Hjertstedt,1,6.3
153,T143,T143,Charles Howell III,17,6.3
154,T143,T143,John Huston,10,6.3
155,T143,T143,Freddie Jacobson,13,6.3
156,T143,T143,Chris Kirk,1,6.3
157,T143,T143,Andrew Magee,1,6.3
158,T143,T143,Prayad Marksaeng,1,6.3
159,T143,T143,Billy Mayfair,18,6.3
160,T143,T143,Geoff Ogilvy,9,6.3
161,T143,T143,John Rollins,14,6.3
162,T143,T143,Rory Sabbatini,14,6.3
163,T143,T143,Brandt Snedeker,13,6.3
164,T143,T143,Scott Strange,1,6.3
165,T143,T143,Kevin Streelman,18,6.3
166,T143,T143,Toru Taniguchi,2,6.3
167,T143,T143,Bo Van Pelt,17,6.3
168,T143,T143,Charles Warren,9,6.3
169,T143,T143,Mark Wilson,23,6.3
170,T171,T171,Paul Casey,7,6.2
171,T171,T171,Erik Compton,1,6.2
172,T171,T171,Fred Couples,10,6.2
173,T171,T171,Chris DiMarco,12,6.2
174,T171,T171,Fred Funk,5,6.2
175,T171,T171,Sergio Garcia,13,6.2
176,T171,T171,Robert Garrigus,12,6.2
177,T171,T171,Todd Hamilton,13,6.2
178,T171,T171,Charley Hoffman,16,6.2
179,T171,T171,J.B. Holmes,15,6.2
180,T171,T171,Doug LaBelle II,8,6.2
181,T171,T171,Craig Parry,2,6.2
182,T171,T171,Chez Reavie,18,6.2
183,T171,T171,Kevin Sutherland,20,6.2
184,T171,T171,D.J. Trahan,15,6.2
185,T171,T171,Johnson Wagner,11,6.2
186,T171,T171,Boo Weekley,14,6.2
187,T188,T188,Brad Adamonis,13,6.1
188,T188,T188,Cameron Beckman,11,6.1
189,T188,T188,Shane Bertsch,19,6.1
190,T188,T188,Justin Bolli,12,6.1
191,T188,T188,Andrew Buckle,7,6.1
192,T188,T188,Lucas Glover,17,6.1
193,T188,T188,Paul Goydos,10,6.1
194,T188,T188,Brandt Jobe,6,6.1
195,T188,T188,Zach Johnson,14,6.1
196,T188,T188,Dustin Johnson,15,6.1
197,T188,T188,Martin Laird,18,6.1
198,T188,T188,Stephen Leaney,7,6.1
199,T188,T188,Jon Mills,11,6.1
200,T188,T188,Ryan Moore,10,6.1
201,T188,T188,Brenden Pappas,7,6.1
202,T188,T188,Jesper Parnevik,12,6.1
203,T188,T188,Andres Romero,10,6.1
204,T188,T188,Kirk Triplett,4,6.1
205,T188,T188,Jimmy Walker,8,6.1
206,T188,T188,Bubba Watson,14,6.1
207,T208,T208,Woody Austin,20,6.0
208,T208,T208,Tom Byrum,5,6.0
209,T208,T208,Stewart Cink,16,6.0
210,T208,T208,Paul Claxton,6,6.0
211,T208,T208,Ben Crane,15,6.0
212,T208,T208,Jason Day,12,6.0
213,T208,T208,John Douma,1,6.0
214,T208,T208,Kenneth Ferrie,8,6.0
215,T208,T208,Jason Gore,15,6.0
216,T208,T208,Grégory Havret,1,6.0
217,T208,T208,Jonathan Kaye,3,6.0
218,T208,T208,Søren Kjeldsen,1,6.0
219,T208,T208,Cliff Kresge,10,6.0
220,T208,T208,Danny Lee,1,6.0
221,T208,T208,Michael Letzig,12,6.0
222,T208,T208,Peter Lonard,13,6.0
223,T208,T208,Bob May,2,6.0
224,T208,T208,Jeff Quinney,15,6.0
225,T208,T208,Esteban Toledo,1,6.0
226,T208,T208,Jon Turcott,1,6.0
227,T208,T208,Jhonattan Vegas,1,6.0
228,T208,T208,Camilo Villegas,15,6.0
229,T230,T230,Steve Allan,4,5.9
230,T230,T230,Robert Allenby,16,5.9
231,T230,T230,Billy Andrade,8,5.9
232,T230,T230,Alejandro Cañizares,7,5.9
233,T230,T230,Steve Elkington,15,5.9
234,T230,T230,J.P. Hayes,7,5.9
235,T230,T230,Matt Jones,12,5.9
236,T230,T230,Pablo Larrazabal,1,5.9
237,T230,T230,Troy Matteson,13,5.9
238,T230,T230,George McNeill,16,5.9
239,T230,T230,Kiyoshi Miyazato,1,5.9
240,T230,T230,Mike Ruiz,1,5.9
241,T230,T230,Patrick Sheehan,21,5.9
242,T230,T230,Nick Watney,18,5.9
243,T230,T230,Lee Westwood,3,5.9
244,T245,T245,Stuart Deane,1,5.8
245,T245,T245,Nick Dougherty,2,5.8
246,T245,T245,Cody Freeman,5,5.8
247,T245,T245,Robert Gamez,12,5.8
248,T245,T245,Greg Kraft,8,5.8
249,T245,T245,Spike McRoy,2,5.8
250,T245,T245,Kenny Perry,22,5.8
251,T245,T245,Ian Poulter,8,5.8
252,T245,T245,Joey Sindelar,1,5.8
253,T245,T245,David Toms,11,5.8
254,T255,T255,Mark Calcavecchia,9,5.7
255,T255,T255,Alex Cejka,10,5.7
256,T255,T255,Dan Forsman,5,5.7
257,T255,T255,J.J. Henry,19,5.7
258,T255,T255,Mark Hensby,8,5.7
259,T255,T255,J.L. Lewis,3,5.7
260,T255,T255,Jeff Maggert,15,5.7
261,T255,T255,Hunter Mahan,14,5.7
262,T255,T255,Steve Marino,23,5.7
263,T255,T255,Shaun Micheel,4,5.7
264,T255,T255,Carl Pettersson,21,5.7
265,T255,T255,John Riegger,10,5.7
266,T255,T255,Kyle Thompson,6,5.7
267,T255,T255,Brett Wetterich,6,5.7
268,T269,T269,Richard Johnson,7,5.6
269,T269,T269,John Merrick,14,5.6
270,T269,T269,Colin Montgomerie,2,5.6
271,T269,T269,Bob Sowards,6,5.6
272,T269,T269,Kevin Stadler,10,5.6
273,T274,T274,John Daly,1,5.5
274,T274,T274,James Driscoll,13,5.5
275,T274,T274,Joe Durant,14,5.5
276,T274,T274,Richard Finch,1,5.5
277,T274,T274,Graeme McDowell,2,5.5
278,T274,T274,Jim McGovern,9,5.5
279,T274,T274,Jeff Overton,16,5.5
280,T281,T281,Tommy Armour III,11,5.4
281,T281,T281,Philip Francis,1,5.4
282,T281,T281,Shingo Katayama,1,5.4
283,T281,T281,James Kingston,2,5.4
284,T281,T281,Chapchai Nirat,1,5.4
285,T286,T286,Ryan Armour,11,5.3
286,T286,T286,"Jim Gallagher, Jr.",1,5.3
287,T286,T286,Soren Hansen,3,5.3
288,T286,T286,Martin Kaymer,2,5.3
289,T286,T286,Ian Leggatt,2,5.3
290,T286,T286,Rod Perry,1,5.3
291,T292,T292,Nick Flanagan,12,5.2
292,T292,T292,WC Liang,3,5.2
293,T292,T292,John Morse,1,5.2
294,T292,T292,Chip Sullivan,2,5.2
295,T296,T296,Brian Bateman,4,5.1
296,T296,T296,SSP Chawrasia,1,5.1
297,T296,T296,José Coceres,5,5.1
298,T296,T296,David Howell,1,5.1
299,T296,T296,Roland Thatcher,4,5.1
300,301,301,Ross Fisher,2,5.0
301,T302,T302,Robert Floyd,1,4.9
302,T302,T302,Peter Hanson,1,4.9
303,T302,T302,Louis Oosthuizen,1,4.9
304,305,305,Graeme Storm,1,4.8
305,T306,T306,Bubba Dickerson,1,4.7
306,T306,T306,Richard Green,3,4.7
307,T306,T306,Spencer Levin,1,4.7
308,T306,T306,D.A. Points,2,4.7
309,T306,T306,Michael Thompson,2,4.7
310,311,311,Daisuke Maruyama,1,4.6
311,312,312,Bernhard Langer,1,4.5
312,T313,T313,Mark Brown,2,4.4
313,T313,T313,Bryan DeCorso,1,4.4
314,T313,T313,Travis Perkins,2,4.4
315,T313,T313,Mitsuhiro Tateyama,1,4.4
316,T317,T317,David Hearn,1,4.3
317,T317,T317,Steve Webster,1,4.3
318,T319,T319,Larry Mize,4,4.1
319,T319,T319,Alan Morin,1,4.1
320,T321,T321,Robert Damron,2,3.7
321,T321,T321,Deane Pappas,1,3.7
322,323,323,Hidemasa Hoshino,1,3.4
323,324,324,Peter Karmis,1,3.2
324,325,325,Rick Fehr,1,2.4
