,Last_15_Events_-_Accuracy_RANK THIS WEEK,Last_15_Events_-_Accuracy_RANK LAST WEEK,Last_15_Events_-_Accuracy_PLAYER NAME,Last_15_Events_-_Accuracy_EVENTS,Last_15_Events_-_Accuracy_RATING
0,1,1,Phil Tataurangi,1,8.9
1,2,2,Graeme Storm,1,8.5
2,3,3,Greg Owen,1,8.4
3,4,4,Rob Grube,1,8.3
4,5,5,Casey Wittenberg,2,8.2
5,6,6,Tadd Fujikawa,1,8.1
6,7,7,Robert Gamez,6,8.0
7,T8,T8,Joe Durant,8,7.9
8,T8,T8,Heath Slocum,8,7.9
9,T10,T10,Chad Campbell,9,7.8
10,T10,T10,Ben Curtis,10,7.8
11,T10,T10,Larry Mize,4,7.8
12,T13,T13,Michael Allen,10,7.7
13,T13,T13,Paul Casey,6,7.7
14,T13,T13,Cliff Kresge,4,7.7
15,T16,T16,Briny Baird,12,7.6
16,T16,T16,Olin Browne,7,7.6
17,T16,T16,Alex Cejka,4,7.6
18,T16,T16,Gavin Coles,9,7.6
19,T16,T16,Fred Funk,6,7.6
20,T16,T16,Brian Gay,8,7.6
21,T16,T16,Miguel Angel Jiménez,3,7.6
22,T16,T16,Pablo Martin Benavides,1,7.6
23,T16,T16,Rod Perry,1,7.6
24,T16,T16,D.A. Points,2,7.6
25,T16,T16,Scott Verplank,9,7.6
26,T27,T27,Robert Allenby,12,7.5
27,T27,T27,Tommy Armour III,8,7.5
28,T27,T27,Bart Bryant,9,7.5
29,T27,T27,Tim Clark,11,7.5
30,T27,T27,Jim Furyk,9,7.5
31,T27,T27,Lucas Glover,10,7.5
32,T27,T27,Zach Johnson,8,7.5
33,T27,T27,Jonathan Kaye,3,7.5
34,T27,T27,Bernhard Langer,1,7.5
35,T27,T27,Hunter Mahan,8,7.5
36,T27,T27,Nick O'Hern,11,7.5
37,T27,T27,Chez Reavie,9,7.5
38,T27,T27,Tiger Woods,5,7.5
39,T40,T40,Cameron Beckman,8,7.4
40,T40,T40,Jason Bohn,7,7.4
41,T40,T40,Mark Calcavecchia,2,7.4
42,T40,T40,Luke Donald,6,7.4
43,T40,T40,Todd Hamilton,8,7.4
44,T40,T40,Grégory Havret,1,7.4
45,T40,T40,John Huston,10,7.4
46,T40,T40,Greg Kraft,5,7.4
47,T40,T40,Justin Leonard,10,7.4
48,T40,T40,George McNeill,10,7.4
49,T40,T40,Jin Park,4,7.4
50,T40,T40,Stephen Poole,1,7.4
51,T40,T40,Ted Purdy,4,7.4
52,T40,T40,Justin Rose,6,7.4
53,T40,T40,John Senden,7,7.4
54,T40,T40,Patrick Sheehan,12,7.4
55,T40,T40,Scott Strange,1,7.4
56,T40,T40,Esteban Toledo,1,7.4
57,T40,T40,D.J. Trahan,10,7.4
58,T40,T40,Camilo Villegas,8,7.4
59,T40,T40,Ron Whittaker,3,7.4
60,T61,T61,Ryan Armour,6,7.3
61,T61,T61,Rich Beem,8,7.3
62,T61,T61,Ernie Els,6,7.3
63,T61,T61,Trevor Immelman,7,7.3
64,T61,T61,Kent Jones,9,7.3
65,T61,T61,Tom Lehman,5,7.3
66,T61,T61,Yusaku Miyazato,2,7.3
67,T61,T61,Kenny Perry,10,7.3
68,T61,T61,Jeff Quinney,6,7.3
69,T61,T61,Tom Scherrer,5,7.3
70,T61,T61,Vijay Singh,8,7.3
71,T61,T61,Scott Sterling,10,7.3
72,T73,T73,Stephen Ames,7,7.2
73,T73,T73,Billy Andrade,7,7.2
74,T73,T73,Tom Byrum,5,7.2
75,T73,T73,Ken Duke,13,7.2
76,T73,T73,Mark Hensby,6,7.2
77,T73,T73,Jerry Kelly,7,7.2
78,T73,T73,Matt Kuchar,6,7.2
79,T73,T73,Stephen Leaney,7,7.2
80,T73,T73,Troy Matteson,8,7.2
81,T73,T73,Scott McCarron,5,7.2
82,T73,T73,Ted Schulz,1,7.2
83,T73,T73,Jeff Sluman,1,7.2
84,T73,T73,Kevin Stadler,6,7.2
85,T73,T73,Chris Stroud,8,7.2
86,T73,T73,David Toms,11,7.2
87,T73,T73,Omar Uresti,8,7.2
88,T73,T73,Boo Weekley,8,7.2
89,T90,T90,Jay Delsing,2,7.1
90,T90,T90,Steve Elkington,9,7.1
91,T90,T90,Jeff Gove,7,7.1
92,T90,T90,J.J. Henry,9,7.1
93,T90,T90,Lee Janzen,8,7.1
94,T90,T90,Anthony Kim,10,7.1
95,T90,T90,Peter Lonard,8,7.1
96,T90,T90,Bob May,2,7.1
97,T90,T90,Ian Poulter,6,7.1
98,T90,T90,John Riegger,9,7.1
99,T90,T90,Mike Weir,10,7.1
100,T90,T90,Lee Westwood,3,7.1
101,T90,T90,Jay Williamson,4,7.1
102,T103,T103,Shane Bertsch,10,7.0
103,T103,T103,Mark Brooks,4,7.0
104,T103,T103,Chris DiMarco,7,7.0
105,T103,T103,Bob Estes,13,7.0
106,T103,T103,Niclas Fasth,4,7.0
107,T103,T103,Dan Forsman,5,7.0
108,T103,T103,Sergio Garcia,11,7.0
109,T103,T103,Anders Hansen,4,7.0
110,T103,T103,Hidemasa Hoshino,1,7.0
111,T103,T103,Brandt Jobe,5,7.0
112,T103,T103,Brendan Jones,2,7.0
113,T103,T103,Søren Kjeldsen,1,7.0
114,T103,T103,Jeff Maggert,8,7.0
115,T103,T103,Steve Marino,13,7.0
116,T103,T103,Billy Mayfair,11,7.0
117,T103,T103,Graeme McDowell,2,7.0
118,T103,T103,John Morse,1,7.0
119,T103,T103,Geoff Ogilvy,9,7.0
120,T103,T103,Rod Pampling,6,7.0
121,T103,T103,Pat Perez,10,7.0
122,T103,T103,Charlie Wi,11,7.0
123,T103,T103,Tim Wilkinson,9,7.0
124,T103,T103,Dean Wilson,9,7.0
125,T126,T126,Craig Barlow,6,6.9
126,T126,T126,Justin Bolli,6,6.9
127,T126,T126,Guy Boros,2,6.9
128,T126,T126,Darren Clarke,1,6.9
129,T126,T126,José Coceres,6,6.9
130,T126,T126,Brian Davis,11,6.9
131,T126,T126,Steve Flesch,7,6.9
132,T126,T126,Cody Freeman,3,6.9
133,T126,T126,Jason Gore,8,6.9
134,T126,T126,Paul Goydos,7,6.9
135,T126,T126,Peter Hanson,1,6.9
136,T126,T126,David Hearn,1,6.9
137,T126,T126,Charles Howell III,8,6.9
138,T126,T126,Michael Letzig,9,6.9
139,T126,T126,Davis Love III,9,6.9
140,T126,T126,Will MacKenzie,7,6.9
141,T126,T126,Daisuke Maruyama,3,6.9
142,T126,T126,Rocco Mediate,5,6.9
143,T126,T126,Jon Mills,4,6.9
144,T126,T126,Sean O'Hair,7,6.9
145,T126,T126,Arron Oberholser,7,6.9
146,T126,T126,Ryan Palmer,9,6.9
147,T126,T126,Tim Petrovic,8,6.9
148,T126,T126,Rory Sabbatini,8,6.9
149,T126,T126,Henrik Stenson,4,6.9
150,T126,T126,Vaughn Taylor,10,6.9
151,T126,T126,Nick Taylor,1,6.9
152,T126,T126,Nicholas Thompson,7,6.9
153,T126,T126,Charles Warren,6,6.9
154,T155,T155,Woody Austin,10,6.8
155,T155,T155,Glen Day,9,6.8
156,T155,T155,Bryan DeCorso,1,6.8
157,T155,T155,Ross Fisher,2,6.8
158,T155,T155,Harrison Frazar,9,6.8
159,T155,T155,Padraig Harrington,6,6.8
160,T155,T155,Freddie Jacobson,7,6.8
161,T155,T155,Doug LaBelle II,5,6.8
162,T155,T155,Ian Leggatt,2,6.8
163,T155,T155,John Mallinger,8,6.8
164,T155,T155,Jim McGovern,6,6.8
165,T155,T155,Spike McRoy,2,6.8
166,T155,T155,Phil Mickelson,9,6.8
167,T155,T155,Carl Pettersson,12,6.8
168,T155,T155,Mike Ruiz,1,6.8
169,T155,T155,Joey Sindelar,1,6.8
170,T155,T155,Kevin Streelman,14,6.8
171,T155,T155,Nick Watney,10,6.8
172,T155,T155,Bubba Watson,8,6.8
173,T155,T155,Garrett Willis,4,6.8
174,T155,T155,Mark Wilson,13,6.8
175,T155,T155,Y.E. Yang,8,6.8
176,T177,T177,Notah Begay III,3,6.7
177,T177,T177,Michael Bradley,6,6.7
178,T177,T177,Ángel Cabrera,6,6.7
179,T177,T177,Paul Claxton,5,6.7
180,T177,T177,Ben Crane,9,6.7
181,T177,T177,Robert Damron,2,6.7
182,T177,T177,Marco Dawson,7,6.7
183,T177,T177,David Duval,4,6.7
184,T177,T177,Robert Garrigus,11,6.7
185,T177,T177,Mathew Goggin,8,6.7
186,T177,T177,Dudley Hart,10,6.7
187,T177,T177,Craig Kanada,4,6.7
188,T177,T177,Skip Kendall,1,6.7
189,T177,T177,Shigeki Maruyama,5,6.7
190,T177,T177,John Merrick,8,6.7
191,T177,T177,Kevin Na,10,6.7
192,T177,T177,José María Olazábal,3,6.7
193,T177,T177,Tom Pernice Jr.,12,6.7
194,T177,T177,John Rollins,8,6.7
