,Last_5_Events_-_Putting_RANK THIS WEEK,Last_5_Events_-_Putting_RANK LAST WEEK,Last_5_Events_-_Putting_PLAYER NAME,Last_5_Events_-_Putting_EVENTS,Last_5_Events_-_Putting_RATING
0,T1,T1,Daniel Chopra,1,9.4
1,T1,T1,Erik Compton,1,9.4
2,T3,T3,Danny Lee,1,9.2
3,T3,T3,Lee Westwood,1,9.2
4,T5,T5,WC Liang,1,9.1
5,T5,T5,Andrew Magee,1,9.1
6,T7,T7,Spencer Levin,1,9.0
7,T7,T7,Webb Simpson,1,9.0
8,T9,T9,Bob Heintz,1,8.8
9,T9,T9,Corey Pavin,1,8.8
10,T11,T11,Aaron Baddeley,2,8.7
11,T11,T11,Nick Dougherty,1,8.7
12,T11,T11,Ryan Palmer,3,8.7
13,T14,T14,Rich Beem,2,8.6
14,T14,T14,Ernie Els,3,8.6
15,T14,T14,Retief Goosen,1,8.6
16,T14,T14,Grégory Havret,1,8.6
17,T14,T14,Nick O'Hern,4,8.6
18,T19,T19,Luke Donald,2,8.5
19,T19,T19,Richard Finch,1,8.5
20,T19,T19,Harrison Frazar,2,8.5
21,T19,T19,Tommy Gainey,2,8.5
22,T19,T19,Richard Johnson,1,8.5
23,T19,T19,Bob May,2,8.5
24,T19,T19,Joe Ogilvie,3,8.5
25,T19,T19,Henrik Stenson,1,8.5
26,T19,T19,Roland Thatcher,1,8.5
27,T28,T28,Ken Duke,5,8.4
28,T28,T28,Bill Haas,3,8.4
29,T28,T28,Zach Johnson,3,8.4
30,T28,T28,Greg Kraft,2,8.4
31,T28,T28,Justin Leonard,4,8.4
32,T28,T28,Shaun Micheel,3,8.4
33,T28,T28,Phil Mickelson,3,8.4
34,T28,T28,Jesper Parnevik,2,8.4
35,T28,T28,Graeme Storm,1,8.4
36,T37,T37,Stuart Appleby,4,8.3
37,T37,T37,Notah Begay III,2,8.3
38,T37,T37,Chad Collins,3,8.3
39,T37,T37,Jason Day,2,8.3
40,T37,T37,Reid Edstrom,1,8.3
41,T37,T37,Brad Elder,1,8.3
42,T37,T37,Jim Furyk,3,8.3
43,T37,T37,Anders Hansen,1,8.3
44,T37,T37,Gabriel Hjertstedt,1,8.3
45,T37,T37,Matt Kuchar,2,8.3
46,T37,T37,Yusaku Miyazato,2,8.3
47,T37,T37,Stephen Poole,1,8.3
48,T37,T37,Chip Sullivan,2,8.3
49,T37,T37,Bob Tway,5,8.3
50,T37,T37,Camilo Villegas,3,8.3
51,T37,T37,Johnson Wagner,3,8.3
52,T53,T53,Jason Allred,2,8.2
53,T53,T53,Brian Bateman,1,8.2
54,T53,T53,Paul Claxton,1,8.2
55,T53,T53,Robert Floyd,1,8.2
56,T53,T53,Nathan Green,2,8.2
57,T53,T53,Ryuji Imada,4,8.2
58,T53,T53,Dustin Johnson,3,8.2
59,T53,T53,Len Mattiace,2,8.2
60,T53,T53,Brenden Pappas,2,8.2
61,T53,T53,Tom Pernice Jr.,5,8.2
62,T53,T53,Tim Petrovic,3,8.2
63,T53,T53,Ted Schulz,1,8.2
64,T53,T53,Mitsuhiro Tateyama,1,8.2
65,T53,T53,Michael Thompson,2,8.2
66,T53,T53,Dean Wilson,3,8.2
67,T68,T68,Steve Allan,3,8.1
68,T68,T68,Eric Axley,3,8.1
69,T68,T68,Mark Brooks,2,8.1
70,T68,T68,Ángel Cabrera,4,8.1
71,T68,T68,SSP Chawrasia,1,8.1
72,T68,T68,Stuart Deane,1,8.1
73,T68,T68,James Driscoll,2,8.1
74,T68,T68,Philip Francis,1,8.1
75,T68,T68,Dudley Hart,4,8.1
76,T68,T68,Mark Hensby,3,8.1
77,T68,T68,Ian Leggatt,2,8.1
78,T68,T68,John Morse,1,8.1
79,T68,T68,José María Olazábal,2,8.1
80,T68,T68,Greg Owen,1,8.1
81,T68,T68,Deane Pappas,1,8.1
82,T68,T68,Pat Perez,5,8.1
83,T68,T68,Vaughn Taylor,3,8.1
84,T85,T85,Michael Allen,4,8.0
85,T85,T85,Woody Austin,4,8.0
86,T85,T85,Shane Bertsch,3,8.0
87,T85,T85,Sergio Garcia,4,8.0
88,T85,T85,Rob Grube,1,8.0
89,T85,T85,Padraig Harrington,1,8.0
90,T85,T85,Tim Herron,4,8.0
91,T85,T85,John Huston,3,8.0
92,T85,T85,Miguel Angel Jiménez,1,8.0
93,T85,T85,Robert Karlsson,1,8.0
94,T85,T85,Jerry Kelly,2,8.0
95,T85,T85,Pablo Larrazabal,1,8.0
96,T85,T85,Michael Letzig,3,8.0
97,T85,T85,Hunter Mahan,3,8.0
98,T85,T85,John Mallinger,3,8.0
99,T85,T85,Paul McGinley,1,8.0
100,T85,T85,Dicky Pride,2,8.0
101,T85,T85,Chez Reavie,4,8.0
102,T85,T85,Michael Sim,4,8.0
103,T85,T85,Bubba Watson,4,8.0
104,T85,T85,Mike Weir,4,8.0
105,T85,T85,Mark Wilson,4,8.0
106,T107,T107,Tommy Armour III,1,7.9
107,T107,T107,Cameron Beckman,3,7.9
108,T107,T107,Guy Boros,2,7.9
109,T107,T107,Mark Calcavecchia,1,7.9
110,T107,T107,José Coceres,2,7.9
111,T107,T107,Ben Crane,3,7.9
112,T107,T107,Chris DiMarco,4,7.9
113,T107,T107,Jason Dufner,1,7.9
114,T107,T107,"Jim Gallagher, Jr.",1,7.9
115,T107,T107,Paul Goydos,3,7.9
116,T107,T107,Hidemasa Hoshino,1,7.9
117,T107,T107,Doug LaBelle II,3,7.9
118,T107,T107,Bernhard Langer,1,7.9
119,T107,T107,Tom Lehman,1,7.9
120,T107,T107,Steve Marino,5,7.9
121,T107,T107,Ryan Moore,2,7.9
122,T107,T107,Jeff Overton,5,7.9
123,T107,T107,Carl Pettersson,5,7.9
124,T107,T107,Jeff Quinney,1,7.9
125,T107,T107,Marc Turnesa,2,7.9
126,T107,T107,Brett Wetterich,2,7.9
