,Last_15_Events_-_Putting_RANK THIS WEEK,Last_15_Events_-_Putting_RANK LAST WEEK,Last_15_Events_-_Putting_PLAYER NAME,Last_15_Events_-_Putting_EVENTS,Last_15_Events_-_Putting_RATING
0,1,1,Paul Azinger,1,9.5
1,2,2,Erik Compton,1,9.4
2,3,3,Danny Lee,1,9.2
3,T4,T4,Andrew Magee,1,9.1
4,T4,T4,Toru Taniguchi,2,9.1
5,6,6,Spencer Levin,1,9.0
6,7,7,Richard Johnson,3,8.9
7,8,8,Daniel Chopra,7,8.7
8,9,9,Grégory Havret,1,8.6
9,T10,T10,Richard Finch,1,8.5
10,T10,T10,Padraig Harrington,6,8.5
11,T10,T10,Bob May,2,8.5
12,T10,T10,Bob Tway,13,8.5
13,T14,T14,Aaron Baddeley,9,8.4
14,T14,T14,Brian Bateman,4,8.4
15,T14,T14,Rich Beem,8,8.4
16,T14,T14,Chad Collins,8,8.4
17,T14,T14,Brent Geiberger,1,8.4
18,T14,T14,Paul Goydos,7,8.4
19,T14,T14,Robert Karlsson,3,8.4
20,T14,T14,Shaun Micheel,5,8.4
21,T14,T14,Joe Ogilvie,10,8.4
22,T14,T14,Ryan Palmer,9,8.4
23,T14,T14,Brenden Pappas,7,8.4
24,T14,T14,Corey Pavin,9,8.4
25,T14,T14,Graeme Storm,1,8.4
26,T27,T27,Eric Axley,11,8.3
27,T27,T27,Luke Donald,6,8.3
28,T27,T27,Ken Duke,13,8.3
29,T27,T27,Reid Edstrom,1,8.3
30,T27,T27,Tommy Gainey,3,8.3
31,T27,T27,Brian Gay,8,8.3
32,T27,T27,Bob Heintz,6,8.3
33,T27,T27,Gabriel Hjertstedt,1,8.3
34,T27,T27,Ryuji Imada,8,8.3
35,T27,T27,Yusaku Miyazato,2,8.3
36,T27,T27,Tom Pernice Jr.,12,8.3
37,T27,T27,Stephen Poole,1,8.3
38,T27,T27,Ian Poulter,6,8.3
39,T27,T27,Webb Simpson,3,8.3
40,T27,T27,Chip Sullivan,2,8.3
41,T42,T42,Shane Bertsch,10,8.2
42,T42,T42,Mark Brooks,4,8.2
43,T42,T42,Alex Cejka,4,8.2
44,T42,T42,Ben Crane,9,8.2
45,T42,T42,Jason Day,7,8.2
46,T42,T42,Robert Floyd,1,8.2
