,Scoring_Rating_RANK THIS WEEK,Scoring_Rating_RANK LAST WEEK,Scoring_Rating_PLAYER NAME,Scoring_Rating_EVENTS,Scoring_Rating_RATING
0,1,1,Tiger Woods,3,9.3
1,2,2,Danny Lee,1,8.8
2,3,3,Brent Geiberger,1,8.7
3,3,3,Phil Mickelson,14,8.7
4,3,3,Casey Wittenberg,2,8.7
5,6,6,Steve Allan,5,8.6
6,6,6,Luke Donald,6,8.6
7,6,6,Søren Kjeldsen,1,8.6
8,6,6,Graeme Storm,1,8.6
9,10,10,Darren Clarke,1,8.5
10,10,10,Anthony Kim,15,8.5
11,10,10,Ryan Palmer,11,8.5
12,10,10,Vijay Singh,15,8.5
13,10,10,Roland Thatcher,4,8.5
14,10,10,Lee Westwood,3,8.5
15,16,16,Robert Allenby,22,8.4
16,16,16,Stephen Ames,15,8.4
17,16,16,Jay Delsing,1,8.4
18,16,16,Jim Furyk,18,8.4
19,16,16,Tommy Gainey,3,8.4
20,16,16,Sergio Garcia,14,8.4
21,16,16,Brian Gay,17,8.4
22,16,16,Retief Goosen,8,8.4
23,16,16,Rob Grube,1,8.4
24,16,16,Padraig Harrington,7,8.4
25,16,16,Pablo Martin Benavides,1,8.4
26,16,16,Yusaku Miyazato,1,8.4
27,16,16,Pat Perez,18,8.4
28,16,16,Justin Rose,6,8.4
29,30,30,Stuart Appleby,16,8.3
30,30,30,Jason Bohn,7,8.3
31,30,30,Chad Campbell,18,8.3
32,30,30,Fred Couples,12,8.3
33,30,30,Ernie Els,7,8.3
34,30,30,Mathew Goggin,18,8.3
35,30,30,Bill Haas,17,8.3
36,30,30,Anders Hansen,2,8.3
37,30,30,Grégory Havret,1,8.3
38,30,30,Ryuji Imada,14,8.3
39,30,30,Freddie Jacobson,13,8.3
40,30,30,Jerry Kelly,13,8.3
41,30,30,Justin Leonard,19,8.3
42,30,30,Michael Letzig,13,8.3
43,30,30,Hunter Mahan,16,8.3
44,30,30,Steve Marino,25,8.3
45,30,30,Nick O'Hern,15,8.3
46,30,30,Geoff Ogilvy,10,8.3
47,30,30,Stephen Poole,1,8.3
48,30,30,Adam Scott,7,8.3
49,30,30,Steve Stricker,12,8.3
50,30,30,Marc Turnesa,12,8.3
51,30,30,Camilo Villegas,15,8.3
52,53,53,Aaron Baddeley,13,8.2
53,53,53,Bart Bryant,15,8.2
54,53,53,Mark Calcavecchia,9,8.2
55,53,53,Paul Casey,7,8.2
56,53,53,K.J. Choi,13,8.2
57,53,53,Daniel Chopra,13,8.2
58,53,53,Stewart Cink,16,8.2
59,53,53,Tim Clark,16,8.2
60,53,53,Ben Crane,17,8.2
61,53,53,Jason Dufner,6,8.2
62,53,53,Joe Durant,15,8.2
63,53,53,Steve Elkington,16,8.2
64,53,53,Bob Heintz,6,8.2
65,53,53,Charles Howell III,18,8.2
66,53,53,John Huston,10,8.2
67,53,53,Kent Jones,10,8.2
68,53,53,Matt Kuchar,14,8.2
69,53,53,Tom Lehman,6,8.2
70,53,53,George McNeill,19,8.2
71,53,53,Ryan Moore,11,8.2
72,53,53,Jonathan Moore,1,8.2
73,53,53,Joe Ogilvie,17,8.2
74,53,53,Rod Pampling,11,8.2
75,53,53,Corey Pavin,11,8.2
76,53,53,Kenny Perry,22,8.2
77,53,53,Jeff Quinney,15,8.2
78,53,53,John Senden,17,8.2
79,53,53,Kevin Sutherland,21,8.2
80,53,53,Vaughn Taylor,18,8.2
81,53,53,Bob Tway,13,8.2
82,53,53,Mike Weir,15,8.2
83,53,53,Garrett Willis,4,8.2
84,85,85,Tommy Armour III,12,8.1
85,85,85,Woody Austin,21,8.1
86,85,85,Cameron Beckman,12,8.1
87,85,85,Guy Boros,2,8.1
88,85,85,Ángel Cabrera,7,8.1
89,85,85,Alex Cejka,10,8.1
90,85,85,José Coceres,5,8.1
91,85,85,Jason Day,12,8.1
92,85,85,Ken Duke,23,8.1
93,85,85,Robert Garrigus,17,8.1
94,85,85,Jason Gore,15,8.1
95,85,85,Nathan Green,17,8.1
96,85,85,Dudley Hart,14,8.1
97,85,85,J.P. Hayes,7,8.1
98,85,85,Mark Hensby,9,8.1
99,85,85,Charley Hoffman,16,8.1
100,85,85,J.B. Holmes,15,8.1
101,85,85,Brandt Jobe,6,8.1
102,85,85,Zach Johnson,16,8.1
103,85,85,Dustin Johnson,15,8.1
104,85,85,Craig Kanada,9,8.1
105,85,85,Robert Karlsson,3,8.1
106,85,85,Cliff Kresge,12,8.1
107,85,85,Ian Leggatt,2,8.1
108,85,85,Davis Love III,14,8.1
109,85,85,Daisuke Maruyama,2,8.1
110,85,85,Troy Matteson,16,8.1
111,85,85,José María Olazábal,2,8.1
112,85,85,Jesper Parnevik,13,8.1
113,85,85,Tom Pernice Jr.,22,8.1
114,85,85,Tim Petrovic,14,8.1
115,85,85,Carl Pettersson,23,8.1
116,85,85,Rory Sabbatini,14,8.1
117,85,85,Kevin Streelman,21,8.1
118,85,85,Nicholas Thompson,18,8.1
119,85,85,David Toms,12,8.1
120,85,85,D.J. Trahan,17,8.1
121,85,85,Scott Verplank,15,8.1
122,85,85,Bubba Watson,17,8.1
123,85,85,Mark Wilson,24,8.1
124,125,125,Michael Allen,17,8.0
125,125,125,Paul Azinger,1,8.0
126,125,125,Briny Baird,23,8.0
127,125,125,Rich Beem,15,8.0
128,125,125,Shane Bertsch,19,8.0
129,125,125,Jonathan Byrd,16,8.0
130,125,125,Tom Byrum,5,8.0
131,125,125,Chad Collins,10,8.0
132,125,125,Ben Curtis,15,8.0
133,125,125,Brian Davis,20,8.0
134,125,125,Marco Dawson,10,8.0
135,125,125,Glen Day,11,8.0
136,125,125,Chris DiMarco,12,8.0
137,125,125,Bob Estes,17,8.0
138,125,125,Steve Flesch,15,8.0
139,125,125,Carlos Franco,11,8.0
140,125,125,Harrison Frazar,11,8.0
141,125,125,Lucas Glover,18,8.0
142,125,125,Jeff Gove,7,8.0
143,125,125,Mathias Grönberg,11,8.0
144,125,125,Todd Hamilton,14,8.0
145,125,125,Miguel Angel Jiménez,3,8.0
146,125,125,Greg Kraft,8,8.0
147,125,125,Bernhard Langer,1,8.0
148,125,125,Peter Lonard,14,8.0
149,125,125,John Mallinger,18,8.0
150,125,125,Bob May,2,8.0
151,125,125,Billy Mayfair,20,8.0
152,125,125,Scott McCarron,8,8.0
153,125,125,Parker McLachlin,16,8.0
154,125,125,Kevin Na,19,8.0
155,125,125,Sean O'Hair,12,8.0
156,125,125,Jeff Overton,17,8.0
157,125,125,Deane Pappas,1,8.0
158,125,125,Brenden Pappas,7,8.0
159,125,125,Jin Park,10,8.0
160,125,125,Ian Poulter,8,8.0
161,125,125,John Rollins,16,8.0
162,125,125,Tom Scherrer,6,8.0
163,125,125,Michael Sim,4,8.0
164,125,125,Jeev Milkha Singh,2,8.0
165,125,125,Paul Stankowski,4,8.0
166,125,125,Toru Taniguchi,2,8.0
167,125,125,Bo Van Pelt,18,8.0
168,125,125,Boo Weekley,15,8.0
169,125,125,Charlie Wi,20,8.0
170,125,125,Dean Wilson,19,8.0
171,172,172,Brad Adamonis,13,7.9
172,172,172,Ryan Armour,11,7.9
173,172,172,Eric Axley,17,7.9
174,172,172,Brian Bateman,5,7.9
175,172,172,Michael Bradley,6,7.9
176,172,172,Gavin Coles,9,7.9
177,172,172,James Driscoll,13,7.9
178,172,172,Niclas Fasth,4,7.9
179,172,172,Richard Finch,1,7.9
180,172,172,Dan Forsman,5,7.9
181,172,172,Philip Francis,1,7.9
182,172,172,Tim Herron,18,7.9
183,172,172,Doug LaBelle II,8,7.9
184,172,172,Martin Laird,18,7.9
185,172,172,David Lutterus,6,7.9
186,172,172,John Merrick,15,7.9
187,172,172,Jon Mills,11,7.9
188,172,172,Larry Mize,4,7.9
189,172,172,Arron Oberholser,5,7.9
190,172,172,D.A. Points,2,7.9
191,172,172,Brett Quigley,14,7.9
192,172,172,Tag Ridings,14,7.9
193,172,172,Brett Rumford,8,7.9
194,172,172,Webb Simpson,3,7.9
195,172,172,Brandt Snedeker,14,7.9
196,172,172,Scott Sterling,14,7.9
197,172,172,Charles Warren,9,7.9
198,172,172,Nick Watney,19,7.9
199,172,172,Tim Wilkinson,15,7.9
200,172,172,Jay Williamson,13,7.9
201,172,172,Y.E. Yang,15,7.9
202,203,203,Mark Brooks,5,7.8
203,203,203,Andrew Buckle,7,7.8
204,203,203,Erik Compton,1,7.8
205,203,203,Brad Elder,8,7.8
206,203,203,Ross Fisher,2,7.8
207,203,203,Paul Goydos,12,7.8
208,203,203,J.J. Henry,19,7.8
209,203,203,Trevor Immelman,10,7.8
210,203,203,Lee Janzen,13,7.8
211,203,203,Richard Johnson,7,7.8
212,203,203,Spencer Levin,1,7.8
213,203,203,Steve Lowery,11,7.8
214,203,203,Andrew Magee,1,7.8
215,203,203,Shigeki Maruyama,7,7.8
216,203,203,Paul McGinley,1,7.8
217,203,203,Rocco Mediate,13,7.8
218,203,203,Shaun Micheel,5,7.8
219,203,203,Ted Purdy,8,7.8
220,203,203,Chez Reavie,18,7.8
221,203,203,John Riegger,12,7.8
222,203,203,Chris Riley,7,7.8
223,203,203,Andres Romero,10,7.8
224,203,203,Heath Slocum,19,7.8
225,203,203,Bob Sowards,7,7.8
226,203,203,Henrik Stenson,4,7.8
227,203,203,Richard Sterne,4,7.8
228,203,203,Chris Stroud,11,7.8
229,203,203,Michael Thompson,2,7.8
230,203,203,Esteban Toledo,1,7.8
231,203,203,Omar Uresti,11,7.8
232,203,203,Jhonattan Vegas,1,7.8
233,203,203,Jimmy Walker,9,7.8
234,203,203,Oliver Wilson,1,7.8
235,236,236,Craig Barlow,6,7.7
236,236,236,Alejandro Cañizares,8,7.7
237,236,236,John Daly,3,7.7
238,236,236,Stuart Deane,1,7.7
239,236,236,Todd Demsey,13,7.7
240,236,236,David Duval,4,7.7
241,236,236,Richard Johnson,8,7.7
242,236,236,Brendan Jones,2,7.7
243,236,236,WC Liang,3,7.7
244,236,236,Frank Lickliter II,21,7.7
245,236,236,Will MacKenzie,9,7.7
246,236,236,Len Mattiace,3,7.7
247,236,236,Andrew McLardy,1,7.7
248,236,236,Dicky Pride,5,7.7
249,236,236,Patrick Sheehan,23,7.7
250,236,236,Jon Turcott,1,7.7
251,236,236,Johnson Wagner,13,7.7
252,253,253,Jason Allred,6,7.6
253,253,253,Bubba Dickerson,1,7.6
254,253,253,John Douma,1,7.6
255,253,253,Fred Funk,6,7.6
256,253,253,Robert Gamez,12,7.6
257,253,253,Richard Green,4,7.6
258,253,253,Matt Jones,14,7.6
259,253,253,Chris Kirk,1,7.6
260,253,253,Neal Lancaster,3,7.6
261,253,253,Stephen Leaney,7,7.6
262,253,253,Jeff Maggert,15,7.6
263,253,253,Kevin Stadler,11,7.6
264,253,253,Chip Sullivan,2,7.6
265,253,253,Ron Whittaker,3,7.6
266,267,267,Billy Andrade,9,7.5
267,267,267,Justin Bolli,12,7.5
268,267,267,Olin Browne,11,7.5
269,267,267,Paul Claxton,6,7.5
270,267,267,Nick Dougherty,2,7.5
271,267,267,Kenneth Ferrie,8,7.5
272,267,267,Robert Floyd,1,7.5
273,267,267,J.L. Lewis,3,7.5
274,267,267,Graeme McDowell,2,7.5
275,267,267,Kiyoshi Miyazato,1,7.5
276,267,267,Mike Ruiz,1,7.5
277,267,267,Brett Wetterich,6,7.5
278,279,279,Notah Begay III,3,7.4
279,279,279,Robert Damron,2,7.4
280,279,279,Chip Deason,1,7.4
281,279,279,Nick Flanagan,13,7.4
282,279,279,David Hearn,1,7.4
283,279,279,Gabriel Hjertstedt,1,7.4
284,279,279,Hidemasa Hoshino,1,7.4
285,279,279,Jim McGovern,10,7.4
286,279,279,Spike McRoy,2,7.4
287,279,279,Ted Schulz,1,7.4
288,279,279,Nick Taylor,1,7.4
289,290,290,Cody Freeman,5,7.3
290,290,290,Scott Hoch,1,7.3
291,290,290,John Morse,1,7.3
292,290,290,Joey Sindelar,1,7.3
293,290,290,Mitsuhiro Tateyama,1,7.3
294,295,295,SSP Chawrasia,1,7.2
295,295,295,Peter Hanson,1,7.2
296,295,295,Kyle Thompson,7,7.2
297,295,295,Steve Webster,1,7.2
298,299,299,Jonathan Kaye,3,7.1
299,299,299,Derek Lamely,1,7.1
300,299,299,Louis Oosthuizen,1,7.1
301,299,299,Paul Sheehan,1,7.1
302,303,303,Martin Kaymer,2,7.0
303,303,303,Jamie Lovemark,2,7.0
304,303,303,Alan Morin,1,7.0
305,303,303,Rod Perry,1,7.0
306,303,303,Kirk Triplett,4,7.0
307,308,308,Bryan DeCorso,1,6.9
308,308,308,Soren Hansen,3,6.9
309,310,310,Reid Edstrom,1,6.8
310,310,310,Chapchai Nirat,1,6.8
311,310,310,Dennis Paulson,1,6.8
312,310,310,Scott Strange,1,6.8
313,314,314,Travis Perkins,2,6.7
314,315,315,Anton Haig,2,6.6
315,316,316,Shingo Katayama,1,6.5
316,317,317,"Jim Gallagher, Jr.",1,6.4
317,317,317,Colin Montgomerie,2,6.4
318,319,319,Pablo Larrazabal,1,6.3
319,320,320,Prayad Marksaeng,1,6.2
320,321,321,David Howell,1,6.1
321,321,321,Peter Karmis,1,6.1
322,321,321,James Kingston,2,6.1
323,321,321,Mark O'Meara,1,6.1
324,325,325,Rick Fehr,1,6.0
325,325,325,Pete Jordan,1,6.0
326,327,327,Craig Parry,2,5.7
327,328,328,Mark Brown,2,5.6
