,Last_15_Events_-_Power_RANK THIS WEEK,Last_15_Events_-_Power_RANK LAST WEEK,Last_15_Events_-_Power_PLAYER NAME,Last_15_Events_-_Power_EVENTS,Last_15_Events_-_Power_RATING
0,1,1,J.B. Holmes,8,9.7
1,T2,T2,Robert Garrigus,11,9.5
2,T2,T2,Nick Watney,10,9.5
3,T2,T2,Bubba Watson,8,9.5
4,T5,T5,Dustin Johnson,7,9.4
5,T5,T5,Jhonattan Vegas,1,9.4
6,T7,T7,Steve Allan,5,9.3
7,T7,T7,Vijay Singh,8,9.3
8,T7,T7,Charles Warren,6,9.3
9,T10,T10,Jason Day,7,9.2
10,T10,T10,Brendan Jones,2,9.2
11,T10,T10,Davis Love III,9,9.2
12,T10,T10,Mike Ruiz,1,9.2
13,T10,T10,Brett Wetterich,7,9.2
14,T15,T15,John Daly,3,9.1
15,T15,T15,Danny Lee,1,9.1
16,T15,T15,Adam Scott,6,9.1
17,T15,T15,Lee Westwood,3,9.1
18,T19,T19,Robert Floyd,1,9.0
19,T19,T19,Anton Haig,2,9.0
20,T19,T19,Brandt Jobe,5,9.0
21,T19,T19,Jeff Overton,11,9.0
22,T19,T19,Greg Owen,1,9.0
23,T19,T19,Andres Romero,9,9.0
24,T25,T25,Ángel Cabrera,6,8.9
25,T25,T25,Anthony Kim,10,8.9
26,T25,T25,Derek Lamely,1,8.9
27,T28,T28,Fred Couples,7,8.8
28,T28,T28,Harrison Frazar,9,8.8
29,T28,T28,Bill Haas,11,8.8
30,T28,T28,Charley Hoffman,12,8.8
31,T28,T28,Jamie Lovemark,3,8.8
32,T28,T28,Chapchai Nirat,1,8.8
33,T28,T28,Mitsuhiro Tateyama,1,8.8
34,T35,T35,Stewart Cink,9,8.6
35,T35,T35,Phil Mickelson,9,8.6
36,T35,T35,Yusaku Miyazato,2,8.6
37,T35,T35,Tag Ridings,8,8.6
38,T35,T35,Jeev Milkha Singh,3,8.6
39,T40,T40,Jason Allred,5,8.4
40,T40,T40,Daniel Chopra,7,8.4
41,T40,T40,Tommy Gainey,3,8.4
42,T40,T40,Lucas Glover,10,8.4
43,T40,T40,Padraig Harrington,6,8.4
44,T40,T40,Martin Laird,14,8.4
45,T40,T40,Pablo Larrazabal,1,8.4
46,T40,T40,Tiger Woods,5,8.4
47,T48,T48,Andrew Buckle,6,8.3
48,T48,T48,Mathias Grönberg,8,8.3
49,T48,T48,Rob Grube,1,8.3
50,T48,T48,Chip Sullivan,2,8.3
51,T52,T52,Paul Casey,6,8.2
52,T52,T52,Louis Oosthuizen,1,8.2
53,T52,T52,Kenny Perry,10,8.2
54,T52,T52,Boo Weekley,8,8.2
55,T56,T56,Ross Fisher,2,8.1
56,T56,T56,Tim Herron,11,8.1
57,T56,T56,Nicholas Thompson,7,8.1
58,T59,T59,Charles Howell III,8,8.0
59,T59,T59,Richard Johnson,3,8.0
60,T59,T59,Steve Marino,13,8.0
61,T59,T59,Ted Purdy,4,8.0
62,T63,T63,Brad Adamonis,7,7.9
63,T63,T63,Soren Hansen,3,7.9
64,T63,T63,Troy Matteson,8,7.9
65,T63,T63,Kevin Streelman,14,7.9
66,T67,T67,Michael Letzig,9,7.8
67,T67,T67,Jonathan Moore,1,7.8
68,T67,T67,Pat Perez,10,7.8
69,T67,T67,Travis Perkins,1,7.8
70,T71,T71,Bob May,2,7.7
71,T71,T71,George McNeill,10,7.7
72,T71,T71,John Merrick,8,7.7
73,T71,T71,Sean O'Hair,7,7.7
74,T71,T71,Camilo Villegas,8,7.7
75,T76,T76,Brian Bateman,4,7.6
76,T76,T76,Chip Deason,1,7.6
77,T76,T76,John Huston,10,7.6
78,T76,T76,Matt Jones,6,7.6
79,T76,T76,D.J. Trahan,10,7.6
80,T81,T81,Bryan DeCorso,1,7.5
81,T81,T81,Sergio Garcia,11,7.5
82,T81,T81,Mathew Goggin,8,7.5
83,T81,T81,Geoff Ogilvy,9,7.5
84,T81,T81,Bo Van Pelt,11,7.5
85,T86,T86,Robert Allenby,12,7.4
86,T86,T86,Bubba Dickerson,1,7.4
87,T86,T86,Duffy Waldorf,1,7.4
88,T89,T89,Aaron Baddeley,9,7.3
89,T89,T89,David Hearn,1,7.3
90,T89,T89,Hunter Mahan,8,7.3
91,T89,T89,Jon Mills,4,7.3
92,T89,T89,Dennis Paulson,1,7.3
93,T89,T89,John Rollins,8,7.3
94,T89,T89,Rory Sabbatini,8,7.3
95,T89,T89,Kevin Sutherland,12,7.3
96,T97,T97,Mark Calcavecchia,2,7.2
97,T97,T97,Philip Francis,1,7.2
98,T97,T97,Jonathan Kaye,3,7.2
99,T97,T97,Martin Kaymer,2,7.2
100,T97,T97,Steve Lowery,6,7.2
101,T97,T97,Ryan Palmer,9,7.2
102,T97,T97,Brenden Pappas,7,7.2
103,T104,T104,James Driscoll,6,7.1
104,T104,T104,Nick Flanagan,8,7.1
105,T106,T106,Ben Curtis,10,7.0
106,T106,T106,Ernie Els,6,7.0
107,T106,T106,Kevin Stadler,6,7.0
108,T106,T106,Chris Stroud,8,7.0
109,T106,T106,Steve Webster,1,7.0
110,T111,T111,Tommy Armour III,8,6.9
111,T111,T111,Craig Barlow,6,6.9
112,T111,T111,Jason Gore,8,6.9
113,T111,T111,Chris Kirk,1,6.9
114,T111,T111,Joe Ogilvie,10,6.9
115,T116,T116,Eric Axley,11,6.8
116,T116,T116,Jay Delsing,2,6.8
117,T116,T116,Dan Forsman,5,6.8
118,T116,T116,Retief Goosen,6,6.8
119,T116,T116,J.J. Henry,9,6.8
120,T116,T116,Robert Karlsson,3,6.8
121,T116,T116,Ryan Moore,7,6.8
122,T116,T116,Carl Pettersson,12,6.8
123,T124,T124,Stuart Appleby,10,6.7
124,T124,T124,Ryan Armour,6,6.7
125,T124,T124,Chad Campbell,9,6.7
126,T124,T124,Todd Demsey,11,6.7
127,T124,T124,J.P. Hayes,6,6.7
128,T124,T124,Rod Pampling,6,6.7
129,T130,T130,Michael Bradley,6,6.6
130,T130,T130,Mark Hensby,6,6.6
131,T130,T130,Neal Lancaster,3,6.6
132,T130,T130,Kyle Thompson,6,6.6
133,T134,T134,Jason Bohn,7,6.5
134,T134,T134,David Duval,4,6.5
135,T134,T134,Will MacKenzie,7,6.5
136,T134,T134,Prayad Marksaeng,1,6.5
137,T134,T134,John Riegger,9,6.5
138,T134,T134,Bob Sowards,6,6.5
139,T140,T140,Woody Austin,10,6.4
140,T140,T140,Jeff Maggert,8,6.4
141,T140,T140,Parker McLachlin,8,6.4
142,T140,T140,Justin Rose,6,6.4
143,T140,T140,John Senden,7,6.4
144,T140,T140,Paul Stankowski,4,6.4
145,T146,T146,Erik Compton,1,6.3
146,T146,T146,Stuart Deane,1,6.3
147,T146,T146,WC Liang,3,6.3
148,T146,T146,Andrew Magee,1,6.3
149,T146,T146,Pablo Martin Benavides,1,6.3
150,T146,T146,Andrew McLardy,1,6.3
151,T146,T146,Henrik Stenson,4,6.3
152,T153,T153,Michael Allen,10,6.2
153,T153,T153,Paul Azinger,1,6.2
154,T153,T153,Mark Brown,2,6.2
155,T153,T153,Brent Geiberger,1,6.2
156,T153,T153,Todd Hamilton,8,6.2
157,T158,T158,Jonathan Byrd,10,6.1
158,T158,T158,Ken Duke,13,6.1
159,T158,T158,Trevor Immelman,7,6.1
160,T158,T158,James Kingston,2,6.1
161,T158,T158,J.L. Lewis,3,6.1
162,T158,T158,David Lutterus,5,6.1
163,T158,T158,Vaughn Taylor,10,6.1
164,T158,T158,Roland Thatcher,4,6.1
165,T158,T158,Jimmy Walker,5,6.1
166,T167,T167,Jason Dufner,6,6.0
167,T167,T167,Kenneth Ferrie,5,6.0
168,T167,T167,Tadd Fujikawa,1,6.0
169,T167,T167,Tim Petrovic,8,6.0
170,T167,T167,Stephen Poole,1,6.0
171,T172,T172,Reid Edstrom,1,5.9
