,Sand_Saves_from_20-30_yards_RANK THIS WEEK,Sand_Saves_from_20-30_yards_RANK LAST WEEK,Sand_Saves_from_20-30_yards_PLAYER NAME,Sand_Saves_from_20-30_yards_ROUNDS,Sand_Saves_from_20-30_yards_%,Sand_Saves_from_20-30_yards_# OF SAVES,Sand_Saves_from_20-30_yards_# OF BUNKERS
45,46,46,Todd Fischer,97,55.26,21,38
46,47,47,Carl Pettersson,80,55.17,16,29
47,48,48,John Senden,111,54.9,28,51
48,T49,T49,John Riegger,55,54.17,13,24
49,T49,T49,Bob Tway,89,54.17,13,24
50,T51,T51,Skip Kendall,110,53.85,21,39
51,T51,T51,Deane Pappas,75,53.85,14,26
52,53,53,David Frost,80,53.57,15,28
53,T54,T54,Rich Beem,80,53.33,16,30
54,T54,T54,Jay Don Blake,77,53.33,8,15
55,T54,T54,David Peoples,96,53.33,16,30
56,57,57,Andrew Magee,91,53.13,17,32
57,58,58,Aaron Baddeley,71,52.94,9,17
58,T59,T59,Robert Allenby,87,52.63,10,19
59,T59,T59,J.L. Lewis,99,52.63,10,19
60,T59,T59,Rory Sabbatini,95,52.63,10,19
61,T62,T62,Bob Burns,88,52.17,12,23
62,T62,T62,Retief Goosen,69,52.17,12,23
63,64,64,John Daly,56,52.0,13,25
64,T65,T65,Ben Crane,94,51.52,17,33
65,T65,T65,Chris DiMarco,98,51.52,17,33
66,67,67,Doug Barron,90,51.28,20,39
67,68,68,Tim Petrovic,108,51.16,22,43
68,69,69,Jonathan Byrd,101,51.11,23,45
69,T70,T70,Briny Baird,113,50.0,19,38
70,T70,T70,Alex Cejka,98,50.0,13,26
71,T70,T70,Stewart Cink,104,50.0,18,36
72,T70,T70,Fred Couples,71,50.0,10,20
73,T70,T70,Carlos Franco,99,50.0,18,36
74,T70,T70,Dudley Hart,66,50.0,12,24
75,T70,T70,Thomas Levet,85,50.0,16,32
76,T70,T70,Tom Pernice Jr.,105,50.0,19,38
77,T70,T70,Kenny Perry,98,50.0,12,24
78,T70,T70,Chris Riley,96,50.0,13,26
79,T70,T70,Akio Sadakata,83,50.0,11,22
80,T70,T70,Joey Sindelar,93,50.0,10,20
81,T70,T70,Garrett Willis,97,50.0,19,38
82,83,83,Aaron Barber,94,48.57,17,35
83,84,84,Rod Pampling,87,48.48,16,33
84,T85,T85,Chris Anderson,96,48.39,15,31
85,T85,T85,Per-Ulrik Johansson,96,48.39,15,31
86,T85,T85,Darron Stiles,93,48.39,15,31
87,T85,T85,Kevin Sutherland,97,48.39,15,31
88,T89,T89,John Morgan,81,48.15,13,27
89,T89,T89,David Toms,90,48.15,13,27
90,T91,T91,Harrison Frazar,88,48.0,12,25
91,T91,T91,Duffy Waldorf,90,48.0,12,25
92,T91,T91,Jay Williamson,93,48.0,12,25
93,94,94,Jason Caron,74,47.62,10,21
94,T95,T95,Donnie Hammond,92,47.37,18,38
95,T95,T95,Scott McCarron,86,47.37,18,38
96,T97,T97,Neal Lancaster,110,47.06,16,34
97,T97,T97,Kaname Yokoo,56,47.06,8,17
98,99,99,Heath Slocum,101,46.88,15,32
99,100,100,Esteban Toledo,109,46.67,21,45
100,101,101,Ty Tryon,52,46.15,6,13
101,T102,T102,Peter Lonard,96,45.83,11,24
102,T102,T102,Dicky Pride,73,45.83,11,24
103,104,104,Glen Hnatiuk,92,45.45,10,22
104,105,105,Carl Paulson,101,45.24,19,42
105,106,106,Brandt Jobe,77,45.0,9,20
106,T107,T107,Mark Brooks,90,44.83,13,29
107,T107,T107,Tom Byrum,97,44.83,13,29
108,T109,T109,Cameron Beckman,86,44.44,12,27
109,T109,T109,Darren Clarke,61,44.44,8,18
110,T109,T109,Matt Kuchar,63,44.44,8,18
111,T109,T109,Hank Kuehne,73,44.44,12,27
112,T109,T109,John Maginnes,87,44.44,12,27
113,114,114,Brett Quigley,92,44.12,15,34
114,115,115,Tim Clark,79,44.0,11,25
115,T116,T116,Steven Alker,87,43.75,14,32
116,T116,T116,Lee Janzen,83,43.75,7,16
117,118,118,Patrick Sheehan,101,43.59,17,39
118,119,119,Hal Sutton,81,43.48,10,23
119,120,120,Tim Herron,102,43.33,13,30
120,T121,T121,Pat Bates,111,42.86,15,35
121,T121,T121,Glen Day,103,42.86,12,28
122,T121,T121,Bernhard Langer,65,42.86,6,14
123,T121,T121,Scott Laycock,71,42.86,12,28
124,T125,T125,Stephen Ames,91,42.11,8,19
125,T125,T125,Mike Weir,80,42.11,8,19
126,T127,T127,Marco Dawson,86,41.94,13,31
127,T127,T127,Jason Gore,83,41.94,13,31
128,T127,T127,Andy Miller,75,41.94,13,31
129,130,130,Jim Carter,95,41.86,18,43
130,T131,T131,Jeff Klein,60,41.67,10,24
131,T131,T131,Pat Perez,95,41.67,10,24
132,T133,T133,Paul Azinger,73,41.38,12,29
133,T133,T133,Mike Grob,83,41.38,12,29
134,135,135,Robert Gamez,114,41.3,19,46
135,T136,T136,Todd Barranger,78,41.18,14,34
136,T136,T136,Brent Geiberger,51,41.18,7,17
137,138,138,Corey Pavin,88,40.91,9,22
138,139,139,Peter Jacobsen,75,40.54,15,37
139,T140,T140,Brian Bateman,70,40.0,12,30
140,T140,T140,José Coceres,62,40.0,8,20
141,T140,T140,Tom Gillis,71,40.0,6,15
142,T140,T140,Gene Sauers,87,40.0,12,30
143,T140,T140,Brent Schwarzrock,60,40.0,10,25
144,T140,T140,Cameron Yancey,58,40.0,12,30
145,146,146,Arron Oberholser,80,39.29,11,28
146,T147,T147,Michael Clark II,54,39.13,9,23
147,T147,T147,Billy Mayfair,105,39.13,18,46
148,T149,T149,Mike Heinen,89,38.89,14,36
149,T149,T149,Steve Lowery,86,38.89,7,18
150,T151,T151,Fred Funk,112,38.71,12,31
151,T151,T151,Len Mattiace,94,38.71,12,31
152,T153,T153,Jeff Brehaut,110,38.46,15,39
153,T153,T153,Brad Elder,51,38.46,5,13
154,T153,T153,Richard Johnson,89,38.46,15,39
155,156,156,J.J. Henry,100,37.93,11,29
156,T157,T157,Mathew Goggin,90,37.5,15,40
157,T157,T157,Mark Wilson,82,37.5,9,24
158,159,159,Greg Chalmers,98,37.21,16,43
159,T160,T160,Craig Barlow,95,36.84,14,38
160,T160,T160,Frank Lickliter II,94,36.84,7,19
161,162,162,Spike McRoy,103,36.73,18,49
162,163,163,Hidemichi Tanaka,112,36.67,11,30
163,164,164,Brian Gay,100,36.0,9,25
164,T165,T165,Woody Austin,107,35.0,14,40
165,T165,T165,Rocco Mediate,80,35.0,7,20
166,167,167,Tom Lehman,87,34.48,10,29
167,168,168,David Sutherland,77,34.38,11,32
168,T169,T169,Jason Buha,61,33.33,8,24
169,T169,T169,Ben Curtis,69,33.33,10,30
170,T169,T169,Jonathan Kaye,91,33.33,11,33
171,T169,T169,Jeff Maggert,81,33.33,7,21
172,T169,T169,Shigeki Maruyama,87,33.33,9,27
173,T169,T169,Chris Smith,92,33.33,12,36
174,175,175,Jesper Parnevik,102,32.35,11,34
175,176,176,J.P. Hayes,79,32.26,10,31
176,T177,T177,Tommy Armour III,66,31.82,7,22
177,T177,T177,Ernie Els,65,31.82,7,22
178,T177,T177,Vance Veazey,66,31.82,7,22
179,T180,T180,Notah Begay III,92,31.71,13,41
180,T180,T180,Olin Browne,113,31.71,13,41
181,182,182,Bob Estes,92,31.58,6,19
182,183,183,Mark O'Meara,69,30.77,4,13
183,184,184,Chad Campbell,105,29.63,8,27
184,185,185,Kenneth Staton,59,29.41,5,17
185,186,186,Kent Jones,74,27.78,5,18
186,T187,T187,Steve Allan,53,27.27,6,22
187,T187,T187,Adam Scott,52,27.27,3,11
188,189,189,Jim Furyk,104,20.0,5,25
189,190,190,Joe Durant,96,17.86,5,28
