,Proximity_to_Hole_from_Fringe_RANK THIS WEEK,Proximity_to_Hole_from_Fringe_RANK LAST WEEK,Proximity_to_Hole_from_Fringe_PLAYER NAME,Proximity_to_Hole_from_Fringe_ROUNDS,Proximity_to_Hole_from_Fringe_AVG DTP,Proximity_to_Hole_from_Fringe_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Fringe_# OF SHOTS,Proximity_to_Hole_from_Fringe_SCRAMBLING RANK
0,T1,T1,Steven Alker,87,"3' 0""",300.83299999999997,101,51
1,T1,T1,Bob Estes,92,"3' 0""",346.333,116,82
2,T1,T1,Retief Goosen,69,"3' 0""",237.0,79,97
3,T4,T4,Mark Brooks,90,"3' 1""",321.25,105,115
4,T4,T4,Stewart Cink,104,"3' 1""",494.583,159,8
5,T4,T4,Tiger Woods,74,"3' 1""",211.667,68,57
6,T7,T7,Scott McCarron,86,"3' 3""",356.583,109,80
7,T7,T7,David Peoples,96,"3' 3""",465.0,143,5
8,T9,T9,Jason Caron,74,"3' 4""",323.33299999999997,97,169
9,T9,T9,Mark O'Meara,69,"3' 4""",253.25,76,181
10,T9,T9,Geoff Ogilvy,86,"3' 4""",365.167,110,37
11,T9,T9,Adam Scott,52,"3' 4""",221.667,67,136
12,T13,T13,Aaron Baddeley,71,"3' 5""",349.167,101,63
13,T13,T13,Pat Bates,111,"3' 5""",630.4169999999999,184,11
14,T13,T13,Darren Clarke,61,"3' 5""",177.417,52,167
15,T13,T13,Brad Elder,51,"3' 5""",263.0,77,137
16,T13,T13,Jim Furyk,104,"3' 5""",421.917,125,6
17,T13,T13,Charles Howell III,120,"3' 5""",474.333,138,68
18,T13,T13,Jonathan Kaye,91,"3' 5""",430.917,125,87
19,T13,T13,John Riegger,55,"3' 5""",248.5,73,51
20,T13,T13,Patrick Sheehan,101,"3' 5""",529.8330000000001,154,19
21,T13,T13,Vijay Singh,106,"3' 5""",455.25,133,3
22,T23,T23,Jay Don Blake,77,"3' 6""",427.75,121,131
23,T23,T23,Chris DiMarco,98,"3' 6""",471.083,136,94
24,T23,T23,Lee Janzen,83,"3' 6""",294.66700000000003,84,132
25,T23,T23,Bernhard Langer,65,"3' 6""",320.0,91,112
26,T23,T23,Billy Mayfair,105,"3' 6""",532.25,151,75
27,T23,T23,Spike McRoy,103,"3' 6""",492.167,141,130
28,T23,T23,Kenny Perry,98,"3' 6""",447.917,128,23
29,T23,T23,Mike Sposa,72,"3' 6""",380.333,109,30
30,T31,T31,Glen Day,103,"3' 7""",498.083,139,56
31,T31,T31,Carlos Franco,99,"3' 7""",622.8330000000001,172,100
32,T31,T31,Brian Gay,100,"3' 7""",415.083,115,59
33,T31,T31,J.P. Hayes,79,"3' 7""",364.583,102,122
34,T31,T31,Rocco Mediate,80,"3' 7""",348.917,98,142
35,T31,T31,Jesper Parnevik,102,"3' 7""",517.1669999999999,144,138
36,T31,T31,Joey Sindelar,93,"3' 7""",554.0830000000001,155,110
37,T31,T31,Heath Slocum,101,"3' 7""",482.333,134,147
