,Proximity_to_Hole_from_Fringe_RANK THIS WEEK,Proximity_to_Hole_from_Fringe_RANK LAST WEEK,Proximity_to_Hole_from_Fringe_PLAYER NAME,Proximity_to_Hole_from_Fringe_ROUNDS,Proximity_to_Hole_from_Fringe_AVG DTP,Proximity_to_Hole_from_Fringe_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Fringe_# OF SHOTS,Proximity_to_Hole_from_Fringe_SCRAMBLING RANK
38,T39,T39,Tommy Armour III,66,"3' 8""",382.667,105,144
39,T39,T39,Luke Donald,88,"3' 8""",439.333,120,143
40,T39,T39,Ernie Els,65,"3' 8""",214.667,59,55
41,T39,T39,Dan Forsman,98,"3' 8""",524.8330000000001,142,10
42,T39,T39,Brent Geiberger,51,"3' 8""",293.66700000000003,81,48
43,T39,T39,Paul Goydos,86,"3' 8""",464.083,128,16
44,T39,T39,Jeff Maggert,81,"3' 8""",436.417,118,114
45,T39,T39,Dicky Pride,73,"3' 8""",385.75,106,47
46,T39,T39,Steve Stricker,59,"3' 8""",375.833,102,12
47,T39,T39,Kirk Triplett,92,"3' 8""",376.5,103,14
48,T39,T39,Scott Verplank,97,"3' 8""",457.833,126,45
49,T50,T50,Steve Allan,53,"3' 9""",333.167,88,89
50,T50,T50,Stuart Appleby,90,"3' 9""",495.667,131,24
51,T50,T50,Rich Beem,80,"3' 9""",365.417,97,177
52,T50,T50,Marco Dawson,86,"3' 9""",482.583,130,139
53,T50,T50,Todd Fischer,97,"3' 9""",493.667,132,97
54,T50,T50,Dudley Hart,66,"3' 9""",330.167,88,61
55,T50,T50,Glen Hnatiuk,92,"3' 9""",493.417,131,90
56,T50,T50,Kent Jones,74,"3' 9""",409.75,110,126
57,T50,T50,Andrew Magee,91,"3' 9""",475.5,127,46
58,T50,T50,Rod Pampling,87,"3' 9""",367.25,99,31
59,T50,T50,Tom Pernice Jr.,105,"3' 9""",550.3330000000001,148,28
60,T50,T50,Duffy Waldorf,90,"3' 9""",541.9169999999999,144,125
61,T62,T62,Olin Browne,113,"3' 10""",621.0,163,95
62,T62,T62,Mark Calcavecchia,84,"3' 10""",511.333,134,34
63,T62,T62,Alex Cejka,98,"3' 10""",421.167,110,110
64,T62,T62,John Daly,56,"3' 10""",315.5,82,187
65,T62,T62,Robert Gamez,114,"3' 10""",695.5,181,85
66,T62,T62,Skip Kendall,110,"3' 10""",656.3330000000001,173,27
67,T62,T62,Davis Love III,85,"3' 10""",349.25,91,71
68,T62,T62,Gene Sauers,87,"3' 10""",490.583,128,173
69,T62,T62,David Toms,90,"3' 10""",399.917,104,53
70,T71,T71,Stephen Ames,91,"3' 11""",453.833,115,33
71,T71,T71,Jonathan Byrd,101,"3' 11""",540.9169999999999,139,93
72,T71,T71,Tom Byrum,97,"3' 11""",564.0,144,41
73,T71,T71,Greg Chalmers,98,"3' 11""",543.0830000000001,139,154
74,T71,T71,Joe Durant,96,"3' 11""",523.6669999999999,135,165
75,T71,T71,David Gossett,92,"3' 11""",571.1669999999999,145,106
76,T71,T71,Jay Haas,89,"3' 11""",470.167,119,21
77,T71,T71,Per-Ulrik Johansson,96,"3' 11""",623.6669999999999,160,36
78,T71,T71,Hank Kuehne,73,"3' 11""",427.833,109,171
79,T71,T71,Deane Pappas,75,"3' 11""",535.25,137,78
80,T71,T71,Tim Petrovic,108,"3' 11""",616.1669999999999,157,35
81,T71,T71,Nick Price,65,"3' 11""",310.66700000000003,80,18
82,T71,T71,John Rollins,89,"3' 11""",465.167,118,119
83,T71,T71,Brent Schwarzrock,60,"3' 11""",357.333,91,121
84,T71,T71,John Senden,111,"3' 11""",594.0830000000001,151,69
85,T71,T71,Ty Tryon,52,"3' 11""",271.41700000000003,70,184
86,T71,T71,Mike Weir,80,"3' 11""",364.667,94,13
87,T71,T71,Mark Wilson,82,"3' 11""",492.583,127,115
88,T89,T89,Robert Allenby,87,"4' 0""",427.583,106,74
89,T89,T89,Todd Barranger,78,"4' 0""",487.917,123,180
90,T89,T89,Tom Gillis,71,"4' 0""",424.333,107,153
91,T89,T89,Brian Henninger,56,"4' 0""",376.5,95,102
92,T89,T89,J.J. Henry,100,"4' 0""",610.9169999999999,153,92
93,T89,T89,Jerry Kelly,108,"4' 0""",527.1669999999999,133,28
94,T89,T89,Kenichi Kuboya,91,"4' 0""",558.0,139,148
95,T89,T89,Matt Kuchar,63,"4' 0""",411.583,103,96
96,T89,T89,Neal Lancaster,110,"4' 0""",790.5,196,32
97,T89,T89,Justin Leonard,80,"4' 0""",404.5,102,38
98,T89,T89,Len Mattiace,94,"4' 0""",443.917,110,79
99,T89,T89,David Sutherland,77,"4' 0""",435.833,108,161
100,T101,T101,Chris Anderson,96,"4' 1""",564.0830000000001,138,70
101,T101,T101,Aaron Barber,94,"4' 1""",603.4169999999999,149,129
102,T101,T101,Jeff Brehaut,110,"4' 1""",699.0830000000001,172,61
103,T101,T101,Chad Campbell,105,"4' 1""",546.0830000000001,135,162
104,T101,T101,Tim Clark,79,"4' 1""",418.417,103,105
105,T101,T101,Ben Curtis,69,"4' 1""",299.5,74,145
106,T101,T101,John Huston,76,"4' 1""",416.333,102,127
107,T101,T101,Peter Jacobsen,75,"4' 1""",438.0,107,156
108,T101,T101,Brandt Jobe,77,"4' 1""",498.667,122,7
109,T101,T101,Richard Johnson,89,"4' 1""",625.3330000000001,153,65
110,T101,T101,Tom Lehman,87,"4' 1""",423.333,103,174
111,T101,T101,Andy Miller,75,"4' 1""",458.833,112,158
112,T101,T101,Brenden Pappas,105,"4' 1""",618.25,151,155
113,T101,T101,Chris Riley,96,"4' 1""",562.8330000000001,137,2
114,T101,T101,Loren Roberts,87,"4' 1""",429.833,105,25
115,T101,T101,Paul Stankowski,67,"4' 1""",369.917,91,140
116,T117,T117,Briny Baird,113,"4' 2""",619.4169999999999,149,73
117,T117,T117,Ben Crane,94,"4' 2""",450.167,108,66
118,T117,T117,Brad Faxon,97,"4' 2""",549.8330000000001,132,40
119,T117,T117,Harrison Frazar,88,"4' 2""",604.25,144,104
120,T117,T117,Tim Herron,102,"4' 2""",559.1669999999999,134,26
121,T117,T117,Corey Pavin,88,"4' 2""",583.5,141,4
122,T123,T123,Woody Austin,107,"4' 3""",625.1669999999999,147,101
123,T123,T123,Paul Azinger,73,"4' 3""",408.667,97,145
124,T123,T123,Jim Carter,95,"4' 3""",729.0830000000001,171,81
125,T123,T123,Steve Flesch,110,"4' 3""",658.9169999999999,155,50
126,T123,T123,Jason Gore,83,"4' 3""",573.1669999999999,136,160
127,T123,T123,Cliff Kresge,102,"4' 3""",621.0,146,82
128,T123,T123,Phil Mickelson,87,"4' 3""",324.08299999999997,76,151
129,T123,T123,John Morgan,81,"4' 3""",550.6669999999999,129,118
130,T123,T123,Carl Paulson,101,"4' 3""",724.9169999999999,169,99
131,T123,T123,Brett Quigley,92,"4' 3""",595.75,141,19
132,T123,T123,Jay Williamson,93,"4' 3""",680.75,160,17
133,T134,T134,David Frost,80,"4' 4""",533.0,124,14
134,T134,T134,Sergio Garcia,62,"4' 4""",290.75,67,178
135,T134,T134,Thomas Levet,85,"4' 4""",566.25,131,168
136,T134,T134,John Maginnes,87,"4' 4""",596.0830000000001,137,117
137,T134,T134,Shaun Micheel,97,"4' 4""",592.5830000000001,136,120
138,T134,T134,Rory Sabbatini,95,"4' 4""",625.1669999999999,145,113
139,T134,T134,Kenneth Staton,59,"4' 4""",419.333,97,176
140,T134,T134,"Dave Stockton, Jr.",79,"4' 4""",479.917,110,179
141,T134,T134,Hidemichi Tanaka,112,"4' 4""",742.6669999999999,170,39
142,T134,T134,Dean Wilson,82,"4' 4""",566.9169999999999,131,91
143,T144,T144,Doug Barron,90,"4' 5""",700.5830000000001,159,67
144,T144,T144,Jason Buha,61,"4' 5""",396.333,89,175
145,T144,T144,Fred Funk,112,"4' 5""",701.6669999999999,158,42
146,T144,T144,Donnie Hammond,92,"4' 5""",623.25,141,72
147,T144,T144,Jeff Klein,60,"4' 5""",401.75,91,186
148,T144,T144,Ian Leggatt,71,"4' 5""",480.333,108,166
149,T144,T144,Frank Lickliter II,94,"4' 5""",602.25,137,149
150,T144,T144,Steve Lowery,86,"4' 5""",413.583,94,141
151,T144,T144,Anthony Painter,87,"4' 5""",664.5830000000001,150,135
152,T144,T144,Bob Tway,89,"4' 5""",600.25,136,86
153,T144,T144,Kaname Yokoo,56,"4' 5""",358.833,81,188
154,T155,T155,Fred Couples,71,"4' 6""",308.08299999999997,69,134
155,T155,T155,Mathew Goggin,90,"4' 6""",602.1669999999999,135,164
156,T155,T155,Arron Oberholser,80,"4' 6""",633.1669999999999,140,1
157,T155,T155,Carl Pettersson,80,"4' 6""",494.75,109,133
158,T155,T155,Jeff Sluman,106,"4' 6""",686.9169999999999,154,9
159,T155,T155,Hal Sutton,81,"4' 6""",598.0830000000001,134,103
160,T155,T155,Garrett Willis,97,"4' 6""",758.25,169,43
161,T162,T162,Craig Barlow,95,"4' 7""",646.25,142,128
162,T162,T162,Brian Bateman,70,"4' 7""",446.25,98,150
163,T162,T162,K.J. Choi,112,"4' 7""",643.8330000000001,141,108
164,T162,T162,Michael Clark II,54,"4' 7""",337.25,74,189
165,T162,T162,Robert Damron,96,"4' 7""",682.9169999999999,149,22
166,T162,T162,Scott Laycock,71,"4' 7""",496.75,108,60
167,T162,T162,J.L. Lewis,99,"4' 7""",621.8330000000001,135,163
168,T162,T162,Chris Smith,92,"4' 7""",672.4169999999999,147,190
169,T162,T162,Cameron Yancey,58,"4' 7""",461.333,101,183
170,T171,T171,Billy Andrade,100,"4' 8""",717.0,155,54
171,T171,T171,Notah Begay III,92,"4' 8""",642.9169999999999,137,84
172,T171,T171,Craig Perks,82,"4' 8""",501.75,107,123
173,T171,T171,Vance Veazey,66,"4' 8""",571.3330000000001,122,184
174,T175,T175,Cameron Beckman,86,"4' 9""",695.0830000000001,146,88
175,T175,T175,José Coceres,62,"4' 9""",543.0,114,171
176,T175,T175,Joel Edwards,60,"4' 9""",520.1669999999999,109,159
177,T175,T175,Mike Grob,83,"4' 9""",516.75,108,182
178,T175,T175,Kevin Sutherland,97,"4' 9""",481.083,101,64
179,T180,T180,Bob Burns,88,"4' 10""",574.5,119,124
180,T180,T180,Matt Gogel,77,"4' 10""",569.0830000000001,118,49
181,T180,T180,Esteban Toledo,109,"4' 10""",749.4169999999999,155,77
182,T183,T183,Peter Lonard,96,"4' 11""",614.25,125,152
183,T183,T183,Pat Perez,95,"4' 11""",641.8330000000001,130,106
184,T183,T183,Akio Sadakata,83,"4' 11""",570.8330000000001,116,157
185,186,186,Gavin Coles,69,"5' 0""",529.0,106,76
186,T187,T187,Mike Heinen,89,"5' 3""",737.5,141,170
187,T187,T187,Shigeki Maruyama,87,"5' 3""",612.4169999999999,117,58
188,T187,T187,Darron Stiles,93,"5' 3""",642.6669999999999,123,109
189,190,190,Paul Gow,62,"5' 4""",550.5,104,43
