,Proximity_to_Hole_from_Sand_RANK THIS WEEK,Proximity_to_Hole_from_Sand_RANK LAST WEEK,Proximity_to_Hole_from_Sand_PLAYER NAME,Proximity_to_Hole_from_Sand_ROUNDS,Proximity_to_Hole_from_Sand_AVG DTP,Proximity_to_Hole_from_Sand_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Sand_# OF SHOTS,Proximity_to_Hole_from_Sand_SCRAMBLING RANK
23,T23,T23,Phil Mickelson,87,"8' 8""",777.0830000000001,90,151
24,T25,T25,Bob Burns,88,"8' 9""",854.8330000000001,98,124
25,T25,T25,Lee Janzen,83,"8' 9""",631.0830000000001,72,132
26,T27,T27,Bob Estes,92,"8' 10""",665.0,75,82
27,T27,T27,Jay Haas,89,"8' 10""",877.6669999999999,99,21
28,T27,T27,Kevin Sutherland,97,"8' 10""",869.5830000000001,98,64
29,T30,T30,Arron Oberholser,80,"8' 11""",892.6669999999999,100,1
30,T30,T30,Anthony Painter,87,"8' 11""",1042.5,117,135
31,T32,T32,Stewart Cink,104,"9' 0""",1055.833,117,8
32,T32,T32,Chris DiMarco,98,"9' 0""",972.0830000000001,108,94
33,T32,T32,Brian Henninger,56,"9' 0""",582.75,65,102
34,T32,T32,David Sutherland,77,"9' 0""",800.6669999999999,89,161
35,T32,T32,Mike Weir,80,"9' 0""",605.75,67,13
36,T37,T37,Steven Alker,87,"9' 1""",971.9169999999999,107,51
37,T37,T37,Doug Barron,90,"9' 1""",1141.667,126,67
38,T37,T37,Jason Buha,61,"9' 1""",633.6669999999999,70,175
39,T37,T37,John Senden,111,"9' 1""",1252.25,138,69
40,T37,T37,David Toms,90,"9' 1""",781.25,86,53
41,42,42,Brenden Pappas,105,"9' 2""",982.3330000000001,107,155
42,T43,T43,Stuart Appleby,90,"9' 3""",872.0,94,24
43,T43,T43,Alex Cejka,98,"9' 3""",888.0830000000001,96,110
44,T43,T43,Gavin Coles,69,"9' 3""",719.1669999999999,78,76
45,T43,T43,Steve Flesch,110,"9' 3""",1132.583,122,50
46,T43,T43,David Frost,80,"9' 3""",1046.083,113,14
47,T43,T43,Len Mattiace,94,"9' 3""",990.8330000000001,107,79
48,T49,T49,Jonathan Byrd,101,"9' 4""",1013.0830000000001,109,93
49,T49,T49,Ben Crane,94,"9' 4""",945.0830000000001,101,66
50,T49,T49,John Daly,56,"9' 4""",625.9169999999999,67,187
51,T49,T49,Matt Gogel,77,"9' 4""",933.25,100,49
52,T49,T49,Geoff Ogilvy,86,"9' 4""",890.1669999999999,95,37
53,T49,T49,John Riegger,55,"9' 4""",551.3330000000001,59,51
54,T55,T55,Tim Clark,79,"9' 5""",900.0,96,105
55,T55,T55,Cliff Kresge,102,"9' 5""",1068.667,113,82
56,T55,T55,Rocco Mediate,80,"9' 5""",780.3330000000001,83,142
57,T58,T58,Richard Johnson,89,"9' 6""",972.0,102,65
58,T58,T58,Tom Lehman,87,"9' 6""",730.5,77,174
59,T58,T58,Deane Pappas,75,"9' 6""",790.5830000000001,83,78
60,T58,T58,Patrick Sheehan,101,"9' 6""",1170.5,123,19
61,T58,T58,Kaname Yokoo,56,"9' 6""",637.5,67,188
62,T63,T63,Mathew Goggin,90,"9' 7""",997.1669999999999,104,164
63,T63,T63,Paul Gow,62,"9' 7""",687.8330000000001,72,43
64,T63,T63,John Morgan,81,"9' 7""",1095.5,114,118
65,T63,T63,Darron Stiles,93,"9' 7""",1101.5,115,109
66,T63,T63,Kirk Triplett,92,"9' 7""",1120.333,117,14
67,T68,T68,Todd Barranger,78,"9' 8""",940.75,97,180
68,T68,T68,Notah Begay III,92,"9' 8""",1136.5,118,84
69,T68,T68,Per-Ulrik Johansson,96,"9' 8""",1102.083,114,36
70,T68,T68,Kenichi Kuboya,91,"9' 8""",1081.583,112,148
71,T68,T68,Rory Sabbatini,95,"9' 8""",871.5,90,113
72,T68,T68,Gene Sauers,87,"9' 8""",1151.917,119,173
73,T74,T74,Billy Andrade,100,"9' 9""",1144.833,117,54
74,T74,T74,Jeff Brehaut,110,"9' 9""",1162.667,119,61
75,T74,T74,Greg Chalmers,98,"9' 9""",1536.3329999999999,157,154
76,T74,T74,Brent Geiberger,51,"9' 9""",720.5,74,48
77,T74,T74,Dudley Hart,66,"9' 9""",900.75,92,61
78,T74,T74,Tim Herron,102,"9' 9""",1109.667,114,26
79,T74,T74,Thomas Levet,85,"9' 9""",1006.75,103,168
80,T74,T74,Carl Paulson,101,"9' 9""",1249.167,128,99
81,T74,T74,Kenny Perry,98,"9' 9""",905.4169999999999,93,23
82,T74,T74,Dean Wilson,82,"9' 9""",1141.25,117,91
83,T84,T84,Tom Byrum,97,"9' 10""",991.4169999999999,101,41
84,T84,T84,Jim Carter,95,"9' 10""",1183.0,120,81
85,T84,T84,Michael Clark II,54,"9' 10""",502.0,51,189
86,T84,T84,Robert Damron,96,"9' 10""",1254.917,128,22
87,T84,T84,Marco Dawson,86,"9' 10""",918.0,93,139
88,T84,T84,Neal Lancaster,110,"9' 10""",1149.0,117,32
89,T84,T84,Chris Riley,96,"9' 10""",987.0830000000001,100,2
90,T84,T84,Garrett Willis,97,"9' 10""",1013.1669999999999,103,43
91,T92,T92,Fred Couples,71,"9' 11""",626.1669999999999,63,134
92,T92,T92,Brian Gay,100,"9' 11""",1174.25,118,59
93,T92,T92,Mike Grob,83,"9' 11""",943.8330000000001,95,182
94,T92,T92,Glen Hnatiuk,92,"9' 11""",860.6669999999999,87,90
95,T92,T92,Craig Perks,82,"9' 11""",964.25,97,123
96,T92,T92,Tim Petrovic,108,"9' 11""",1172.0,118,35
97,T98,T98,Stephen Ames,91,"10' 0""",1177.75,118,33
98,T98,T98,Paul Azinger,73,"10' 0""",911.75,91,145
99,T98,T98,Olin Browne,113,"10' 0""",1073.833,107,95
100,T98,T98,Jason Caron,74,"10' 0""",932.1669999999999,93,169
101,T98,T98,Carl Pettersson,80,"10' 0""",1068.5,107,133
102,T103,T103,Robert Allenby,87,"10' 1""",745.8330000000001,74,74
103,T103,T103,Chris Anderson,96,"10' 1""",1031.75,102,70
104,T103,T103,Ben Curtis,69,"10' 1""",1042.333,103,145
105,T103,T103,Brad Faxon,97,"10' 1""",1170.667,116,40
106,T103,T103,Peter Jacobsen,75,"10' 1""",857.0830000000001,85,156
107,T103,T103,Scott McCarron,86,"10' 1""",888.0,88,80
108,T103,T103,Steve Stricker,59,"10' 1""",605.4169999999999,60,12
109,T110,T110,Todd Fischer,97,"10' 2""",1296.333,127,97
110,T110,T110,Carlos Franco,99,"10' 2""",1270.0,125,100
111,T110,T110,Retief Goosen,69,"10' 2""",500.0,49,97
112,T110,T110,Peter Lonard,96,"10' 2""",982.5,97,152
113,T110,T110,Dicky Pride,73,"10' 2""",792.6669999999999,78,47
114,T115,T115,Mark Calcavecchia,84,"10' 3""",904.8330000000001,88,34
115,T115,T115,Luke Donald,88,"10' 3""",1065.75,104,143
116,T115,T115,J.P. Hayes,79,"10' 3""",954.5830000000001,93,122
117,T118,T118,Woody Austin,107,"10' 4""",1432.3329999999999,139,101
118,T118,T118,Jim Furyk,104,"10' 4""",963.4169999999999,93,6
119,T118,T118,Paul Goydos,86,"10' 4""",1144.75,111,16
120,T118,T118,Spike McRoy,103,"10' 4""",1165.5,113,130
121,T122,T122,Robert Gamez,114,"10' 5""",1415.75,136,85
122,T122,T122,Kent Jones,74,"10' 5""",768.6669999999999,74,126
123,T122,T122,Bernhard Langer,65,"10' 5""",583.25,56,112
124,T122,T122,Steve Lowery,86,"10' 5""",771.75,74,141
125,T122,T122,Jesper Parnevik,102,"10' 5""",1114.5,107,138
126,T122,T122,Akio Sadakata,83,"10' 5""",815.3330000000001,78,157
127,T128,T128,Matt Kuchar,63,"10' 6""",851.1669999999999,81,96
128,T128,T128,J.L. Lewis,99,"10' 6""",1179.25,112,163
129,T128,T128,Andrew Magee,91,"10' 6""",1058.917,101,46
130,T131,T131,Tommy Armour III,66,"10' 7""",728.6669999999999,69,144
131,T131,T131,Jay Don Blake,77,"10' 7""",796.3330000000001,75,131
132,T131,T131,Tom Gillis,71,"10' 7""",668.9169999999999,63,153
133,T131,T131,David Gossett,92,"10' 7""",930.25,88,106
134,T131,T131,Charles Howell III,120,"10' 7""",1195.25,113,68
135,T131,T131,Skip Kendall,110,"10' 7""",1208.833,114,27
136,T131,T131,David Peoples,96,"10' 7""",1071.333,101,5
137,T131,T131,Joey Sindelar,93,"10' 7""",920.0830000000001,87,110
138,T131,T131,Scott Verplank,97,"10' 7""",1227.167,116,45
139,T131,T131,Cameron Yancey,58,"10' 7""",1005.3330000000001,95,183
140,141,141,Andy Miller,75,"10' 8""",1158.417,109,158
141,T142,T142,Rich Beem,80,"10' 9""",971.0830000000001,90,177
142,T142,T142,Chad Campbell,105,"10' 9""",1019.9169999999999,95,162
143,T142,T142,Glen Day,103,"10' 9""",1287.917,120,56
144,T142,T142,Joe Durant,96,"10' 9""",825.75,77,165
145,T142,T142,Dan Forsman,98,"10' 9""",902.75,84,10
146,T142,T142,Jeff Klein,60,"10' 9""",839.0,78,186
147,T142,T142,Nick Price,65,"10' 9""",742.4169999999999,69,18
148,T142,T142,Hidemichi Tanaka,112,"10' 9""",1293.917,120,39
149,T150,T150,Pat Bates,111,"10' 10""",1284.917,119,11
150,T150,T150,Pat Perez,95,"10' 10""",1103.417,102,106
151,T150,T150,Brett Quigley,92,"10' 10""",1125.0,104,19
152,T150,T150,Adam Scott,52,"10' 10""",508.333,47,136
153,T150,T150,Paul Stankowski,67,"10' 10""",824.1669999999999,76,140
154,T150,T150,Esteban Toledo,109,"10' 10""",1357.1670000000001,125,77
155,156,156,Jerry Kelly,108,"10' 11""",1091.667,100,28
156,T157,T157,José Coceres,62,"11' 0""",932.5830000000001,85,171
157,T157,T157,Jason Gore,83,"11' 0""",1067.417,97,160
158,T157,T157,Frank Lickliter II,94,"11' 0""",889.9169999999999,81,149
159,T160,T160,Hank Kuehne,73,"11' 1""",1053.0,95,171
160,T160,T160,Mark O'Meara,69,"11' 1""",655.75,59,181
161,T160,T160,Mike Sposa,72,"11' 1""",1027.583,93,30
162,T163,T163,Sergio Garcia,62,"11' 2""",601.25,54,178
163,T163,T163,Jonathan Kaye,91,"11' 2""",996.8330000000001,89,87
164,T163,T163,Duffy Waldorf,90,"11' 2""",970.8330000000001,87,125
165,T166,T166,Briny Baird,113,"11' 3""",1297.75,115,73
166,T166,T166,Cameron Beckman,86,"11' 3""",1117.167,99,88
167,T166,T166,Darren Clarke,61,"11' 3""",608.75,54,167
168,T166,T166,Ty Tryon,52,"11' 3""",732.3330000000001,65,184
169,T170,T170,John Maginnes,87,"11' 4""",1177.833,104,117
170,T170,T170,Billy Mayfair,105,"11' 4""",1372.6670000000001,121,75
171,T172,T172,Steve Allan,53,"11' 5""",876.5,77,89
172,T172,T172,Brandt Jobe,77,"11' 5""",868.6669999999999,76,7
173,T172,T172,Heath Slocum,101,"11' 5""",1454.1670000000001,127,147
174,T172,T172,Bob Tway,89,"11' 5""",1127.5,99,86
175,176,176,Kenneth Staton,59,"11' 6""",702.3330000000001,61,176
176,T177,T177,Jeff Maggert,81,"11' 7""",823.5,71,114
177,T177,T177,Brent Schwarzrock,60,"11' 7""",740.6669999999999,64,121
178,T179,T179,"Dave Stockton, Jr.",79,"11' 10""",1078.917,91,179
179,T179,T179,Vance Veazey,66,"11' 10""",875.0830000000001,74,184
180,T181,T181,Harrison Frazar,88,"11' 11""",1036.25,87,104
181,T181,T181,Hal Sutton,81,"11' 11""",788.75,66,103
182,183,183,Shaun Micheel,97,"12' 2""",1313.0,108,120
183,184,184,Aaron Barber,94,"12' 3""",1284.333,105,129
184,185,185,Mike Heinen,89,"12' 7""",1312.5829999999999,104,170
185,186,186,J.J. Henry,100,"12' 11""",1227.667,95,92
186,187,187,Brian Bateman,70,"13' 1""",1022.6669999999999,78,150
187,188,188,Chris Smith,92,"13' 3""",1298.5,98,190
188,189,189,Brad Elder,51,"13' 4""",693.4169999999999,52,137
189,190,190,Joel Edwards,60,"14' 4""",1005.4169999999999,70,159
