,Proximity_to_Hole_from_Other_Locations_RANK THIS WEEK,Proximity_to_Hole_from_Other_Locations_RANK LAST WEEK,Proximity_to_Hole_from_Other_Locations_PLAYER NAME,Proximity_to_Hole_from_Other_Locations_ROUNDS,Proximity_to_Hole_from_Other_Locations_AVG DTP,Proximity_to_Hole_from_Other_Locations_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Other_Locations_# OF SHOTS,Proximity_to_Hole_from_Other_Locations_SCRAMBLING RANK
0,1,1,Justin Leonard,80,"5' 10""",4.989,71,38
1,2,2,Tiger Woods,74,"5' 11""",3.8280000000000003,54,57
2,T3,T3,Briny Baird,113,"6' 2""",7.034,95,73
3,T3,T3,Jeff Brehaut,110,"6' 2""",9.692,131,61
4,T3,T3,Mike Weir,80,"6' 2""",4.157,56,13
5,T6,T6,Jason Caron,74,"6' 3""",7.115,95,169
6,T6,T6,Ernie Els,65,"6' 3""",3.056,41,55
7,T6,T6,Skip Kendall,110,"6' 3""",9.987,134,27
8,T6,T6,Kenneth Staton,59,"6' 3""",4.973,66,176
9,10,10,Patrick Sheehan,101,"6' 4""",7.027,92,19
10,11,11,Jim Furyk,104,"6' 5""",5.854,76,6
11,T12,T12,Fred Funk,112,"6' 6""",8.008,103,42
12,T12,T12,Phil Mickelson,87,"6' 6""",6.359,82,151
13,T12,T12,Tom Pernice Jr.,105,"6' 6""",8.214,105,28
14,15,15,Jim Carter,95,"6' 7""",7.78,98,81
15,T16,T16,Craig Barlow,95,"6' 8""",8.33,104,128
16,T16,T16,Mark Calcavecchia,84,"6' 8""",7.109,89,34
17,T16,T16,Bob Estes,92,"6' 8""",6.1,76,82
18,T16,T16,Brian Gay,100,"6' 8""",7.598,95,59
19,T16,T16,Corey Pavin,88,"6' 8""",6.222,78,4
20,T16,T16,Chris Riley,96,"6' 8""",8.79,110,2
21,T22,T22,Jay Haas,89,"6' 9""",6.306,78,21
22,T22,T22,Matt Kuchar,63,"6' 9""",4.613,57,96
23,T22,T22,Scott Laycock,71,"6' 9""",5.497000000000001,68,60
24,T22,T22,Adam Scott,52,"6' 9""",2.83,35,136
25,T22,T22,Kevin Sutherland,97,"6' 9""",8.422,104,64
26,27,27,John Rollins,89,"6' 10""",5.664,69,119
27,T28,T28,John Daly,56,"6' 11""",3.252,39,187
28,T28,T28,Steve Flesch,110,"6' 11""",8.758,106,50
29,T28,T28,Cliff Kresge,102,"6' 11""",6.466,78,82
30,T28,T28,John Riegger,55,"6' 11""",5.542000000000001,67,51
31,T28,T28,David Sutherland,77,"6' 11""",6.479,78,161
32,T33,T33,Chris Anderson,96,"7' 0""",9.992,119,70
33,T33,T33,Mark Brooks,90,"7' 0""",8.456,101,115
34,T33,T33,David Gossett,92,"7' 0""",7.176,85,106
35,T33,T33,Nick Price,65,"7' 0""",4.015,48,18
36,T33,T33,Rory Sabbatini,95,"7' 0""",5.742000000000001,68,113
37,T33,T33,Paul Stankowski,67,"7' 0""",4.723,56,140
38,T39,T39,Steven Alker,87,"7' 1""",11.284,132,51
39,T39,T39,Glen Day,103,"7' 1""",9.767000000000001,115,56
40,T39,T39,Richard Johnson,89,"7' 1""",7.999,94,65
41,T39,T39,Len Mattiace,94,"7' 1""",8.316,98,79
42,T39,T39,Tim Petrovic,108,"7' 1""",9.63,113,35
43,T39,T39,Darron Stiles,93,"7' 1""",8.519,100,109
44,T39,T39,David Toms,90,"7' 1""",6.542000000000001,77,53
45,T46,T46,Michael Clark II,54,"7' 2""",6.194,72,189
46,T46,T46,Joe Durant,96,"7' 2""",7.211,84,165
47,T46,T46,Peter Jacobsen,75,"7' 2""",6.765,79,156
48,T46,T46,Scott Verplank,97,"7' 2""",7.152,83,45
49,T50,T50,Todd Fischer,97,"7' 3""",10.385,120,97
50,T50,T50,J.J. Henry,100,"7' 3""",10.29,118,92
51,T50,T50,Brent Schwarzrock,60,"7' 3""",7.684,88,121
52,T53,T53,Fred Couples,71,"7' 4""",3.8680000000000003,44,134
53,T53,T53,David Frost,80,"7' 4""",7.98,91,14
54,T53,T53,Dudley Hart,66,"7' 4""",4.8580000000000005,55,61
55,T53,T53,Frank Lickliter II,94,"7' 4""",9.75,111,149
56,T53,T53,Rod Pampling,87,"7' 4""",6.8839999999999995,78,31
57,T53,T53,Kirk Triplett,92,"7' 4""",5.646,64,14
58,T59,T59,Paul Azinger,73,"7' 5""",7.021,79,145
59,T59,T59,Brandt Jobe,77,"7' 5""",6.335,71,7
60,T59,T59,Ian Leggatt,71,"7' 5""",5.596,63,166
61,T59,T59,Davis Love III,85,"7' 5""",6.32,71,71
62,T59,T59,John Maginnes,87,"7' 5""",5.772,65,117
63,T59,T59,John Morgan,81,"7' 5""",8.877,100,118
64,T59,T59,David Peoples,96,"7' 5""",7.631,86,5
65,T59,T59,Vijay Singh,106,"7' 5""",8.65,97,3
66,T59,T59,Steve Stricker,59,"7' 5""",6.22,70,12
67,T68,T68,Peter Lonard,96,"7' 6""",6.455,72,152
68,T68,T68,Shaun Micheel,97,"7' 6""",7.649,85,120
69,T68,T68,Dicky Pride,73,"7' 6""",6.227,69,47
70,T71,T71,Tom Byrum,97,"7' 7""",9.149,101,41
71,T71,T71,Luke Donald,88,"7' 7""",5.627000000000001,62,143
72,T71,T71,Rocco Mediate,80,"7' 7""",6.346,70,142
73,T71,T71,Pat Perez,95,"7' 7""",8.485,93,106
74,T71,T71,Dean Wilson,82,"7' 7""",7.034,77,91
75,T76,T76,Stewart Cink,104,"7' 8""",7.627999999999999,83,8
76,T76,T76,Robert Damron,96,"7' 8""",12.367,135,22
77,T76,T76,Arron Oberholser,80,"7' 8""",7.327000000000001,80,1
78,T76,T76,Craig Perks,82,"7' 8""",6.699,73,123
79,T76,T76,Garrett Willis,97,"7' 8""",11.709000000000001,127,43
80,T81,T81,Doug Barron,90,"7' 9""",10.522,113,67
81,T81,T81,Alex Cejka,98,"7' 9""",6.965,75,110
82,T81,T81,Gavin Coles,69,"7' 9""",8.559,92,76
83,T81,T81,Sergio Garcia,62,"7' 9""",2.595,28,178
84,T81,T81,Brian Henninger,56,"7' 9""",4.291,46,102
85,T86,T86,Aaron Baddeley,71,"7' 10""",6.417999999999999,68,63
86,T86,T86,Aaron Barber,94,"7' 10""",9.095,97,129
87,T86,T86,Rich Beem,80,"7' 10""",6.867000000000001,73,177
88,T86,T86,Tom Gillis,71,"7' 10""",7.176,76,153
89,T86,T86,Loren Roberts,87,"7' 10""",7.343999999999999,78,25
90,T91,T91,Chad Campbell,105,"7' 11""",7.097,75,162
91,T91,T91,Ben Crane,94,"7' 11""",10.293,108,66
92,T91,T91,Robert Gamez,114,"7' 11""",9.976,105,85
93,T91,T91,Paul Gow,62,"7' 11""",7.705,81,43
94,T91,T91,Charles Howell III,120,"7' 11""",8.541,90,68
95,T91,T91,Andrew Magee,91,"7' 11""",9.432,99,46
96,T91,T91,Joey Sindelar,93,"7' 11""",8.557,90,110
97,T91,T91,Esteban Toledo,109,"7' 11""",10.111,106,77
98,T99,T99,Woody Austin,107,"8' 0""",10.173,106,101
99,T99,T99,Todd Barranger,78,"8' 0""",9.033,94,180
100,T99,T99,Cameron Beckman,86,"8' 0""",9.523,99,88
101,T99,T99,Dan Forsman,98,"8' 0""",7.117999999999999,74,10
102,T99,T99,Paul Goydos,86,"8' 0""",8.7,91,16
103,T99,T99,Thomas Levet,85,"8' 0""",8.068999999999999,84,168
104,T99,T99,Jesper Parnevik,102,"8' 0""",9.236,96,138
