,Proximity_to_Hole_from_Other_Locations_RANK THIS WEEK,Proximity_to_Hole_from_Other_Locations_RANK LAST WEEK,Proximity_to_Hole_from_Other_Locations_PLAYER NAME,Proximity_to_Hole_from_Other_Locations_ROUNDS,Proximity_to_Hole_from_Other_Locations_AVG DTP,Proximity_to_Hole_from_Other_Locations_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Other_Locations_# OF SHOTS,Proximity_to_Hole_from_Other_Locations_SCRAMBLING RANK
105,T99,T99,Gene Sauers,87,"8' 0""",8.508,89,173
106,T107,T107,Notah Begay III,92,"8' 1""",11.21,115,84
107,T107,T107,Bob Burns,88,"8' 1""",7.766,80,124
108,T107,T107,Jonathan Byrd,101,"8' 1""",9.704,100,93
109,T107,T107,Ben Curtis,69,"8' 1""",8.277999999999999,85,145
110,T107,T107,Chris DiMarco,98,"8' 1""",9.741,100,94
111,T107,T107,Joel Edwards,60,"8' 1""",6.9110000000000005,71,159
112,T107,T107,Neal Lancaster,110,"8' 1""",11.565999999999999,119,32
113,T114,T114,Tim Clark,79,"8' 2""",4.9110000000000005,50,105
114,T114,T114,Darren Clarke,61,"8' 2""",3.5439999999999996,36,167
115,T114,T114,J.P. Hayes,79,"8' 2""",6.832999999999999,70,122
116,T114,T114,John Huston,76,"8' 2""",7.77,79,127
117,T114,T114,Lee Janzen,83,"8' 2""",7.257999999999999,74,132
118,T114,T114,Carl Paulson,101,"8' 2""",13.23,135,99
119,T120,T120,Jason Gore,83,"8' 3""",8.907,90,160
120,T120,T120,Tom Lehman,87,"8' 3""",6.608,67,174
121,T120,T120,"Dave Stockton, Jr.",79,"8' 3""",7.194,73,179
122,T120,T120,Hal Sutton,81,"8' 3""",6.422000000000001,65,103
123,T124,T124,Billy Andrade,100,"8' 4""",9.817,98,54
124,T124,T124,Retief Goosen,69,"8' 4""",4.615,46,97
125,T124,T124,Jeff Klein,60,"8' 4""",7.886,79,186
126,T124,T124,John Senden,111,"8' 4""",11.054,110,69
127,T124,T124,Bob Tway,89,"8' 4""",7.8629999999999995,79,86
128,T129,T129,Pat Bates,111,"8' 5""",9.919,98,11
129,T129,T129,Brad Elder,51,"8' 5""",6.877999999999999,68,137
130,T129,T129,Brad Faxon,97,"8' 5""",9.679,96,40
131,T129,T129,Harrison Frazar,88,"8' 5""",9.134,90,104
132,T129,T129,Tim Herron,102,"8' 5""",9.841000000000001,97,26
133,T129,T129,Billy Mayfair,105,"8' 5""",9.496,94,75
134,T129,T129,Spike McRoy,103,"8' 5""",11.764000000000001,116,130
135,T129,T129,Mike Sposa,72,"8' 5""",10.577,105,30
136,T137,T137,Stuart Appleby,90,"8' 6""",7.013999999999999,69,24
137,T137,T137,Brent Geiberger,51,"8' 6""",6.142,60,48
138,T137,T137,Jonathan Kaye,91,"8' 6""",7.954,78,87
139,T137,T137,Jerry Kelly,108,"8' 6""",11.575,114,28
140,T137,T137,Jeff Sluman,106,"8' 6""",9.578,94,9
141,T142,T142,Brian Bateman,70,"8' 7""",7.739,75,150
142,T142,T142,Matt Gogel,77,"8' 7""",7.622999999999999,74,49
143,T142,T142,Shigeki Maruyama,87,"8' 7""",7.02,68,58
144,T142,T142,Deane Pappas,75,"8' 7""",10.17,99,78
145,T142,T142,Kenny Perry,98,"8' 7""",6.388,62,23
146,T142,T142,Heath Slocum,101,"8' 7""",9.664,94,147
147,T148,T148,Tommy Armour III,66,"8' 8""",6.361000000000001,61,144
148,T148,T148,Kenichi Kuboya,91,"8' 8""",9.937999999999999,96,148
149,T148,T148,Carl Pettersson,80,"8' 8""",9.267000000000001,89,133
150,T148,T148,Duffy Waldorf,90,"8' 8""",7.189,69,125
151,T152,T152,Robert Allenby,87,"8' 9""",6.835,65,74
152,T152,T152,Carlos Franco,99,"8' 9""",9.282,88,100
153,T152,T152,Glen Hnatiuk,92,"8' 9""",13.494000000000002,128,90
154,T152,T152,Geoff Ogilvy,86,"8' 9""",8.01,76,37
155,T156,T156,Marco Dawson,86,"8' 10""",5.747000000000001,54,139
156,T156,T156,Mike Heinen,89,"8' 10""",10.248,97,170
157,T156,T156,Anthony Painter,87,"8' 10""",7.928,75,135
158,T156,T156,Jay Williamson,93,"8' 10""",7.855,74,17
159,T160,T160,Scott McCarron,86,"8' 11""",7.619,71,80
160,T160,T160,Hidemichi Tanaka,112,"8' 11""",14.136,132,39
161,T162,T162,Jay Don Blake,77,"9' 1""",7.662000000000001,70,131
162,T162,T162,Per-Ulrik Johansson,96,"9' 1""",10.82,99,36
163,T162,T162,J.L. Lewis,99,"9' 1""",10.262,94,163
164,T162,T162,Steve Lowery,86,"9' 1""",8.312000000000001,76,141
165,T162,T162,Andy Miller,75,"9' 1""",10.275,94,158
166,T167,T167,Mathew Goggin,90,"9' 2""",11.842,108,164
167,T167,T167,Donnie Hammond,92,"9' 2""",12.165999999999999,111,72
168,T169,T169,Steve Allan,53,"9' 3""",6.465,58,89
169,T169,T169,Stephen Ames,91,"9' 3""",9.8,88,33
170,T169,T169,K.J. Choi,112,"9' 3""",9.184,83,108
171,T169,T169,Chris Smith,92,"9' 3""",9.652999999999999,87,190
172,T173,T173,Mark O'Meara,69,"9' 4""",4.58,41,181
173,T173,T173,Mark Wilson,82,"9' 4""",12.537,112,115
174,T173,T173,Kaname Yokoo,56,"9' 4""",6.069,54,188
175,T176,T176,Olin Browne,113,"9' 5""",11.419,101,95
176,T176,T176,Jason Buha,61,"9' 5""",7.341,65,175
177,T176,T176,Vance Veazey,66,"9' 5""",8.479,75,184
178,T179,T179,Brenden Pappas,105,"9' 6""",12.331,108,155
179,T179,T179,Brett Quigley,92,"9' 6""",11.385,100,19
180,T181,T181,Greg Chalmers,98,"9' 7""",11.7,102,154
181,T181,T181,Kent Jones,74,"9' 7""",8.312000000000001,72,126
182,183,183,Jeff Maggert,81,"9' 8""",8.112,70,114
183,T184,T184,Akio Sadakata,83,"10' 0""",13.523,113,157
184,T184,T184,Cameron Yancey,58,"10' 0""",9.234,77,183
185,186,186,Mike Grob,83,"10' 3""",11.413,93,182
186,187,187,José Coceres,62,"10' 7""",7.617999999999999,60,171
187,188,188,Bernhard Langer,65,"10' 8""",5.91,46,112
188,189,189,Hank Kuehne,73,"10' 10""",9.622,74,171
189,190,190,Ty Tryon,52,"11' 4""",8.416,62,184
