,Scrambling_from_20-30_yards_RANK THIS WEEK,Scrambling_from_20-30_yards_RANK LAST WEEK,Scrambling_from_20-30_yards_PLAYER NAME,Scrambling_from_20-30_yards_ROUNDS,Scrambling_from_20-30_yards_%,Scrambling_from_20-30_yards_SUCCESSES,Scrambling_from_20-30_yards_ATTEMPTS
0,1,1,Brian Henninger,56,67.5,27,40
1,T2,T2,Chris Riley,96,66.67,50,75
2,T2,T2,Dean Wilson,82,66.67,50,75
3,4,4,Dan Forsman,98,64.94,50,77
4,5,5,David Frost,80,64.47,49,76
5,6,6,Phil Mickelson,87,62.75,32,51
6,7,7,Brad Faxon,97,62.35,53,85
7,8,8,Stuart Appleby,90,62.07,36,58
8,9,9,Vijay Singh,106,61.67,37,60
9,10,10,Patrick Sheehan,101,61.45,51,83
10,11,11,Mark Calcavecchia,84,61.19,41,67
11,12,12,Geoff Ogilvy,86,60.87,28,46
12,13,13,Jeff Sluman,106,60.81,45,74
13,14,14,Joel Edwards,60,60.78,31,51
14,15,15,Charles Howell III,120,60.53,46,76
15,16,16,Corey Pavin,88,60.49,49,81
16,17,17,Tim Herron,102,59.76,49,82
17,18,18,Loren Roberts,87,59.72,43,72
18,19,19,Paul Goydos,86,59.26,48,81
19,20,20,Gavin Coles,69,59.09,39,66
20,21,21,Kirk Triplett,92,57.97,40,69
21,22,22,Robert Damron,96,57.89,44,76
22,23,23,Rory Sabbatini,95,57.53,42,73
23,24,24,Todd Fischer,97,57.47,50,87
24,25,25,Kent Jones,74,57.41,31,54
25,26,26,Scott McCarron,86,57.35,39,68
26,27,27,David Peoples,96,57.14,36,63
27,28,28,Steve Lowery,86,56.86,29,51
28,29,29,Jay Don Blake,77,56.45,35,62
29,30,30,Jason Caron,74,56.36,31,55
30,31,31,Steve Flesch,110,56.1,46,82
31,32,32,Tiger Woods,74,55.88,19,34
32,T33,T33,Matt Kuchar,63,55.77,29,52
33,T33,T33,Brent Schwarzrock,60,55.77,29,52
34,35,35,Skip Kendall,110,55.68,49,88
35,T36,T36,Alex Cejka,98,55.56,40,72
36,T36,T36,J.L. Lewis,99,55.56,35,63
37,T36,T36,Ty Tryon,52,55.56,25,45
38,39,39,David Toms,90,55.36,31,56
39,T40,T40,Ernie Els,65,55.26,21,38
40,T40,T40,Frank Lickliter II,94,55.26,42,76
41,42,42,Steven Alker,87,54.84,51,93
42,T43,T43,Chris Anderson,96,54.67,41,75
43,T43,T43,Stewart Cink,104,54.67,41,75
44,T45,T45,Matt Gogel,77,54.55,36,66
45,T45,T45,Retief Goosen,69,54.55,24,44
46,47,47,Jerry Kelly,108,54.43,43,79
47,48,48,Brad Elder,51,54.39,31,57
48,49,49,Billy Andrade,100,54.35,50,92
49,50,50,David Gossett,92,54.32,44,81
50,51,51,Sergio Garcia,62,54.29,19,35
51,52,52,Len Mattiace,94,54.26,51,94
52,T53,T53,Briny Baird,113,53.62,37,69
53,T53,T53,Kevin Sutherland,97,53.62,37,69
54,55,55,Tim Clark,79,53.57,30,56
55,T56,T56,John Riegger,55,53.49,23,43
56,T56,T56,Mike Weir,80,53.49,23,43
57,58,58,Anthony Painter,87,53.42,39,73
58,59,59,Brenden Pappas,105,53.25,41,77
59,60,60,Nick Price,65,53.19,25,47
