,Scrambling_10-20_yds_RTP_Score_RANK THIS WEEK,Scrambling_10-20_yds_RTP_Score_RANK LAST WEEK,Scrambling_10-20_yds_RTP_Score_PLAYER NAME,Scrambling_10-20_yds_RTP_Score_ROUNDS,Scrambling_10-20_yds_RTP_Score_AVG RTP,Scrambling_10-20_yds_RTP_Score_TOTAL HOLES,Scrambling_10-20_yds_RTP_Score_TOTAL RTP
0,1,1,Len Mattiace,94,0.22899999999999998,179,41.0
1,2,2,Andrew Magee,91,0.23800000000000002,172,41.0
2,3,3,Bernhard Langer,65,0.242,124,30.0
3,T4,T4,Steven Alker,87,0.24600000000000002,179,44.0
4,T4,T4,Jay Haas,89,0.24600000000000002,167,41.0
5,6,6,Fred Couples,71,0.255,94,24.0
6,7,7,Nick Price,65,0.256,117,30.0
7,8,8,Steve Stricker,59,0.257,140,36.0
8,9,9,Chris Riley,96,0.265,189,50.0
9,10,10,Tom Pernice Jr.,105,0.27399999999999997,215,59.0
10,11,11,Brett Quigley,92,0.27699999999999997,177,49.0
11,12,12,Vijay Singh,106,0.27899999999999997,165,46.0
12,13,13,David Peoples,96,0.281,196,55.0
13,14,14,Glen Day,103,0.284,204,58.0
14,15,15,J.P. Hayes,79,0.287,150,43.0
15,16,16,Arron Oberholser,80,0.29,186,54.0
16,17,17,Darren Clarke,61,0.293,99,29.0
17,18,18,Justin Leonard,80,0.295,149,44.0
18,19,19,Robert Allenby,87,0.297,118,35.0
19,20,20,Richard Johnson,89,0.3,203,61.0
20,21,21,Dudley Hart,66,0.301,133,40.0
21,T22,T22,K.J. Choi,112,0.302,169,51.0
22,T22,T22,Jim Furyk,104,0.302,162,49.0
23,24,24,Stuart Appleby,90,0.305,154,47.0
24,25,25,David Frost,80,0.306,193,59.0
25,26,26,Kirk Triplett,92,0.308,159,49.0
26,27,27,Alex Cejka,98,0.309,165,51.0
27,T28,T28,Skip Kendall,110,0.311,219,68.0
28,T28,T28,Mike Sposa,72,0.311,167,52.0
29,30,30,Jerry Kelly,108,0.312,186,58.0
30,31,31,Fred Funk,112,0.313,224,70.0
31,32,32,Matt Gogel,77,0.315,162,51.0
32,T33,T33,Scott McCarron,86,0.316,136,43.0
33,T33,T33,Rod Pampling,87,0.316,155,49.0
34,35,35,Hank Kuehne,73,0.318,132,42.0
35,T36,T36,Kevin Sutherland,97,0.319,166,53.0
36,T36,T36,David Toms,90,0.319,138,44.0
37,T38,T38,Bob Estes,92,0.32,150,48.0
38,T38,T38,Peter Lonard,96,0.32,175,56.0
39,T40,T40,Jeff Brehaut,110,0.321,212,68.0
40,T40,T40,Ben Crane,94,0.321,190,61.0
41,42,42,Pat Bates,111,0.32299999999999995,223,72.0
42,T43,T43,Loren Roberts,87,0.326,172,56.0
43,T43,T43,Jeff Sluman,106,0.326,193,63.0
44,45,45,Peter Jacobsen,75,0.327,147,48.0
45,46,46,Brandt Jobe,77,0.32799999999999996,128,42.0
46,47,47,Retief Goosen,69,0.32899999999999996,85,28.0
47,48,48,John Riegger,55,0.33,97,32.0
48,T49,T49,Scott Laycock,71,0.331,148,49.0
49,T49,T49,Deane Pappas,75,0.331,169,56.0
50,T51,T51,Notah Begay III,92,0.33299999999999996,204,68.0
51,T51,T51,Brian Gay,100,0.33299999999999996,219,73.0
52,T51,T51,Paul Goydos,86,0.33299999999999996,177,59.0
53,T51,T51,Charles Howell III,120,0.33299999999999996,198,66.0
54,T51,T51,Dean Wilson,82,0.33299999999999996,165,55.0
55,T56,T56,Tom Byrum,97,0.335,212,71.0
56,T56,T56,Stewart Cink,104,0.335,203,68.0
57,T58,T58,Doug Barron,90,0.33799999999999997,201,68.0
58,T58,T58,Chris DiMarco,98,0.33799999999999997,148,50.0
59,T58,T58,J.J. Henry,100,0.33799999999999997,198,67.0
60,T58,T58,Matt Kuchar,63,0.33799999999999997,142,48.0
61,T58,T58,Hidemichi Tanaka,112,0.33799999999999997,225,76.0
