,Proximity_to_Hole_ARG_RANK THIS WEEK,Proximity_to_Hole_ARG_RANK LAST WEEK,Proximity_to_Hole_ARG_PLAYER NAME,Proximity_to_Hole_ARG_ROUNDS,Proximity_to_Hole_ARG_AVG DTP,Proximity_to_Hole_ARG_TOTAL DISTANCE (FEET),Proximity_to_Hole_ARG_# OF SHOTS,Proximity_to_Hole_ARG_SCRAMBLING RANK
48,T47,T47,Glen Day,103,"7' 3""",4235.417,585,56
49,T47,T47,Luke Donald,88,"7' 3""",3438.667,474,143
50,T47,T47,Dudley Hart,66,"7' 3""",2566.667,353,61
51,T47,T47,Rocco Mediate,80,"7' 3""",2826.25,389,142
52,T47,T47,Jay Williamson,93,"7' 3""",4005.833,555,17
53,T47,T47,Garrett Willis,97,"7' 3""",4451.667,615,43
54,T55,T55,Chris Anderson,96,"7' 4""",3995.0,547,70
55,T55,T55,Craig Barlow,95,"7' 4""",4020.75,549,128
56,T55,T55,Bob Burns,88,"7' 4""",3375.333,460,124
57,T55,T55,Robert Damron,96,"7' 4""",4304.0,588,22
58,T55,T55,Chris DiMarco,98,"7' 4""",3578.25,487,94
59,T55,T55,J.P. Hayes,79,"7' 4""",2968.917,407,122
60,T55,T55,Brian Henninger,56,"7' 4""",2365.583,323,102
61,T55,T55,Peter Jacobsen,75,"7' 4""",2960.25,404,156
62,T55,T55,Geoff Ogilvy,86,"7' 4""",3352.333,455,37
63,T55,T55,Tim Petrovic,108,"7' 4""",4263.917,584,35
64,T55,T55,Gene Sauers,87,"7' 4""",3791.5,515,173
65,T66,T66,Woody Austin,107,"7' 5""",4426.25,599,101
66,T66,T66,Jonathan Byrd,101,"7' 5""",4080.417,552,93
67,T66,T66,Gavin Coles,69,"7' 5""",3060.417,411,76
68,T66,T66,Steve Flesch,110,"7' 5""",4499.25,609,50
69,T66,T66,Carlos Franco,99,"7' 5""",4456.667,600,100
70,T66,T66,Brandt Jobe,77,"7' 5""",3076.333,417,7
71,T66,T66,Frank Lickliter II,94,"7' 5""",3898.5,523,149
72,T66,T66,Deane Pappas,75,"7' 5""",3763.083,507,78
73,T66,T66,Jesper Parnevik,102,"7' 5""",4104.167,554,138
74,T66,T66,Adam Scott,52,"7' 5""",1863.5829999999999,251,136
75,T66,T66,Joey Sindelar,93,"7' 5""",3792.667,509,110
76,T77,T77,Tommy Armour III,66,"7' 6""",2708.667,363,144
77,T77,T77,Doug Barron,90,"7' 6""",4402.417,589,67
78,T77,T77,K.J. Choi,112,"7' 6""",3847.667,512,108
79,T77,T77,Tim Clark,79,"7' 6""",2944.25,391,105
80,T77,T77,Ben Crane,94,"7' 6""",3991.167,530,66
81,T77,T77,Dan Forsman,98,"7' 6""",3561.167,473,10
82,T77,T77,Robert Gamez,114,"7' 6""",4849.167,650,85
83,T77,T77,Brent Geiberger,51,"7' 6""",2238.0,299,48
84,T77,T77,Retief Goosen,69,"7' 6""",2091.583,279,97
85,T77,T77,Paul Goydos,86,"7' 6""",3688.583,494,16
86,T77,T77,Bernhard Langer,65,"7' 6""",2439.333,324,112
87,T77,T77,Phil Mickelson,87,"7' 6""",2860.667,383,151
88,T77,T77,John Senden,111,"7' 6""",4528.0,602,69
89,T77,T77,David Toms,90,"7' 6""",2902.083,385,53
90,T77,T77,Kirk Triplett,92,"7' 6""",3240.417,432,14
91,T92,T92,Stephen Ames,91,"7' 7""",3838.5,506,33
92,T92,T92,Alex Cejka,98,"7' 7""",3587.833,472,110
93,T92,T92,John Huston,76,"7' 7""",3062.583,402,127
94,T92,T92,Per-Ulrik Johansson,96,"7' 7""",4167.417,552,36
95,T92,T92,Tom Lehman,87,"7' 7""",2839.5,374,174
96,T92,T92,Esteban Toledo,109,"7' 7""",4676.25,614,77
97,T92,T92,Duffy Waldorf,90,"7' 7""",3383.75,445,125
98,T99,T99,John Daly,56,"7' 8""",2573.083,334,187
99,T99,T99,Joe Durant,96,"7' 8""",3565.917,463,165
100,T99,T99,Harrison Frazar,88,"7' 8""",3792.5,493,104
101,T99,T99,Matt Gogel,77,"7' 8""",3225.917,423,49
102,T99,T99,Donnie Hammond,92,"7' 8""",4132.583,539,72
103,T99,T99,Tim Herron,102,"7' 8""",4492.917,583,26
104,T99,T99,Glen Hnatiuk,92,"7' 8""",4162.0,540,90
105,T99,T99,Kent Jones,74,"7' 8""",3055.083,399,126
106,T99,T99,Matt Kuchar,63,"7' 8""",2891.333,379,96
107,T99,T99,Thomas Levet,85,"7' 8""",3568.833,467,168
108,T99,T99,Scott McCarron,86,"7' 8""",3306.083,431,80
109,T99,T99,Anthony Painter,87,"7' 8""",4376.25,570,135
110,T99,T99,Carl Paulson,101,"7' 8""",5055.417,658,99
111,T99,T99,Mike Sposa,72,"7' 8""",3422.25,444,30
112,T99,T99,Mark Wilson,82,"7' 8""",3871.75,504,115
113,T114,T114,Robert Allenby,87,"7' 9""",2826.667,364,74
114,T114,T114,Cameron Beckman,86,"7' 9""",3890.417,500,88
115,T114,T114,Notah Begay III,92,"7' 9""",4298.583,556,84
116,T114,T114,Chad Campbell,105,"7' 9""",3652.5,473,162
117,T114,T114,Marco Dawson,86,"7' 9""",3283.75,426,139
118,T114,T114,Brad Faxon,97,"7' 9""",3923.417,508,40
119,T114,T114,Todd Fischer,97,"7' 9""",4651.5,600,97
120,T114,T114,Paul Gow,62,"7' 9""",3137.083,405,43
121,T114,T114,Jonathan Kaye,91,"7' 9""",3498.75,452,87
122,T114,T114,Andrew Magee,91,"7' 9""",3893.25,504,46
123,T114,T114,Brent Schwarzrock,60,"7' 9""",2750.5,354,121
124,T114,T114,Hal Sutton,81,"7' 9""",3034.583,391,103
125,T114,T114,Bob Tway,89,"7' 9""",3542.5,457,86
126,T127,T127,Billy Andrade,100,"7' 10""",4771.667,610,54
127,T127,T127,Briny Baird,113,"7' 10""",4168.5,532,73
128,T127,T127,Jay Don Blake,77,"7' 10""",3069.833,390,131
129,T127,T127,Charles Howell III,120,"7' 10""",4326.0,552,68
130,T127,T127,Kenichi Kuboya,91,"7' 10""",4274.417,547,148
131,T127,T127,Ian Leggatt,71,"7' 10""",3031.417,389,166
132,T127,T127,Jeff Maggert,81,"7' 10""",3541.583,451,114
133,T127,T127,Shigeki Maruyama,87,"7' 10""",3320.833,423,58
134,T127,T127,Shaun Micheel,97,"7' 10""",4074.583,518,120
135,T127,T127,Kenny Perry,98,"7' 10""",3506.667,446,23
136,T127,T127,Scott Verplank,97,"7' 10""",3874.0,497,45
137,T138,T138,Todd Barranger,78,"7' 11""",3966.083,503,180
138,T138,T138,Tom Gillis,71,"7' 11""",3132.5,396,153
139,T138,T138,Steve Lowery,86,"7' 11""",3495.583,441,141
140,T138,T138,John Maginnes,87,"7' 11""",3895.583,491,117
141,T138,T138,Billy Mayfair,105,"7' 11""",4549.75,572,75
142,T138,T138,Brenden Pappas,105,"7' 11""",4630.75,587,155
143,T138,T138,Carl Pettersson,80,"7' 11""",3745.833,474,133
144,T138,T138,Heath Slocum,101,"7' 11""",4464.667,562,147
145,T138,T138,Kenneth Staton,59,"7' 11""",2851.917,360,176
146,T138,T138,Hidemichi Tanaka,112,"7' 11""",5016.667,631,39
147,T148,T148,Paul Azinger,73,"8' 0""",3338.167,418,145
148,T148,T148,Jason Caron,74,"8' 0""",3722.75,467,169
149,T148,T148,Greg Chalmers,98,"8' 0""",5107.083,636,154
150,T148,T148,Darren Clarke,61,"8' 0""",2135.417,267,167
151,T148,T148,José Coceres,62,"8' 0""",3153.333,396,171
152,T148,T148,Ben Curtis,69,"8' 0""",3208.917,401,145
153,T148,T148,Peter Lonard,96,"8' 0""",3925.75,492,152
154,T148,T148,John Morgan,81,"8' 0""",4159.083,520,118
155,T148,T148,John Riegger,55,"8' 0""",2412.833,301,51
156,T157,T157,Aaron Barber,94,"8' 1""",4224.5,525,129
157,T157,T157,Sergio Garcia,62,"8' 1""",1988.5829999999999,246,178
158,T157,T157,Jason Gore,83,"8' 1""",4137.667,511,160
159,T157,T157,J.L. Lewis,99,"8' 1""",4370.667,540,163
160,T157,T157,Spike McRoy,103,"8' 1""",4556.583,563,130
161,T157,T157,Brett Quigley,92,"8' 1""",4279.833,527,19
162,T157,T157,Darron Stiles,93,"8' 1""",4118.417,510,109
163,T164,T164,Steve Allan,53,"8' 2""",2763.167,340,89
164,T164,T164,Michael Clark II,54,"8' 2""",2636.5,323,189
165,T164,T164,J.J. Henry,100,"8' 2""",4570.417,561,92
166,T164,T164,Pat Perez,95,"8' 2""",4357.833,536,106
167,T164,T164,Craig Perks,82,"8' 2""",3739.667,457,123
168,T164,T164,"Dave Stockton, Jr.",79,"8' 2""",3773.667,464,179
169,T170,T170,Olin Browne,113,"8' 3""",4836.333,587,95
170,T170,T170,Jason Buha,61,"8' 3""",2981.667,361,175
171,T170,T170,Brad Elder,51,"8' 3""",2520.5,307,137
172,T170,T170,Jerry Kelly,108,"8' 3""",4426.0,537,28
173,T174,T174,Mathew Goggin,90,"8' 4""",4288.833,513,164
174,T174,T174,Jeff Klein,60,"8' 4""",3040.167,364,186
175,T174,T174,Mark O'Meara,69,"8' 4""",2497.5,299,181
176,T174,T174,Vance Veazey,66,"8' 4""",3361.75,405,184
177,T178,T178,Joel Edwards,60,"8' 5""",3303.917,394,159
178,T178,T178,Andy Miller,75,"8' 5""",4093.25,487,158
179,T178,T178,Paul Stankowski,67,"8' 5""",2923.417,348,140
180,T178,T178,Kaname Yokoo,56,"8' 5""",2928.667,347,188
181,T182,T182,Rich Beem,80,"8' 7""",3436.583,399,177
182,T182,T182,Hank Kuehne,73,"8' 7""",3998.833,466,171
183,184,184,Brian Bateman,70,"8' 8""",3243.333,376,150
184,185,185,Cameron Yancey,58,"8' 9""",3400.083,389,183
185,186,186,Chris Smith,92,"8' 10""",4216.167,476,190
186,187,187,Mike Heinen,89,"8' 11""",4490.5,505,170
187,T188,T188,Akio Sadakata,83,"9' 0""",4055.167,452,157
188,T188,T188,Ty Tryon,52,"9' 0""",3105.5,345,184
189,190,190,Mike Grob,83,"9' 4""",4355.417,468,182
