,Proximity_to_Hole_ARG_RANK THIS WEEK,Proximity_to_Hole_ARG_RANK LAST WEEK,Proximity_to_Hole_ARG_PLAYER NAME,Proximity_to_Hole_ARG_ROUNDS,Proximity_to_Hole_ARG_AVG DTP,Proximity_to_Hole_ARG_TOTAL DISTANCE (FEET),Proximity_to_Hole_ARG_# OF SHOTS,Proximity_to_Hole_ARG_SCRAMBLING RANK
0,T1,T1,Corey Pavin,88,"6' 3""",3281.75,525,4
1,T1,T1,Vijay Singh,106,"6' 3""",3173.333,509,3
2,3,3,Justin Leonard,80,"6' 4""",2481.417,393,38
3,4,4,Bob Estes,92,"6' 5""",2748.333,427,82
4,T5,T5,Chris Riley,96,"6' 6""",3402.417,521,2
5,T5,T5,Steve Stricker,59,"6' 6""",2446.667,378,12
6,7,7,Mark Brooks,90,"6' 7""",3318.667,505,115
7,8,8,Loren Roberts,87,"6' 8""",2674.5,401,25
8,T9,T9,Jim Furyk,104,"6' 9""",2965.0,438,6
9,T9,T9,Davis Love III,85,"6' 9""",2423.417,359,71
10,T9,T9,Tom Pernice Jr.,105,"6' 9""",4020.083,594,28
11,T9,T9,Tiger Woods,74,"6' 9""",2135.25,317,57
12,T13,T13,Steven Alker,87,"6' 10""",3424.083,501,51
13,T13,T13,David Gossett,92,"6' 10""",3700.083,539,106
14,T13,T13,Len Mattiace,94,"6' 10""",3339.333,487,79
15,T13,T13,Rod Pampling,87,"6' 10""",3087.417,450,31
16,T13,T13,Rory Sabbatini,95,"6' 10""",3529.5,515,113
17,T13,T13,Patrick Sheehan,101,"6' 10""",4233.333,616,19
18,T13,T13,Mike Weir,80,"6' 10""",2340.75,343,13
19,T20,T20,Aaron Baddeley,71,"6' 11""",2916.583,421,63
20,T20,T20,Mark Calcavecchia,84,"6' 11""",3295.5,479,34
21,T20,T20,Stewart Cink,104,"6' 11""",3778.25,548,8
22,T20,T20,Fred Funk,112,"6' 11""",3953.833,569,42
23,T20,T20,Arron Oberholser,80,"6' 11""",3499.5,506,1
24,T20,T20,David Peoples,96,"6' 11""",3611.083,524,5
25,T26,T26,Jeff Brehaut,110,"7' 0""",4246.0,605,61
26,T26,T26,Ernie Els,65,"7' 0""",1850.6670000000001,263,55
27,T26,T26,Nick Price,65,"7' 0""",2243.917,320,18
28,T26,T26,Dicky Pride,73,"7' 0""",2778.25,396,47
29,T26,T26,John Rollins,89,"7' 0""",2920.5,418,119
30,T31,T31,Pat Bates,111,"7' 1""",4220.583,596,11
31,T31,T31,Brian Gay,100,"7' 1""",3786.5,535,59
32,T31,T31,Jay Haas,89,"7' 1""",3211.0,454,21
33,T31,T31,Lee Janzen,83,"7' 1""",2546.583,358,132
34,T31,T31,Skip Kendall,110,"7' 1""",4256.417,602,27
35,T31,T31,Scott Laycock,71,"7' 1""",2838.25,400,60
36,T31,T31,David Sutherland,77,"7' 1""",2831.167,402,161
37,T31,T31,Kevin Sutherland,97,"7' 1""",3188.0,449,64
38,T39,T39,Stuart Appleby,90,"7' 2""",3245.0,451,24
39,T39,T39,Jim Carter,95,"7' 2""",3957.0,553,81
40,T39,T39,David Frost,80,"7' 2""",3438.833,480,14
41,T39,T39,Richard Johnson,89,"7' 2""",3830.917,537,65
42,T39,T39,Cliff Kresge,102,"7' 2""",3876.083,544,82
43,T39,T39,Neal Lancaster,110,"7' 2""",4639.167,645,32
44,T39,T39,Jeff Sluman,106,"7' 2""",3759.25,524,9
45,T39,T39,Dean Wilson,82,"7' 2""",3545.0,493,91
46,T47,T47,Tom Byrum,97,"7' 3""",3780.25,521,41
47,T47,T47,Fred Couples,71,"7' 3""",1985.1670000000001,274,134
