,Scrambling_20-30_yds_RTP_Score_RANK THIS WEEK,Scrambling_20-30_yds_RTP_Score_RANK LAST WEEK,Scrambling_20-30_yds_RTP_Score_PLAYER NAME,Scrambling_20-30_yds_RTP_Score_ROUNDS,Scrambling_20-30_yds_RTP_Score_AVG RTP,Scrambling_20-30_yds_RTP_Score_TOTAL HOLES,Scrambling_20-30_yds_RTP_Score_TOTAL RTP
0,1,1,Brian Henninger,56,0.275,40,11.0
1,T2,T2,Chris Riley,96,0.307,75,23.0
2,T2,T2,Dean Wilson,82,0.307,75,23.0
3,4,4,Dan Forsman,98,0.325,77,25.0
4,5,5,David Frost,80,0.342,76,26.0
5,6,6,Stuart Appleby,90,0.36200000000000004,58,21.0
6,7,7,Brad Faxon,97,0.376,85,32.0
7,8,8,Vijay Singh,106,0.38299999999999995,60,23.0
8,9,9,Patrick Sheehan,101,0.386,83,32.0
9,10,10,Loren Roberts,87,0.389,72,28.0
10,11,11,Corey Pavin,88,0.395,81,32.0
11,12,12,Scott McCarron,86,0.397,68,27.0
12,13,13,Mark Calcavecchia,84,0.40299999999999997,67,27.0
13,14,14,Charles Howell III,120,0.408,76,31.0
14,15,15,David Toms,90,0.41100000000000003,56,23.0
15,16,16,Joel Edwards,60,0.41200000000000003,51,21.0
16,17,17,Todd Fischer,97,0.414,87,36.0
17,18,18,Tim Herron,102,0.415,82,34.0
18,19,19,Jeff Sluman,106,0.419,74,31.0
19,20,20,Paul Goydos,86,0.42,81,34.0
20,T21,T21,Kent Jones,74,0.426,54,23.0
21,T21,T21,Nick Price,65,0.426,47,20.0
22,23,23,David Peoples,96,0.429,63,27.0
23,T24,T24,Jay Don Blake,77,0.435,62,27.0
24,T24,T24,Kirk Triplett,92,0.435,69,30.0
25,26,26,Steve Flesch,110,0.439,82,36.0
26,T27,T27,Scott Laycock,71,0.441,68,30.0
27,T27,T27,Tiger Woods,74,0.441,34,15.0
28,T29,T29,Robert Damron,96,0.447,76,34.0
29,T29,T29,Ernie Els,65,0.447,38,17.0
30,31,31,Steve Lowery,86,0.451,51,23.0
31,32,32,John Senden,111,0.45399999999999996,108,49.0
32,T33,T33,Jason Caron,74,0.455,55,25.0
33,T33,T33,Matt Gogel,77,0.455,66,30.0
34,T33,T33,Skip Kendall,110,0.455,88,40.0
35,36,36,Sergio Garcia,62,0.457,35,16.0
36,37,37,Frank Lickliter II,94,0.461,76,35.0
37,38,38,Matt Kuchar,63,0.462,52,24.0
38,39,39,Darren Clarke,61,0.46299999999999997,41,19.0
39,40,40,Kevin Sutherland,97,0.46399999999999997,69,32.0
40,T41,T41,John Riegger,55,0.465,43,20.0
41,T41,T41,Mike Weir,80,0.465,43,20.0
42,T43,T43,Chris Anderson,96,0.467,75,35.0
43,T43,T43,Ty Tryon,52,0.467,45,21.0
44,T45,T45,Jim Furyk,104,0.46799999999999997,62,29.0
45,T45,T45,Len Mattiace,94,0.46799999999999997,94,44.0
46,T47,T47,Jay Haas,89,0.47100000000000003,68,32.0
47,T47,T47,Phil Mickelson,87,0.47100000000000003,51,24.0
48,T49,T49,Alex Cejka,98,0.47200000000000003,72,34.0
49,T49,T49,Brett Quigley,92,0.47200000000000003,89,42.0
50,T51,T51,Steven Alker,87,0.473,93,44.0
51,T51,T51,Carl Pettersson,80,0.473,74,35.0
52,53,53,Brad Elder,51,0.474,57,27.0
53,54,54,Jason Buha,61,0.475,59,28.0
54,T55,T55,Retief Goosen,69,0.47700000000000004,44,21.0
55,T55,T55,Steve Stricker,59,0.47700000000000004,65,31.0
56,T55,T55,Scott Verplank,97,0.47700000000000004,65,31.0
57,T58,T58,Billy Andrade,100,0.478,92,44.0
58,T58,T58,Briny Baird,113,0.478,69,33.0
59,T58,T58,Rich Beem,80,0.478,69,33.0
60,T58,T58,Geoff Ogilvy,86,0.478,46,22.0
61,62,62,Davis Love III,85,0.479,48,23.0
62,63,63,Stewart Cink,104,0.48,75,36.0
63,64,64,Jonathan Byrd,101,0.485,97,47.0
64,65,65,Jim Carter,95,0.48700000000000004,78,38.0
65,66,66,Brent Geiberger,51,0.489,47,23.0
66,67,67,Esteban Toledo,109,0.49,96,47.0
67,68,68,Brian Gay,100,0.493,69,34.0
68,T69,T69,David Gossett,92,0.494,81,40.0
69,T69,T69,Jerry Kelly,108,0.494,79,39.0
70,T71,T71,Tim Clark,79,0.5,56,28.0
71,T71,T71,Gavin Coles,69,0.5,66,33.0
72,T71,T71,Ian Leggatt,71,0.5,42,21.0
73,T71,T71,Andrew Magee,91,0.5,64,32.0
74,T71,T71,Brent Schwarzrock,60,0.5,52,26.0
75,T71,T71,Mark Wilson,82,0.5,80,40.0
76,77,77,Rory Sabbatini,95,0.507,73,37.0
77,78,78,Bob Estes,92,0.508,63,32.0
78,79,79,Robert Allenby,87,0.509,55,28.0
79,80,80,Tim Petrovic,108,0.511,90,46.0
80,81,81,Pat Perez,95,0.512,82,42.0
81,82,82,Hal Sutton,81,0.514,70,36.0
82,T83,T83,K.J. Choi,112,0.515,66,34.0
83,T83,T83,John Huston,76,0.515,66,34.0
84,85,85,Bob Tway,89,0.516,64,33.0
85,T86,T86,Lee Janzen,83,0.517,58,30.0
86,T86,T86,Bernhard Langer,65,0.517,58,30.0
87,T88,T88,Paul Gow,62,0.518,56,29.0
88,T88,T88,Richard Johnson,89,0.518,85,44.0
89,T90,T90,Donnie Hammond,92,0.519,104,54.0
90,T90,T90,Justin Leonard,80,0.519,52,27.0
91,T90,T90,Brenden Pappas,105,0.519,77,40.0
92,93,93,Dudley Hart,66,0.531,64,34.0
93,T94,T94,Stephen Ames,91,0.5329999999999999,60,32.0
94,T94,T94,Fred Funk,112,0.5329999999999999,75,40.0
95,T96,T96,Anthony Painter,87,0.534,73,39.0
96,T96,T96,Tom Pernice Jr.,105,0.534,88,47.0
97,98,98,Tom Byrum,97,0.536,84,45.0
98,99,99,Brandt Jobe,77,0.537,54,29.0
99,100,100,Glen Day,103,0.5379999999999999,80,43.0
100,T101,T101,Fred Couples,71,0.54,50,27.0
101,T101,T101,J.L. Lewis,99,0.54,63,34.0
102,T103,T103,J.J. Henry,100,0.541,85,46.0
103,T103,T103,"Dave Stockton, Jr.",79,0.541,74,40.0
104,105,105,John Morgan,81,0.545,77,42.0
105,106,106,Ben Crane,94,0.547,86,47.0
106,T107,T107,Jeff Klein,60,0.5479999999999999,62,34.0
107,T107,T107,Andy Miller,75,0.5479999999999999,73,40.0
108,109,109,Craig Barlow,95,0.5489999999999999,71,39.0
109,110,110,Joey Sindelar,93,0.552,67,37.0
110,111,111,Rocco Mediate,80,0.5529999999999999,47,26.0
111,112,112,Neal Lancaster,110,0.556,90,50.0
112,113,113,Shaun Micheel,97,0.5579999999999999,86,48.0
113,T114,T114,Jonathan Kaye,91,0.56,75,42.0
114,T114,T114,Cliff Kresge,102,0.56,75,42.0
115,T114,T114,Mark O'Meara,69,0.56,50,28.0
116,117,117,Dicky Pride,73,0.561,57,32.0
117,118,118,Robert Gamez,114,0.564,78,44.0
118,T119,T119,John Daly,56,0.565,46,26.0
119,T119,T119,Tom Gillis,71,0.565,46,26.0
120,T119,T119,Arron Oberholser,80,0.565,69,39.0
121,T122,T122,Cameron Beckman,86,0.5660000000000001,76,43.0
122,T122,T122,Marco Dawson,86,0.5660000000000001,53,30.0
123,T122,T122,Mathew Goggin,90,0.5660000000000001,76,43.0
124,125,125,John Rollins,89,0.569,65,37.0
125,126,126,Woody Austin,107,0.57,79,45.0
126,127,127,Craig Perks,82,0.5710000000000001,56,32.0
127,128,128,Per-Ulrik Johansson,96,0.573,82,47.0
128,T129,T129,Tommy Armour III,66,0.574,47,27.0
129,T129,T129,Bob Burns,88,0.574,61,35.0
130,T129,T129,José Coceres,62,0.574,47,27.0
131,T129,T129,Rod Pampling,87,0.574,68,39.0
132,133,133,Luke Donald,88,0.575,80,46.0
133,134,134,Jay Williamson,93,0.5760000000000001,59,34.0
134,135,135,Todd Barranger,78,0.5770000000000001,78,45.0
135,136,136,Doug Barron,90,0.579,95,55.0
136,T137,T137,Jesper Parnevik,102,0.58,88,51.0
137,T137,T137,Garrett Willis,97,0.58,81,47.0
138,139,139,Carl Paulson,101,0.584,101,59.0
139,140,140,Paul Stankowski,67,0.585,41,24.0
140,T141,T141,Kenichi Kuboya,91,0.5870000000000001,92,54.0
141,T141,T141,Shigeki Maruyama,87,0.5870000000000001,63,37.0
142,T143,T143,Ben Curtis,69,0.589,56,33.0
143,T143,T143,Billy Mayfair,105,0.589,95,56.0
144,T145,T145,Akio Sadakata,83,0.59,61,36.0
145,T145,T145,Hidemichi Tanaka,112,0.59,83,49.0
146,147,147,Deane Pappas,75,0.591,88,52.0
