,Proximity_to_Hole_from_30_yards_RANK THIS WEEK,Proximity_to_Hole_from_30_yards_RANK LAST WEEK,Proximity_to_Hole_from_30_yards_PLAYER NAME,Proximity_to_Hole_from_30_yards_ROUNDS,Proximity_to_Hole_from_30_yards_AVG DTP,Proximity_to_Hole_from_30_yards_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_30_yards_# OF SHOTS,Proximity_to_Hole_from_30_yards_SCRAMBLING RANK
24,T24,T24,Scott Laycock,71,"11' 3""",462.083,41,60
25,T24,T24,Darron Stiles,93,"11' 3""",560.75,50,109
26,T27,T27,J.J. Henry,100,"11' 5""",709.0,62,92
27,T27,T27,Davis Love III,85,"11' 5""",365.417,32,71
28,T27,T27,Craig Perks,82,"11' 5""",524.5,46,123
29,T27,T27,Brent Schwarzrock,60,"11' 5""",502.583,44,121
30,T31,T31,Briny Baird,113,"11' 6""",620.75,54,73
31,T31,T31,David Sutherland,77,"11' 6""",458.667,40,161
32,T33,T33,Steven Alker,87,"11' 7""",798.6669999999999,69,51
33,T33,T33,José Coceres,62,"11' 7""",348.5,30,171
34,T33,T33,Bob Estes,92,"11' 7""",497.0,43,82
35,T36,T36,Brian Henninger,56,"11' 8""",466.417,40,102
36,T36,T36,Rod Pampling,87,"11' 8""",407.583,35,31
37,T36,T36,Pat Perez,95,"11' 8""",712.1669999999999,61,106
38,T36,T36,Kaname Yokoo,56,"11' 8""",488.75,42,188
39,T40,T40,Richard Johnson,89,"11' 9""",730.6669999999999,62,65
40,T40,T40,Skip Kendall,110,"11' 9""",600.9169999999999,51,27
41,T40,T40,Anthony Painter,87,"11' 9""",691.5,59,135
42,T40,T40,Tiger Woods,74,"11' 9""",423.75,36,57
43,T44,T44,Carlos Franco,99,"11' 10""",909.6669999999999,77,100
44,T44,T44,Rocco Mediate,80,"11' 10""",498.0,42,142
45,T46,T46,Steve Allan,53,"11' 11""",430.417,36,89
46,T46,T46,Cliff Kresge,102,"11' 11""",572.5,48,82
47,T46,T46,Gene Sauers,87,"11' 11""",560.75,47,173
48,T49,T49,Fred Couples,71,"12' 0""",251.417,21,134
49,T49,T49,Ernie Els,65,"12' 0""",287.75,24,55
50,T51,T51,Stephen Ames,91,"12' 1""",508.75,42,33
51,T51,T51,J.P. Hayes,79,"12' 1""",544.6669999999999,45,122
52,T51,T51,Mike Weir,80,"12' 1""",470.667,39,13
53,T54,T54,Paul Goydos,86,"12' 2""",668.4169999999999,55,16
54,T54,T54,Carl Pettersson,80,"12' 2""",475.083,39,133
55,T54,T54,Duffy Waldorf,90,"12' 2""",425.667,35,125
56,T57,T57,Paul Gow,62,"12' 3""",552.25,45,43
57,T57,T57,Shaun Micheel,97,"12' 3""",651.0830000000001,53,120
58,T57,T57,Loren Roberts,87,"12' 3""",538.1669999999999,44,25
59,T60,T60,Mark Brooks,90,"12' 4""",641.25,52,115
60,T60,T60,Jim Furyk,104,"12' 4""",482.0,39,6
61,T60,T60,John Rollins,89,"12' 4""",431.583,35,119
62,T60,T60,Kirk Triplett,92,"12' 4""",627.25,51,14
63,T64,T64,Alex Cejka,98,"12' 5""",658.6669999999999,53,110
64,T64,T64,Patrick Sheehan,101,"12' 5""",746.6669999999999,60,19
65,T64,T64,Jeff Sluman,106,"12' 5""",483.667,39,9
66,T64,T64,Mark Wilson,82,"12' 5""",857.1669999999999,69,115
67,T68,T68,Tom Byrum,97,"12' 6""",499.5,40,41
68,T68,T68,Robert Damron,96,"12' 6""",835.0,67,22
69,T68,T68,Chris DiMarco,98,"12' 6""",687.4169999999999,55,94
70,T68,T68,Matt Gogel,77,"12' 6""",511.333,41,49
71,T68,T68,Heath Slocum,101,"12' 6""",651.8330000000001,52,147
72,T73,T73,Aaron Baddeley,71,"12' 7""",640.0,51,63
73,T73,T73,Stewart Cink,104,"12' 7""",466.5,37,8
74,T73,T73,Todd Fischer,97,"12' 7""",942.8330000000001,75,97
75,T73,T73,Kenneth Staton,59,"12' 7""",553.0830000000001,44,176
76,T73,T73,Vance Veazey,66,"12' 7""",580.1669999999999,46,184
77,T73,T73,Dean Wilson,82,"12' 7""",668.9169999999999,53,91
78,T79,T79,Steve Flesch,110,"12' 8""",783.25,62,50
79,T79,T79,Tim Herron,102,"12' 8""",850.1669999999999,67,26
80,T79,T79,Phil Mickelson,87,"12' 8""",787.0830000000001,62,151
81,T82,T82,Bob Burns,88,"12' 9""",588.0830000000001,46,124
82,T82,T82,Harrison Frazar,88,"12' 9""",561.6669999999999,44,104
83,T82,T82,Brett Quigley,92,"12' 9""",840.1669999999999,66,19
84,T85,T85,Brian Bateman,70,"12' 10""",476.333,37,150
85,T85,T85,Pat Bates,111,"12' 10""",695.0,54,11
86,T85,T85,Mark Calcavecchia,84,"12' 10""",461.083,36,34
87,T88,T88,Billy Andrade,100,"13' 0""",702.4169999999999,54,54
88,T88,T88,Woody Austin,107,"13' 0""",860.1669999999999,66,101
89,T88,T88,Chad Campbell,105,"13' 0""",533.5830000000001,41,162
90,T88,T88,Gavin Coles,69,"13' 0""",454.833,35,76
91,T88,T88,Robert Gamez,114,"13' 0""",702.25,54,85
92,T88,T88,Peter Lonard,96,"13' 0""",651.3330000000001,50,152
93,T94,T94,Glen Day,103,"13' 1""",865.5830000000001,66,56
94,T94,T94,Brad Elder,51,"13' 1""",524.3330000000001,40,137
95,T94,T94,Frank Lickliter II,94,"13' 1""",721.0830000000001,55,149
96,T94,T94,Shigeki Maruyama,87,"13' 1""",667.0,51,58
97,T94,T94,Brenden Pappas,105,"13' 1""",772.1669999999999,59,155
98,T94,T94,David Peoples,96,"13' 1""",655.0,50,5
99,T94,T94,Tim Petrovic,108,"13' 1""",629.5,48,35
100,T94,T94,Dicky Pride,73,"13' 1""",575.0,44,47
101,T102,T102,Dudley Hart,66,"13' 2""",315.25,24,61
102,T102,T102,Peter Jacobsen,75,"13' 2""",616.9169999999999,47,156
103,T102,T102,John Senden,111,"13' 2""",762.8330000000001,58,69
104,T102,T102,Garrett Willis,97,"13' 2""",801.5830000000001,61,43
105,106,106,Brent Geiberger,51,"13' 3""",318.58299999999997,24,48
106,T107,T107,Glen Hnatiuk,92,"13' 4""",891.25,67,90
107,T107,T107,Carl Paulson,101,"13' 4""",972.25,73,99
108,T109,T109,Brandt Jobe,77,"13' 5""",442.833,33,7
109,T109,T109,"Dave Stockton, Jr.",79,"13' 5""",856.8330000000001,64,179
110,T111,T111,Doug Barron,90,"13' 7""",993.75,73,67
111,T111,T111,Rich Beem,80,"13' 7""",595.8330000000001,44,177
112,T111,T111,Donnie Hammond,92,"13' 7""",883.8330000000001,65,72
113,T111,T111,Kenichi Kuboya,91,"13' 7""",747.1669999999999,55,148
114,T111,T111,Neal Lancaster,110,"13' 7""",867.1669999999999,64,32
115,T116,T116,Per-Ulrik Johansson,96,"13' 8""",616.4169999999999,45,36
116,T116,T116,Spike McRoy,103,"13' 8""",749.6669999999999,55,130
117,T118,T118,Dan Forsman,98,"13' 9""",674.75,49,10
118,T118,T118,Sergio Garcia,62,"13' 9""",329.833,24,178
119,T118,T118,Bernhard Langer,65,"13' 9""",493.833,36,112
120,T118,T118,Joey Sindelar,93,"13' 9""",549.3330000000001,40,110
121,T122,T122,Cameron Beckman,86,"13' 10""",607.5830000000001,44,88
122,T122,T122,Marco Dawson,86,"13' 10""",579.75,42,139
123,T122,T122,Jay Haas,89,"13' 10""",651.0,47,21
124,T122,T122,Lee Janzen,83,"13' 10""",441.417,32,132
125,T126,T126,Paul Azinger,73,"13' 11""",639.1669999999999,46,145
126,T126,T126,Jay Don Blake,77,"13' 11""",582.9169999999999,42,131
127,T126,T126,Jason Buha,61,"13' 11""",682.25,49,175
128,T126,T126,John Maginnes,87,"13' 11""",792.3330000000001,57,117
129,T126,T126,Scott Verplank,97,"13' 11""",666.4169999999999,48,45
130,131,131,J.L. Lewis,99,"14' 0""",800.25,57,163
131,T132,T132,Jeff Klein,60,"14' 1""",647.0830000000001,46,186
132,T132,T132,Chris Smith,92,"14' 1""",718.5,51,190
133,T132,T132,Mike Sposa,72,"14' 1""",619.5,44,30
134,T132,T132,David Toms,90,"14' 1""",520.1669999999999,37,53
135,136,136,Deane Pappas,75,"14' 2""",791.5830000000001,56,78
136,T137,T137,David Frost,80,"14' 3""",770.25,54,14
137,T137,T137,Billy Mayfair,105,"14' 3""",1067.667,75,75
138,T137,T137,Scott McCarron,86,"14' 3""",728.0830000000001,51,80
139,T137,T137,Esteban Toledo,109,"14' 3""",971.0830000000001,68,77
140,T141,T141,Charles Howell III,120,"14' 4""",932.0830000000001,65,68
141,T141,T141,Kent Jones,74,"14' 4""",515.9169999999999,36,126
142,T143,T143,Fred Funk,112,"14' 5""",676.8330000000001,47,42
143,T143,T143,Mike Grob,83,"14' 5""",692.25,48,182
144,T143,T143,Geoff Ogilvy,86,"14' 5""",663.4169999999999,46,37
145,T143,T143,Jesper Parnevik,102,"14' 5""",704.5830000000001,49,138
146,T147,T147,Todd Barranger,78,"14' 6""",654.25,45,180
147,T147,T147,Tom Gillis,71,"14' 6""",695.6669999999999,48,153
148,T147,T147,Jason Gore,83,"14' 6""",755.1669999999999,52,160
149,T150,T150,Stuart Appleby,90,"14' 7""",613.6669999999999,42,24
150,T150,T150,K.J. Choi,112,"14' 7""",831.25,57,108
151,T150,T150,David Gossett,92,"14' 7""",627.6669999999999,43,106
152,T153,T153,John Morgan,81,"14' 8""",720.0830000000001,49,118
153,T153,T153,Bob Tway,89,"14' 8""",821.5830000000001,56,86
154,T153,T153,Jay Williamson,93,"14' 8""",499.417,34,17
155,T156,T156,Mathew Goggin,90,"14' 10""",995.1669999999999,67,164
156,T156,T156,Andy Miller,75,"14' 10""",683.6669999999999,46,158
157,T158,T158,Brad Faxon,97,"14' 11""",984.4169999999999,66,40
158,T158,T158,Matt Kuchar,63,"14' 11""",656.6669999999999,44,96
159,T158,T158,Akio Sadakata,83,"14' 11""",852.4169999999999,57,157
160,T161,T161,Robert Allenby,87,"15' 0""",556.3330000000001,37,74
161,T161,T161,Ben Crane,94,"15' 0""",631.6669999999999,42,66
162,T161,T161,Ben Curtis,69,"15' 0""",720.8330000000001,48,145
163,T164,T164,Greg Chalmers,98,"15' 2""",1121.833,74,154
164,T164,T164,Mark O'Meara,69,"15' 2""",379.0,25,181
165,T164,T164,John Riegger,55,"15' 2""",532.0,35,51
166,T167,T167,Aaron Barber,94,"15' 3""",898.5,59,129
167,T167,T167,Hank Kuehne,73,"15' 3""",945.5,62,171
168,T167,T167,Hidemichi Tanaka,112,"15' 3""",1006.6669999999999,66,39
169,170,170,Hal Sutton,81,"15' 6""",494.833,32,103
170,171,171,Nick Price,65,"15' 11""",398.083,25,18
171,172,172,Paul Stankowski,67,"16' 0""",416.583,26,140
172,173,173,Mike Heinen,89,"16' 1""",805.1669999999999,50,170
173,T174,T174,John Daly,56,"16' 3""",454.5,28,187
174,T174,T174,Jonathan Kaye,91,"16' 3""",681.0830000000001,42,87
175,T174,T174,Jeff Maggert,81,"16' 3""",667.6669999999999,41,114
176,T174,T174,Cameron Yancey,58,"16' 3""",650.6669999999999,40,183
177,178,178,Jason Caron,74,"16' 5""",953.6669999999999,58,169
178,179,179,Ty Tryon,52,"16' 6""",711.0830000000001,43,184
179,180,180,Joel Edwards,60,"16' 8""",683.4169999999999,41,159
180,181,181,Andrew Magee,91,"16' 9""",953.1669999999999,57,46
181,182,182,Ian Leggatt,71,"16' 10""",455.167,27,166
182,183,183,Adam Scott,52,"17' 5""",418.083,24,136
183,184,184,Steve Lowery,86,"17' 8""",830.5,47,141
184,T185,T185,Joe Durant,96,"17' 10""",890.3330000000001,50,165
185,T185,T185,Jerry Kelly,108,"17' 10""",1301.5,73,28
186,187,187,Retief Goosen,69,"17' 11""",520.0830000000001,29,97
187,188,188,Kenny Perry,98,"18' 9""",807.4169999999999,43,23
188,189,189,Olin Browne,113,"19' 2""",1247.25,65,95
189,190,190,Darren Clarke,61,"20' 8""",413.5,20,167
