,Proximity_to_Hole_from__10_yards_RANK THIS WEEK,Proximity_to_Hole_from__10_yards_RANK LAST WEEK,Proximity_to_Hole_from__10_yards_PLAYER NAME,Proximity_to_Hole_from__10_yards_ROUNDS,Proximity_to_Hole_from__10_yards_AVG DTP,Proximity_to_Hole_from__10_yards_TOTAL DISTANCE (FEET),Proximity_to_Hole_from__10_yards_# OF SHOTS,Proximity_to_Hole_from__10_yards_SCRAMBLING RANK
0,1,1,Retief Goosen,69,"2' 9""",201.083,73,97
1,T2,T2,Steven Alker,87,"3' 1""",366.667,118,51
2,T2,T2,Andrew Magee,91,"3' 1""",393.5,129,46
3,T2,T2,Billy Mayfair,105,"3' 1""",404.167,132,75
4,T2,T2,Brent Schwarzrock,60,"3' 1""",258.75,83,121
5,T2,T2,Adam Scott,52,"3' 1""",243.25,79,136
6,T7,T7,John Rollins,89,"3' 2""",392.167,125,119
7,T7,T7,Steve Stricker,59,"3' 2""",323.83299999999997,102,12
8,T9,T9,Mark Brooks,90,"3' 3""",478.833,146,115
9,T9,T9,Mark Calcavecchia,84,"3' 3""",509.583,158,34
10,T9,T9,Brad Faxon,97,"3' 3""",440.833,134,40
11,T9,T9,Jim Furyk,104,"3' 3""",377.417,117,6
12,T9,T9,Bernhard Langer,65,"3' 3""",250.917,77,112
13,T14,T14,Stewart Cink,104,"3' 4""",531.5830000000001,159,8
14,T14,T14,Lee Janzen,83,"3' 4""",280.5,85,132
15,T14,T14,Davis Love III,85,"3' 4""",348.417,104,71
16,T17,T17,Pat Bates,111,"3' 5""",599.5830000000001,177,11
17,T17,T17,Brad Elder,51,"3' 5""",280.91700000000003,82,137
18,T17,T17,David Peoples,96,"3' 5""",543.9169999999999,159,5
19,T17,T17,Patrick Sheehan,101,"3' 5""",651.8330000000001,190,19
20,T21,T21,Aaron Barber,94,"3' 6""",528.5830000000001,152,129
21,T21,T21,Todd Barranger,78,"3' 6""",560.3330000000001,159,180
22,T21,T21,Chris DiMarco,98,"3' 6""",547.0,156,94
23,T21,T21,Bob Estes,92,"3' 6""",478.5,138,82
24,T21,T21,Dan Forsman,98,"3' 6""",446.333,127,10
25,T21,T21,John Huston,76,"3' 6""",388.833,112,127
26,T21,T21,Jerry Kelly,108,"3' 6""",434.25,123,28
27,T21,T21,Scott Laycock,71,"3' 6""",352.167,101,60
28,T21,T21,Tom Lehman,87,"3' 6""",320.83299999999997,92,174
29,T21,T21,Corey Pavin,88,"3' 6""",474.083,137,4
30,T21,T21,Kenny Perry,98,"3' 6""",486.167,138,23
31,T21,T21,Dicky Pride,73,"3' 6""",387.583,111,47
32,T21,T21,Paul Stankowski,67,"3' 6""",311.41700000000003,90,140
33,T21,T21,David Sutherland,77,"3' 6""",358.083,103,161
34,T35,T35,Aaron Baddeley,71,"3' 7""",488.5,135,63
35,T35,T35,Notah Begay III,92,"3' 7""",506.5,142,84
36,T35,T35,Brian Gay,100,"3' 7""",556.25,156,59
37,T35,T35,Brent Geiberger,51,"3' 7""",278.33299999999997,77,48
38,T35,T35,Scott McCarron,86,"3' 7""",373.0,105,80
39,T35,T35,Jesper Parnevik,102,"3' 7""",542.5,150,138
40,T35,T35,Carl Paulson,101,"3' 7""",607.4169999999999,170,99
41,T42,T42,Steve Flesch,110,"3' 8""",664.5830000000001,180,50
42,T42,T42,Carlos Franco,99,"3' 8""",607.8330000000001,165,100
43,T42,T42,David Frost,80,"3' 8""",460.5,126,14
44,T42,T42,Jason Gore,83,"3' 8""",467.083,127,160
45,T42,T42,Jay Haas,89,"3' 8""",474.0,129,21
46,T42,T42,Charles Howell III,120,"3' 8""",499.083,137,68
47,T42,T42,Matt Kuchar,63,"3' 8""",366.5,99,96
48,T42,T42,John Morgan,81,"3' 8""",502.0,136,118
49,T42,T42,Mark O'Meara,69,"3' 8""",265.0,72,181
50,T42,T42,Arron Oberholser,80,"3' 8""",522.9169999999999,142,1
51,T42,T42,Geoff Ogilvy,86,"3' 8""",473.0,129,37
52,T42,T42,Deane Pappas,75,"3' 8""",501.167,138,78
53,T42,T42,Tom Pernice Jr.,105,"3' 8""",586.4169999999999,160,28
54,T42,T42,Tiger Woods,74,"3' 8""",294.33299999999997,81,57
55,T56,T56,Chris Anderson,96,"3' 9""",586.9169999999999,156,70
56,T56,T56,Tom Byrum,97,"3' 9""",591.0830000000001,157,41
57,T56,T56,Alex Cejka,98,"3' 9""",444.083,118,110
58,T56,T56,Fred Couples,71,"3' 9""",284.16700000000003,75,134
59,T56,T56,Jonathan Kaye,91,"3' 9""",517.5830000000001,138,87
60,T56,T56,Rocco Mediate,80,"3' 9""",459.167,123,142
61,T56,T56,Tim Petrovic,108,"3' 9""",663.25,175,35
62,T56,T56,Vijay Singh,106,"3' 9""",576.3330000000001,154,3
63,T56,T56,Kenneth Staton,59,"3' 9""",340.583,90,176
64,T56,T56,David Toms,90,"3' 9""",357.667,96,53
65,T56,T56,Mark Wilson,82,"3' 9""",436.667,116,115
66,T67,T67,Stuart Appleby,90,"3' 10""",524.6669999999999,136,24
67,T67,T67,Jason Caron,74,"3' 10""",489.25,128,169
68,T67,T67,Jim Carter,95,"3' 10""",582.6669999999999,152,81
69,T67,T67,Michael Clark II,54,"3' 10""",306.83299999999997,80,189
70,T67,T67,Darren Clarke,61,"3' 10""",282.75,73,167
71,T67,T67,John Daly,56,"3' 10""",363.083,95,187
72,T67,T67,Harrison Frazar,88,"3' 10""",591.9169999999999,153,104
73,T67,T67,David Gossett,92,"3' 10""",643.75,167,106
74,T67,T67,Paul Goydos,86,"3' 10""",567.75,147,16
75,T67,T67,Donnie Hammond,92,"3' 10""",481.917,127,72
76,T67,T67,J.J. Henry,100,"3' 10""",527.3330000000001,137,92
77,T67,T67,Per-Ulrik Johansson,96,"3' 10""",626.8330000000001,162,36
78,T67,T67,Richard Johnson,89,"3' 10""",532.3330000000001,138,65
79,T67,T67,Mike Sposa,72,"3' 10""",398.167,105,30
80,T67,T67,Kevin Sutherland,97,"3' 10""",345.75,91,64
81,T67,T67,Hidemichi Tanaka,112,"3' 10""",696.1669999999999,182,39
82,T83,T83,Olin Browne,113,"3' 11""",637.6669999999999,164,95
83,T83,T83,Gavin Coles,69,"3' 11""",479.333,123,76
84,T83,T83,Ernie Els,65,"3' 11""",313.75,80,55
85,T83,T83,Dudley Hart,66,"3' 11""",366.25,94,61
86,T83,T83,Peter Jacobsen,75,"3' 11""",397.5,101,156
87,T83,T83,Neal Lancaster,110,"3' 11""",772.5,199,32
88,T83,T83,Shigeki Maruyama,87,"3' 11""",496.667,126,58
89,T83,T83,Garrett Willis,97,"3' 11""",668.9169999999999,171,43
90,T91,T91,Tommy Armour III,66,"4' 0""",453.083,114,144
91,T91,T91,Jay Don Blake,77,"4' 0""",449.333,112,131
92,T91,T91,Jeff Brehaut,110,"4' 0""",653.3330000000001,162,61
93,T91,T91,Luke Donald,88,"4' 0""",497.417,125,143
94,T91,T91,Fred Funk,112,"4' 0""",731.0,184,42
95,T91,T91,Robert Gamez,114,"4' 0""",811.75,204,85
96,T91,T91,Paul Gow,62,"4' 0""",390.5,98,43
97,T91,T91,Cliff Kresge,102,"4' 0""",635.9169999999999,160,82
98,T91,T91,Justin Leonard,80,"4' 0""",457.0,114,38
99,T91,T91,Jeff Maggert,81,"4' 0""",645.8330000000001,162,114
100,T91,T91,John Maginnes,87,"4' 0""",578.5830000000001,146,117
101,T91,T91,Phil Mickelson,87,"4' 0""",417.583,105,151
102,T91,T91,Loren Roberts,87,"4' 0""",400.5,101,25
103,T91,T91,Joey Sindelar,93,"4' 0""",629.4169999999999,157,110
104,T91,T91,Bob Tway,89,"4' 0""",567.3330000000001,141,86
105,T106,T106,Stephen Ames,91,"4' 1""",637.25,156,33
106,T106,T106,Woody Austin,107,"4' 1""",705.5,174,101
107,T106,T106,Doug Barron,90,"4' 1""",689.3330000000001,170,67
108,T106,T106,Jonathan Byrd,101,"4' 1""",586.3330000000001,143,93
109,T106,T106,K.J. Choi,112,"4' 1""",605.6669999999999,147,108
110,T106,T106,Ben Crane,94,"4' 1""",572.1669999999999,141,66
111,T106,T106,Marco Dawson,86,"4' 1""",551.1669999999999,134,139
112,T106,T106,Matt Gogel,77,"4' 1""",466.5,115,49
113,T106,T106,Brian Henninger,56,"4' 1""",424.583,103,102
114,T106,T106,Tim Herron,102,"4' 1""",670.9169999999999,163,26
115,T106,T106,Jeff Klein,60,"4' 1""",420.5,102,186
