,Scrambling_from__30_yards_RANK THIS WEEK,Scrambling_from__30_yards_RANK LAST WEEK,Scrambling_from__30_yards_PLAYER NAME,Scrambling_from__30_yards_ROUNDS,Scrambling_from__30_yards_%,Scrambling_from__30_yards_SUCCESSES,Scrambling_from__30_yards_ATTEMPTS
68,T68,T68,John Riegger,55,30.0,12,40
69,70,70,Todd Fischer,97,29.79,28,94
70,71,71,Darren Clarke,61,29.73,11,37
71,72,72,Stephen Ames,91,29.69,19,64
72,73,73,Aaron Barber,94,29.67,27,91
73,74,74,Joey Sindelar,93,29.51,18,61
74,75,75,Jonathan Kaye,91,29.41,15,51
75,76,76,Robert Allenby,87,29.31,17,58
76,77,77,Heath Slocum,101,29.21,26,89
77,78,78,Cameron Beckman,86,29.17,21,72
78,T79,T79,Chad Campbell,105,29.03,18,62
79,T79,T79,J.J. Henry,100,29.03,27,93
80,T81,T81,Chris DiMarco,98,28.99,20,69
81,T81,T81,Dicky Pride,73,28.99,20,69
82,83,83,Phil Mickelson,87,28.75,23,80
83,84,84,Gavin Coles,69,28.33,17,60
84,85,85,Patrick Sheehan,101,28.28,28,99
85,86,86,Stuart Appleby,90,28.17,20,71
86,87,87,Brian Bateman,70,28.13,18,64
87,T88,T88,Donnie Hammond,92,27.91,24,86
88,T88,T88,Spike McRoy,103,27.91,24,86
89,90,90,Peter Lonard,96,27.85,22,79
90,T91,T91,Jay Haas,89,27.78,20,72
91,T91,T91,Brent Schwarzrock,60,27.78,15,54
92,T93,T93,Greg Chalmers,98,27.69,36,130
93,T93,T93,Mike Sposa,72,27.69,18,65
94,95,95,Ben Curtis,69,27.59,16,58
95,96,96,Jeff Sluman,106,27.45,14,51
96,97,97,Jason Buha,61,27.42,17,62
97,98,98,Bob Burns,88,27.4,20,73
98,99,99,Olin Browne,113,27.37,26,95
99,100,100,Kevin Sutherland,97,27.27,18,66
100,101,101,Matt Gogel,77,27.17,25,92
101,102,102,Mark Brooks,90,27.16,22,81
102,T103,T103,Steven Alker,87,27.08,26,96
103,T103,T103,Kenichi Kuboya,91,27.08,26,96
104,105,105,Luke Donald,88,26.87,18,67
105,106,106,Shaun Micheel,97,26.83,22,82
106,T107,T107,Mark O'Meara,69,26.79,15,56
107,T107,T107,John Rollins,89,26.79,15,56
108,T109,T109,José Coceres,62,26.67,12,45
109,T109,T109,Jeff Klein,60,26.67,20,75
110,111,111,David Sutherland,77,26.53,13,49
111,112,112,Notah Begay III,92,26.44,23,87
112,T113,T113,Skip Kendall,110,26.32,20,76
113,T113,T113,Carl Pettersson,80,26.32,25,95
114,115,115,Tom Byrum,97,26.09,18,69
115,116,116,Doug Barron,90,25.88,22,85
116,117,117,Anthony Painter,87,25.81,24,93
117,118,118,Marco Dawson,86,25.71,18,70
118,119,119,Hidemichi Tanaka,112,25.68,19,74
119,120,120,Jesper Parnevik,102,25.64,20,78
120,121,121,Sergio Garcia,62,25.58,11,43
121,T122,T122,Robert Damron,96,25.56,23,90
122,T122,T122,Glen Day,103,25.56,23,90
123,124,124,Brent Geiberger,51,25.49,13,51
124,125,125,Harrison Frazar,88,25.4,16,63
125,126,126,Chris Smith,92,25.35,18,71
126,T127,T127,Todd Barranger,78,25.32,20,79
127,T127,T127,Carl Paulson,101,25.32,20,79
128,T129,T129,Richard Johnson,89,25.3,21,83
129,T129,T129,Gene Sauers,87,25.3,21,83
130,T131,T131,Craig Barlow,95,25.0,21,84
131,T131,T131,Mathew Goggin,90,25.0,17,68
132,T131,T131,Per-Ulrik Johansson,96,25.0,19,76
133,T131,T131,Kent Jones,74,25.0,14,56
134,T131,T131,Rocco Mediate,80,25.0,15,60
135,T131,T131,Darron Stiles,93,25.0,16,64
136,T137,T137,Alex Cejka,98,24.62,16,65
137,T137,T137,Matt Kuchar,63,24.62,16,65
138,T137,T137,Scott McCarron,86,24.62,16,65
139,140,140,Andy Miller,75,24.32,18,74
140,141,141,Jason Caron,74,24.18,22,91
141,T142,T142,Lee Janzen,83,24.0,18,75
142,T142,T142,Tim Petrovic,108,24.0,18,75
143,T142,T142,Rory Sabbatini,95,24.0,18,75
144,145,145,Thomas Levet,85,23.94,17,71
145,146,146,Charles Howell III,120,23.91,22,92
146,147,147,Garrett Willis,97,23.86,21,88
147,148,148,Nick Price,65,23.53,12,51
148,149,149,J.L. Lewis,99,23.44,15,64
149,T150,T150,David Peoples,96,23.33,14,60
150,T150,T150,Cameron Yancey,58,23.33,14,60
151,T152,T152,Fred Couples,71,23.08,9,39
152,T152,T152,Carlos Franco,99,23.08,18,78
153,154,154,Aaron Baddeley,71,22.95,14,61
154,155,155,Deane Pappas,75,22.86,16,70
155,156,156,Tom Lehman,87,22.81,13,57
156,157,157,Brenden Pappas,105,22.77,23,101
157,158,158,Brett Quigley,92,22.73,20,88
158,159,159,David Gossett,92,22.67,17,75
159,160,160,John Huston,76,22.45,11,49
160,161,161,Frank Lickliter II,94,22.39,15,67
161,162,162,Jason Gore,83,22.34,21,94
162,163,163,"Dave Stockton, Jr.",79,22.22,22,99
163,164,164,Peter Jacobsen,75,22.03,13,59
164,165,165,Brad Elder,51,22.0,11,50
165,166,166,Ian Leggatt,71,21.88,14,64
166,167,167,Akio Sadakata,83,21.62,16,74
167,168,168,Paul Azinger,73,21.54,14,65
168,169,169,Andrew Magee,91,20.99,17,81
169,170,170,Jay Williamson,93,20.59,14,68
170,171,171,John Morgan,81,20.55,15,73
171,172,172,Tom Gillis,71,20.37,11,54
172,173,173,Kaname Yokoo,56,20.31,13,64
173,174,174,Joel Edwards,60,20.27,15,74
174,T175,T175,Joe Durant,96,20.0,9,45
175,T175,T175,Neal Lancaster,110,20.0,17,85
176,177,177,John Maginnes,87,19.7,13,66
177,178,178,Jeff Maggert,81,19.64,11,56
178,179,179,Dudley Hart,66,19.61,10,51
179,180,180,J.P. Hayes,79,19.48,15,77
180,181,181,K.J. Choi,112,19.39,19,98
181,182,182,Steve Lowery,86,19.35,12,62
182,183,183,Hank Kuehne,73,19.23,15,78
183,184,184,Mike Grob,83,19.12,13,68
184,185,185,Adam Scott,52,18.92,7,37
185,186,186,Rich Beem,80,18.18,12,66
186,187,187,Mike Heinen,89,18.03,11,61
187,188,188,Jay Don Blake,77,17.91,12,67
188,189,189,Paul Stankowski,67,17.57,13,74
189,190,190,John Daly,56,9.62,5,52
