,Scrambling_Rough_RTP_Score_RANK THIS WEEK,Scrambling_Rough_RTP_Score_RANK LAST WEEK,Scrambling_Rough_RTP_Score_PLAYER NAME,Scrambling_Rough_RTP_Score_ROUNDS,Scrambling_Rough_RTP_Score_AVG RTP,Scrambling_Rough_RTP_Score_TOTAL HOLES,Scrambling_Rough_RTP_Score_TOTAL RTP
0,1,1,Chris Riley,96,0.316,177,56.0
1,2,2,Corey Pavin,88,0.33,200,66.0
2,3,3,Brandt Jobe,77,0.35100000000000003,148,52.0
3,4,4,Vijay Singh,106,0.354,147,52.0
4,5,5,Loren Roberts,87,0.35700000000000004,154,55.0
5,6,6,Nick Price,65,0.369,122,45.0
6,7,7,Arron Oberholser,80,0.37,173,64.0
7,8,8,Stephen Ames,91,0.37200000000000005,156,58.0
8,9,9,Jerry Kelly,108,0.38,158,60.0
9,10,10,Fred Funk,112,0.389,180,70.0
10,11,11,Bob Estes,92,0.392,143,56.0
11,T12,T12,Jim Furyk,104,0.40299999999999997,134,54.0
12,T12,T12,Bernhard Langer,65,0.40299999999999997,134,54.0
13,14,14,Bob Tway,89,0.40399999999999997,141,57.0
14,15,15,Stewart Cink,104,0.406,180,73.0
15,16,16,Tom Pernice Jr.,105,0.408,245,100.0
16,17,17,Ben Crane,94,0.41,212,87.0
17,18,18,Mark Calcavecchia,84,0.413,167,69.0
18,T19,T19,Darren Clarke,61,0.41600000000000004,101,42.0
19,T19,T19,Jay Haas,89,0.41600000000000004,161,67.0
20,21,21,Kirk Triplett,92,0.419,124,52.0
21,22,22,David Peoples,96,0.42,188,79.0
22,T23,T23,Patrick Sheehan,101,0.42100000000000004,235,99.0
23,T23,T23,Jeff Sluman,106,0.42100000000000004,183,77.0
24,T23,T23,Mike Weir,80,0.42100000000000004,121,51.0
25,26,26,Brian Henninger,56,0.42200000000000004,109,46.0
26,27,27,Billy Mayfair,105,0.43,193,83.0
27,28,28,Steve Stricker,59,0.43200000000000005,148,64.0
28,T29,T29,Stuart Appleby,90,0.433,157,68.0
29,T29,T29,Richard Johnson,89,0.433,194,84.0
30,T31,T31,Woody Austin,107,0.441,195,86.0
31,T31,T31,Ernie Els,65,0.441,93,41.0
32,T33,T33,Glen Day,103,0.44299999999999995,203,90.0
33,T33,T33,Len Mattiace,94,0.44299999999999995,185,82.0
34,T35,T35,Dan Forsman,98,0.444,171,76.0
35,T35,T35,Per-Ulrik Johansson,96,0.444,189,84.0
36,37,37,Charles Howell III,120,0.445,211,94.0
37,T38,T38,Tom Byrum,97,0.447,188,84.0
38,T38,T38,Hal Sutton,81,0.447,123,55.0
39,T40,T40,Pat Bates,111,0.449,207,93.0
40,T40,T40,Brian Gay,100,0.449,214,96.0
41,T40,T40,Kent Jones,74,0.449,138,62.0
42,T40,T40,Scott McCarron,86,0.449,136,61.0
43,44,44,Peter Lonard,96,0.45299999999999996,181,82.0
44,T45,T45,Retief Goosen,69,0.455,99,45.0
45,T45,T45,Tim Herron,102,0.455,213,97.0
46,47,47,Dean Wilson,82,0.456,171,78.0
47,T48,T48,Justin Leonard,80,0.457,138,63.0
48,T48,T48,Geoff Ogilvy,86,0.457,164,75.0
49,T50,T50,Billy Andrade,100,0.46,226,104.0
50,T50,T50,Fred Couples,71,0.46,113,52.0
51,T50,T50,Shigeki Maruyama,87,0.46,163,75.0
52,T53,T53,Steven Alker,87,0.461,180,83.0
53,T53,T53,Bob Burns,88,0.461,178,82.0
54,T55,T55,Briny Baird,113,0.46299999999999997,164,76.0
55,T55,T55,Brad Faxon,97,0.46299999999999997,177,82.0
56,T55,T55,Rod Pampling,87,0.46299999999999997,164,76.0
57,T55,T55,Esteban Toledo,109,0.46299999999999997,240,111.0
58,59,59,Luke Donald,88,0.46399999999999997,192,89.0
59,60,60,Tim Petrovic,108,0.466,193,90.0
60,T61,T61,Notah Begay III,92,0.467,182,85.0
61,T61,T61,J.J. Henry,100,0.467,184,86.0
62,T63,T63,J.P. Hayes,79,0.46799999999999997,158,74.0
63,T63,T63,John Senden,111,0.46799999999999997,201,94.0
64,65,65,K.J. Choi,112,0.469,177,83.0
65,66,66,David Gossett,92,0.47100000000000003,210,99.0
66,T67,T67,José Coceres,62,0.47200000000000003,125,59.0
67,T67,T67,Brett Quigley,92,0.47200000000000003,178,84.0
68,T67,T67,Heath Slocum,101,0.47200000000000003,199,94.0
69,T70,T70,Steve Flesch,110,0.474,209,99.0
70,T70,T70,John Maginnes,87,0.474,190,90.0
71,72,72,Kenny Perry,98,0.475,160,76.0
72,73,73,Robert Damron,96,0.47600000000000003,187,89.0
73,T74,T74,Chad Campbell,105,0.47700000000000004,149,71.0
74,T74,T74,Davis Love III,85,0.47700000000000004,130,62.0
75,76,76,Dudley Hart,66,0.478,136,65.0
76,77,77,Scott Laycock,71,0.479,163,78.0
77,T78,T78,Matt Gogel,77,0.48,150,72.0
78,T78,T78,Skip Kendall,110,0.48,173,83.0
79,T78,T78,Pat Perez,95,0.48,225,108.0
80,81,81,John Rollins,89,0.48100000000000004,154,74.0
81,T82,T82,Tommy Armour III,66,0.484,122,59.0
82,T82,T82,Shaun Micheel,97,0.484,184,89.0
83,T82,T82,Scott Verplank,97,0.484,161,78.0
84,85,85,Harrison Frazar,88,0.485,171,83.0
85,T86,T86,Aaron Baddeley,71,0.486,175,85.0
86,T86,T86,Andrew Magee,91,0.486,173,84.0
87,T86,T86,Tiger Woods,74,0.486,107,52.0
88,89,89,Anthony Painter,87,0.489,235,115.0
89,T90,T90,David Frost,80,0.491,173,85.0
90,T90,T90,Jonathan Kaye,91,0.491,163,80.0
91,T92,T92,Steve Lowery,86,0.49200000000000005,189,93.0
92,T92,T92,Jay Williamson,93,0.49200000000000005,191,94.0
93,T94,T94,Jesper Parnevik,102,0.493,201,99.0
94,T94,T94,Hidemichi Tanaka,112,0.493,213,105.0
95,96,96,Glen Hnatiuk,92,0.495,190,94.0
96,97,97,Chris DiMarco,98,0.496,141,70.0
97,98,98,Lee Janzen,83,0.49700000000000005,153,76.0
98,99,99,Matt Kuchar,63,0.5,144,72.0
99,100,100,Olin Browne,113,0.502,215,108.0
100,T101,T101,Paul Gow,62,0.503,145,73.0
101,T101,T101,Andy Miller,75,0.503,179,90.0
102,T101,T101,Kevin Sutherland,97,0.503,143,72.0
103,T104,T104,Brian Bateman,70,0.504,133,67.0
104,T104,T104,Tom Lehman,87,0.504,123,62.0
105,106,106,Robert Allenby,87,0.505,101,51.0
106,107,107,Hank Kuehne,73,0.506,166,84.0
107,108,108,Rocco Mediate,80,0.507,134,68.0
108,109,109,Alex Cejka,98,0.513,189,97.0
109,T110,T110,Tim Clark,79,0.514,142,73.0
110,T110,T110,Carlos Franco,99,0.514,185,95.0
111,T110,T110,Thomas Levet,85,0.514,142,73.0
112,T110,T110,Deane Pappas,75,0.514,208,107.0
113,114,114,Joel Edwards,60,0.515,136,70.0
114,T115,T115,Donnie Hammond,92,0.516,186,96.0
115,T115,T115,John Riegger,55,0.516,95,49.0
116,T117,T117,Robert Gamez,114,0.518,222,115.0
117,T117,T117,Paul Goydos,86,0.518,170,88.0
118,T119,T119,Ben Curtis,69,0.519,131,68.0
119,T119,T119,Rory Sabbatini,95,0.519,208,108.0
120,T121,T121,Jonathan Byrd,101,0.521,215,112.0
121,T121,T121,J.L. Lewis,99,0.521,213,111.0
122,T123,T123,Craig Barlow,95,0.522,184,96.0
123,T123,T123,Peter Jacobsen,75,0.522,136,71.0
124,125,125,Cliff Kresge,102,0.523,218,114.0
125,126,126,Duffy Waldorf,90,0.524,145,76.0
126,127,127,Brent Schwarzrock,60,0.526,97,51.0
127,T128,T128,Dicky Pride,73,0.528,144,76.0
128,T128,T128,Mike Sposa,72,0.528,127,67.0
129,130,130,Greg Chalmers,98,0.53,249,132.0
130,131,131,Todd Fischer,97,0.531,209,111.0
131,132,132,Chris Anderson,96,0.532,203,108.0
132,133,133,Steve Allan,53,0.5329999999999999,107,57.0
133,T134,T134,Mark Brooks,90,0.534,193,103.0
134,T134,T134,Neal Lancaster,110,0.534,219,117.0
135,136,136,Carl Pettersson,80,0.535,172,92.0
136,137,137,Carl Paulson,101,0.537,214,115.0
137,138,138,Paul Stankowski,67,0.54,126,68.0
138,139,139,Marco Dawson,86,0.541,159,86.0
139,140,140,Brenden Pappas,105,0.545,235,128.0
140,141,141,Jim Carter,95,0.546,183,100.0
141,142,142,David Toms,90,0.551,118,65.0
142,143,143,Darron Stiles,93,0.552,181,100.0
143,144,144,Paul Azinger,73,0.5529999999999999,161,89.0
144,T145,T145,Jeff Brehaut,110,0.5539999999999999,175,97.0
145,T145,T145,Frank Lickliter II,94,0.5539999999999999,204,113.0
146,147,147,Mike Heinen,89,0.555,164,91.0
147,T148,T148,Jason Caron,74,0.556,178,99.0
148,T148,T148,Joe Durant,96,0.556,135,75.0
149,T150,T150,Kenichi Kuboya,91,0.557,210,117.0
150,T150,T150,Adam Scott,52,0.557,97,54.0
151,T152,T152,Jeff Maggert,81,0.5589999999999999,179,100.0
152,T152,T152,Mark O'Meara,69,0.5589999999999999,127,71.0
153,154,154,Spike McRoy,103,0.561,196,110.0
154,155,155,Jason Buha,61,0.563,142,80.0
155,156,156,Garrett Willis,97,0.564,211,119.0
156,157,157,Craig Perks,82,0.565,193,109.0
157,158,158,Cameron Beckman,86,0.568,162,92.0
158,159,159,"Dave Stockton, Jr.",79,0.569,188,107.0
159,160,160,Vance Veazey,66,0.57,158,90.0
160,T161,T161,Aaron Barber,94,0.5710000000000001,182,104.0
161,T161,T161,Doug Barron,90,0.5710000000000001,196,112.0
162,T161,T161,Joey Sindelar,93,0.5710000000000001,175,100.0
163,164,164,Jason Gore,83,0.573,211,121.0
164,165,165,Sergio Garcia,62,0.574,94,54.0
165,166,166,Phil Mickelson,87,0.578,154,89.0
166,T167,T167,Todd Barranger,78,0.5820000000000001,182,106.0
167,T167,T167,Mark Wilson,82,0.5820000000000001,184,107.0
168,169,169,Ty Tryon,52,0.5870000000000001,143,84.0
169,170,170,Cameron Yancey,58,0.588,131,77.0
170,171,171,David Sutherland,77,0.591,132,78.0
171,T172,T172,Gavin Coles,69,0.596,151,90.0
172,T172,T172,Mike Grob,83,0.596,178,106.0
173,174,174,Mathew Goggin,90,0.601,138,83.0
174,175,175,John Huston,76,0.607,122,74.0
175,176,176,Brent Geiberger,51,0.611,95,58.0
176,177,177,Kaname Yokoo,56,0.612,152,93.0
177,178,178,Ian Leggatt,71,0.617,133,82.0
178,179,179,Tom Gillis,71,0.619,147,91.0
179,T180,T180,Jay Don Blake,77,0.623,151,94.0
180,T180,T180,Jeff Klein,60,0.623,138,86.0
181,182,182,Michael Clark II,54,0.626,123,77.0
182,183,183,Kenneth Staton,59,0.627,134,84.0
183,184,184,Brad Elder,51,0.628,113,71.0
184,185,185,Gene Sauers,87,0.634,183,116.0
185,186,186,Chris Smith,92,0.636,143,91.0
186,187,187,John Morgan,81,0.654,185,121.0
187,188,188,Akio Sadakata,83,0.667,153,102.0
188,189,189,Rich Beem,80,0.669,154,103.0
189,190,190,John Daly,56,0.69,126,87.0
