,Sand_Saves_from_10-20_yards_RANK THIS WEEK,Sand_Saves_from_10-20_yards_RANK LAST WEEK,Sand_Saves_from_10-20_yards_PLAYER NAME,Sand_Saves_from_10-20_yards_ROUNDS,Sand_Saves_from_10-20_yards_%,Sand_Saves_from_10-20_yards_# OF SAVES,Sand_Saves_from_10-20_yards_# OF BUNKERS
58,59,59,Garrett Willis,97,57.38,35,61
59,T60,T60,Mike Grob,83,57.14,32,56
60,T60,T60,Paul Stankowski,67,57.14,24,42
61,62,62,Bob Burns,88,56.92,37,65
62,63,63,Brad Faxon,97,56.9,33,58
63,64,64,Robert Allenby,87,56.82,25,44
64,65,65,Bernhard Langer,65,56.76,21,37
65,66,66,Gavin Coles,69,56.52,26,46
66,67,67,David Peoples,96,56.45,35,62
67,68,68,J.L. Lewis,99,56.41,44,78
68,69,69,Ernie Els,65,56.25,18,32
69,70,70,Stewart Cink,104,56.16,41,73
70,71,71,Jim Furyk,104,55.93,33,59
71,72,72,Darren Clarke,61,55.88,19,34
72,73,73,Fred Funk,112,55.84,43,77
73,T74,T74,Jason Caron,74,55.56,35,63
74,T74,T74,Bob Estes,92,55.56,25,45
75,T74,T74,Chris Riley,96,55.56,30,54
76,77,77,John Morgan,81,55.41,41,74
77,78,78,Darron Stiles,93,55.38,36,65
78,79,79,Todd Barranger,78,55.36,31,56
79,80,80,Mike Weir,80,55.26,21,38
80,T81,T81,John Maginnes,87,55.0,33,60
81,T81,T81,Tom Pernice Jr.,105,55.0,33,60
82,83,83,Carlos Franco,99,54.93,39,71
83,84,84,K.J. Choi,112,54.84,34,62
84,T85,T85,Tommy Armour III,66,54.76,23,42
85,T85,T85,Steve Stricker,59,54.76,23,42
86,T87,T87,John Daly,56,54.55,24,44
87,T87,T87,Charles Howell III,120,54.55,36,66
88,89,89,Paul Azinger,73,54.17,26,48
89,T90,T90,Tom Byrum,97,54.1,33,61
90,T90,T90,Cliff Kresge,102,54.1,33,61
91,92,92,Hank Kuehne,73,54.0,27,50
92,93,93,Phil Mickelson,87,53.85,21,39
93,T94,T94,Mark Calcavecchia,84,53.57,30,56
94,T94,T94,Mark Wilson,82,53.57,30,56
95,96,96,Pat Bates,111,53.42,39,73
96,97,97,Jason Gore,83,53.33,32,60
97,98,98,Scott Laycock,71,53.19,25,47
98,99,99,Paul Gow,62,53.06,26,49
99,T100,T100,Jesper Parnevik,102,53.03,35,66
100,T100,T100,Esteban Toledo,109,53.03,35,66
101,102,102,Robert Damron,96,52.94,36,68
102,T103,T103,Rich Beem,80,52.83,28,53
103,T103,T103,Chad Campbell,105,52.83,28,53
104,105,105,Nick Price,65,52.78,19,36
105,T106,T106,Andrew Magee,91,52.63,30,57
106,T106,T106,Brent Schwarzrock,60,52.63,20,38
107,108,108,Craig Barlow,95,52.56,41,78
108,109,109,Andy Miller,75,52.5,42,80
109,110,110,Chris Anderson,96,52.46,32,61
110,111,111,Tiger Woods,74,52.27,23,44
111,112,112,Mike Sposa,72,52.08,25,48
112,113,113,Todd Fischer,97,52.0,39,75
113,114,114,John Rollins,89,51.85,28,54
114,115,115,Jerry Kelly,108,51.67,31,60
115,T116,T116,Olin Browne,113,51.61,32,62
116,T116,T116,Tim Clark,79,51.61,32,62
117,118,118,Brian Gay,100,51.32,39,76
118,119,119,Brent Geiberger,51,51.11,23,45
119,120,120,José Coceres,62,50.98,26,51
120,121,121,Duffy Waldorf,90,50.94,27,53
121,122,122,Dan Forsman,98,50.91,28,55
122,123,123,Kenichi Kuboya,91,50.82,31,61
123,124,124,Briny Baird,113,50.79,32,63
124,125,125,Per-Ulrik Johansson,96,50.67,38,75
125,126,126,Steve Flesch,110,50.65,39,77
126,T127,T127,Mark Brooks,90,50.0,36,72
127,T127,T127,Glen Day,103,50.0,35,70
128,T127,T127,Kent Jones,74,50.0,23,46
129,T127,T127,Tom Lehman,87,50.0,19,38
130,T127,T127,Loren Roberts,87,50.0,25,50
131,T127,T127,Akio Sadakata,83,50.0,22,44
132,T127,T127,"Dave Stockton, Jr.",79,50.0,25,50
133,134,134,Paul Goydos,86,49.18,30,61
134,135,135,Corey Pavin,88,49.12,28,57
135,136,136,Rocco Mediate,80,48.98,24,49
136,137,137,Heath Slocum,101,48.84,42,86
137,138,138,Dicky Pride,73,47.73,21,44
138,T139,T139,Craig Perks,82,47.62,30,63
139,T139,T139,Kirk Triplett,92,47.62,30,63
140,T139,T139,Ty Tryon,52,47.62,20,42
141,142,142,Luke Donald,88,47.54,29,61
142,143,143,Scott McCarron,86,47.5,19,40
143,144,144,Jason Buha,61,47.22,17,36
144,145,145,Ian Leggatt,71,46.94,23,49
145,146,146,Cameron Beckman,86,46.88,30,64
146,147,147,Marco Dawson,86,46.81,22,47
147,148,148,Stephen Ames,91,46.75,36,77
148,149,149,Kaname Yokoo,56,46.67,21,45
149,150,150,Billy Andrade,100,46.27,31,67
150,151,151,Thomas Levet,85,45.9,28,61
151,152,152,Jonathan Byrd,101,45.76,27,59
152,153,153,Davis Love III,85,45.65,21,46
153,154,154,David Sutherland,77,45.45,20,44
154,155,155,Brad Elder,51,45.16,14,31
155,156,156,Jonathan Kaye,91,45.1,23,51
156,157,157,Sergio Garcia,62,44.83,13,29
157,158,158,Bob Tway,89,44.64,25,56
158,159,159,Patrick Sheehan,101,44.29,31,70
159,160,160,Spike McRoy,103,44.26,27,61
160,161,161,Carl Paulson,101,44.19,38,86
161,T162,T162,J.J. Henry,100,44.07,26,59
162,T162,T162,Shaun Micheel,97,44.07,26,59
163,164,164,Mark O'Meara,69,43.9,18,41
164,165,165,Glen Hnatiuk,92,43.64,24,55
165,T166,T166,Steve Lowery,86,43.4,23,53
166,T166,T166,Cameron Yancey,58,43.4,23,53
167,168,168,Mike Heinen,89,43.1,25,58
168,T169,T169,Brandt Jobe,77,42.86,21,49
169,T169,T169,John Riegger,55,42.86,12,28
170,T169,T169,Joey Sindelar,93,42.86,30,70
171,172,172,Pat Perez,95,42.19,27,64
172,173,173,Woody Austin,107,41.57,37,89
173,174,174,Brian Henninger,56,41.18,14,34
174,175,175,Brian Bateman,70,41.03,16,39
175,T176,T176,Steve Allan,53,40.82,20,49
176,T176,T176,David Gossett,92,40.82,20,49
177,178,178,Jeff Maggert,81,40.54,15,37
178,179,179,Aaron Barber,94,40.35,23,57
179,180,180,Frank Lickliter II,94,39.62,21,53
180,181,181,Vance Veazey,66,39.53,17,43
181,T182,T182,Harrison Frazar,88,37.93,22,58
182,T182,T182,Retief Goosen,69,37.93,11,29
183,184,184,Hal Sutton,81,35.0,14,40
184,185,185,Joe Durant,96,34.78,16,46
185,186,186,Michael Clark II,54,34.62,9,26
186,187,187,Kenneth Staton,59,34.21,13,38
187,T188,T188,Joel Edwards,60,33.33,11,33
188,T188,T188,Jeff Klein,60,33.33,18,54
189,190,190,Chris Smith,92,32.79,20,61
