,Scrambling_from_Other_Locations_RANK THIS WEEK,Scrambling_from_Other_Locations_RANK LAST WEEK,Scrambling_from_Other_Locations_PLAYER NAME,Scrambling_from_Other_Locations_ROUNDS,Scrambling_from_Other_Locations_%,Scrambling_from_Other_Locations_SUCCESSES,Scrambling_from_Other_Locations_ATTEMPTS
0,1,1,Retief Goosen,69,70.0,35,50
1,2,2,Justin Leonard,80,66.2,47,71
2,3,3,John Huston,76,63.77,44,69
3,4,4,Frank Lickliter II,94,63.21,67,106
4,5,5,Mike Weir,80,62.69,42,67
5,6,6,Chris Riley,96,62.31,81,130
6,7,7,Paul Goydos,86,62.16,69,111
7,T8,T8,Rod Pampling,87,61.9,52,84
8,T8,T8,Vijay Singh,106,61.9,52,84
9,10,10,Jerry Kelly,108,61.68,66,107
10,11,11,Scott Laycock,71,61.63,53,86
11,12,12,Tiger Woods,74,61.54,32,52
12,13,13,Chris Anderson,96,61.15,85,139
13,14,14,Brad Faxon,97,60.71,68,112
14,15,15,David Peoples,96,60.67,54,89
15,16,16,Steve Flesch,110,59.81,64,107
16,17,17,Paul Gow,62,59.72,43,72
17,18,18,Kenneth Staton,59,59.7,40,67
18,19,19,Dicky Pride,73,59.52,50,84
19,20,20,Woody Austin,107,59.34,54,91
20,21,21,Jeff Brehaut,110,59.23,77,130
21,22,22,Fred Funk,112,59.13,68,115
22,23,23,Jonathan Kaye,91,58.82,40,68
23,24,24,Davis Love III,85,58.57,41,70
24,25,25,Mike Sposa,72,58.47,69,118
25,26,26,Len Mattiace,94,58.41,66,113
26,27,27,Spike McRoy,103,58.33,70,120
27,28,28,Joey Sindelar,93,57.95,51,88
28,29,29,Steve Lowery,86,57.89,44,76
29,30,30,Skip Kendall,110,57.75,82,142
30,31,31,John Riegger,55,57.35,39,68
31,32,32,Brandt Jobe,77,57.3,51,89
32,33,33,Robert Gamez,114,57.14,64,112
33,34,34,John Senden,111,56.73,59,104
34,35,35,Andrew Magee,91,56.69,72,127
35,36,36,Shigeki Maruyama,87,56.52,52,92
36,37,37,David Sutherland,77,56.41,44,78
37,38,38,Olin Browne,113,56.39,75,133
38,39,39,Darron Stiles,93,56.25,63,112
39,40,40,Gavin Coles,69,56.14,64,114
40,41,41,Dan Forsman,98,56.1,46,82
41,42,42,Loren Roberts,87,56.0,56,100
42,43,43,Mark Calcavecchia,84,55.95,47,84
43,44,44,Steve Stricker,59,55.88,57,102
44,45,45,Mark Brooks,90,55.83,67,120
45,T46,T46,Cliff Kresge,102,55.79,53,95
46,T46,T46,Scott Verplank,97,55.79,53,95
47,48,48,Esteban Toledo,109,55.64,74,133
48,49,49,Donnie Hammond,92,55.46,66,119
49,50,50,Phil Mickelson,87,55.26,42,76
50,T51,T51,Stuart Appleby,90,55.13,43,78
51,T51,T51,Hal Sutton,81,55.13,43,78
52,53,53,David Frost,80,55.05,60,109
53,T54,T54,Robert Damron,96,55.0,77,140
54,T54,T54,John Morgan,81,55.0,55,100
55,56,56,Brad Elder,51,54.88,45,82
56,57,57,Jim Furyk,104,54.74,52,95
57,58,58,Patrick Sheehan,101,54.69,70,128
58,T59,T59,Jonathan Byrd,101,54.55,54,99
59,T59,T59,Jim Carter,95,54.55,78,143
60,61,61,Craig Barlow,95,54.47,67,123
61,62,62,Notah Begay III,92,54.29,76,140
62,63,63,Garrett Willis,97,54.07,73,135
63,64,64,Brett Quigley,92,54.05,60,111
64,65,65,David Toms,90,54.02,47,87
65,66,66,Ben Crane,94,53.91,62,115
66,T67,T67,Tom Pernice Jr.,105,53.85,63,117
67,T67,T67,Dean Wilson,82,53.85,49,91
68,69,69,Todd Fischer,97,53.79,78,145
69,70,70,Rocco Mediate,80,53.62,37,69
70,71,71,J.L. Lewis,99,53.61,52,97
71,72,72,Jeff Klein,60,53.54,53,99
72,73,73,Tom Byrum,97,53.45,62,116
73,74,74,Joe Durant,96,53.25,41,77
74,75,75,Nick Price,65,53.13,34,64
75,76,76,Aaron Barber,94,53.04,61,115
76,T77,T77,Stewart Cink,104,52.88,55,104
77,T77,T77,Kevin Sutherland,97,52.88,55,104
78,T79,T79,Pat Bates,111,52.73,58,110
79,T79,T79,Fred Couples,71,52.73,29,55
80,T81,T81,Rich Beem,80,52.7,39,74
81,T81,T81,Brent Geiberger,51,52.7,39,74
82,T81,T81,Tom Gillis,71,52.7,39,74
83,84,84,Billy Andrade,100,52.68,59,112
84,85,85,Kirk Triplett,92,52.58,51,97
85,86,86,Brian Gay,100,52.52,73,139
86,87,87,Alex Cejka,98,52.33,45,86
87,88,88,Arron Oberholser,80,52.22,47,90
88,89,89,Tim Petrovic,108,52.07,63,121
89,90,90,Gene Sauers,87,52.0,52,100
90,91,91,Glen Day,103,51.94,67,129
91,92,92,Bob Estes,92,51.92,54,104
92,93,93,Ben Curtis,69,51.9,41,79
93,94,94,Briny Baird,113,51.79,58,112
94,95,95,Mark Wilson,82,51.69,61,118
95,96,96,David Gossett,92,51.43,54,105
96,97,97,Richard Johnson,89,51.4,55,107
97,98,98,Adam Scott,52,51.28,20,39
98,99,99,Glen Hnatiuk,92,51.22,63,123
99,100,100,Peter Jacobsen,75,51.19,43,84
100,101,101,Chad Campbell,105,51.16,44,86
101,102,102,Jay Haas,89,51.06,48,94
102,103,103,Corey Pavin,88,51.02,50,98
103,104,104,Charles Howell III,120,51.0,51,100
104,105,105,Akio Sadakata,83,50.88,58,114
105,106,106,Carl Paulson,101,50.83,61,120
106,107,107,Jesper Parnevik,102,50.82,62,122
107,108,108,Neal Lancaster,110,50.77,66,130
108,109,109,Brent Schwarzrock,60,50.62,41,81
109,110,110,Matt Gogel,77,50.52,49,97
110,111,111,Mike Grob,83,50.5,51,101
111,112,112,Doug Barron,90,50.44,57,113
112,113,113,Hidemichi Tanaka,112,50.38,66,131
113,114,114,J.J. Henry,100,50.36,69,137
114,T115,T115,Steven Alker,87,50.0,77,154
115,T115,T115,Tommy Armour III,66,50.0,42,84
116,T115,T115,Cameron Beckman,86,50.0,54,108
117,T115,T115,Ernie Els,65,50.0,19,38
118,T115,T115,Hank Kuehne,73,50.0,44,88
119,T115,T115,Craig Perks,82,50.0,48,96
120,T115,T115,John Rollins,89,50.0,43,86
121,T115,T115,Rory Sabbatini,95,50.0,41,82
122,T115,T115,Ty Tryon,52,50.0,37,74
123,124,124,Tim Herron,102,49.57,58,117
124,125,125,Deane Pappas,75,49.48,48,97
125,126,126,Brian Bateman,70,49.43,43,87
126,127,127,Aaron Baddeley,71,49.33,37,75
127,128,128,Stephen Ames,91,49.11,55,112
128,129,129,K.J. Choi,112,49.06,52,106
129,130,130,Jeff Sluman,106,49.04,51,104
130,T131,T131,Geoff Ogilvy,86,48.96,47,96
131,T131,T131,Jay Williamson,93,48.96,47,96
132,133,133,Jason Caron,74,48.78,60,123
133,134,134,Matt Kuchar,63,48.57,34,70
134,135,135,Peter Lonard,96,48.54,50,103
135,136,136,Chris DiMarco,98,48.51,49,101
136,137,137,Jay Don Blake,77,48.24,41,85
137,138,138,Darren Clarke,61,48.21,27,56
138,139,139,Robert Allenby,87,48.05,37,77
139,140,140,Kenichi Kuboya,91,48.03,61,127
140,141,141,Bernhard Langer,65,48.0,36,75
141,142,142,Mathew Goggin,90,47.96,47,98
142,143,143,Mike Heinen,89,47.83,44,92
143,144,144,Shaun Micheel,97,47.71,52,109
144,145,145,Greg Chalmers,98,47.66,61,128
145,146,146,Paul Azinger,73,47.31,44,93
146,147,147,Steve Allan,53,46.67,28,60
147,148,148,Joel Edwards,60,46.59,41,88
148,149,149,Harrison Frazar,88,46.53,47,101
149,150,150,Dudley Hart,66,46.38,32,69
150,151,151,Kent Jones,74,46.05,35,76
151,152,152,Billy Mayfair,105,45.95,51,111
152,153,153,Carl Pettersson,80,45.83,55,120
153,T154,T154,Lee Janzen,83,45.65,42,92
154,T154,T154,Bob Tway,89,45.65,42,92
155,156,156,Andy Miller,75,45.45,50,110
156,157,157,Jason Buha,61,45.33,34,75
157,T158,T158,Todd Barranger,78,45.24,57,126
158,T158,T158,Scott McCarron,86,45.24,38,84
159,160,160,Mark O'Meara,69,45.07,32,71
160,161,161,Vance Veazey,66,44.68,42,94
161,162,162,Michael Clark II,54,44.58,37,83
162,163,163,Luke Donald,88,44.3,35,79
163,164,164,Chris Smith,92,44.09,41,93
164,165,165,José Coceres,62,43.94,29,66
165,166,166,Marco Dawson,86,43.84,32,73
