,Scrambling_from_Other_Locations_RANK THIS WEEK,Scrambling_from_Other_Locations_RANK LAST WEEK,Scrambling_from_Other_Locations_PLAYER NAME,Scrambling_from_Other_Locations_ROUNDS,Scrambling_from_Other_Locations_%,Scrambling_from_Other_Locations_SUCCESSES,Scrambling_from_Other_Locations_ATTEMPTS
166,T167,T167,Tim Clark,79,43.75,35,80
167,T167,T167,Per-Ulrik Johansson,96,43.75,49,112
168,169,169,Kenny Perry,98,43.66,31,71
169,170,170,Pat Perez,95,43.59,51,117
170,171,171,Heath Slocum,101,43.44,53,122
171,172,172,Brenden Pappas,105,42.74,53,124
172,173,173,Sergio Garcia,62,42.5,17,40
173,174,174,Thomas Levet,85,42.16,43,102
174,T175,T175,Jason Gore,83,41.94,52,124
175,T175,T175,Cameron Yancey,58,41.94,39,93
176,177,177,"Dave Stockton, Jr.",79,41.9,44,105
177,178,178,Ian Leggatt,71,41.89,31,74
178,179,179,Bob Burns,88,41.84,41,98
179,180,180,Brian Henninger,56,41.67,30,72
180,181,181,Carlos Franco,99,41.57,37,89
181,182,182,Jeff Maggert,81,41.18,28,68
182,183,183,Kaname Yokoo,56,40.85,29,71
183,184,184,John Maginnes,87,39.78,37,93
184,185,185,Anthony Painter,87,37.96,41,108
185,186,186,J.P. Hayes,79,37.89,36,95
186,187,187,Paul Stankowski,67,36.84,28,76
187,188,188,Duffy Waldorf,90,36.0,27,75
188,189,189,John Daly,56,35.71,15,42
189,190,190,Tom Lehman,87,35.62,26,73
