,Proximity_to_Hole_from_20-30_yards_RANK THIS WEEK,Proximity_to_Hole_from_20-30_yards_RANK LAST WEEK,Proximity_to_Hole_from_20-30_yards_PLAYER NAME,Proximity_to_Hole_from_20-30_yards_ROUNDS,Proximity_to_Hole_from_20-30_yards_AVG DTP,Proximity_to_Hole_from_20-30_yards_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_20-30_yards_# OF SHOTS,Proximity_to_Hole_from_20-30_yards_SCRAMBLING RANK
0,1,1,Vijay Singh,106,"7' 5""",708.5,95,3
1,2,2,Tiger Woods,74,"7' 10""",502.0,64,57
2,T3,T3,Davis Love III,85,"8' 2""",582.5830000000001,71,71
3,T3,T3,Phil Mickelson,87,"8' 2""",637.3330000000001,78,151
4,T3,T3,Corey Pavin,88,"8' 2""",760.3330000000001,93,4
5,T3,T3,Patrick Sheehan,101,"8' 2""",997.4169999999999,122,19
6,7,7,Mike Weir,80,"8' 4""",476.583,57,13
7,T8,T8,Dan Forsman,98,"8' 5""",882.5830000000001,105,10
8,T8,T8,Scott Laycock,71,"8' 5""",716.5830000000001,85,60
9,T8,T8,Rory Sabbatini,95,"8' 5""",766.8330000000001,91,113
10,T11,T11,Bob Estes,92,"8' 6""",666.0,78,82
11,T11,T11,Loren Roberts,87,"8' 6""",685.5830000000001,81,25
12,T11,T11,Dean Wilson,82,"8' 6""",911.4169999999999,107,91
13,T14,T14,Steven Alker,87,"8' 7""",956.0830000000001,111,51
14,T14,T14,Jay Haas,89,"8' 7""",791.3330000000001,92,21
15,T14,T14,Nick Price,65,"8' 7""",496.667,58,18
16,T14,T14,Esteban Toledo,109,"8' 7""",1005.75,117,77
17,18,18,Chris Riley,96,"8' 8""",882.3330000000001,102,2
18,T19,T19,Mark Brooks,90,"8' 9""",802.0830000000001,92,115
19,T19,T19,Jason Caron,74,"8' 9""",682.6669999999999,78,169
20,T19,T19,Retief Goosen,69,"8' 9""",622.9169999999999,71,97
21,T19,T19,Paul Gow,62,"8' 9""",702.6669999999999,80,43
22,T19,T19,Lee Janzen,83,"8' 9""",636.6669999999999,73,132
23,T19,T19,Bob Tway,89,"8' 9""",817.25,93,86
24,T25,T25,Darren Clarke,61,"8' 10""",468.75,53,167
25,T25,T25,Brian Henninger,56,"8' 10""",468.583,53,102
26,T27,T27,Glen Day,103,"8' 11""",1011.75,113,56
27,T27,T27,David Frost,80,"8' 11""",804.6669999999999,90,14
28,T29,T29,John Daly,56,"9' 0""",595.6669999999999,66,187
29,T29,T29,Todd Fischer,97,"9' 0""",1081.083,120,97
30,T29,T29,Kenichi Kuboya,91,"9' 0""",1028.833,114,148
31,T29,T29,Steve Stricker,59,"9' 0""",708.1669999999999,79,12
32,33,33,Jeff Brehaut,110,"9' 1""",1151.667,127,61
33,T34,T34,Robert Allenby,87,"9' 2""",649.8330000000001,71,74
34,T34,T34,Bob Burns,88,"9' 2""",668.6669999999999,73,124
35,T34,T34,David Gossett,92,"9' 2""",1000.0830000000001,109,106
36,T34,T34,Kevin Sutherland,97,"9' 2""",959.5,105,64
37,T34,T34,Kirk Triplett,92,"9' 2""",806.0830000000001,88,14
38,T39,T39,Pat Bates,111,"9' 3""",1010.1669999999999,109,11
39,T39,T39,Tom Byrum,97,"9' 3""",889.5,96,41
40,T39,T39,Steve Flesch,110,"9' 3""",1077.167,116,50
41,T39,T39,Carlos Franco,99,"9' 3""",877.0,95,100
42,T39,T39,Len Mattiace,94,"9' 3""",1047.0,113,79
43,T39,T39,Kenny Perry,98,"9' 3""",649.1669999999999,70,23
44,T39,T39,Mark Wilson,82,"9' 3""",963.9169999999999,104,115
45,46,46,Joe Durant,96,"9' 4""",736.0,79,165
46,T47,T47,Skip Kendall,110,"9' 5""",1066.917,113,27
47,T47,T47,Tom Pernice Jr.,105,"9' 5""",1146.917,122,28
48,T47,T47,John Senden,111,"9' 5""",1381.0829999999999,147,69
49,T47,T47,David Toms,90,"9' 5""",759.4169999999999,81,53
50,T51,T51,Doug Barron,90,"9' 6""",1109.083,117,67
51,T51,T51,Stewart Cink,104,"9' 6""",1041.833,110,8
52,T51,T51,Fred Funk,112,"9' 6""",912.8330000000001,96,42
53,T51,T51,Jerry Kelly,108,"9' 6""",1105.75,116,28
54,T51,T51,Cliff Kresge,102,"9' 6""",967.0,102,82
55,T51,T51,Dicky Pride,73,"9' 6""",720.0830000000001,76,47
56,T51,T51,Gene Sauers,87,"9' 6""",873.5830000000001,92,173
57,T51,T51,David Sutherland,77,"9' 6""",752.9169999999999,79,161
58,T51,T51,Garrett Willis,97,"9' 6""",1104.5,116,43
59,T60,T60,Jonathan Byrd,101,"9' 7""",1174.5,123,93
60,T60,T60,Donnie Hammond,92,"9' 7""",1198.083,125,72
61,T60,T60,Ian Leggatt,71,"9' 7""",718.0,75,166
62,T60,T60,Steve Lowery,86,"9' 7""",687.9169999999999,72,141
63,T60,T60,John Morgan,81,"9' 7""",980.8330000000001,102,118
64,T60,T60,Rod Pampling,87,"9' 7""",890.5,93,31
65,T66,T66,Mark Calcavecchia,84,"9' 8""",936.9169999999999,97,34
66,T66,T66,Brad Faxon,97,"9' 8""",1103.0,114,40
67,T66,T66,J.L. Lewis,99,"9' 8""",872.5830000000001,90,163
68,T69,T69,Stuart Appleby,90,"9' 9""",832.0,85,24
69,T69,T69,Neal Lancaster,110,"9' 9""",1233.167,127,32
70,T69,T69,Anthony Painter,87,"9' 9""",983.6669999999999,101,135
71,T69,T69,John Rollins,89,"9' 9""",875.5,90,119
72,T69,T69,Mike Sposa,72,"9' 9""",923.5830000000001,95,30
73,T69,T69,Scott Verplank,97,"9' 9""",898.0,92,45
74,T75,T75,Paul Goydos,86,"9' 10""",905.6669999999999,92,16
75,T75,T75,Matt Kuchar,63,"9' 10""",690.3330000000001,70,96
76,T75,T75,Geoff Ogilvy,86,"9' 10""",708.9169999999999,72,37
77,T75,T75,Jesper Parnevik,102,"9' 10""",1204.75,123,138
78,T75,T75,David Peoples,96,"9' 10""",824.5,84,5
79,T75,T75,Brent Schwarzrock,60,"9' 10""",764.5,78,121
80,T75,T75,"Dave Stockton, Jr.",79,"9' 10""",989.3330000000001,101,179
81,T82,T82,Chris Anderson,96,"9' 11""",1141.917,115,70
82,T82,T82,Joel Edwards,60,"9' 11""",802.0830000000001,81,159
83,T82,T82,Glen Hnatiuk,92,"9' 11""",965.3330000000001,97,90
84,T82,T82,Shaun Micheel,97,"9' 11""",1144.583,115,120
85,T82,T82,Arron Oberholser,80,"9' 11""",893.75,90,1
86,T87,T87,Per-Ulrik Johansson,96,"10' 0""",1052.333,105,36
87,T87,T87,Richard Johnson,89,"10' 0""",1138.0,114,65
88,T87,T87,Frank Lickliter II,94,"10' 0""",1057.917,106,149
89,T90,T90,Woody Austin,107,"10' 1""",1214.583,120,101
90,T90,T90,Aaron Baddeley,71,"10' 1""",572.8330000000001,57,63
91,T90,T90,Jay Don Blake,77,"10' 1""",798.0830000000001,79,131
92,T90,T90,Ben Crane,94,"10' 1""",1115.0,111,66
93,T90,T90,Luke Donald,88,"10' 1""",959.25,95,143
94,T90,T90,J.P. Hayes,79,"10' 1""",677.8330000000001,67,122
95,T90,T90,Peter Jacobsen,75,"10' 1""",925.5,92,156
96,T90,T90,Brandt Jobe,77,"10' 1""",768.8330000000001,76,7
97,T90,T90,Justin Leonard,80,"10' 1""",655.9169999999999,65,38
98,T99,T99,Tommy Armour III,66,"10' 2""",744.75,73,144
99,T99,T99,Greg Chalmers,98,"10' 2""",1291.083,127,154
100,T99,T99,Robert Damron,96,"10' 2""",1055.333,104,22
101,T99,T99,Pat Perez,95,"10' 2""",1172.917,115,106
102,T99,T99,Joey Sindelar,93,"10' 2""",985.9169999999999,97,110
103,T99,T99,Jay Williamson,93,"10' 2""",749.5,74,17
104,T105,T105,Jim Carter,95,"10' 3""",1031.5,101,81
105,T105,T105,Billy Mayfair,105,"10' 3""",1281.917,125,75
106,T105,T105,Scott McCarron,86,"10' 3""",1008.0830000000001,98,80
107,T108,T108,Brian Gay,100,"10' 4""",930.4169999999999,90,59
108,T108,T108,Matt Gogel,77,"10' 4""",858.1669999999999,83,49
109,T108,T108,Charles Howell III,120,"10' 4""",1166.5,113,68
110,T108,T108,John Huston,76,"10' 4""",947.8330000000001,92,127
111,T108,T108,Bernhard Langer,65,"10' 4""",683.75,66,112
112,T108,T108,Thomas Levet,85,"10' 4""",1054.333,102,168
113,T108,T108,Deane Pappas,75,"10' 4""",1191.833,115,78
114,T115,T115,Michael Clark II,54,"10' 5""",814.5830000000001,78,189
115,T115,T115,Tim Clark,79,"10' 5""",751.4169999999999,72,105
116,T115,T115,Ben Curtis,69,"10' 5""",804.9169999999999,77,145
117,T115,T115,Kent Jones,74,"10' 5""",793.0830000000001,76,126
118,T115,T115,John Maginnes,87,"10' 5""",823.4169999999999,79,117
119,T115,T115,Tim Petrovic,108,"10' 5""",1350.6670000000001,130,35
120,T121,T121,Paul Azinger,73,"10' 6""",848.6669999999999,81,145
121,T121,T121,Fred Couples,71,"10' 6""",695.4169999999999,66,134
122,T121,T121,Robert Gamez,114,"10' 6""",1289.667,123,85
123,T121,T121,Shigeki Maruyama,87,"10' 6""",732.8330000000001,70,58
124,T121,T121,Brenden Pappas,105,"10' 6""",1238.917,118,155
125,T121,T121,Hal Sutton,81,"10' 6""",828.1669999999999,79,103
