,Total_Money_Official_and_Unofficial_RANK THIS WEEK,Total_Money_Official_and_Unofficial_RANK LAST WEEK,Total_Money_Official_and_Unofficial_PLAYER NAME,Total_Money_Official_and_Unofficial_EVENTS,Total_Money_Official_and_Unofficial_MONEY
61,62,62,Freddie Jacobson,25,"$1,306,548"
62,63,63,Frank Lickliter II,28,"$1,299,234"
63,64,64,Kevin Na,34,"$1,296,158"
64,65,65,Brent Geiberger,31,"$1,259,779"
65,66,66,Geoff Ogilvy,26,"$1,236,910"
66,67,67,Justin Rose,22,"$1,236,764"
67,68,68,Patrick Sheehan,33,"$1,234,344"
68,69,69,Hank Kuehne,32,"$1,216,889"
69,70,70,Skip Kendall,29,"$1,206,438"
70,71,92,Miguel Angel Jiménez,11,"$1,203,367"
71,72,71,Stephen Leaney,25,"$1,197,810"
72,73,72,Steve Lowery,28,"$1,191,245"
73,74,73,Vaughn Taylor,27,"$1,176,434"
74,75,74,Briny Baird,30,"$1,156,517"
75,76,75,Jonathan Byrd,27,"$1,133,165"
76,77,76,Loren Roberts,23,"$1,111,177"
77,78,77,Tim Clark,26,"$1,108,190"
78,79,78,Heath Slocum,31,"$1,066,837"
79,80,79,Thomas Bjørn,12,"$1,050,803"
80,81,80,Bob Estes,23,"$1,046,064"
81,82,81,Ben Crane,27,"$1,036,958"
82,83,82,Brian Bateman,25,"$1,029,255"
83,84,83,Brad Faxon,28,"$1,016,898"
84,85,84,Bob Tway,27,"$1,014,053"
85,86,85,Shaun Micheel,28,"$976,919"
86,87,86,Bart Bryant,23,"$962,167"
87,88,87,Joe Durant,26,"$952,547"
88,89,88,Bernhard Langer,15,"$943,589"
89,90,89,Robert Damron,28,"$933,388"
90,91,120,Jim Furyk,16,"$931,675"
91,92,90,Kevin Sutherland,27,"$928,760"
92,93,91,J.J. Henry,31,"$920,073"
93,94,93,Daniel Chopra,34,"$910,753"
94,95,94,Lee Janzen,26,"$897,482"
95,96,95,Michael Allen,28,"$882,872"
96,97,96,Corey Pavin,23,"$881,938"
97,98,97,Scott McCarron,28,"$878,220"
98,99,98,John Huston,20,"$874,280"
99,100,99,Tom Byrum,25,"$873,139"
100,101,100,Mark Calcavecchia,26,"$870,376"
101,102,101,Nick Price,16,"$866,553"
102,103,102,Brett Quigley,32,"$858,463"
103,104,103,Dudley Hart,23,"$854,638"
104,105,104,Todd Fischer,33,"$847,996"
105,106,105,Tommy Armour III,28,"$844,634"
106,107,106,Hidemichi Tanaka,28,"$826,456"
107,108,107,Matt Gogel,25,"$817,117"
108,109,108,Hunter Mahan,30,"$813,089"
109,110,109,Andre Stolz,20,"$808,373"
110,111,110,J.L. Lewis,32,"$807,345"
111,112,111,Cameron Beckman,31,"$801,273"
112,113,112,José Coceres,20,"$779,196"
113,114,113,Lee Westwood,12,"$767,899"
114,115,114,John Rollins,30,"$767,457"
115,116,115,Robert Gamez,32,"$745,868"
116,117,116,Pat Perez,32,"$723,724"
117,118,117,Neal Lancaster,33,"$701,239"
118,119,118,John Senden,28,"$698,203"
119,120,194,Colin Montgomerie,8,"$693,479"
120,121,119,Chris Smith,33,"$692,785"
121,122,121,Dennis Paulson,21,"$677,035"
122,123,122,Peter Lonard,23,"$675,189"
123,124,123,Mathias Grönberg,33,"$675,014"
124,125,124,Kent Jones,32,"$674,909"
125,126,125,Brian Gay,33,"$672,194"
126,127,126,Olin Browne,32,"$672,034"
127,128,127,Paul Azinger,24,"$671,438"
128,129,128,Jay Williamson,33,"$660,038"
129,130,129,Steve Allan,33,"$648,480"
130,131,130,Aaron Baddeley,27,"$632,876"
131,132,131,Billy Andrade,31,"$631,143"
132,133,132,Tag Ridings,18,"$623,262"
133,134,133,Ángel Cabrera,9,"$621,839"
134,135,134,Craig Barlow,26,"$620,820"
135,136,135,Matt Kuchar,30,"$619,257"
136,137,136,Trevor Immelman,14,"$600,560"
137,138,137,Jason Bohn,30,"$592,930"
138,139,138,Bob Burns,31,"$586,421"
139,140,139,Dean Wilson,34,"$586,340"
140,141,140,Notah Begay III,23,"$583,537"
141,142,141,Lucas Glover,31,"$582,454"
142,143,142,Billy Mayfair,33,"$574,501"
143,144,143,Scott Hend,30,"$556,263"
144,145,144,Mark O'Meara,17,"$543,866"
145,146,145,David Howell,5,"$538,500"
146,147,146,Brenden Pappas,34,"$524,905"
147,148,147,Glen Day,34,"$519,935"
148,149,148,Craig Bowden,32,"$515,568"
149,150,149,Paul McGinley,7,"$510,476"
150,151,150,Ben Curtis,20,"$500,818"
151,152,151,Danny Ellis,27,"$495,413"
152,153,152,José María Olazábal,17,"$495,050"
153,154,153,Arjun Atwal,31,"$491,052"
154,155,154,John Morgan,17,"$487,032"
155,156,155,David Peoples,27,"$479,464"
156,157,156,Jeff Brehaut,35,"$473,914"
157,158,157,Ian Poulter,11,"$471,318"
158,159,158,Paul Stankowski,16,"$468,122"
159,160,159,Richard Johnson,33,"$466,183"
160,161,160,Craig Perks,28,"$447,998"
161,162,161,Steve Stricker,27,"$440,906"
162,163,162,Danny Briggs,29,"$432,606"
163,164,163,Thomas Levet,7,"$428,555"
164,165,164,John Riegger,17,"$423,263"
165,166,165,Bill Haas,12,"$407,759"
166,167,166,David Frost,26,"$402,589"
167,168,167,Greg Chalmers,22,"$402,380"
168,169,168,Tom Carter,35,"$395,780"
169,170,169,D.J. Brigman,28,"$381,943"
170,171,170,Spike McRoy,33,"$374,187"
171,172,171,Bill Glasson,18,"$372,530"
172,173,172,Omar Uresti,29,"$370,797"
173,174,173,Deane Pappas,22,"$346,633"
174,175,174,Mark Wilson,20,"$325,317"
175,176,175,Peter Jacobsen,11,"$323,317"
176,177,176,Rocco Mediate,20,"$321,442"
177,178,177,Jason Dufner,28,"$317,770"
178,179,178,Dan Forsman,29,"$315,540"
179,180,179,Steve Elkington,21,"$306,988"
180,181,180,Ken Duke,30,"$301,309"
181,182,181,Pat Bates,32,"$299,384"
182,183,182,David Branshaw,30,"$293,617"
183,184,183,Gene Sauers,30,"$287,151"
184,185,184,J.P. Hayes,28,"$285,816"
185,186,185,Joel Kribel,14,"$281,862"
186,187,186,Phillip Price,14,"$279,999"
187,188,187,Roland Thatcher,24,"$272,987"
188,189,188,Niclas Fasth,22,"$265,423"
189,190,189,Mark Brooks,31,"$264,076"
190,191,190,Cliff Kresge,34,"$258,062"
191,192,191,Nick Faldo,9,"$254,177"
192,193,192,Rich Beem,29,"$251,999"
193,194,193,Brandt Jobe,9,"$247,911"
194,195,195,Grant Waite,29,"$239,318"
195,196,196,Camilo Villegas,10,"$237,984"
196,197,197,Dicky Pride,24,"$235,329"
197,198,198,Aaron Barber,18,"$234,915"
198,199,199,Roger Tambellini,28,"$234,164"
199,200,200,Rich Barcelo,26,"$223,597"
200,201,201,David Sutherland,16,"$216,419"
201,202,202,Len Mattiace,25,"$213,707"
202,203,203,John Cook,19,"$210,448"
203,204,204,Barry Lane,3,"$206,802"
204,205,205,Kris Cox,26,"$205,171"
205,206,206,Steve Pate,24,"$199,569"
206,207,207,Scott Simpson,19,"$195,986"
207,208,208,Brian Davis,8,"$195,250"
208,209,209,Joakim Haeggman,6,"$193,066"
209,210,210,Jay Delsing,27,"$190,184"
210,211,211,Russ Cochran,26,"$190,108"
211,212,212,David Morland IV,28,"$169,435"
212,213,213,Mike Heinen,17,"$166,185"
213,214,214,Garrett Willis,17,"$165,210"
214,215,215,Blaine McCallister,27,"$162,700"
215,216,216,Hirofumi Miyase,27,"$162,120"
216,217,217,Brian Kortan,25,"$159,939"
217,218,218,Michael Campbell,6,"$152,506"
218,219,219,Tommy Tolles,25,"$151,852"
219,220,220,Per-Ulrik Johansson,13,"$151,733"
220,221,221,Robin Freeman,13,"$144,000"
221,222,222,Tjaart van der Walt,13,"$143,785"
222,223,223,Dan Olsen,32,"$140,731"
223,224,224,Craig Stadler,6,"$137,475"
224,225,225,Jim Carter,19,"$136,105"
225,226,226,Larry Mize,13,"$136,020"
226,227,227,Guy Boros,25,"$135,783"
227,228,228,David Edwards,13,"$123,681"
228,229,229,David Duval,9,"$121,044"
229,230,230,Nick O'Hern,3,"$120,125"
230,231,231,Esteban Toledo,37,"$115,185"
231,232,232,Jean-Francois Remesy,3,"$112,607"
232,233,233,Scott Drummond,5,"$110,100"
233,234,234,S.K. Ho,5,"$109,200"
234,235,235,Michael Bradley,9,"$106,336"
235,236,236,Y.E. Yang,2,"$103,750"
236,237,237,Hal Sutton,16,"$103,698"
237,238,238,Glen Hnatiuk,9,"$103,500"
238,239,239,Greg Norman,8,"$101,660"
239,240,240,Michael Clark II,14,"$101,639"
240,241,241,Eduardo Romero,7,"$101,250"
241,242,242,Chris Couch,24,"$100,283"
242,243,243,Thongchai Jaidee,5,"$95,500"
243,244,244,Carl Paulson,14,"$95,088"
244,245,245,Tripp Isenhour,23,"$90,699"
245,246,246,Joel Edwards,12,"$88,572"
246,247,247,Casey Wittenberg,9,"$85,670"
247,248,248,Ricky Barnes,7,"$85,520"
248,249,249,"Jim Gallagher, Jr.",10,"$82,385"
249,250,250,Andrew McLardy,3,"$79,026"
250,251,251,Willie Wood,9,"$78,937"
251,252,252,Shingo Katayama,3,"$78,650"
252,253,253,Jim McGovern,12,"$77,377"
253,254,254,"Wes Short, Jr.",12,"$75,536"
254,255,255,Annika Sorenstam,2,"$75,000"
255,256,256,Keiichiro Fukabori,5,"$73,063"
256,257,257,,1,"$73,000"
257,258,258,Gary Evans,1,"$71,346"
258,259,259,Peter Senior,2,"$69,750"
259,T260,T260,Markus Brier,1,"$67,500"
260,T260,T260,Robert-Jan Derksen,1,"$67,500"
261,T260,T260,Maarten Lafeber,2,"$67,500"
262,T260,T260,Martin Wiegele,1,"$67,500"
263,264,264,Hideto Tanihara,4,"$66,729"
264,265,265,Donnie Hammond,13,"$65,024"
265,266,266,Jyoti Randhawa,3,"$60,665"
266,267,267,Mike Grob,13,"$60,103"
267,268,268,Marco Dawson,6,"$59,550"
268,269,269,Brett Rumford,1,"$58,000"
269,270,270,James McLean,1,"$57,324"
270,271,271,Richard Green,2,"$54,625"
271,272,272,Takashi Kamiyama,1,"$54,305"
272,273,273,Brandt Snedeker,9,"$54,215"
273,274,274,Kevin Stadler,5,"$49,541"
274,275,275,Sandy Lyle,2,"$49,142"
275,276,276,Doug Barron,2,"$48,291"
276,277,277,David Roesch,2,"$48,024"
277,T278,T278,Kariem Baraka,1,"$47,500"
278,T278,T278,Marcel Siem,2,"$47,500"
279,280,280,Stan Utley,8,"$45,610"
280,281,281,Alastair Forsyth,2,"$45,404"
281,282,282,Trevor Dodds,20,"$45,015"
282,283,283,Mike Springer,10,"$44,616"
283,284,284,Darren Fichardt,3,"$44,383"
284,285,285,Raphael Jacquelin,3,"$44,006"
285,286,286,Ken Green,19,"$43,356"
286,287,287,Lian-Wei Zhang,4,"$42,572"
287,288,288,Graeme McDowell,3,"$42,000"
288,289,289,Jay Don Blake,15,"$41,555"
289,290,290,Brad Lardon,17,"$40,253"
290,291,291,Desvonde Botes,1,"$40,250"
291,292,292,Rob Rashell,1,"$40,000"
292,293,293,Ricardo Gonzalez,3,"$38,000"
293,294,294,Boyd Summerhays,8,"$37,127"
294,T295,T295,Kim Felton,2,"$35,111"
295,T295,T295,Tetsuji Hiratsuka,4,"$35,111"
296,297,297,Toshi Izawa,3,"$35,000"
297,298,298,Tim Wilkinson,2,"$34,820"
298,299,299,Kelly Gibson,10,"$34,511"
299,300,300,Chip Sullivan,1,"$34,250"
300,301,301,Mike Small,2,"$33,360"
301,302,302,Paul Lawrie,5,"$32,663"
302,303,303,Brad Bryant,4,"$32,210"
303,T304,T304,Kim Dae-sub,1,"$31,250"
304,T304,T304,Bradley Dredge,1,"$31,250"
305,T304,T304,Shin Yong-jin,1,"$31,250"
306,307,307,Geoffrey Sisk,2,"$30,672"
307,308,308,Wayne Levi,1,"$28,163"
308,T309,T309,Kenneth Ferrie,1,"$27,714"
309,T309,T309,Andy Oldcorn,1,"$27,714"
310,T311,T311,Paul Claxton,1,"$26,500"
311,T311,T311,John Elliott,2,"$26,500"
312,T311,T311,Pierre Fulke,1,"$26,500"
313,T311,T311,Sean O'Hair,1,"$26,500"
314,T311,T311,Greg Owen,1,"$26,500"
315,316,316,John Maginnes,12,"$26,420"
316,317,317,Kevin Durkin,3,"$26,197"
317,318,318,Mark Wiebe,6,"$25,435"
318,T319,T319,Jason Allred,1,"$25,000"
319,T319,T319,Matt Davidson,1,"$25,000"
320,T319,T319,Tom Gillis,1,"$25,000"
321,T319,T319,Anders Hansen,2,"$25,000"
322,T319,T319,Jeff Hart,1,"$25,000"
323,T319,T319,David Hearn,2,"$25,000"
324,T319,T319,Bob Heintz,2,"$25,000"
325,T319,T319,Søren Kjeldsen,2,"$25,000"
326,T319,T319,Will MacKenzie,1,"$25,000"
327,T319,T319,Joey Snyder III,1,"$25,000"
328,T319,T319,Mario Tiziani,2,"$25,000"
329,T319,T319,D.J. Trahan,2,"$25,000"
330,T319,T319,Charlie Wi,1,"$25,000"
331,332,332,I J Jang,1,"$24,500"
332,333,333,David Smail,1,"$24,250"
333,334,334,Brian Watts,10,"$23,770"
334,T335,T335,Andrea Maestroni,1,"$23,500"
335,T335,T335,Alessandro Tadini,1,"$23,500"
336,337,337,Pete Jordan,2,"$23,280"
337,338,338,Gabriel Hjertstedt,5,"$22,870"
338,339,339,Kelly Mitchum,2,"$22,432"
339,T340,T340,Paul Bradshaw,1,"$22,404"
340,T340,T340,Sean Whiffin,2,"$22,404"
341,T342,T342,Stuart Anderson,1,"$22,000"
342,T342,T342,Darren Griff,1,"$22,000"
343,344,344,Kevin Muncrief,21,"$21,660"
344,T345,T345,José Garrido,1,"$21,500"
345,T345,T345,Manuel Merizalde,1,"$21,500"
346,T347,T347,Jason Hartwick,2,"$21,306"
347,T347,T347,Tim Thelen,5,"$21,306"
348,349,349,David Gossett,25,"$21,250"
349,T350,T350,Kyi Hla Han,1,"$21,000"
350,T350,T350,Soe Kyaw Naing,1,"$21,000"
351,T350,T350,No-Seok Park,1,"$21,000"
352,T353,T353,T.C. Wang,1,"$20,500"
353,T353,T353,Lu Wei-chih,1,"$20,500"
354,T355,T355,Pablo Del Olmo,1,"$20,000"
355,T355,T355,Alex Quiroz,1,"$20,000"
356,357,357,Ignacio Garrido,1,"$19,756"
357,358,358,Paul Goydos,2,"$19,366"
358,359,359,James Kingston,1,"$19,101"
359,360,360,Steve Friesen,1,"$18,550"
360,T361,T361,Paul Broadhurst,1,"$18,539"
361,T361,T361,Gary Emerson,1,"$18,539"
362,363,363,Franklin Langham,1,"$18,450"
363,364,364,Mark Foster,1,"$18,071"
364,365,365,Mårten Olander,1,"$17,696"
365,T366,T366,Martin Erlandsson,1,"$17,322"
366,T366,T366,Paul Wesselingh,1,"$17,322"
367,368,368,Tom Kite,1,"$17,304"
368,369,369,Jim Rutledge,2,"$16,898"
369,370,370,Christian Cévaër,1,"$16,760"
370,371,371,Casey Martin,2,"$15,858"
371,372,372,Patrick Moore,14,"$15,448"
372,373,373,Jim Benepe,2,"$13,900"
373,374,374,Hiroyuki Fujita,3,"$12,388"
374,375,375,Roy Biancalana,2,"$11,900"
375,376,376,Jeff Coston,1,"$11,800"
376,377,377,Edward Loar,1,"$11,400"
377,378,378,Charley Hoffman,2,"$11,296"
378,379,379,Jack Nicklaus,2,"$11,130"
379,T380,T380,Erik Compton,2,"$11,050"
380,T380,T380,Sven Struver,2,"$11,050"
381,382,382,Kenichi Kuboya,1,"$10,944"
382,383,383,Bryce Molder,3,"$10,716"
383,384,384,Dan Pohl,3,"$10,706"
384,385,385,David Ishii,1,"$10,464"
385,386,386,Chris Nallen,4,"$10,366"
386,T387,T387,Chris Stroud,1,"$10,350"
387,T387,T387,Tom Watson,2,"$10,350"
388,389,389,Phil Blackmar,1,"$10,100"
389,390,390,Scott Gutschewski,1,"$9,858"
390,391,391,Fulton Allem,13,"$9,792"
391,392,392,Vance Veazey,2,"$9,776"
392,393,393,Brad Adamonis,1,"$9,713"
393,394,394,Bobby Kalinowski,1,"$9,648"
394,395,395,Matt Weibring,2,"$9,324"
395,396,396,Dirk Ayers,1,"$8,550"
396,397,397,Ian Leggatt,5,"$8,280"
397,398,398,Chez Reavie,2,"$7,840"
398,399,399,Adam Meyer,1,"$7,490"
399,400,400,Brock Mackenzie,3,"$7,388"
400,401,401,Matt Hendrix,3,"$6,750"
401,402,402,Brandel Chamblee,1,"$6,580"
402,403,403,Phil Tataurangi,8,"$6,540"
403,404,404,Nick Gilliam,1,"$6,510"
404,405,405,Don Yrene,2,"$6,480"
405,T406,T406,Tim Conley,1,"$6,420"
406,T406,T406,John Morse,3,"$6,420"
407,T406,T406,David Ogrin,2,"$6,420"
408,409,409,Brian Henninger,10,"$6,240"
409,410,410,Nick Flanagan,10,"$6,180"
410,411,411,Mike Standly,9,"$6,000"
411,412,412,Mike Sullivan,1,"$5,520"
412,T413,T413,Jeremy Anderson,1,"$5,000"
413,T413,T413,Shane Bertsch,1,"$5,000"
414,T413,T413,Jaxon Brigman,1,"$5,000"
415,T413,T413,Nick Cassini,2,"$5,000"
416,T413,T413,Chad Collins,1,"$5,000"
417,T413,T413,Keoke Cotner,1,"$5,000"
418,T413,T413,Brendon de Jonge,1,"$5,000"
419,T413,T413,Jeff Freeman,1,"$5,000"
420,T413,T413,Kyle Gallo,1,"$5,000"
421,T413,T413,Scott Gardiner,1,"$5,000"
422,T413,T413,Doug LaBelle II,1,"$5,000"
423,T413,T413,Steve Larick,1,"$5,000"
424,T413,T413,Troy Matteson,1,"$5,000"
425,T413,T413,David McKenzie,1,"$5,000"
426,T413,T413,Alan McLean,1,"$5,000"
427,T413,T413,Timothy O'Neal,1,"$5,000"
428,T413,T413,Sean Pacetti,2,"$5,000"
429,T413,T413,Scott Petersen,1,"$5,000"
430,T413,T413,Steve Pleis,1,"$5,000"
431,T413,T413,Tom Scherrer,2,"$5,000"
432,T413,T413,Jason Schultz,1,"$5,000"
433,T413,T413,Jerry Smith,2,"$5,000"
434,T413,T413,Brian Smock,1,"$5,000"
435,T413,T413,Mike Sposa,2,"$5,000"
436,T413,T413,Kyle Thompson,1,"$5,000"
437,T413,T413,Scott Weatherly,2,"$5,000"
438,T413,T413,Boo Weekley,1,"$5,000"
439,T413,T413,Tyler Williamson,1,"$5,000"
