,Money_per_Event_Leaders_RANK THIS WEEK,Money_per_Event_Leaders_RANK LAST WEEK,Money_per_Event_Leaders_PLAYER NAME,Money_per_Event_Leaders_EVENTS,Money_per_Event_Leaders_MONEY PER EVENT,Money_per_Event_Leaders_TOTAL MONEY
101,102,102,Tag Ridings,18,"$34,625","$623,262"
102,103,103,Heath Slocum,31,"$34,414","$1,066,836"
103,104,104,Kevin Sutherland,27,"$34,398","$928,759"
104,105,105,Chip Sullivan,1,"$34,250","$34,250"
105,106,106,Lee Janzen,25,"$33,499","$837,481"
106,107,107,Robert Damron,28,"$33,335","$933,388"
107,108,108,Matt Gogel,25,"$32,684","$817,117"
108,109,109,Dennis Paulson,21,"$32,239","$677,034"
109,110,110,Mark O'Meara,17,"$31,992","$543,865"
110,111,111,Paul Stankowski,14,"$31,633","$442,872"
111,112,112,Michael Allen,28,"$31,531","$882,872"
112,113,113,Bill Haas,10,"$31,525","$315,259"
113,114,114,John Morgan,16,"$30,439","$487,032"
114,115,115,Tommy Armour III,28,"$30,165","$844,634"
115,116,116,Mark Calcavecchia,24,"$29,911","$717,875"
116,117,117,Tim Wilkinson,1,"$29,820","$29,820"
117,118,118,Ángel Cabrera,8,"$29,729","$237,838"
118,119,119,Hidemichi Tanaka,27,"$29,452","$795,205"
119,120,120,Peter Lonard,23,"$29,356","$675,189"
120,121,121,Scott McCarron,27,"$29,285","$790,719"
121,122,122,José María Olazábal,17,"$29,120","$495,050"
122,123,123,J.J. Henry,30,"$28,294","$848,823"
123,124,124,Wayne Levi,1,"$28,162","$28,162"
124,125,125,Kevin Na,32,"$28,161","$901,158"
125,T126,T126,Kenneth Ferrie,1,"$27,714","$27,714"
126,T126,T126,Andy Oldcorn,1,"$27,714","$27,714"
127,128,128,Brandt Jobe,9,"$27,545","$247,911"
128,129,129,Hank Kuehne,30,"$27,229","$816,888"
129,130,130,Hunter Mahan,30,"$27,102","$813,088"
130,131,131,Brett Quigley,31,"$26,979","$836,379"
131,132,132,Paul Azinger,23,"$26,149","$601,438"
132,133,133,Cameron Beckman,30,"$25,972","$779,188"
133,134,134,Todd Fischer,33,"$25,696","$847,996"
134,135,135,Jean-Francois Remesy,3,"$25,619","$76,857"
135,136,136,John Rollins,29,"$25,446","$737,956"
136,137,137,Notah Begay III,23,"$25,371","$583,536"
137,138,138,J.L. Lewis,32,"$25,229","$807,345"
138,139,139,Ben Curtis,20,"$25,040","$500,817"
139,140,140,John Senden,28,"$24,935","$698,202"
140,141,141,John Riegger,17,"$24,897","$423,262"
141,142,142,Sandy Lyle,2,"$24,570","$49,141"
142,143,143,David Roesch,2,"$24,012","$48,024"
143,144,144,Craig Barlow,25,"$23,832","$595,820"
144,145,145,Camilo Villegas,10,"$23,798","$237,984"
145,146,146,Aaron Baddeley,27,"$23,439","$632,876"
146,147,147,Robert Gamez,31,"$23,398","$725,367"
147,148,148,Doug Barron,1,"$23,291","$23,291"
148,149,149,Peter Jacobsen,10,"$23,285","$232,850"
149,150,150,Daniel Chopra,33,"$23,128","$763,253"
150,151,151,Craig Stadler,6,"$22,912","$137,475"
151,152,152,Pat Perez,32,"$22,616","$723,724"
152,T153,T153,Paul Bradshaw,1,"$22,404","$22,404"
153,T153,T153,Alastair Forsyth,1,"$22,404","$22,404"
154,T153,T153,Sean Whiffin,1,"$22,404","$22,404"
155,156,156,Joel Kribel,13,"$21,297","$276,861"
156,157,157,Neal Lancaster,33,"$21,249","$701,239"
157,158,158,Kent Jones,32,"$21,090","$674,908"
158,159,159,Joakim Haeggman,5,"$21,063","$105,316"
159,160,160,Chris Smith,33,"$20,993","$692,784"
160,161,161,Billy Andrade,31,"$20,359","$631,142"
161,162,162,Bill Glasson,17,"$20,354","$346,029"
162,163,163,Jyoti Randhawa,3,"$20,221","$60,665"
163,164,164,Brian Gay,32,"$20,162","$645,194"
164,165,165,Jay Williamson,33,"$20,001","$660,038"
165,166,166,Olin Browne,30,"$19,901","$597,033"
166,167,167,Ignacio Garrido,1,"$19,755","$19,755"
167,168,168,Steve Allan,33,"$19,650","$648,479"
168,169,169,Ian Poulter,9,"$19,590","$176,318"
169,170,170,Jason Bohn,29,"$19,583","$567,930"
170,171,171,Bob Burns,30,"$19,380","$581,420"
171,172,172,James Kingston,1,"$19,100","$19,100"
172,173,173,Danny Ellis,26,"$18,862","$490,413"
173,174,174,Lucas Glover,30,"$18,581","$557,453"
174,175,175,Steve Friesen,1,"$18,550","$18,550"
175,T176,T176,Paul Broadhurst,1,"$18,538","$18,538"
176,T176,T176,Gary Emerson,1,"$18,538","$18,538"
177,178,178,Franklin Langham,1,"$18,450","$18,450"
178,179,179,David Peoples,26,"$18,440","$479,464"
179,180,180,Scott Hend,29,"$18,319","$531,262"
180,181,181,Greg Chalmers,22,"$18,289","$402,379"
181,182,182,Matt Kuchar,28,"$18,187","$509,256"
182,183,183,Mark Foster,1,"$18,070","$18,070"
183,184,184,Mårten Olander,1,"$17,696","$17,696"
184,185,185,Mathias Grönberg,32,"$17,656","$565,013"
185,T186,T186,Martin Erlandsson,1,"$17,321","$17,321"
186,T186,T186,Paul Wesselingh,1,"$17,321","$17,321"
187,188,188,Tom Kite,1,"$17,304","$17,304"
188,189,189,Nick O'Hern,2,"$17,125","$34,250"
189,190,190,Dean Wilson,33,"$17,010","$561,339"
190,191,191,Christian Cévaër,1,"$16,759","$16,759"
191,192,192,Mike Small,2,"$16,680","$33,360"
192,193,193,Craig Bowden,30,"$16,485","$494,568"
193,194,194,Steve Stricker,27,"$16,329","$440,905"
194,195,195,Arjun Atwal,30,"$16,201","$486,052"
195,196,196,Colin Montgomerie,6,"$16,079","$96,478"
196,197,197,Mark Wilson,19,"$15,806","$300,317"
197,198,198,Deane Pappas,22,"$15,756","$346,632"
198,199,199,Glen Day,33,"$15,755","$519,935"
199,200,200,Brian Davis,7,"$15,750","$110,250"
200,201,201,Billy Mayfair,32,"$15,726","$503,251"
201,202,202,Craig Perks,27,"$15,694","$423,747"
202,203,203,David Frost,26,"$15,484","$402,589"
203,204,204,Brenden Pappas,34,"$15,438","$524,905"
204,205,205,Geoffrey Sisk,2,"$15,336","$30,672"
205,206,206,Keiichiro Fukabori,5,"$14,612","$73,063"
206,207,207,Richard Johnson,32,"$14,411","$461,182"
207,208,208,Michael Campbell,6,"$14,334","$86,006"
208,209,209,Danny Briggs,28,"$14,200","$397,606"
209,210,210,Hideto Tanihara,3,"$13,909","$41,729"
210,211,211,Rocco Mediate,19,"$13,562","$257,691"
211,212,212,David Sutherland,16,"$13,526","$216,419"
212,213,213,Aaron Barber,17,"$13,524","$229,914"
213,214,214,David Duval,9,"$13,449","$121,044"
214,215,215,D.J. Brigman,27,"$13,220","$356,943"
215,216,216,Jeff Brehaut,34,"$13,203","$448,913"
216,217,217,Phillip Price,12,"$12,562","$150,749"
217,218,218,Omar Uresti,28,"$12,349","$345,797"
218,219,219,Per-Ulrik Johansson,12,"$12,227","$146,733"
219,220,220,Ricky Barnes,7,"$12,217","$85,519"
220,221,221,Steve Elkington,20,"$12,161","$243,238"
221,222,222,Niclas Fasth,22,"$12,064","$265,423"
222,223,223,Jim Rutledge,1,"$11,898","$11,898"
223,224,224,Michael Bradley,9,"$11,815","$106,336"
224,225,225,Jeff Coston,1,"$11,800","$11,800"
225,226,226,Pete Jordan,2,"$11,640","$23,280"
226,227,227,Tjaart van der Walt,12,"$11,565","$138,785"
227,228,228,Glen Hnatiuk,9,"$11,500","$103,500"
228,229,229,Edward Loar,1,"$11,400","$11,400"
229,230,230,Jason Dufner,28,"$11,348","$317,769"
230,231,231,Spike McRoy,33,"$11,338","$374,186"
231,232,232,Tom Carter,35,"$11,308","$395,780"
232,233,233,Charley Hoffman,1,"$11,296","$11,296"
233,234,234,Dan Forsman,28,"$11,269","$315,539"
234,235,235,Kelly Mitchum,2,"$11,216","$22,432"
235,T236,T236,John Cook,19,"$11,076","$210,447"
236,T236,T236,Robin Freeman,13,"$11,076","$144,000"
237,238,238,Kenichi Kuboya,1,"$10,944","$10,944"
238,239,239,Roland Thatcher,23,"$10,782","$247,986"
239,240,240,Jason Hartwick,2,"$10,653","$21,306"
240,241,241,Scott Simpson,18,"$10,610","$190,986"
241,242,242,Kevin Durkin,2,"$10,598","$21,197"
242,243,243,David Ishii,1,"$10,464","$10,464"
243,244,244,Larry Mize,13,"$10,463","$136,020"
244,245,245,Chris Stroud,1,"$10,350","$10,350"
245,246,246,Phil Blackmar,1,"$10,100","$10,100"
246,247,247,Ken Duke,30,"$10,043","$301,308"
247,248,248,Dicky Pride,23,"$10,014","$230,329"
248,249,249,Marco Dawson,6,"$9,925","$59,550"
249,250,250,Kevin Stadler,5,"$9,908","$49,541"
250,251,251,Raphael Jacquelin,2,"$9,877","$19,755"
251,252,252,Scott Gutschewski,1,"$9,858","$9,858"
252,253,253,David Branshaw,30,"$9,787","$293,617"
253,254,254,Vance Veazey,1,"$9,776","$9,776"
254,255,255,Mike Heinen,17,"$9,775","$166,185"
255,256,256,Garrett Willis,17,"$9,718","$165,209"
256,257,257,Brad Adamonis,1,"$9,712","$9,712"
257,258,258,Paul Goydos,2,"$9,683","$19,366"
258,259,259,J.P. Hayes,27,"$9,659","$260,815"
259,260,260,Bobby Kalinowski,1,"$9,648","$9,648"
260,261,261,Gene Sauers,30,"$9,571","$287,150"
261,262,262,Casey Wittenberg,9,"$9,518","$85,670"
262,263,263,David Edwards,13,"$9,513","$123,681"
263,264,264,Miguel Angel Jiménez,7,"$9,480","$66,366"
264,265,265,Pat Bates,32,"$9,355","$299,383"
265,266,266,Matt Weibring,1,"$9,324","$9,324"
266,267,267,"Jim Gallagher, Jr.",9,"$9,153","$82,385"
267,268,268,Trevor Immelman,12,"$9,129","$109,559"
268,269,269,Tetsuji Hiratsuka,4,"$8,777","$35,111"
269,270,270,Willie Wood,9,"$8,770","$78,936"
270,271,271,Rich Barcelo,26,"$8,599","$223,596"
271,272,272,Dirk Ayers,1,"$8,550","$8,550"
272,273,273,Len Mattiace,25,"$8,548","$213,706"
273,274,274,Mark Brooks,31,"$8,518","$264,075"
274,275,275,Roger Tambellini,28,"$8,363","$234,164"
275,276,276,Steve Pate,24,"$8,315","$199,568"
276,277,277,Grant Waite,29,"$8,252","$239,318"
277,278,278,Rich Beem,28,"$8,232","$230,499"
278,279,279,Brad Bryant,4,"$8,052","$32,210"
279,280,280,Casey Martin,2,"$7,929","$15,858"
280,281,281,Kris Cox,26,"$7,891","$205,171"
281,282,282,Cliff Kresge,33,"$7,820","$258,061"
282,283,283,Joel Edwards,11,"$7,597","$83,572"
283,284,284,Adam Meyer,1,"$7,490","$7,490"
284,285,285,Russ Cochran,25,"$7,404","$185,107"
285,286,286,Jay Delsing,26,"$7,314","$190,184"
286,287,287,Eduardo Romero,6,"$7,291","$43,750"
287,288,288,Michael Clark II,14,"$7,259","$101,639"
288,289,289,Jim Benepe,2,"$6,950","$13,900"
289,290,290,Nick Faldo,6,"$6,743","$40,460"
290,291,291,Brian Kortan,24,"$6,664","$159,938"
291,292,292,Brandel Chamblee,1,"$6,580","$6,580"
292,293,293,Jim McGovern,11,"$6,579","$72,377"
293,294,294,Paul Lawrie,5,"$6,532","$32,663"
294,295,295,Nick Gilliam,1,"$6,510","$6,510"
295,296,296,Hal Sutton,16,"$6,481","$103,698"
296,297,297,Tim Conley,1,"$6,420","$6,420"
297,298,298,"Wes Short, Jr.",12,"$6,294","$75,535"
298,299,299,Jim Carter,18,"$6,172","$111,105"
299,300,300,David Howell,3,"$6,166","$18,500"
300,301,301,David Morland IV,27,"$6,090","$164,435"
301,302,302,Tommy Tolles,25,"$6,074","$151,851"
302,303,303,Blaine McCallister,27,"$6,025","$162,700"
303,304,304,Brandt Snedeker,9,"$6,023","$54,215"
304,305,305,Hirofumi Miyase,27,"$6,004","$162,119"
305,306,306,Roy Biancalana,2,"$5,950","$11,900"
306,307,307,Stan Utley,8,"$5,701","$45,610"
307,308,308,Jack Nicklaus,2,"$5,565","$11,130"
308,T309,T309,Erik Compton,2,"$5,525","$11,050"
309,T309,T309,Sven Struver,2,"$5,525","$11,050"
310,311,311,Mike Sullivan,1,"$5,520","$5,520"
311,312,312,Guy Boros,24,"$5,449","$130,782"
312,313,313,Carl Paulson,13,"$5,391","$70,087"
313,314,314,Tom Watson,2,"$5,175","$10,350"
314,315,315,Donnie Hammond,13,"$5,001","$65,023"
315,316,316,Boyd Summerhays,8,"$4,640","$37,126"
316,317,317,Mike Grob,13,"$4,623","$60,103"
317,318,318,Gabriel Hjertstedt,5,"$4,574","$22,870"
318,319,319,Mike Springer,10,"$4,461","$44,616"
319,320,320,Dan Olsen,31,"$4,378","$135,730"
320,321,321,Tim Thelen,5,"$4,261","$21,306"
321,322,322,Mark Wiebe,6,"$4,239","$25,435"
322,323,323,Shingo Katayama,3,"$4,216","$12,650"
323,324,324,Chris Couch,24,"$4,178","$100,282"
324,325,325,Tripp Isenhour,22,"$4,122","$90,698"
325,326,326,Chez Reavie,2,"$3,920","$7,840"
326,327,327,Andrew McLardy,3,"$3,842","$11,526"
327,328,328,Hiroyuki Fujita,2,"$3,693","$7,387"
328,329,329,Bryce Molder,3,"$3,572","$10,716"
329,330,330,Dan Pohl,3,"$3,568","$10,706"
330,331,331,Chris Nallen,3,"$3,455","$10,365"
331,332,332,Kelly Gibson,10,"$3,451","$34,510"
332,333,333,Darren Fichardt,3,"$3,377","$10,132"
333,334,334,S.K. Ho,4,"$3,300","$13,200"
334,335,335,Don Yrene,2,"$3,240","$6,480"
335,336,336,David Ogrin,2,"$3,210","$6,420"
336,337,337,Esteban Toledo,36,"$3,199","$115,184"
337,338,338,Scott Drummond,4,"$3,087","$12,350"
338,339,339,Lian-Wei Zhang,4,"$3,018","$12,072"
339,340,340,Jay Don Blake,14,"$2,968","$41,555"
340,341,341,Brian Watts,9,"$2,641","$23,770"
341,342,342,Brock Mackenzie,3,"$2,462","$7,387"
342,343,343,Ken Green,18,"$2,408","$43,356"
343,344,344,Brad Lardon,17,"$2,367","$40,253"
344,T345,T345,Trevor Dodds,20,"$2,250","$45,015"
345,T345,T345,Matt Hendrix,3,"$2,250","$6,750"
346,347,347,John Maginnes,12,"$2,201","$26,420"
347,348,348,John Morse,3,"$2,140","$6,420"
348,349,349,Greg Norman,7,"$2,022","$14,160"
349,350,350,Ian Leggatt,5,"$1,656","$8,280"
350,351,351,Patrick Moore,14,"$1,103","$15,448"
351,352,352,Kevin Muncrief,21,"$1,031","$21,660"
352,353,353,David Gossett,25,$850,"$21,250"
353,354,354,Phil Tataurangi,8,$817,"$6,540"
354,355,355,Fulton Allem,13,$753,"$9,792"
355,356,356,Brian Henninger,9,$693,"$6,240"
356,357,357,Mike Standly,9,$666,"$6,000"
357,358,358,Nick Flanagan,10,$618,"$6,180"
