,Top_10_Finishes_RANK THIS WEEK,Top_10_Finishes_RANK LAST WEEK,Top_10_Finishes_PLAYER NAME,Top_10_Finishes_EVENTS,Top_10_Finishes_TOP 10,Top_10_Finishes_1ST,Top_10_Finishes_2ND,Top_10_Finishes_3RD
0,1,1,Vijay Singh,29,18,9.0,2.0,1.0
1,2,2,Tiger Woods,19,14,1.0,3.0,3.0
2,3,3,Phil Mickelson,22,13,2.0,2.0,3.0
3,4,4,Stephen Ames,27,11,1.0,,1.0
4,T5,T5,Stewart Cink,28,10,2.0,1.0,
5,T5,T5,Ernie Els,16,10,3.0,2.0,1.0
6,T7,T7,Chris DiMarco,27,9,,2.0,1.0
7,T7,T7,Retief Goosen,16,9,2.0,,1.0
8,T9,T9,Jay Haas,23,8,,,1.0
9,T9,T9,Mark Hensby,29,8,1.0,1.0,2.0
10,T9,T9,Jerry Kelly,29,8,,,1.0
11,T9,T9,Davis Love III,24,8,,2.0,1.0
12,T13,T13,K.J. Choi,24,7,,,1.0
13,T13,T13,Kenny Perry,23,7,,,1.0
14,T13,T13,Carl Pettersson,28,7,,,1.0
15,T13,T13,Rory Sabbatini,26,7,,2.0,2.0
16,T13,T13,Adam Scott,16,7,2.0,1.0,1.0
17,T13,T13,David Toms,24,7,1.0,,
18,T13,T13,Mike Weir,22,7,1.0,1.0,
19,T20,T20,Tim Clark,26,6,,,
20,T20,T20,Fred Funk,29,6,1.0,1.0,1.0
21,T20,T20,Shigeki Maruyama,26,6,,1.0,
22,T20,T20,Kirk Triplett,24,6,,,
23,T20,T20,Scott Verplank,24,6,,1.0,1.0
24,T25,T25,Robert Allenby,26,5,,,
25,T25,T25,Stuart Appleby,25,5,1.0,1.0,1.0
26,T25,T25,Ben Crane,27,5,,,
27,T25,T25,John Daly,22,5,1.0,1.0,
28,T25,T25,Sergio Garcia,18,5,2.0,,
29,T25,T25,Padraig Harrington,12,5,,2.0,
30,T25,T25,Charles Howell III,30,5,,1.0,
31,T25,T25,Freddie Jacobson,24,5,,,
32,T25,T25,Zach Johnson,30,5,1.0,,2.0
33,T25,T25,Jeff Maggert,20,5,,1.0,1.0
34,T25,T25,Jesper Parnevik,24,5,,1.0,
35,T25,T25,Tom Pernice Jr.,31,5,,,2.0
