,Percentage_of_Available_Purse_Won_RANK THIS WEEK,Percentage_of_Available_Purse_Won_RANK LAST WEEK,Percentage_of_Available_Purse_Won_PLAYER NAME,Percentage_of_Available_Purse_Won_EVENTS,Percentage_of_Available_Purse_Won_%,Percentage_of_Available_Purse_Won_OFFICIAL MONEY WON,Percentage_of_Available_Purse_Won_TOTAL PURSE AVAILABLE
50,51,51,Duffy Waldorf,26,1.13,"$1,487,910","$131,600,000"
51,52,52,James McLean,1,1.12,"$57,324","$5,100,000"
52,53,53,Justin Leonard,25,1.11,"$1,531,020","$138,204,642"
53,54,54,Justin Rose,22,1.09,"$1,236,762","$113,150,000"
54,55,55,Woody Austin,29,1.07,"$1,495,978","$140,450,000"
55,T56,T56,Robert Allenby,26,1.06,"$1,513,534","$142,754,642"
56,T56,T56,Charles Howell III,30,1.06,"$1,703,483","$161,204,642"
57,T56,T56,Ryan Palmer,33,1.06,"$1,592,343","$150,650,000"
58,59,59,Bo Van Pelt,30,1.05,"$1,553,821","$148,254,642"
59,60,60,Alex Cejka,24,1.03,"$1,313,481","$128,000,000"
60,T61,T61,Paul Casey,11,1.02,"$704,272","$69,354,642"
61,T61,T61,Ted Purdy,35,1.02,"$1,636,875","$160,950,000"
62,T63,T63,Gary Evans,1,1.0,"$71,346","$7,154,642"
63,T63,T63,Chris Riley,23,1.0,"$1,292,729","$129,204,642"
64,T63,T63,Joey Sindelar,31,1.0,"$1,536,879","$153,600,000"
65,T66,T66,Barry Lane,3,0.98,"$206,801","$21,154,642"
66,T66,T66,Carl Pettersson,28,0.98,"$1,367,959","$140,054,642"
67,T66,T66,Vaughn Taylor,27,0.98,"$1,176,432","$120,450,000"
68,T69,T69,Freddie Jacobson,24,0.97,"$1,259,046","$130,304,642"
69,T69,T69,Geoff Ogilvy,26,0.97,"$1,236,909","$128,000,000"
70,T71,T71,Bart Bryant,23,0.96,"$962,166","$100,650,000"
71,T71,T71,Tom Pernice Jr.,31,0.96,"$1,475,272","$153,900,000"
72,T73,T73,Paul McGinley,5,0.95,"$310,475","$32,704,642"
73,T73,T73,Joe Ogilvie,32,0.95,"$1,443,361","$152,100,000"
74,T75,T75,Wayne Levi,1,0.94,"$28,162","$3,000,000"
75,T75,T75,Nick Price,15,0.94,"$796,084","$84,854,642"
76,77,77,Frank Lickliter II,27,0.93,"$1,259,232","$135,154,642"
77,78,78,Loren Roberts,22,0.92,"$998,677","$108,000,000"
78,79,79,Jim Furyk,14,0.91,"$691,675","$75,854,642"
79,80,80,Andre Stolz,20,0.89,"$808,373","$91,250,000"
80,T81,T81,Bob Estes,23,0.88,"$1,046,064","$118,654,642"
81,T81,T81,Brent Geiberger,31,0.88,"$1,259,777","$143,500,000"
82,83,83,Stephen Leaney,24,0.87,"$1,166,559","$134,154,642"
83,84,84,Steve Lowery,28,0.86,"$1,191,244","$138,654,642"
84,85,85,Jonathan Byrd,27,0.85,"$1,133,162","$133,700,000"
85,86,86,John Huston,20,0.84,"$874,278","$104,304,642"
86,T87,T87,Tim Clark,26,0.83,"$1,108,189","$133,954,642"
87,T87,T87,José Coceres,20,0.83,"$779,195","$93,550,000"
88,T87,T87,Brett Rumford,1,0.83,"$58,000","$7,000,000"
89,90,90,Skip Kendall,29,0.82,"$1,206,434","$146,554,642"
90,T91,T91,Brian Bateman,24,0.81,"$919,252","$112,850,000"
91,T91,T91,Corey Pavin,23,0.81,"$881,935","$109,250,000"
92,93,93,Tag Ridings,18,0.8,"$623,261","$78,300,000"
93,T94,T94,Ben Crane,27,0.79,"$1,036,957","$131,900,000"
94,T94,T94,Patrick Sheehan,33,0.79,"$1,234,343","$156,400,000"
95,T96,T96,Briny Baird,30,0.76,"$1,156,514","$152,700,000"
96,T96,T96,Joe Durant,26,0.76,"$952,546","$125,650,000"
97,T96,T96,Takashi Kamiyama,1,0.76,"$54,305","$7,154,642"
98,T99,T99,Dudley Hart,23,0.75,"$854,638","$113,500,000"
99,T99,T99,John Morgan,16,0.75,"$487,032","$65,100,000"
100,101,101,Tim Petrovic,32,0.74,"$1,193,352","$160,800,000"
101,T102,T102,Ian Poulter,9,0.73,"$401,317","$54,654,642"
102,T102,T102,Heath Slocum,31,0.73,"$1,066,835","$146,700,000"
103,104,104,Bill Haas,10,0.72,"$315,259","$44,050,000"
104,T105,T105,Jeff Sluman,28,0.71,"$1,007,634","$142,250,000"
105,T105,T105,Tim Wilkinson,1,0.71,"$29,820","$4,200,000"
106,T107,T107,Michael Allen,28,0.7,"$882,872","$125,450,000"
107,T107,T107,Tom Byrum,25,0.7,"$873,136","$124,250,000"
108,T107,T107,Dennis Paulson,21,0.7,"$677,033","$97,000,000"
109,T107,T107,Kevin Sutherland,27,0.7,"$928,759","$132,100,000"
110,111,111,Robert Damron,28,0.69,"$933,387","$135,150,000"
111,112,112,Bob Tway,26,0.68,"$966,550","$141,454,642"
112,T113,T113,Brad Faxon,28,0.67,"$1,016,896","$152,054,642"
113,T113,T113,Matt Gogel,25,0.67,"$817,117","$121,100,000"
114,T113,T113,Shaun Micheel,27,0.67,"$949,917","$141,204,642"
115,T113,T113,Nick O'Hern,2,0.67,"$88,875","$13,250,000"
116,117,117,Lee Janzen,25,0.66,"$837,480","$126,050,000"
117,T118,T118,Kevin Na,32,0.62,"$901,156","$145,150,000"
118,T118,T118,Paul Stankowski,14,0.62,"$442,871","$71,450,000"
119,T118,T118,Hidemichi Tanaka,27,0.62,"$795,205","$128,150,000"
120,T121,T121,Mark Calcavecchia,24,0.61,"$717,873","$118,004,642"
121,T121,T121,Scott McCarron,27,0.61,"$790,719","$130,100,000"
122,T123,T123,Tommy Armour III,28,0.6,"$844,632","$140,900,000"
123,T123,T123,José María Olazábal,17,0.6,"$495,049","$82,250,000"
124,T125,T125,J.J. Henry,30,0.59,"$848,823","$143,600,000"
125,T125,T125,Colin Montgomerie,6,0.59,"$245,978","$41,404,642"
126,T125,T125,Mark O'Meara,17,0.59,"$543,864","$91,954,642"
127,T128,T128,Desvonde Botes,1,0.58,"$40,250","$7,000,000"
128,T128,T128,Hunter Mahan,30,0.58,"$813,088","$140,704,642"
129,T130,T130,Hank Kuehne,30,0.57,"$816,888","$142,750,000"
130,T130,T130,Camilo Villegas,10,0.57,"$237,984","$41,550,000"
131,T132,T132,Paul Azinger,23,0.56,"$601,436","$107,400,000"
132,T132,T132,Brett Quigley,31,0.56,"$836,375","$148,700,000"
133,T134,T134,Cameron Beckman,30,0.55,"$779,188","$141,904,642"
134,T134,T134,Todd Fischer,33,0.55,"$847,996","$154,550,000"
135,T134,T134,Jean-Francois Remesy,3,0.55,"$112,607","$20,404,642"
136,T134,T134,Chip Sullivan,1,0.55,"$34,250","$6,250,000"
137,T138,T138,Notah Begay III,23,0.53,"$583,536","$109,150,000"
138,T138,T138,Peter Lonard,23,0.53,"$675,188","$128,354,642"
139,T140,T140,Miguel Angel Jiménez,7,0.52,"$238,366","$45,904,642"
140,T140,T140,John Senden,28,0.52,"$698,201","$133,600,000"
141,T142,T142,Craig Barlow,25,0.51,"$595,818","$115,750,000"
142,T142,T142,Daniel Chopra,33,0.51,"$763,251","$149,400,000"
143,T142,T142,Brandt Jobe,9,0.51,"$247,911","$48,700,000"
144,T142,T142,J.L. Lewis,32,0.51,"$807,343","$159,500,000"
145,T142,T142,John Rollins,29,0.51,"$737,956","$144,250,000"
146,T147,T147,Doug Barron,1,0.5,"$23,291","$4,700,000"
147,T147,T147,Peter Senior,2,0.5,"$69,750","$14,000,000"
148,T149,T149,Kim Felton,1,0.49,"$35,111","$7,154,642"
149,T149,T149,Robert Gamez,31,0.49,"$725,365","$149,100,000"
150,T149,T149,Joel Kribel,13,0.49,"$276,861","$56,700,000"
151,T149,T149,David Roesch,2,0.49,"$48,024","$9,750,000"
152,153,153,John Riegger,17,0.48,"$423,260","$87,650,000"
153,T154,T154,Aaron Baddeley,27,0.47,"$632,874","$135,954,642"
154,T154,T154,Bill Glasson,17,0.47,"$346,029","$72,900,000"
155,T154,T154,Pat Perez,32,0.47,"$723,723","$152,900,000"
156,T157,T157,Ben Curtis,20,0.46,"$500,816","$109,004,642"
157,T157,T157,Peter Jacobsen,10,0.46,"$232,850","$50,500,000"
158,T157,T157,Y.E. Yang,1,0.46,"$32,500","$7,000,000"
159,T160,T160,Kent Jones,32,0.45,"$674,905","$149,550,000"
160,T160,T160,Neal Lancaster,33,0.45,"$701,238","$157,050,000"
161,T160,T160,Chris Smith,33,0.45,"$692,783","$153,700,000"
162,T163,T163,Jason Bohn,29,0.44,"$567,926","$129,950,000"
163,T163,T163,Olin Browne,30,0.44,"$597,032","$135,250,000"
164,T163,T163,Brian Gay,32,0.44,"$645,191","$146,700,000"
165,T163,T163,Jay Williamson,33,0.44,"$660,038","$151,250,000"
166,167,167,Joakim Haeggman,5,0.43,"$145,566","$33,654,642"
167,T168,T168,Steve Allan,33,0.42,"$648,478","$154,300,000"
168,T168,T168,Billy Andrade,31,0.42,"$631,140","$149,250,000"
169,T168,T168,Greg Chalmers,22,0.42,"$402,379","$94,700,000"
170,T168,T168,Lucas Glover,30,0.42,"$557,453","$134,050,000"
171,T168,T168,Jyoti Randhawa,3,0.42,"$60,665","$14,354,642"
172,T168,T168,Craig Stadler,6,0.42,"$137,474","$32,400,000"
173,T174,T174,Bob Burns,30,0.41,"$581,420","$143,450,000"
174,T174,T174,Danny Ellis,26,0.41,"$490,411","$119,150,000"
175,T174,T174,Franklin Langham,1,0.41,"$18,450","$4,500,000"
176,T174,T174,Andrew McLardy,3,0.41,"$79,026","$19,100,000"
177,T178,T178,Scott Hend,29,0.4,"$531,262","$133,800,000"
178,T178,T178,S.K. Ho,4,0.4,"$109,200","$27,404,642"
179,T178,T178,Trevor Immelman,12,0.4,"$300,559","$74,704,642"
180,T178,T178,Matt Kuchar,28,0.4,"$509,254","$128,550,000"
181,T178,T178,David Peoples,26,0.4,"$479,463","$119,000,000"
182,T183,T183,Kenneth Ferrie,1,0.39,"$27,714","$7,154,642"
183,T183,T183,Richard Green,2,0.39,"$54,625","$14,154,642"
184,T183,T183,Shingo Katayama,3,0.39,"$78,650","$20,250,000"
185,T183,T183,Andy Oldcorn,1,0.39,"$27,714","$7,154,642"
186,T187,T187,Michael Campbell,6,0.38,"$152,506","$39,654,642"
187,T187,T187,Pierre Fulke,1,0.38,"$26,500","$7,000,000"
188,T187,T187,Mathias Grönberg,32,0.38,"$565,012","$150,154,642"
189,T187,T187,Mark Wilson,19,0.38,"$300,315","$79,300,000"
190,T191,T191,Sandy Lyle,2,0.37,"$49,141","$13,154,642"
191,T191,T191,Dean Wilson,33,0.37,"$561,338","$151,300,000"
192,193,193,Craig Bowden,30,0.36,"$494,567","$136,000,000"
193,T194,T194,Steve Friesen,1,0.35,"$18,550","$5,300,000"
194,T194,T194,Deane Pappas,22,0.35,"$346,631","$97,750,000"
195,T196,T196,Arjun Atwal,30,0.34,"$486,050","$142,254,642"
196,T196,T196,David Frost,26,0.34,"$402,589","$118,350,000"
197,T196,T196,Steve Stricker,27,0.34,"$440,904","$129,850,000"
198,T199,T199,Aaron Barber,17,0.33,"$229,914","$70,700,000"
199,T199,T199,Glen Day,33,0.33,"$519,934","$155,804,642"
200,T199,T199,Billy Mayfair,32,0.33,"$503,250","$152,600,000"
201,T199,T199,Brenden Pappas,34,0.33,"$524,902","$158,350,000"
202,T199,T199,David Sutherland,16,0.33,"$216,419","$65,900,000"
203,T199,T199,Hideto Tanihara,3,0.33,"$41,729","$12,800,000"
204,T205,T205,Danny Briggs,28,0.32,"$397,604","$124,850,000"
205,T205,T205,Brian Davis,7,0.32,"$145,250","$45,654,642"
206,T205,T205,Scott Drummond,4,0.32,"$87,100","$27,404,642"
207,T205,T205,Phillip Price,12,0.32,"$223,749","$69,254,642"
208,T209,T209,Paul Bradshaw,1,0.31,"$22,404","$7,154,642"
209,T209,T209,Alastair Forsyth,1,0.31,"$22,404","$7,154,642"
210,T209,T209,Thongchai Jaidee,5,0.31,"$95,500","$30,500,000"
211,T209,T209,Richard Johnson,32,0.31,"$461,180","$146,450,000"
212,T209,T209,Craig Perks,27,0.31,"$423,746","$137,254,642"
213,T209,T209,Sean Whiffin,1,0.31,"$22,404","$7,154,642"
214,215,215,Mike Small,2,0.3,"$33,360","$11,050,000"
215,T216,T216,Michael Bradley,9,0.29,"$106,336","$36,300,000"
216,T216,T216,D.J. Brigman,27,0.29,"$356,942","$123,850,000"
217,T216,T216,David Duval,9,0.29,"$121,044","$42,400,000"
218,T216,T216,Keiichiro Fukabori,5,0.29,"$73,062","$24,904,642"
219,T220,T220,Jeff Brehaut,34,0.28,"$448,912","$157,750,000"
220,T220,T220,Robin Freeman,13,0.28,"$144,000","$50,900,000"
221,T220,T220,Ignacio Garrido,1,0.28,"$19,755","$7,154,642"
222,T220,T220,Tom Kite,1,0.28,"$17,304","$6,250,000"
223,T220,T220,Rocco Mediate,19,0.28,"$257,691","$93,450,000"
224,T225,T225,Per-Ulrik Johansson,12,0.27,"$146,733","$54,400,000"
225,T225,T225,James Kingston,1,0.27,"$19,100","$7,154,642"
226,T225,T225,Geoffrey Sisk,2,0.27,"$30,672","$11,250,000"
227,T225,T225,Omar Uresti,28,0.27,"$345,796","$126,800,000"
228,T229,T229,Ricky Barnes,7,0.26,"$85,519","$33,400,000"
229,T229,T229,Paul Broadhurst,1,0.26,"$18,538","$7,154,642"
230,T229,T229,Jason Dufner,28,0.26,"$317,769","$123,450,000"
231,T229,T229,Steve Elkington,20,0.26,"$243,237","$93,750,000"
232,T229,T229,Gary Emerson,1,0.26,"$18,538","$7,154,642"
233,T229,T229,Jim Rutledge,1,0.26,"$11,898","$4,500,000"
234,T235,T235,Tom Carter,35,0.25,"$395,777","$158,800,000"
235,T235,T235,Mark Foster,1,0.25,"$18,070","$7,154,642"
236,T235,T235,"Jim Gallagher, Jr.",9,0.25,"$82,385","$33,600,000"
237,T235,T235,Mårten Olander,1,0.25,"$17,696","$7,154,642"
238,T235,T235,Scott Simpson,18,0.25,"$190,986","$75,600,000"
239,T235,T235,Roland Thatcher,23,0.25,"$247,986","$97,600,000"
240,T241,T241,Brad Bryant,4,0.24,"$32,210","$13,700,000"
241,T241,T241,John Cook,19,0.24,"$210,447","$86,250,000"
242,T241,T241,David Edwards,13,0.24,"$123,681","$51,850,000"
243,T241,T241,Martin Erlandsson,1,0.24,"$17,321","$7,154,642"
244,T241,T241,Niclas Fasth,22,0.24,"$265,422","$110,450,000"
245,T241,T241,Dan Forsman,28,0.24,"$315,539","$131,150,000"
246,T241,T241,Paul Goydos,2,0.24,"$19,366","$8,200,000"
247,T241,T241,Charley Hoffman,1,0.24,"$11,296","$4,800,000"
248,T241,T241,Larry Mize,13,0.24,"$136,020","$55,600,000"
249,T241,T241,Paul Wesselingh,1,0.24,"$17,321","$7,154,642"
250,T241,T241,Garrett Willis,17,0.24,"$165,209","$69,900,000"
251,T252,T252,Christian Cévaër,1,0.23,"$16,759","$7,154,642"
252,T252,T252,Ken Duke,30,0.23,"$301,307","$133,450,000"
253,T252,T252,Darren Fichardt,3,0.23,"$44,382","$19,404,642"
254,T252,T252,Jason Hartwick,2,0.23,"$21,306","$9,300,000"
255,T252,T252,Mike Heinen,17,0.23,"$166,185","$72,900,000"
256,T252,T252,Glen Hnatiuk,9,0.23,"$103,499","$44,800,000"
257,T252,T252,Kenichi Kuboya,1,0.23,"$10,944","$4,800,000"
258,T252,T252,Edward Loar,1,0.23,"$11,400","$5,000,000"
259,T252,T252,Spike McRoy,33,0.23,"$374,186","$159,554,642"
260,T252,T252,Dicky Pride,23,0.23,"$230,329","$99,300,000"
261,T252,T252,Chris Stroud,1,0.23,"$10,350","$4,600,000"
262,T252,T252,Willie Wood,9,0.23,"$78,936","$34,100,000"
263,T264,T264,David Branshaw,30,0.22,"$293,617","$134,150,000"
264,T264,T264,David Ishii,1,0.22,"$10,464","$4,800,000"
265,T264,T264,Kelly Mitchum,2,0.22,"$22,432","$10,400,000"
266,T264,T264,Tjaart van der Walt,12,0.22,"$138,784","$62,004,642"
267,T264,T264,Matt Weibring,1,0.22,"$9,324","$4,200,000"
268,T269,T269,Jim Benepe,2,0.21,"$13,900","$6,500,000"
269,T269,T269,Tim Conley,1,0.21,"$6,420","$3,000,000"
270,T269,T269,Kevin Durkin,2,0.21,"$21,197","$10,300,000"
271,T269,T269,Ricardo Gonzalez,3,0.21,"$38,000","$18,250,000"
272,T269,T269,J.P. Hayes,27,0.21,"$260,815","$126,600,000"
273,T269,T269,Pete Jordan,2,0.21,"$23,280","$11,050,000"
274,T269,T269,Graeme McDowell,3,0.21,"$42,000","$20,404,642"
275,T269,T269,Adam Meyer,1,0.21,"$7,490","$3,500,000"
276,T269,T269,Eduardo Romero,6,0.21,"$78,750","$37,454,642"
277,T269,T269,Vance Veazey,1,0.21,"$9,776","$4,700,000"
278,T279,T279,Pat Bates,32,0.2,"$299,381","$148,450,000"
279,T279,T279,Phil Blackmar,1,0.2,"$10,100","$5,000,000"
280,T279,T279,Marco Dawson,6,0.2,"$59,550","$29,800,000"
281,T279,T279,Bobby Kalinowski,1,0.2,"$9,648","$4,800,000"
282,T279,T279,Gene Sauers,30,0.2,"$287,150","$140,200,000"
283,T279,T279,Kevin Stadler,5,0.2,"$49,541","$24,350,000"
284,T279,T279,Casey Wittenberg,9,0.2,"$85,670","$42,550,000"
285,T286,T286,Dirk Ayers,1,0.19,"$8,550","$4,500,000"
286,T286,T286,Rich Barcelo,26,0.19,"$223,595","$119,050,000"
287,T286,T286,Brandel Chamblee,1,0.19,"$6,580","$3,500,000"
288,T286,T286,Jeff Coston,1,0.19,"$11,800","$6,250,000"
289,T286,T286,Joel Edwards,11,0.19,"$83,571","$43,850,000"
290,T286,T286,Nick Gilliam,1,0.19,"$6,510","$3,500,000"
291,T286,T286,Scott Gutschewski,1,0.19,"$9,858","$5,300,000"
292,T286,T286,Casey Martin,2,0.19,"$15,858","$8,300,000"
293,T286,T286,Steve Pate,24,0.19,"$199,568","$106,550,000"
294,T286,T286,Grant Waite,29,0.19,"$239,317","$128,750,000"
295,T286,T286,Lian-Wei Zhang,4,0.19,"$42,572","$22,950,000"
296,T297,T297,Brad Adamonis,1,0.18,"$9,712","$5,250,000"
297,T297,T297,Mark Brooks,31,0.18,"$264,075","$148,750,000"
298,T297,T297,Michael Clark II,14,0.18,"$101,639","$56,400,000"
299,T297,T297,Kris Cox,26,0.18,"$205,171","$116,900,000"
300,T297,T297,Toshi Izawa,3,0.18,"$35,000","$19,250,000"
301,T297,T297,Len Mattiace,25,0.18,"$213,706","$120,000,000"
302,T297,T297,Mike Sullivan,1,0.18,"$5,520","$3,000,000"
303,T297,T297,Roger Tambellini,28,0.18,"$234,164","$127,700,000"
304,T305,T305,Cliff Kresge,33,0.17,"$258,061","$155,100,000"
305,T305,T305,Jim McGovern,11,0.17,"$72,377","$43,600,000"
306,T307,T307,Rich Beem,28,0.16,"$230,498","$142,104,642"
307,T307,T307,Russ Cochran,25,0.16,"$185,107","$115,550,000"
308,T307,T307,Jay Delsing,26,0.16,"$190,184","$115,950,000"
309,T307,T307,Brian Kortan,24,0.16,"$159,938","$102,600,000"
310,T307,T307,"Wes Short, Jr.",12,0.16,"$75,535","$48,100,000"
311,T312,T312,Tetsuji Hiratsuka,4,0.15,"$35,111","$23,004,642"
312,T312,T312,Raphael Jacquelin,2,0.15,"$19,755","$13,404,642"
313,T312,T312,Stan Utley,8,0.15,"$45,610","$30,600,000"
314,T315,T315,Jim Carter,18,0.14,"$111,105","$76,650,000"
315,T315,T315,Blaine McCallister,27,0.14,"$162,699","$120,350,000"
316,T315,T315,Hirofumi Miyase,27,0.14,"$162,119","$117,900,000"
317,T315,T315,David Morland IV,27,0.14,"$164,435","$120,000,000"
318,T315,T315,Carl Paulson,13,0.14,"$70,087","$51,750,000"
319,T315,T315,Tommy Tolles,25,0.14,"$151,850","$108,850,000"
320,T321,T321,Guy Boros,24,0.13,"$130,782","$102,850,000"
321,T321,T321,Donnie Hammond,13,0.13,"$65,023","$51,700,000"
322,T323,T323,Erik Compton,2,0.12,"$11,050","$9,500,000"
323,T323,T323,Mike Grob,13,0.12,"$60,103","$50,800,000"
324,T323,T323,Brandt Snedeker,9,0.12,"$54,215","$44,900,000"
325,T323,T323,Hal Sutton,16,0.12,"$103,697","$83,450,000"
326,T323,T323,Tim Thelen,5,0.12,"$21,306","$18,100,000"
327,T328,T328,Roy Biancalana,2,0.11,"$11,900","$11,050,000"
328,T328,T328,Hiroyuki Fujita,2,0.11,"$7,387","$6,800,000"
329,T328,T328,Gabriel Hjertstedt,5,0.11,"$22,870","$20,250,000"
330,T328,T328,Mike Springer,10,0.11,"$44,616","$38,900,000"
331,T328,T328,Mark Wiebe,6,0.11,"$25,435","$22,800,000"
332,T333,T333,Chris Couch,24,0.1,"$100,282","$104,900,000"
333,T333,T333,Nick Faldo,6,0.1,"$40,460","$38,654,642"
334,T333,T333,Paul Lawrie,5,0.1,"$32,663","$31,904,642"
335,T333,T333,Jack Nicklaus,2,0.1,"$11,130","$11,250,000"
336,T333,T333,David Ogrin,2,0.1,"$6,420","$6,500,000"
337,T333,T333,Dan Olsen,31,0.1,"$135,730","$142,300,000"
338,T333,T333,Boyd Summerhays,8,0.1,"$37,126","$37,200,000"
339,T340,T340,Tripp Isenhour,22,0.09,"$90,698","$102,750,000"
340,T340,T340,Dan Pohl,3,0.09,"$10,706","$12,100,000"
341,T340,T340,Sven Struver,2,0.09,"$11,050","$12,154,642"
342,T340,T340,Tom Watson,2,0.09,"$10,350","$11,000,000"
343,T344,T344,Jay Don Blake,14,0.08,"$41,555","$55,100,000"
344,T344,T344,Kelly Gibson,10,0.08,"$34,510","$40,700,000"
345,T344,T344,Chris Nallen,3,0.08,"$10,365","$12,200,000"
346,T344,T344,Chez Reavie,2,0.08,"$7,840","$10,250,000"
347,T344,T344,Don Yrene,2,0.08,"$6,480","$8,200,000"
348,T349,T349,Bryce Molder,3,0.07,"$10,716","$14,500,000"
349,T349,T349,Esteban Toledo,36,0.07,"$115,184","$168,050,000"
350,T351,T351,Matt Hendrix,3,0.06,"$6,750","$10,800,000"
351,T351,T351,Brock Mackenzie,3,0.06,"$7,387","$13,050,000"
352,T351,T351,Brian Watts,9,0.06,"$23,770","$40,300,000"
353,T354,T354,Trevor Dodds,20,0.05,"$45,015","$85,100,000"
354,T354,T354,Ken Green,18,0.05,"$43,356","$79,000,000"
355,T354,T354,Brad Lardon,17,0.05,"$40,253","$73,750,000"
356,T354,T354,John Maginnes,12,0.05,"$26,420","$58,650,000"
357,T354,T354,John Morse,3,0.05,"$6,420","$13,100,000"
358,T359,T359,Ian Leggatt,5,0.04,"$8,280","$22,800,000"
359,T359,T359,Greg Norman,7,0.04,"$14,160","$39,254,642"
360,T361,T361,Fulton Allem,13,0.02,"$9,792","$63,350,000"
361,T361,T361,David Gossett,25,0.02,"$21,250","$117,250,000"
362,T361,T361,Brian Henninger,9,0.02,"$6,240","$34,300,000"
363,T361,T361,Patrick Moore,14,0.02,"$15,448","$65,450,000"
364,T361,T361,Kevin Muncrief,21,0.02,"$21,660","$88,200,000"
365,T361,T361,Mike Standly,9,0.02,"$6,000","$34,900,000"
366,T361,T361,Phil Tataurangi,8,0.02,"$6,540","$31,900,000"
367,368,368,Nick Flanagan,10,0.01,"$6,180","$50,854,642"
