,Career_Money_Leaders_RANK THIS WEEK,Career_Money_Leaders_RANK LAST WEEK,Career_Money_Leaders_PLAYER NAME,Career_Money_Leaders_MONEY
0,1,1,Tiger Woods,"$45,142,737"
1,2,2,Vijay Singh,"$36,760,089"
2,3,3,Phil Mickelson,"$29,557,928"
3,4,4,Davis Love III,"$29,207,838"
4,5,5,Ernie Els,"$24,466,992"
5,6,6,Jim Furyk,"$19,731,382"
6,7,7,Nick Price,"$19,715,533"
7,8,8,David Toms,"$18,942,915"
8,9,9,Scott Hoch,"$18,455,984"
9,10,10,Justin Leonard,"$17,639,781"
10,11,11,Fred Couples,"$16,544,574"
11,12,12,Mark Calcavecchia,"$16,412,462"
12,13,13,David Duval,"$16,356,349"
13,14,14,Kenny Perry,"$15,909,178"
14,15,15,Mike Weir,"$15,606,744"
15,16,16,Jeff Sluman,"$15,502,142"
16,17,17,Tom Lehman,"$15,473,541"
17,18,18,Brad Faxon,"$15,327,693"
18,19,19,Hal Sutton,"$15,249,365"
19,20,20,Fred Funk,"$15,019,306"
20,21,21,Stewart Cink,"$14,104,588"
21,22,22,Loren Roberts,"$14,081,948"
22,23,23,Greg Norman,"$13,946,089"
23,24,24,Jay Haas,"$13,791,809"
24,25,25,Mark O'Meara,"$13,687,545"
25,26,26,Scott Verplank,"$13,646,851"
26,27,27,Chris DiMarco,"$13,609,377"
27,28,28,Bob Estes,"$13,286,333"
28,29,29,Paul Azinger,"$13,281,971"
29,30,30,Stuart Appleby,"$13,233,506"
30,31,31,Bob Tway,"$13,116,936"
31,32,32,John Huston,"$13,005,980"
32,33,33,Jeff Maggert,"$12,281,068"
33,34,34,Lee Janzen,"$12,101,457"
34,35,35,Kirk Triplett,"$11,850,516"
35,36,36,Payne Stewart,"$11,737,008"
36,37,37,Jesper Parnevik,"$11,396,995"
37,38,38,Rocco Mediate,"$11,361,822"
38,39,39,Jerry Kelly,"$11,327,398"
39,40,40,John Cook,"$11,295,153"
40,41,41,Corey Pavin,"$11,139,031"
41,42,42,Retief Goosen,"$11,119,459"
42,43,43,Sergio Garcia,"$11,045,484"
43,44,44,Tom Kite,"$10,937,613"
44,45,45,Robert Allenby,"$10,767,108"
45,46,46,Steve Lowery,"$10,541,382"
46,47,47,Steve Flesch,"$10,486,622"
47,48,48,Billy Mayfair,"$10,483,744"
48,49,49,Steve Elkington,"$10,262,170"
49,50,50,Duffy Waldorf,"$10,183,668"
50,51,51,Tom Watson,"$9,892,128"
