,Early_Round_2_Scoring_Average_RANK THIS WEEK,Early_Round_2_Scoring_Average_RANK LAST WEEK,Early_Round_2_Scoring_Average_PLAYER NAME,Early_Round_2_Scoring_Average_AVG,Early_Round_2_Scoring_Average_TOTAL STROKES,Early_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Phil Mickelson,67.83,407,6
1,2,2,Ryan Palmer,68.64,755,11
2,3,3,Justin Leonard,69.0,690,10
3,4,4,Carl Pettersson,69.25,831,12
4,5,5,Alejandro Cañizares,69.29,485,7
5,T6,T6,Chad Campbell,69.38,902,13
6,T6,T6,Jim Furyk,69.38,902,13
7,T6,T6,John Rollins,69.38,1110,16
8,9,9,Bob Tway,69.58,835,12
9,10,10,Parker McLachlin,69.62,905,13
10,T11,T11,Briny Baird,69.64,975,14
11,T11,T11,Kevin Na,69.64,975,14
12,T11,T11,Pat Perez,69.64,766,11
13,T11,T11,Charlie Wi,69.64,975,14
14,15,15,James Driscoll,69.67,836,12
15,16,16,J.B. Holmes,69.69,906,13
16,17,17,Ryan Moore,69.73,767,11
17,18,18,Robert Allenby,69.82,1187,17
18,19,19,Aaron Baddeley,69.83,838,12
19,20,20,Heath Slocum,69.88,1188,17
20,21,21,Steve Stricker,69.91,769,11
21,22,22,Dudley Hart,69.92,839,12
22,T23,T23,Tommy Armour III,70.0,700,10
23,T23,T23,Matt Kuchar,70.0,1050,15
24,T23,T23,John Mallinger,70.0,840,12
25,T23,T23,Chez Reavie,70.0,840,12
26,T23,T23,Chris Riley,70.0,560,8
27,T23,T23,Kevin Streelman,70.0,1120,16
28,T23,T23,Mark Wilson,70.0,1120,16
29,30,30,John Merrick,70.06,1121,16
30,31,31,Marc Turnesa,70.07,1051,15
31,32,32,Ben Crane,70.08,911,13
32,T33,T33,Jason Allred,70.18,772,11
33,T33,T33,Kenny Perry,70.18,772,11
34,35,35,Shane Bertsch,70.21,983,14
35,T36,T36,Ben Curtis,70.25,843,12
36,T36,T36,Joe Ogilvie,70.25,1124,16
37,T36,T36,Vaughn Taylor,70.25,843,12
38,39,39,Gavin Coles,70.29,492,7
39,40,40,Billy Mayfair,70.31,914,13
40,41,41,Steve Marino,70.32,1336,19
41,42,42,D.J. Trahan,70.33,1055,15
42,43,43,Michael Letzig,70.36,985,14
43,T44,T44,Freddie Jacobson,70.38,1126,16
44,T44,T44,Corey Pavin,70.38,563,8
45,T46,T46,Greg Kraft,70.4,704,10
46,T46,T46,Hunter Mahan,70.4,704,10
47,48,48,Jim McGovern,70.42,845,12
48,49,49,Bob Estes,70.43,986,14
49,50,50,Bubba Watson,70.44,1127,16
50,51,51,Camilo Villegas,70.45,775,11
51,52,52,Tag Ridings,70.47,1198,17
52,T53,T53,Steve Elkington,70.5,987,14
53,T53,T53,Richard Johnson,70.5,705,10
54,T53,T53,Jimmy Walker,70.5,846,12
55,56,56,Carlos Franco,70.55,776,11
56,T57,T57,Stuart Appleby,70.56,635,9
57,T57,T57,Tom Pernice Jr.,70.56,1270,18
58,T57,T57,Ted Purdy,70.56,635,9
59,60,60,Steve Flesch,70.57,988,14
60,T61,T61,Marco Dawson,70.6,706,10
61,T61,T61,Scott Verplank,70.6,706,10
62,T61,T61,Nick Watney,70.6,706,10
63,64,64,Brian Gay,70.62,918,13
64,65,65,Chris Stroud,70.64,989,14
65,66,66,Martin Laird,70.65,1201,17
66,T67,T67,John Huston,70.67,636,9
67,T67,T67,Ron Whittaker,70.67,636,9
68,T69,T69,Brian Davis,70.69,1131,16
69,T69,T69,Tim Petrovic,70.69,919,13
70,71,71,K.J. Choi,70.7,707,10
71,T72,T72,Chad Collins,70.73,778,11
72,T72,T72,John Senden,70.73,1061,15
73,T74,T74,Jeff Quinney,70.75,849,12
74,T74,T74,Kevin Stadler,70.75,849,12
75,76,76,Trevor Immelman,70.79,991,14
76,77,77,Padraig Harrington,70.8,354,5
77,T78,T78,Brenden Pappas,70.82,779,11
78,T78,T78,Dean Wilson,70.82,1204,17
79,80,80,Todd Hamilton,70.83,850,12
80,T81,T81,Stephen Ames,70.86,992,14
81,T81,T81,Daniel Chopra,70.86,496,7
82,T81,T81,Adam Scott,70.86,496,7
83,T84,T84,Todd Demsey,70.87,1063,15
84,T84,T84,Bill Haas,70.87,1063,15
85,86,86,Jeff Overton,70.88,1134,16
86,87,87,Will MacKenzie,70.9,709,10
87,T88,T88,Steve Allan,70.91,780,11
88,T88,T88,Rich Beem,70.91,780,11
89,T90,T90,Brad Adamonis,70.92,851,12
90,T90,T90,Lee Janzen,70.92,922,13
91,T90,T90,Omar Uresti,70.92,922,13
92,93,93,Nick Flanagan,70.93,1064,15
93,94,94,Kevin Sutherland,70.94,1206,17
94,95,95,Ken Duke,70.95,1348,19
95,T96,T96,Kenneth Ferrie,71.0,852,12
96,T96,T96,Robert Gamez,71.0,923,13
97,T96,T96,Sergio Garcia,71.0,568,8
98,T96,T96,Charley Hoffman,71.0,994,14
99,T96,T96,Zach Johnson,71.0,994,14
100,T96,T96,Matt Jones,71.0,1136,16
101,T96,T96,Anthony Kim,71.0,710,10
102,T96,T96,Frank Lickliter II,71.0,1420,20
103,T96,T96,Jesper Parnevik,71.0,1065,15
104,T96,T96,Vijay Singh,71.0,923,13
105,106,106,Mark Hensby,71.11,640,9
106,107,107,Michael Allen,71.13,1067,15
107,108,108,Geoff Ogilvy,71.14,498,7
108,T109,T109,Jeff Maggert,71.17,854,12
109,T109,T109,David Toms,71.17,854,12
110,111,111,Jason Day,71.19,1139,16
111,T112,T112,Peter Lonard,71.22,1282,18
112,T112,T112,Boo Weekley,71.22,641,9
113,114,114,Tim Herron,71.23,926,13
114,115,115,Paul Goydos,71.25,855,12
115,116,116,John Riegger,71.27,784,11
116,117,117,Fred Couples,71.29,499,7
117,118,118,Davis Love III,71.3,713,10
118,T119,T119,Bart Bryant,71.33,1070,15
119,T119,T119,J.J. Henry,71.33,1284,18
120,T119,T119,David Lutterus,71.33,856,12
121,T119,T119,Patrick Sheehan,71.33,1284,18
122,T119,T119,Mike Weir,71.33,856,12
123,T124,T124,Robert Garrigus,71.38,928,13
124,T124,T124,George McNeill,71.38,928,13
125,126,126,Nicholas Thompson,71.39,1642,23
126,T127,T127,Glen Day,71.4,714,10
127,T127,T127,Retief Goosen,71.4,714,10
128,129,129,Nathan Green,71.41,1214,17
129,130,130,Brad Elder,71.42,857,12
130,131,131,Y.E. Yang,71.43,1000,14
131,132,132,Ryuji Imada,71.5,715,10
132,T133,T133,Dustin Johnson,71.55,787,11
133,T133,T133,Doug LaBelle II,71.55,787,11
134,135,135,Lucas Glover,71.56,1145,16
135,136,136,Cameron Beckman,71.57,1002,14
136,137,137,Eric Axley,71.59,1217,17
137,138,138,Tim Wilkinson,71.63,1146,16
138,T139,T139,Sean O'Hair,71.67,1075,15
139,T139,T139,Bob Sowards,71.67,860,12
140,T141,T141,Ryan Armour,71.69,932,13
141,T141,T141,Bo Van Pelt,71.69,1147,16
142,T143,T143,Nick O'Hern,71.7,717,10
143,T143,T143,Rory Sabbatini,71.7,717,10
144,145,145,Harrison Frazar,71.73,789,11
145,146,146,Charles Howell III,71.74,1363,19
146,147,147,Mathew Goggin,71.77,933,13
147,148,148,Brandt Jobe,71.78,646,9
148,149,149,Rod Pampling,71.79,1005,14
149,T150,T150,Jason Gore,71.8,1077,15
150,T150,T150,Ian Poulter,71.8,359,5
151,T150,T150,Brett Quigley,71.8,718,10
152,153,153,Tom Scherrer,71.82,790,11
153,154,154,Joe Durant,71.83,862,12
154,155,155,Kyle Thompson,71.86,1006,14
155,156,156,Jeff Gove,71.9,719,10
156,T157,T157,Craig Kanada,71.91,791,11
157,T157,T157,Scott McCarron,71.91,791,11
158,159,159,Scott Sterling,71.93,1079,15
159,160,160,Richard Johnson,71.94,1223,17
160,T161,T161,Billy Andrade,72.0,864,12
161,T161,T161,Justin Bolli,72.0,1008,14
162,T161,T161,Ángel Cabrera,72.0,720,10
163,164,164,Mathias Grönberg,72.06,1153,16
164,T165,T165,Jonathan Byrd,72.07,1081,15
165,T165,T165,Troy Matteson,72.07,1009,14
166,167,167,Jerry Kelly,72.13,1082,15
167,168,168,Kent Jones,72.22,650,9
168,T169,T169,Brett Rumford,72.23,939,13
169,T169,T169,Johnson Wagner,72.23,939,13
170,T171,T171,J.P. Hayes,72.33,1085,15
171,T171,T171,Tom Lehman,72.33,651,9
172,173,173,Chris DiMarco,72.35,1230,17
173,T174,T174,Tommy Gainey,72.36,796,11
174,T174,T174,Rocco Mediate,72.36,796,11
175,176,176,Paul Casey,72.38,579,8
176,177,177,Stewart Cink,72.4,724,10
177,178,178,Andres Romero,72.42,869,12
178,179,179,Woody Austin,72.43,1014,14
179,T180,T180,Alex Cejka,72.45,797,11
180,T180,T180,Paul Claxton,72.45,797,11
181,182,182,Cody Freeman,72.5,1160,16
182,183,183,Jay Williamson,72.56,1161,16
183,184,184,Mark Calcavecchia,72.8,728,10
184,185,185,Jin Park,72.81,1165,16
185,186,186,Olin Browne,72.82,801,11
186,187,187,Cliff Kresge,72.83,874,12
187,188,188,Brandt Snedeker,72.85,947,13
188,189,189,Stephen Leaney,72.89,656,9
189,190,190,Tim Clark,72.91,802,11
190,191,191,Steve Lowery,73.18,805,11
191,192,192,Travis Perkins,73.38,587,8
192,193,193,Charles Warren,73.46,955,13
193,T194,T194,Ernie Els,73.5,588,8
194,T194,T194,Jon Mills,73.5,1176,16
195,196,196,David Duval,73.63,589,8
196,197,197,Shigeki Maruyama,73.86,517,7
