,First_Tee_Late_Par_5_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Par_5_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Par_5_Scoring_Average_PLAYER NAME,First_Tee_Late_Par_5_Scoring_Average_ROUNDS,First_Tee_Late_Par_5_Scoring_Average_AVG,First_Tee_Late_Par_5_Scoring_Average_TOTAL STROKES,First_Tee_Late_Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Lucas Glover,91,4.47,380,85
1,2,2,Vijay Singh,82,4.49,431,96
2,T3,T3,Sergio Garcia,72,4.52,438,97
3,T3,T3,Brenden Pappas,66,4.52,226,50
4,T3,T3,Tag Ridings,88,4.52,371,82
5,T3,T3,Kevin Sutherland,98,4.52,479,106
6,T7,T7,Padraig Harrington,52,4.53,267,59
7,T7,T7,Martin Laird,98,4.53,267,59
8,T7,T7,Corey Pavin,69,4.53,154,34
9,T7,T7,Pat Perez,93,4.53,489,108
10,11,11,Phil Mickelson,80,4.54,595,131
11,T12,T12,Charles Howell III,101,4.55,478,105
12,T12,T12,Anthony Kim,81,4.55,419,92
13,T12,T12,George McNeill,97,4.55,396,87
14,T15,T15,Stephen Ames,83,4.57,475,104
15,T15,T15,Paul Casey,55,4.57,242,53
16,T15,T15,Ryan Palmer,69,4.57,393,86
17,T18,T18,Brian Gay,102,4.58,541,118
18,T18,T18,Rod Pampling,83,4.58,426,93
19,T18,T18,Camilo Villegas,79,4.58,449,98
20,T21,T21,Ernie Els,51,4.59,294,64
21,T21,T21,Robert Garrigus,90,4.59,459,100
22,T21,T21,Joe Ogilvie,100,4.59,372,81
23,T21,T21,Bubba Watson,97,4.59,528,115
24,T25,T25,Tommy Armour III,77,4.6,396,86
25,T25,T25,Chris DiMarco,87,4.6,244,53
26,T25,T25,John Riegger,73,4.6,198,43
27,T25,T25,Adam Scott,51,4.6,299,65
28,T25,T25,Chris Stroud,81,4.6,262,57
29,T25,T25,Nick Watney,96,4.6,391,85
30,T25,T25,Mike Weir,88,4.6,571,124
31,T32,T32,Chad Campbell,94,4.61,433,94
32,T32,T32,Kevin Stadler,90,4.61,429,93
33,T32,T32,Bo Van Pelt,101,4.61,429,93
34,T35,T35,Brian Davis,108,4.62,587,127
35,T35,T35,Robert Gamez,79,4.62,268,58
36,T35,T35,Sean O'Hair,81,4.62,360,78
37,T38,T38,Stuart Appleby,87,4.63,542,117
38,T38,T38,K.J. Choi,74,4.63,440,95
39,T38,T38,Jason Day,81,4.63,366,79
40,T38,T38,Mark Hensby,71,4.63,361,78
41,T38,T38,Matt Kuchar,88,4.63,421,91
42,T38,T38,Frank Lickliter II,107,4.63,333,72
43,T38,T38,Troy Matteson,94,4.63,546,118
44,T38,T38,Omar Uresti,74,4.63,264,57
45,T38,T38,Johnson Wagner,83,4.63,292,63
46,T38,T38,Tim Wilkinson,95,4.63,431,93
47,T48,T48,Steve Allan,58,4.64,260,56
48,T48,T48,Woody Austin,109,4.64,501,108
49,T48,T48,Jonathan Byrd,88,4.64,343,74
50,T48,T48,Stewart Cink,87,4.64,557,120
51,T48,T48,Ben Crane,86,4.64,362,78
52,T48,T48,Tim Herron,97,4.64,362,78
53,T48,T48,Brandt Jobe,52,4.64,195,42
54,T48,T48,Jerry Kelly,89,4.64,390,84
55,T48,T48,Steve Marino,119,4.64,469,101
56,T48,T48,Tom Pernice Jr.,104,4.64,422,91
57,T48,T48,Andres Romero,69,4.64,260,56
58,T48,T48,Charles Warren,79,4.64,394,85
59,T60,T60,Ángel Cabrera,55,4.65,214,46
60,T60,T60,Daniel Chopra,84,4.65,460,99
61,T60,T60,Todd Demsey,80,4.65,307,66
62,T60,T60,Steve Elkington,84,4.65,442,95
63,T60,T60,Jim Furyk,95,4.65,707,152
64,T60,T60,Charley Hoffman,94,4.65,358,77
65,T66,T66,Aaron Baddeley,76,4.67,392,84
66,T66,T66,Carlos Franco,73,4.67,257,55
67,T66,T66,Michael Letzig,88,4.67,406,87
68,T66,T66,Travis Perkins,53,4.67,140,30
69,T66,T66,Scott Sterling,89,4.67,378,81
70,T66,T66,David Toms,70,4.67,336,72
71,T72,T72,Michael Allen,91,4.68,440,94
72,T72,T72,Joe Durant,92,4.68,337,72
73,T72,T72,Kenneth Ferrie,72,4.68,281,60
74,T72,T72,Nathan Green,95,4.68,360,77
75,T72,T72,John Huston,56,4.68,337,72
76,T72,T72,Greg Kraft,63,4.68,281,60
77,T72,T72,Jim McGovern,75,4.68,206,44
78,T72,T72,Heath Slocum,104,4.68,529,113
79,T72,T72,Nicholas Thompson,113,4.68,524,112
80,T72,T72,Marc Turnesa,87,4.68,295,63
81,T72,T72,Mark Wilson,107,4.68,431,92
82,T83,T83,Justin Bolli,87,4.69,314,67
83,T83,T83,Gavin Coles,54,4.69,230,49
84,T83,T83,Ken Duke,116,4.69,558,119
85,T83,T83,Tommy Gainey,60,4.69,300,64
86,T83,T83,Mathew Goggin,91,4.69,427,91
87,T83,T83,Bill Haas,99,4.69,544,116
88,T83,T83,Todd Hamilton,92,4.69,389,83
89,T83,T83,Ryuji Imada,80,4.69,464,99
90,T83,T83,Will MacKenzie,62,4.69,272,58
91,T83,T83,Billy Mayfair,103,4.69,483,103
92,T83,T83,Parker McLachlin,88,4.69,474,101
93,T83,T83,John Merrick,98,4.69,539,115
94,T83,T83,Jesper Parnevik,88,4.69,366,78
95,T96,T96,Fred Couples,60,4.7,268,57
96,T96,T96,J.P. Hayes,67,4.7,216,46
97,T96,T96,Freddie Jacobson,78,4.7,348,74
98,T96,T96,Matt Jones,95,4.7,437,93
99,T96,T96,Craig Kanada,65,4.7,268,57
100,T96,T96,Peter Lonard,92,4.7,385,82
101,T96,T96,Rocco Mediate,87,4.7,381,81
102,T96,T96,Brandt Snedeker,85,4.7,442,94
103,T96,T96,Kevin Streelman,114,4.7,470,100
104,T96,T96,Steve Stricker,75,4.7,432,92
105,T96,T96,D.J. Trahan,94,4.7,385,82
106,T96,T96,Bob Tway,70,4.7,301,64
107,T96,T96,Charlie Wi,97,4.7,376,80
108,T109,T109,Jason Allred,63,4.71,212,45
109,T109,T109,Rich Beem,90,4.71,306,65
110,T109,T109,Shane Bertsch,96,4.71,358,76
111,T109,T109,Brad Elder,67,4.71,311,66
112,T109,T109,Jason Gore,94,4.71,513,109
113,T109,T109,Justin Leonard,101,4.71,532,113
114,T109,T109,Shigeki Maruyama,50,4.71,240,51
115,T109,T109,Tim Petrovic,97,4.71,471,100
116,T109,T109,John Rollins,94,4.71,433,92
117,T118,T118,Cameron Beckman,87,4.72,307,65
118,T118,T118,Tim Clark,90,4.72,515,109
119,T118,T118,Kent Jones,68,4.72,302,64
120,T118,T118,Davis Love III,78,4.72,321,68
121,T118,T118,Kenny Perry,97,4.72,590,125
122,T118,T118,Brett Rumford,72,4.72,236,50
123,T118,T118,John Senden,93,4.72,269,57
124,T118,T118,Scott Verplank,82,4.72,500,106
125,T126,T126,Dudley Hart,74,4.73,440,93
126,T126,T126,Richard Johnson,60,4.73,189,40
127,T126,T126,Ryan Moore,72,4.73,388,82
128,T126,T126,Kevin Na,97,4.73,397,84
129,T126,T126,Brett Quigley,80,4.73,369,78
130,T126,T126,Rory Sabbatini,77,4.73,402,85
131,T126,T126,Tom Scherrer,56,4.73,260,55
132,T126,T126,Jay Williamson,96,4.73,445,94
133,T134,T134,Eric Axley,113,4.74,474,100
134,T134,T134,Bart Bryant,81,4.74,332,70
135,T134,T134,Retief Goosen,59,4.74,289,61
136,T134,T134,Kyle Thompson,70,4.74,341,72
137,T138,T138,Robert Allenby,108,4.75,632,133
138,T138,T138,Billy Andrade,71,4.75,299,63
139,T138,T138,Briny Baird,113,4.75,598,126
140,T138,T138,Ben Curtis,80,4.75,461,97
141,T138,T138,Steve Flesch,95,4.75,484,102
142,T138,T138,Harrison Frazar,73,4.75,290,61
143,T138,T138,Hunter Mahan,87,4.75,385,81
144,T138,T138,Jon Mills,95,4.75,285,60
145,T138,T138,Chez Reavie,102,4.75,423,89
146,T147,T147,Brad Adamonis,87,4.76,443,93
147,T147,T147,Alex Cejka,75,4.76,433,91
148,T147,T147,Marco Dawson,64,4.76,295,62
149,T147,T147,J.B. Holmes,86,4.76,495,104
150,T147,T147,Lee Janzen,89,4.76,424,89
151,T147,T147,Carl Pettersson,110,4.76,528,111
152,T147,T147,Jimmy Walker,73,4.76,195,41
153,T154,T154,Glen Day,64,4.77,253,53
154,T154,T154,James Driscoll,85,4.77,348,73
155,T154,T154,Doug LaBelle II,65,4.77,296,62
156,T154,T154,Nick O'Hern,82,4.77,434,91
157,T154,T154,Chris Riley,51,4.77,205,43
158,T159,T159,Mathias Grönberg,87,4.78,258,54
159,T159,T159,Zach Johnson,85,4.78,454,95
160,T159,T159,Geoff Ogilvy,65,4.78,416,87
161,T162,T162,Nick Flanagan,89,4.79,402,84
162,T162,T162,Paul Goydos,78,4.79,364,76
163,T162,T162,John Mallinger,95,4.79,364,76
164,T162,T162,Boo Weekley,86,4.79,359,75
165,T166,T166,Jeff Gove,50,4.8,192,40
166,T166,T166,Dustin Johnson,92,4.8,317,66
167,T166,T166,Cliff Kresge,84,4.8,283,59
168,T166,T166,Dean Wilson,109,4.8,485,101
169,T170,T170,Stephen Leaney,53,4.81,207,43
170,T170,T170,Scott McCarron,63,4.81,361,75
171,T170,T170,Bob Sowards,61,4.81,207,43
172,T173,T173,Trevor Immelman,70,4.82,289,60
173,T173,T173,Patrick Sheehan,124,4.82,501,104
174,T175,T175,Mark Calcavecchia,67,4.83,319,66
175,T175,T175,Bob Estes,90,4.83,377,78
176,T175,T175,Cody Freeman,66,4.83,232,48
177,T175,T175,Jeff Overton,103,4.83,464,96
178,T175,T175,Y.E. Yang,89,4.83,377,78
179,180,180,Tom Lehman,51,4.84,266,55
180,181,181,J.J. Henry,108,4.85,398,82
181,182,182,Chad Collins,72,4.87,185,38
182,T183,T183,Ryan Armour,87,4.88,356,73
183,T183,T183,Paul Claxton,63,4.88,244,50
184,T183,T183,Jin Park,85,4.88,317,65
