,First_Tee_Late_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Scoring_Average_PLAYER NAME,First_Tee_Late_Scoring_Average_ROUNDS,First_Tee_Late_Scoring_Average_AVG,First_Tee_Late_Scoring_Average_TOTAL STROKES,First_Tee_Late_Scoring_Average_TOTAL 1ST TEE LATE ROUNDS
67,T66,T66,Freddie Jacobson,78,70.92,1844,26
68,T69,T69,Carlos Franco,73,70.94,1135,16
69,T69,T69,Brenden Pappas,66,70.94,1135,16
70,T69,T69,Camilo Villegas,79,70.94,2483,35
71,T72,T72,Rich Beem,90,70.95,1419,20
72,T72,T72,Dustin Johnson,92,70.95,1490,21
73,T74,T74,Jason Gore,94,70.97,2200,31
74,T74,T74,Dudley Hart,74,70.97,2200,31
75,T76,T76,Bill Haas,99,71.0,2627,37
76,T76,T76,John Riegger,73,71.0,994,14
77,T78,T78,Ernie Els,51,71.04,1634,23
78,T78,T78,Kevin Na,97,71.04,1847,26
79,T80,T80,Alex Cejka,75,71.06,2203,31
80,T80,T80,Zach Johnson,85,71.06,2203,31
81,T80,T80,Chris Stroud,81,71.06,1208,17
82,83,83,Matt Kuchar,88,71.07,2132,30
83,84,84,Brandt Jobe,52,71.08,924,13
84,85,85,Chez Reavie,102,71.1,2133,30
85,T86,T86,Michael Allen,91,71.11,1991,28
86,T86,T86,Paul Casey,55,71.11,1280,18
87,T86,T86,Bubba Watson,97,71.11,2702,38
88,89,89,Tag Ridings,88,71.12,1778,25
89,T90,T90,Jim Furyk,95,71.14,3628,51
90,T90,T90,Cliff Kresge,84,71.14,1565,22
91,T92,T92,Scott McCarron,63,71.16,1779,25
92,T92,T92,Vaughn Taylor,103,71.16,2704,38
93,T92,T92,Nick Watney,96,71.16,1779,25
94,T95,T95,Harrison Frazar,73,71.17,1281,18
95,T95,T95,Matt Jones,95,71.17,2135,30
96,T97,T97,Bo Van Pelt,101,71.21,1994,28
97,T97,T97,Jimmy Walker,73,71.21,997,14
98,T99,T99,Brian Davis,108,71.23,2778,39
99,T99,T99,Parker McLachlin,88,71.23,2208,31
100,101,101,Patrick Sheehan,124,71.24,2422,34
101,T102,T102,Cameron Beckman,87,71.26,1354,19
102,T102,T102,Frank Lickliter II,107,71.26,1639,23
103,T104,T104,Woody Austin,109,71.27,2352,33
104,T104,T104,Bart Bryant,81,71.27,1853,26
105,T104,T104,Stewart Cink,87,71.27,2637,37
106,T104,T104,Kevin Streelman,114,71.27,2352,33
107,108,108,K.J. Choi,74,71.29,2424,34
108,109,109,Carl Pettersson,110,71.32,2639,37
109,110,110,Lee Janzen,89,71.33,1926,27
110,T111,T111,Nick O'Hern,82,71.36,1998,28
111,T111,T111,Ryan Palmer,69,71.36,1784,25
112,T111,T111,Rod Pampling,83,71.36,1998,28
113,T111,T111,David Toms,70,71.36,1784,25
114,T115,T115,Steve Flesch,95,71.37,2141,30
115,T115,T115,John Mallinger,95,71.37,1927,27
116,T115,T115,Troy Matteson,94,71.37,2498,35
117,118,118,Peter Lonard,92,71.38,1856,26
118,119,119,Nathan Green,95,71.39,1642,23
119,120,120,Stuart Appleby,87,71.41,2785,39
120,121,121,Jerry Kelly,89,71.45,2072,29
121,122,122,Robert Gamez,79,71.47,1215,17
122,123,123,Paul Goydos,78,71.48,1787,25
123,T124,T124,Chad Collins,72,71.5,1001,14
124,T124,T124,Robert Garrigus,90,71.5,2288,32
125,T124,T124,Travis Perkins,53,71.5,715,10
126,T124,T124,Brett Quigley,80,71.5,1716,24
127,T124,T124,Tom Scherrer,56,71.5,1144,16
128,T129,T129,Ryan Moore,72,71.52,1788,25
129,T129,T129,D.J. Trahan,94,71.52,1931,27
130,131,131,Dean Wilson,109,71.58,2219,31
131,132,132,John Merrick,98,71.6,2506,35
132,T133,T133,Aaron Baddeley,76,71.65,1863,26
133,T133,T133,Joe Durant,92,71.65,1648,23
134,T133,T133,Geoff Ogilvy,65,71.65,1863,26
135,136,136,Ben Curtis,80,71.67,2365,33
136,T137,T137,Jeff Quinney,87,71.68,1577,22
137,T137,T137,Brandt Snedeker,85,71.68,2222,31
138,T139,T139,Marco Dawson,64,71.69,1147,16
139,T139,T139,Chris Riley,51,71.69,932,13
140,141,141,Rocco Mediate,87,71.76,1794,25
141,142,142,Jonathan Byrd,88,71.77,1579,22
142,143,143,Tommy Gainey,60,71.79,1364,19
143,144,144,James Driscoll,85,71.81,1508,21
144,145,145,Fred Couples,60,71.83,1293,18
145,T146,T146,Charley Hoffman,94,71.84,1796,25
146,T146,T146,Steve Stricker,75,71.84,2227,31
147,T146,T146,Y.E. Yang,89,71.84,1796,25
148,149,149,Todd Hamilton,92,71.85,1868,26
149,150,150,Ron Whittaker,54,71.89,647,9
150,151,151,Johnson Wagner,83,71.9,1438,20
151,152,152,Davis Love III,78,71.91,1582,22
152,153,153,Mark Hensby,71,71.92,1726,24
153,T154,T154,Todd Demsey,80,71.95,1439,20
154,T154,T154,Doug LaBelle II,65,71.95,1367,19
155,T154,T154,Jeff Maggert,86,71.95,1511,21
156,157,157,Nicholas Thompson,113,71.97,2303,32
157,T158,T158,Jason Allred,63,72.0,1080,15
158,T158,T158,Billy Andrade,71,72.0,1512,21
159,T158,T158,Mark Calcavecchia,67,72.0,1440,20
160,T158,T158,Charles Warren,79,72.0,1800,25
161,162,162,Retief Goosen,59,72.05,1441,20
162,163,163,Shigeki Maruyama,50,72.06,1153,16
163,164,164,Jay Williamson,96,72.07,2162,30
164,165,165,Jesper Parnevik,88,72.08,1802,25
165,166,166,Kenneth Ferrie,72,72.11,1370,19
166,167,167,Jim McGovern,75,72.13,1154,16
167,T168,T168,Paul Claxton,63,72.14,1010,14
168,T168,T168,John Rollins,94,72.14,2092,29
169,T168,T168,Bob Sowards,61,72.14,1010,14
170,171,171,Ian Poulter,51,72.15,1443,20
171,172,172,Kevin Stadler,90,72.17,2093,29
172,173,173,Eric Axley,113,72.18,2382,33
173,T174,T174,Ángel Cabrera,55,72.19,1155,16
174,T174,T174,J.J. Henry,108,72.19,1877,26
175,176,176,Olin Browne,77,72.21,1011,14
176,177,177,Trevor Immelman,70,72.25,1734,24
177,178,178,Andres Romero,69,72.33,1302,18
178,179,179,Jeff Gove,50,72.36,1013,14
179,T180,T180,Stephen Leaney,53,72.38,941,13
180,T180,T180,Steve Lowery,74,72.38,1158,16
181,182,182,Jeff Overton,103,72.41,2317,32
182,183,183,Ryan Armour,87,72.43,1666,23
183,184,184,Ted Purdy,68,72.44,1304,18
184,185,185,Jin Park,85,72.47,1377,19
185,186,186,Boo Weekley,86,72.5,1740,24
186,187,187,Richard Johnson,77,72.56,1161,16
187,188,188,Kyle Thompson,70,72.57,1524,21
188,189,189,Alejandro Cañizares,52,72.62,944,13
189,190,190,Nick Flanagan,89,72.64,1816,25
190,191,191,J.B. Holmes,86,72.67,2398,33
191,192,192,Cody Freeman,66,72.73,1091,15
192,193,193,Tom Lehman,51,72.79,1383,19
193,194,194,Adam Scott,51,72.81,1529,21
194,195,195,Mathias Grönberg,87,72.94,1313,18
195,196,196,David Lutterus,59,73.5,1029,14
196,197,197,David Duval,51,73.63,1399,19
