,Lowest_Round_RANK THIS WEEK,Lowest_Round_RANK LAST WEEK,Lowest_Round_PLAYER NAME,Lowest_Round_ROUNDS,Lowest_Round_VALUE,Lowest_Round_TOURN/COURSE,Lowest_Round_ROUND
0,T1,T1,Steve Elkington,84,61,Texas Open/LaCa,4
1,T1,T1,Carl Pettersson,110,61,Wyndham Champ./,2
2,T1,T1,Kevin Stadler,90,61,Frys.com Open/G,2
3,T1,T1,Roland Thatcher,41,61,Mayakoba/El Cam,3
4,T1,T1,Mike Weir,88,61,Deutsche Bank/T,1
5,T1,T1,Charlie Wi,97,61,Texas Open/LaCa,4
6,T7,T7,Stephen Ames,83,62,Texas Open/LaCa,4
7,T7,T7,Briny Baird,113,62,Wyndham Champ./,3
8,T7,T7,Chad Campbell,94,62,Travelers Champ,3
9,T7,T7,Tim Clark,90,62,Deutsche Bank/T,2
10,T7,T7,Gavin Coles,54,62,Milwaukee/Brown,2
11,T7,T7,Jim Furyk,95,62,BMW Champ/Belle,2
12,T7,T7,Brian Gay,102,62,Mayakoba/El Cam,3
13,T7,T7,Paul Goydos,78,62,Frys.com Open/G,2
14,T7,T7,Nathan Green,95,62,Texas Open/LaCa,1
15,T7,T7,J.J. Henry,108,62,Wyndham Champ./,4
16,T7,T7,Tim Herron,97,62,J. Timberlake/T,4
17,T7,T7,Zach Johnson,85,62,J. Timberlake/T,1
18,T7,T7,Hunter Mahan,87,62,The Barclays/Ri,1
19,T7,T7,Jim McGovern,75,62,Bob Hope Chrysl,3
20,T7,T7,Parker McLachlin,88,62,Reno-Tahoe Open,2
21,T7,T7,Kevin Streelman,114,62,Travelers Champ,3
22,T7,T7,D.J. Trahan,94,62,Travelers Champ,3
23,T7,T7,Marc Turnesa,87,62,J. Timberlake/T,1
24,T7,T7,Bob Tway,70,62,Disney/Palm GC,2
25,T7,T7,Boo Weekley,86,62,Bob Hope Chrysl,3
26,T7,T7,Tim Wilkinson,95,62,Sony Open/Waial,3
27,T7,T7,Jay Williamson,96,62,John Deere Clas,3
28,T29,T29,Steve Allan,58,63,Frys.com Open/G,2
29,T29,T29,Michael Allen,91,63,J. Timberlake/T,1
30,T29,T29,Ryan Armour,87,63,Milwaukee/Brown,2
