,Par_4_Eagle_Leaders_RANK THIS WEEK,Par_4_Eagle_Leaders_RANK LAST WEEK,Par_4_Eagle_Leaders_PLAYER NAME,Par_4_Eagle_Leaders_ROUNDS,Par_4_Eagle_Leaders_TOTAL,Par_4_Eagle_Leaders_TOTAL PAR 4 HOLES,Par_4_Eagle_Leaders_TOTAL HOLE OUTS
0,T1,T1,Mathew Goggin,91,5,980,4.0
1,T1,T1,Parker McLachlin,88,5,948,4.0
2,T3,T3,Briny Baird,113,4,1230,4.0
3,T3,T3,Mark Calcavecchia,67,4,717,4.0
4,T3,T3,Chad Campbell,94,4,1036,1.0
5,T3,T3,Ken Duke,116,4,1252,1.0
6,T3,T3,Kent Jones,68,4,722,3.0
7,T8,T8,Fred Couples,60,3,628,2.0
8,T8,T8,Jim Furyk,95,3,1032,3.0
9,T8,T8,Peter Lonard,92,3,1009,1.0
10,T8,T8,Will MacKenzie,62,3,659,1.0
11,T8,T8,Kenny Perry,97,3,1061,3.0
12,T8,T8,Chez Reavie,102,3,1114,3.0
13,T8,T8,Bob Sowards,61,3,658,2.0
14,T8,T8,Nicholas Thompson,113,3,1219,2.0
15,T16,T16,Steve Allan,58,2,626,2.0
16,T16,T16,Robert Allenby,108,2,1156,1.0
17,T16,T16,Ryan Armour,87,2,920,1.0
18,T16,T16,Rich Beem,90,2,964,1.0
19,T16,T16,Bart Bryant,81,2,892,2.0
20,T16,T16,Alejandro Cañizares,52,2,564,
21,T16,T16,Ben Curtis,80,2,886,
22,T16,T16,Jason Day,81,2,868,2.0
23,T16,T16,James Driscoll,85,2,900,2.0
24,T16,T16,Steve Flesch,95,2,1016,1.0
25,T16,T16,Jason Gore,94,2,998,2.0
26,T16,T16,Nathan Green,95,2,1014,2.0
27,T16,T16,Richard Johnson,77,2,826,1.0
28,T16,T16,Dustin Johnson,92,2,985,2.0
29,T16,T16,Matt Jones,95,2,1018,2.0
30,T16,T16,Martin Laird,98,2,1060,2.0
31,T16,T16,Hunter Mahan,87,2,934,1.0
32,T16,T16,Billy Mayfair,103,2,1139,2.0
33,T16,T16,Kevin Na,97,2,1033,2.0
34,T16,T16,Sean O'Hair,81,2,902,2.0
35,T16,T16,Jeff Overton,103,2,1102,2.0
36,T16,T16,Brenden Pappas,66,2,710,1.0
37,T16,T16,Jin Park,85,2,898,2.0
38,T16,T16,Jesper Parnevik,88,2,953,
39,T16,T16,Tom Pernice Jr.,104,2,1138,2.0
40,T16,T16,Tag Ridings,88,2,942,2.0
41,T16,T16,John Rollins,94,2,1006,2.0
42,T16,T16,Andres Romero,69,2,740,2.0
43,T16,T16,Brett Rumford,72,2,770,
44,T16,T16,Rory Sabbatini,77,2,842,2.0
45,T16,T16,John Senden,93,2,1003,2.0
46,T16,T16,Brandt Snedeker,85,2,920,2.0
47,T16,T16,Kevin Stadler,90,2,965,2.0
48,T16,T16,David Toms,70,2,754,2.0
49,T16,T16,Omar Uresti,74,2,786,2.0
50,T16,T16,Nick Watney,96,2,1022,
51,T16,T16,Jay Williamson,96,2,1041,2.0
52,T53,T53,Brad Adamonis,87,1,939,
53,T53,T53,Jason Allred,63,1,676,1.0
54,T53,T53,Stephen Ames,83,1,904,
55,T53,T53,Tommy Armour III,77,1,839,1.0
56,T53,T53,Woody Austin,109,1,1138,
57,T53,T53,Eric Axley,113,1,1219,1.0
58,T53,T53,Cameron Beckman,87,1,928,
59,T53,T53,Olin Browne,77,1,838,1.0
60,T53,T53,Jonathan Byrd,88,1,914,
61,T53,T53,Daniel Chopra,84,1,884,
62,T53,T53,Tim Clark,90,1,994,1.0
63,T53,T53,Brian Davis,108,1,1166,1.0
64,T53,T53,Todd Demsey,80,1,860,1.0
65,T53,T53,David Duval,51,1,534,
66,T53,T53,Steve Elkington,84,1,899,
67,T53,T53,Bob Estes,90,1,970,1.0
68,T53,T53,Nick Flanagan,89,1,952,1.0
69,T53,T53,Carlos Franco,73,1,772,1.0
70,T53,T53,Harrison Frazar,73,1,784,1.0
71,T53,T53,Cody Freeman,66,1,705,1.0
72,T53,T53,Tommy Gainey,60,1,646,1.0
73,T53,T53,Robert Garrigus,90,1,964,
74,T53,T53,Lucas Glover,91,1,1002,1.0
75,T53,T53,Padraig Harrington,52,1,550,1.0
76,T53,T53,Tim Herron,97,1,1067,1.0
77,T53,T53,Charley Hoffman,94,1,1020,
78,T53,T53,Charles Howell III,101,1,1057,1.0
79,T53,T53,John Huston,56,1,588,1.0
80,T53,T53,Ryuji Imada,80,1,855,1.0
81,T53,T53,Lee Janzen,89,1,938,
82,T53,T53,Richard Johnson,60,1,665,1.0
83,T53,T53,Jerry Kelly,89,1,962,1.0
84,T53,T53,Anthony Kim,81,1,906,1.0
85,T53,T53,Cliff Kresge,84,1,914,1.0
86,T53,T53,Matt Kuchar,88,1,956,
87,T53,T53,Michael Letzig,88,1,958,
88,T53,T53,Frank Lickliter II,107,1,1153,1.0
89,T53,T53,Davis Love III,78,1,850,1.0
90,T53,T53,David Lutterus,59,1,640,
91,T53,T53,Jeff Maggert,86,1,920,1.0
92,T53,T53,John Mallinger,95,1,1041,1.0
93,T53,T53,Steve Marino,119,1,1304,1.0
94,T53,T53,Shigeki Maruyama,50,1,536,1.0
95,T53,T53,Scott McCarron,63,1,684,1.0
96,T53,T53,Jim McGovern,75,1,820,1.0
97,T53,T53,John Merrick,98,1,1064,1.0
98,T53,T53,Phil Mickelson,80,1,853,
99,T53,T53,Jon Mills,95,1,1021,1.0
100,T53,T53,Joe Ogilvie,100,1,1084,1.0
101,T53,T53,Rod Pampling,83,1,864,1.0
102,T53,T53,Pat Perez,93,1,1004,
103,T53,T53,Carl Pettersson,110,1,1200,
104,T53,T53,Ian Poulter,51,1,543,1.0
105,T53,T53,Brett Quigley,80,1,854,1.0
106,T53,T53,Jeff Quinney,87,1,935,
107,T53,T53,Chris Riley,51,1,542,1.0
108,T53,T53,Patrick Sheehan,124,1,1342,1.0
109,T53,T53,Scott Sterling,89,1,952,
110,T53,T53,Kevin Streelman,114,1,1239,1.0
111,T53,T53,Steve Stricker,75,1,798,1.0
112,T53,T53,Kevin Sutherland,98,1,1072,1.0
113,T53,T53,Vaughn Taylor,103,1,1128,1.0
114,T53,T53,Kyle Thompson,70,1,746,1.0
115,T53,T53,D.J. Trahan,94,1,1018,1.0
116,T53,T53,Marc Turnesa,87,1,932,1.0
117,T53,T53,Bob Tway,70,1,754,1.0
118,T53,T53,Bo Van Pelt,101,1,1091,1.0
119,T53,T53,Camilo Villegas,79,1,868,
120,T53,T53,Johnson Wagner,83,1,892,
121,T53,T53,Jimmy Walker,73,1,793,1.0
122,T53,T53,Bubba Watson,97,1,1060,1.0
123,T53,T53,Mike Weir,88,1,948,1.0
124,T53,T53,Ron Whittaker,54,1,577,
125,T53,T53,Charlie Wi,97,1,1062,
126,T53,T53,Dean Wilson,109,1,1183,1.0
