,Late_Par_5_Scoring_Average_RANK THIS WEEK,Late_Par_5_Scoring_Average_RANK LAST WEEK,Late_Par_5_Scoring_Average_PLAYER NAME,Late_Par_5_Scoring_Average_ROUNDS,Late_Par_5_Scoring_Average_AVG,Late_Par_5_Scoring_Average_TOTAL STROKES,Late_Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Vijay Singh,82,4.52,529,117
1,T2,T2,Lucas Glover,91,4.53,612,135
2,T2,T2,Martin Laird,98,4.53,625,138
3,T2,T2,Kevin Sutherland,98,4.53,639,141
4,T5,T5,Sergio Garcia,72,4.55,551,121
5,T5,T5,Pat Perez,93,4.55,669,147
6,T5,T5,Camilo Villegas,79,4.55,546,120
7,T8,T8,Stephen Ames,83,4.56,588,129
8,T8,T8,Anthony Kim,81,4.56,598,131
9,T8,T8,Steve Marino,119,4.56,757,166
10,T8,T8,Nick Watney,96,4.56,688,151
11,T12,T12,Robert Garrigus,90,4.57,667,146
12,T12,T12,Phil Mickelson,80,4.57,640,140
13,T12,T12,Brenden Pappas,66,4.57,466,102
14,T15,T15,John Riegger,73,4.58,449,98
15,T15,T15,Johnson Wagner,83,4.58,540,118
16,T17,T17,Tommy Armour III,77,4.59,583,127
17,T17,T17,Fred Couples,60,4.59,473,103
18,T17,T17,Craig Kanada,65,4.59,464,101
19,T20,T20,Brian Gay,102,4.6,695,151
20,T20,T20,Padraig Harrington,52,4.6,359,78
21,T20,T20,Charles Howell III,101,4.6,800,174
22,T20,T20,George McNeill,97,4.6,695,151
23,T20,T20,Rod Pampling,83,4.6,593,129
24,T25,T25,Ryan Palmer,69,4.61,516,112
25,T25,T25,Tag Ridings,88,4.61,585,127
26,T25,T25,Andres Romero,69,4.61,443,96
27,T25,T25,Bubba Watson,97,4.61,664,144
28,29,29,Stewart Cink,87,4.62,660,143
29,T30,T30,Ben Crane,86,4.63,634,137
30,T30,T30,Brian Davis,108,4.63,913,197
31,T30,T30,Frank Lickliter II,107,4.63,634,137
32,T30,T30,Bob Tway,70,4.63,458,99
33,T34,T34,Paul Casey,55,4.64,334,72
34,T34,T34,K.J. Choi,74,4.64,524,113
35,T34,T34,Chris DiMarco,87,4.64,613,132
36,T34,T34,Matt Kuchar,88,4.64,636,137
37,T34,T34,Troy Matteson,94,4.64,719,155
38,T34,T34,John Merrick,98,4.64,844,182
39,T34,T34,Chris Stroud,81,4.64,571,123
40,T41,T41,Stuart Appleby,87,4.65,679,146
41,T41,T41,Jim Furyk,95,4.65,753,162
42,T41,T41,Michael Letzig,88,4.65,720,155
43,T41,T41,Sean O'Hair,81,4.65,576,124
44,T41,T41,Tom Pernice Jr.,104,4.65,661,142
45,T41,T41,Rory Sabbatini,77,4.65,525,113
46,T41,T41,Kevin Stadler,90,4.65,661,142
47,T41,T41,Scott Sterling,89,4.65,623,134
48,T41,T41,Bo Van Pelt,101,4.65,762,164
49,T50,T50,Woody Austin,109,4.66,750,161
50,T50,T50,Tim Clark,90,4.66,671,144
51,T50,T50,Jason Day,81,4.66,653,140
52,T50,T50,Bill Haas,99,4.66,732,157
53,T50,T50,Brandt Jobe,52,4.66,340,73
54,T50,T50,Kent Jones,68,4.66,508,109
55,T50,T50,Matt Jones,95,4.66,610,131
56,T50,T50,Jerry Kelly,89,4.66,685,147
57,T50,T50,Adam Scott,51,4.66,331,71
58,T59,T59,Chad Campbell,94,4.67,696,149
59,T59,T59,Mark Hensby,71,4.67,598,128
60,T59,T59,John Huston,56,4.67,481,103
61,T59,T59,Kevin Na,97,4.67,700,150
62,T59,T59,Joe Ogilvie,100,4.67,654,140
63,T59,T59,Chris Riley,51,4.67,378,81
64,T59,T59,Brett Rumford,72,4.67,495,106
65,T59,T59,John Senden,93,4.67,523,112
66,T59,T59,David Toms,70,4.67,448,96
67,T59,T59,Omar Uresti,74,4.67,518,111
68,T69,T69,Bart Bryant,81,4.68,534,114
69,T69,T69,Ángel Cabrera,55,4.68,356,76
70,T69,T69,Ernie Els,51,4.68,393,84
71,T69,T69,Carlos Franco,73,4.68,562,120
72,T69,T69,Mathew Goggin,91,4.68,650,139
73,T69,T69,Mathias Grönberg,87,4.68,557,119
74,T69,T69,J.B. Holmes,86,4.68,637,136
75,T69,T69,Peter Lonard,92,4.68,571,122
76,T69,T69,Rocco Mediate,87,4.68,608,130
77,T69,T69,Kenny Perry,97,4.68,740,158
78,T69,T69,Tim Petrovic,97,4.68,720,154
79,T69,T69,Kevin Streelman,114,4.68,847,181
80,T81,T81,Todd Demsey,80,4.69,553,118
81,T81,T81,Ken Duke,116,4.69,882,188
82,T81,T81,Brad Elder,67,4.69,478,102
83,T81,T81,Tommy Gainey,60,4.69,436,93
84,T81,T81,Nathan Green,95,4.69,671,143
85,T81,T81,Todd Hamilton,92,4.69,656,140
86,T81,T81,Billy Mayfair,103,4.69,717,153
87,T81,T81,Corey Pavin,69,4.69,399,85
88,T81,T81,Nicholas Thompson,113,4.69,812,173
89,T90,T90,Cameron Beckman,87,4.7,663,141
90,T90,T90,Rich Beem,90,4.7,597,127
91,T90,T90,Daniel Chopra,84,4.7,616,131
92,T90,T90,Justin Leonard,101,4.7,668,142
93,T90,T90,Davis Love III,78,4.7,545,116
94,T90,T90,Shigeki Maruyama,50,4.7,390,83
95,T90,T90,Parker McLachlin,88,4.7,644,137
96,T90,T90,Steve Stricker,75,4.7,522,111
97,T90,T90,Scott Verplank,82,4.7,620,132
98,T90,T90,Charles Warren,79,4.7,630,134
99,T90,T90,Mike Weir,88,4.7,714,152
100,T101,T101,Aaron Baddeley,76,4.71,560,119
101,T101,T101,Justin Bolli,87,4.71,640,136
102,T101,T101,Gavin Coles,54,4.71,358,76
103,T101,T101,Joe Durant,92,4.71,608,129
104,T101,T101,Steve Elkington,84,4.71,627,133
105,T101,T101,Charley Hoffman,94,4.71,593,126
106,T101,T101,Dustin Johnson,92,4.71,645,137
107,T101,T101,Will MacKenzie,62,4.71,457,97
108,T101,T101,Jesper Parnevik,88,4.71,593,126
109,T101,T101,Bob Sowards,61,4.71,400,85
110,T101,T101,D.J. Trahan,94,4.71,640,136
111,T112,T112,Jason Allred,63,4.72,425,90
112,T112,T112,Harrison Frazar,73,4.72,580,123
113,T112,T112,Jason Gore,94,4.72,699,148
114,T112,T112,Dudley Hart,74,4.72,633,134
115,T112,T112,Ryuji Imada,80,4.72,632,134
116,T112,T112,Marc Turnesa,87,4.72,741,157
117,T112,T112,Charlie Wi,97,4.72,661,140
118,T112,T112,Mark Wilson,107,4.72,665,141
119,T120,T120,Michael Allen,91,4.73,710,150
120,T120,T120,Shane Bertsch,96,4.73,686,145
121,T120,T120,Bob Estes,90,4.73,667,141
122,T120,T120,Steve Flesch,95,4.73,766,162
123,T120,T120,Richard Johnson,60,4.73,383,81
124,T120,T120,Geoff Ogilvy,65,4.73,497,105
125,T120,T120,Brett Quigley,80,4.73,657,139
126,T120,T120,Chez Reavie,102,4.73,794,168
127,T120,T120,Heath Slocum,104,4.73,748,158
128,T120,T120,Tim Wilkinson,95,4.73,700,148
129,T130,T130,Robert Allenby,108,4.74,824,174
130,T130,T130,Ben Curtis,80,4.74,602,127
131,T130,T130,Paul Goydos,78,4.74,578,122
132,T130,T130,Freddie Jacobson,78,4.74,578,122
133,T130,T130,Cliff Kresge,84,4.74,569,120
134,T130,T130,Hunter Mahan,87,4.74,578,122
135,T130,T130,Tom Scherrer,56,4.74,403,85
136,T130,T130,Ron Whittaker,54,4.74,417,88
137,T130,T130,Jay Williamson,96,4.74,692,146
138,T139,T139,Brad Adamonis,87,4.75,717,151
139,T139,T139,Ryan Armour,87,4.75,599,126
140,T139,T139,Briny Baird,113,4.75,935,197
141,T139,T139,Alex Cejka,75,4.75,532,112
142,T139,T139,Tim Herron,97,4.75,608,128
143,T139,T139,Stephen Leaney,53,4.75,342,72
144,T139,T139,Carl Pettersson,110,4.75,755,159
145,T139,T139,Brandt Snedeker,85,4.75,632,133
146,T139,T139,Boo Weekley,86,4.75,598,126
147,T148,T148,Glen Day,64,4.76,424,89
148,T148,T148,Retief Goosen,59,4.76,447,94
149,T148,T148,Jon Mills,95,4.76,666,140
150,T148,T148,Nick O'Hern,82,4.76,614,129
151,T148,T148,Jeff Overton,103,4.76,799,168
152,T153,T153,Eric Axley,113,4.77,872,183
153,T153,T153,Jonathan Byrd,88,4.77,658,138
154,T153,T153,James Driscoll,85,4.77,615,129
155,T153,T153,Jim McGovern,75,4.77,515,108
156,T157,T157,Nick Flanagan,89,4.78,602,126
157,T157,T157,Jeff Gove,50,4.78,349,73
158,T157,T157,J.P. Hayes,67,4.78,478,100
159,T157,T157,J.J. Henry,108,4.78,708,148
160,T157,T157,Trevor Immelman,70,4.78,459,96
161,T157,T157,Patrick Sheehan,124,4.78,846,177
162,T157,T157,Jimmy Walker,73,4.78,507,106
163,T164,T164,Steve Allan,58,4.79,441,92
164,T164,T164,Mark Calcavecchia,67,4.79,537,112
165,T164,T164,Robert Gamez,79,4.79,570,119
166,T164,T164,Zach Johnson,85,4.79,594,124
167,T164,T164,Doug LaBelle II,65,4.79,441,92
168,T169,T169,Marco Dawson,64,4.8,490,102
169,T169,T169,John Mallinger,95,4.8,639,133
170,T169,T169,Ryan Moore,72,4.8,638,133
171,T169,T169,Travis Perkins,53,4.8,413,86
172,T169,T169,Kyle Thompson,70,4.8,600,125
173,T169,T169,Y.E. Yang,89,4.8,610,127
174,T175,T175,Billy Andrade,71,4.81,457,95
175,T175,T175,John Rollins,94,4.81,697,145
176,T177,T177,Cody Freeman,66,4.82,501,104
177,T177,T177,Jin Park,85,4.82,641,133
178,T177,T177,Ted Purdy,68,4.82,525,109
179,T177,T177,Vaughn Taylor,103,4.82,786,163
180,T181,T181,Olin Browne,77,4.83,497,103
181,T181,T181,Dean Wilson,109,4.83,788,163
182,T183,T183,Lee Janzen,89,4.84,707,146
183,T183,T183,Richard Johnson,77,4.84,581,120
184,T185,T185,Kenneth Ferrie,72,4.85,524,108
185,T185,T185,Greg Kraft,63,4.85,577,119
186,T185,T185,Scott McCarron,63,4.85,470,97
187,T185,T185,Jeff Quinney,87,4.85,723,149
188,T189,T189,Paul Claxton,63,4.86,481,99
189,T189,T189,Tom Lehman,51,4.86,374,77
190,191,191,Ian Poulter,51,4.88,376,77
191,192,192,Steve Lowery,74,4.89,504,103
192,193,193,Chad Collins,72,4.9,500,102
193,194,194,Alejandro Cañizares,52,4.92,354,72
194,T195,T195,David Duval,51,4.93,429,87
195,T195,T195,Jeff Maggert,86,4.93,690,140
196,197,197,David Lutterus,59,5.02,437,87
