,Par_3_Birdie_or_Better_Leaders_RANK THIS WEEK,Par_3_Birdie_or_Better_Leaders_RANK LAST WEEK,Par_3_Birdie_or_Better_Leaders_PLAYER NAME,Par_3_Birdie_or_Better_Leaders_ROUNDS,Par_3_Birdie_or_Better_Leaders_%,Par_3_Birdie_or_Better_Leaders_PAR 3 BIRDIES OR BETTER,Par_3_Birdie_or_Better_Leaders_PAR 3 HOLES
74,T74,T74,Jason Gore,94,12.99,50,385
75,76,76,John Rollins,94,12.93,49,379
76,T77,T77,Tim Clark,90,12.89,46,357
77,T77,T77,Ben Crane,86,12.89,45,349
78,79,79,Rich Beem,90,12.88,47,365
79,80,80,Chad Campbell,94,12.86,49,381
80,81,81,Briny Baird,113,12.85,59,459
81,82,82,Jason Day,81,12.84,42,327
82,83,83,Jonathan Byrd,88,12.83,44,343
83,T84,T84,Rory Sabbatini,77,12.67,38,300
84,T84,T84,Kevin Stadler,90,12.67,46,363
85,86,86,Ron Whittaker,54,12.61,28,222
86,87,87,Justin Bolli,87,12.57,44,350
87,88,88,Frank Lickliter II,107,12.56,55,438
88,89,89,Charles Warren,79,12.5,40,320
89,90,90,Troy Matteson,94,12.47,48,385
90,T91,T91,Carlos Franco,73,12.46,37,297
91,T91,T91,Harrison Frazar,73,12.46,37,297
92,T93,T93,Padraig Harrington,52,12.44,25,201
93,T93,T93,Chris Riley,51,12.44,26,209
94,95,95,Brian Gay,102,12.41,51,411
95,96,96,Pat Perez,93,12.4,46,371
96,T97,T97,J.J. Henry,108,12.33,54,438
97,T97,T97,Ryan Moore,72,12.33,36,292
98,T97,T97,John Senden,93,12.33,46,373
99,100,100,Michael Letzig,88,12.29,44,358
100,101,101,Joe Durant,92,12.27,46,375
101,102,102,Scott McCarron,63,12.2,31,254
102,103,103,Brandt Snedeker,85,12.17,41,337
103,104,104,Dean Wilson,109,12.16,54,444
104,105,105,John Mallinger,95,12.14,47,387
105,T106,T106,Chris Stroud,81,12.12,40,330
106,T106,T106,Charlie Wi,97,12.12,48,396
107,108,108,Tim Herron,97,12.09,48,397
108,109,109,Jin Park,85,12.07,42,348
109,110,110,Todd Hamilton,92,12.06,45,373
110,111,111,Vaughn Taylor,103,12.05,50,415
111,112,112,Daniel Chopra,84,11.98,40,334
112,113,113,Kyle Thompson,70,11.97,34,284
113,114,114,K.J. Choi,74,11.96,33,276
114,115,115,Bo Van Pelt,101,11.95,49,410
115,116,116,Joe Ogilvie,100,11.94,48,402
116,117,117,Matt Kuchar,88,11.86,42,354
117,118,118,Mike Weir,88,11.85,41,346
118,119,119,Paul Goydos,78,11.82,37,313
119,120,120,Jimmy Walker,73,11.78,35,297
120,121,121,Peter Lonard,92,11.76,44,374
121,122,122,Ian Poulter,51,11.73,23,196
122,123,123,Bill Haas,99,11.6,47,405
123,124,124,Martin Laird,98,11.56,46,398
124,125,125,Tag Ridings,88,11.45,41,358
125,126,126,Sergio Garcia,72,11.43,32,280
126,127,127,Lucas Glover,91,11.38,42,369
127,128,128,Steve Lowery,74,11.37,34,299
128,129,129,Kenny Perry,97,11.34,45,397
129,130,130,Brad Elder,67,11.31,31,274
130,T131,T131,Billy Andrade,71,11.3,33,292
131,T131,T131,Nicholas Thompson,113,11.3,52,460
132,133,133,Billy Mayfair,103,11.27,47,417
133,134,134,Jerry Kelly,89,11.24,40,356
134,135,135,Tom Lehman,51,11.22,23,205
135,136,136,Parker McLachlin,88,11.2,40,357
136,137,137,Brenden Pappas,66,11.15,30,269
137,T138,T138,Robert Garrigus,90,11.14,41,368
138,T138,T138,Matt Jones,95,11.14,43,386
139,140,140,Davis Love III,78,11.11,35,315
140,141,141,Robert Allenby,108,11.09,48,433
141,T142,T142,Olin Browne,77,11.08,35,316
142,T142,T142,Ryuji Imada,80,11.08,36,325
143,144,144,Nathan Green,95,11.05,43,389
144,145,145,Bubba Watson,97,11.0,43,391
145,146,146,Ben Curtis,80,10.94,35,320
146,147,147,Jeff Overton,103,10.79,45,417
147,148,148,Scott Sterling,89,10.77,39,362
148,149,149,Charley Hoffman,94,10.64,40,376
149,150,150,Mathew Goggin,91,10.54,39,370
150,151,151,John Riegger,73,10.51,31,295
151,152,152,Jason Allred,63,10.47,27,258
152,153,153,Jim Furyk,95,10.46,39,373
153,154,154,Ted Purdy,68,10.43,29,278
154,155,155,Aaron Baddeley,76,10.42,30,288
155,156,156,Nick Watney,96,10.39,40,385
156,157,157,Brandt Jobe,52,10.38,22,212
157,158,158,Vijay Singh,82,10.36,32,309
158,159,159,Jon Mills,95,10.34,40,387
159,160,160,Justin Leonard,101,10.32,39,378
160,161,161,Woody Austin,109,10.31,43,417
161,162,162,Stuart Appleby,87,10.29,35,340
162,T163,T163,Brian Davis,108,10.23,45,440
163,T163,T163,Stephen Leaney,53,10.23,22,215
164,165,165,Brett Quigley,80,10.19,33,324
165,166,166,Todd Demsey,80,10.12,33,326
166,167,167,Dustin Johnson,92,10.11,38,376
167,168,168,David Duval,51,10.1,21,208
168,169,169,John Merrick,98,10.05,40,398
169,170,170,Bart Bryant,81,10.03,33,329
170,171,171,Doug LaBelle II,65,9.96,26,261
171,172,172,J.B. Holmes,86,9.91,34,343
172,T173,T173,Jeff Gove,50,9.9,20,202
173,T173,T173,Tim Wilkinson,95,9.9,38,384
174,175,175,J.P. Hayes,67,9.89,27,273
175,T176,T176,Anthony Kim,81,9.85,32,325
176,T176,T176,David Toms,70,9.85,27,274
177,178,178,Tommy Gainey,60,9.84,24,244
178,179,179,Jay Williamson,96,9.82,38,387
179,180,180,Mark Calcavecchia,67,9.81,26,265
180,181,181,Y.E. Yang,89,9.72,35,360
181,182,182,Shigeki Maruyama,50,9.66,20,207
182,T183,T183,Mathias Grönberg,87,9.58,34,355
183,T183,T183,Phil Mickelson,80,9.58,30,313
184,185,185,Trevor Immelman,70,9.42,26,276
185,186,186,Fred Couples,60,9.39,23,245
186,187,187,Chris DiMarco,87,9.32,33,354
187,188,188,John Huston,56,9.09,21,231
188,189,189,Will MacKenzie,62,9.02,23,255
189,190,190,Rod Pampling,83,8.92,29,325
190,191,191,Geoff Ogilvy,65,8.85,23,260
191,192,192,Richard Johnson,77,8.6,27,314
192,193,193,Charles Howell III,101,8.59,34,396
193,194,194,Sean O'Hair,81,8.54,28,328
194,195,195,Kenneth Ferrie,72,8.53,25,293
195,196,196,Rocco Mediate,87,8.52,30,352
196,197,197,Travis Perkins,53,6.98,15,215
