,Late_Round_2_Scoring_Average_RANK THIS WEEK,Late_Round_2_Scoring_Average_RANK LAST WEEK,Late_Round_2_Scoring_Average_PLAYER NAME,Late_Round_2_Scoring_Average_AVG,Late_Round_2_Scoring_Average_TOTAL STROKES,Late_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Brian Gay,69.0,1173,17
1,2,2,Stephen Ames,69.11,622,9
2,T3,T3,Gavin Coles,69.25,554,8
3,T3,T3,John Huston,69.25,554,8
4,5,5,Frank Lickliter II,69.3,693,10
5,6,6,Vijay Singh,69.33,624,9
6,7,7,Kenny Perry,69.43,972,14
7,8,8,Tim Clark,69.53,1043,15
8,9,9,Kevin Na,69.57,974,14
9,10,10,Camilo Villegas,69.6,696,10
10,11,11,Kevin Sutherland,69.67,627,9
11,12,12,Ben Curtis,69.7,697,10
12,13,13,Brad Elder,69.82,768,11
13,14,14,Matt Jones,69.87,1048,15
14,15,15,Steve Elkington,69.89,629,9
15,16,16,Sergio Garcia,69.9,699,10
16,T17,T17,Lucas Glover,70.0,700,10
17,T17,T17,Tim Herron,70.0,1050,15
18,T17,T17,Billy Mayfair,70.0,1120,16
19,T17,T17,Nick Watney,70.0,1190,17
20,21,21,Bob Estes,70.07,981,14
21,22,22,Stewart Cink,70.08,841,12
22,23,23,Ben Crane,70.09,771,11
23,24,24,David Toms,70.14,491,7
24,25,25,Anthony Kim,70.17,842,12
25,T26,T26,Woody Austin,70.2,1053,15
26,T26,T26,Sean O'Hair,70.2,702,10
27,T28,T28,Martin Laird,70.25,843,12
28,T28,T28,Tom Lehman,70.25,562,8
29,T28,T28,John Senden,70.25,843,12
30,T28,T28,Brandt Snedeker,70.25,843,12
31,T28,T28,Bob Tway,70.25,562,8
32,33,33,Mark Wilson,70.31,914,13
33,34,34,John Merrick,70.33,844,12
34,35,35,Shane Bertsch,70.43,986,14
35,36,36,Charlie Wi,70.46,916,13
36,37,37,Pat Perez,70.47,1057,15
37,T38,T38,Jason Day,70.5,846,12
38,T38,T38,Chris Riley,70.5,564,8
39,T38,T38,Rory Sabbatini,70.5,846,12
40,41,41,Mark Hensby,70.53,1058,15
41,42,42,Steve Marino,70.54,917,13
42,43,43,Robert Garrigus,70.57,988,14
43,T44,T44,Tom Pernice Jr.,70.58,847,12
44,T44,T44,John Riegger,70.58,847,12
45,T44,T44,Jimmy Walker,70.58,847,12
46,47,47,George McNeill,70.6,1059,15
47,48,48,Kevin Streelman,70.63,1130,16
48,49,49,Jonathan Byrd,70.64,777,11
49,T50,T50,Tommy Armour III,70.69,919,13
50,T50,T50,Bill Haas,70.69,1131,16
51,T50,T50,Cliff Kresge,70.69,1131,16
52,T50,T50,Jon Mills,70.69,1131,16
53,54,54,Fred Couples,70.7,707,10
54,T55,T55,Mathew Goggin,70.71,990,14
55,T55,T55,Jeff Maggert,70.71,990,14
56,T55,T55,John Mallinger,70.71,990,14
57,58,58,Omar Uresti,70.73,778,11
58,59,59,Shigeki Maruyama,70.75,566,8
59,60,60,Carlos Franco,70.77,920,13
60,61,61,Doug LaBelle II,70.8,708,10
61,62,62,Brad Adamonis,70.81,1133,16
62,63,63,Paul Goydos,70.83,850,12
63,64,64,Phil Mickelson,70.86,992,14
64,65,65,Jay Williamson,70.87,1063,15
65,T66,T66,Glen Day,70.89,638,9
66,T66,T66,Chez Reavie,70.89,1276,18
67,68,68,Robert Allenby,70.9,709,10
68,T69,T69,Charles Howell III,70.91,780,11
69,T69,T69,Ryan Palmer,70.91,780,11
70,T71,T71,Brenden Pappas,70.92,922,13
71,T71,T71,Corey Pavin,70.92,851,12
72,T71,T71,Scott Sterling,70.92,922,13
73,T71,T71,Mike Weir,70.92,851,12
74,T75,T75,Jason Gore,70.93,1064,15
75,T75,T75,Rocco Mediate,70.93,993,14
76,77,77,Patrick Sheehan,70.94,1206,17
77,T78,T78,Stuart Appleby,71.0,923,13
78,T78,T78,Briny Baird,71.0,1065,15
79,T78,T78,Brian Davis,71.0,1136,16
80,T78,T78,Mathias Grönberg,71.0,994,14
