,Back_9_Lowest_Round_RANK THIS WEEK,Back_9_Lowest_Round_RANK LAST WEEK,Back_9_Lowest_Round_PLAYER NAME,Back_9_Lowest_Round_ROUNDS,Back_9_Lowest_Round_LOW RND
88,T66,T66,Joe Durant,92,31
89,T66,T66,Brad Elder,67,31
90,T66,T66,Ernie Els,51,31
91,T66,T66,Bob Estes,90,31
92,T66,T66,Kenneth Ferrie,72,31
93,T66,T66,Nick Flanagan,89,31
94,T66,T66,Harrison Frazar,73,31
95,T66,T66,Jim Furyk,95,31
96,T66,T66,Sergio Garcia,72,31
97,T66,T66,Robert Garrigus,90,31
98,T66,T66,Retief Goosen,59,31
99,T66,T66,Jeff Gove,50,31
100,T66,T66,Nathan Green,95,31
101,T66,T66,Mathias Grönberg,87,31
102,T66,T66,Todd Hamilton,92,31
103,T66,T66,Padraig Harrington,52,31
104,T66,T66,Dudley Hart,74,31
105,T66,T66,Charley Hoffman,94,31
106,T66,T66,Trevor Immelman,70,31
107,T66,T66,Lee Janzen,89,31
108,T66,T66,Richard Johnson,77,31
109,T66,T66,Richard Johnson,60,31
110,T66,T66,Dustin Johnson,92,31
111,T66,T66,Kent Jones,68,31
112,T66,T66,Matt Jones,95,31
113,T66,T66,Craig Kanada,65,31
114,T66,T66,Greg Kraft,63,31
115,T66,T66,Martin Laird,98,31
116,T66,T66,Justin Leonard,101,31
117,T66,T66,Michael Letzig,88,31
118,T66,T66,Davis Love III,78,31
119,T66,T66,David Lutterus,59,31
120,T66,T66,Jeff Maggert,86,31
121,T66,T66,Hunter Mahan,87,31
122,T66,T66,Troy Matteson,94,31
123,T66,T66,Billy Mayfair,103,31
124,T66,T66,Jim McGovern,75,31
125,T66,T66,Parker McLachlin,88,31
126,T66,T66,George McNeill,97,31
127,T66,T66,Ryan Moore,72,31
128,T66,T66,Kevin Na,97,31
129,T66,T66,Joe Ogilvie,100,31
130,T66,T66,Jeff Overton,103,31
131,T66,T66,Rod Pampling,83,31
132,T66,T66,Corey Pavin,69,31
133,T66,T66,Tim Petrovic,97,31
134,T66,T66,Carl Pettersson,110,31
135,T66,T66,Brett Quigley,80,31
136,T66,T66,Jeff Quinney,87,31
137,T66,T66,Chris Riley,51,31
138,T66,T66,Brett Rumford,72,31
139,T66,T66,John Senden,93,31
140,T66,T66,Patrick Sheehan,124,31
141,T66,T66,Heath Slocum,104,31
142,T66,T66,Kevin Stadler,90,31
143,T66,T66,Steve Stricker,75,31
144,T66,T66,Chris Stroud,81,31
145,T66,T66,Vaughn Taylor,103,31
146,T66,T66,David Toms,70,31
147,T66,T66,Marc Turnesa,87,31
148,T66,T66,Omar Uresti,74,31
149,T66,T66,Camilo Villegas,79,31
150,T66,T66,Johnson Wagner,83,31
151,T66,T66,Boo Weekley,86,31
152,T66,T66,Mike Weir,88,31
153,T66,T66,Tim Wilkinson,95,31
154,T66,T66,Y.E. Yang,89,31
155,T156,T156,Billy Andrade,71,32
156,T156,T156,Aaron Baddeley,76,32
157,T156,T156,Shane Bertsch,96,32
158,T156,T156,Alejandro Cañizares,52,32
159,T156,T156,Paul Casey,55,32
160,T156,T156,K.J. Choi,74,32
161,T156,T156,Paul Claxton,63,32
162,T156,T156,Chad Collins,72,32
163,T156,T156,Marco Dawson,64,32
164,T156,T156,Glen Day,64,32
165,T156,T156,Todd Demsey,80,32
166,T156,T156,Robert Gamez,79,32
167,T156,T156,Bill Haas,99,32
168,T156,T156,J.P. Hayes,67,32
169,T156,T156,J.B. Holmes,86,32
170,T156,T156,Charles Howell III,101,32
171,T156,T156,Ryuji Imada,80,32
172,T156,T156,Zach Johnson,85,32
173,T156,T156,Jerry Kelly,89,32
174,T156,T156,Doug LaBelle II,65,32
175,T156,T156,Steve Lowery,74,32
176,T156,T156,Will MacKenzie,62,32
177,T156,T156,Nick O'Hern,82,32
178,T156,T156,Geoff Ogilvy,65,32
179,T156,T156,Ryan Palmer,69,32
180,T156,T156,Jin Park,85,32
181,T156,T156,Jesper Parnevik,88,32
182,T156,T156,Travis Perkins,53,32
183,T156,T156,Ted Purdy,68,32
184,T156,T156,Chez Reavie,102,32
185,T156,T156,Andres Romero,69,32
186,T156,T156,Tom Scherrer,56,32
187,T156,T156,Brandt Snedeker,85,32
188,T156,T156,Kyle Thompson,70,32
189,T156,T156,Ron Whittaker,54,32
190,T191,T191,David Duval,51,33
191,T191,T191,Cody Freeman,66,33
192,T191,T191,Stephen Leaney,53,33
193,T191,T191,Tom Lehman,51,33
194,T191,T191,Shigeki Maruyama,50,33
195,T191,T191,Rocco Mediate,87,33
196,T191,T191,Ian Poulter,51,33
