,Par_5_Performance_RANK THIS WEEK,Par_5_Performance_RANK LAST WEEK,Par_5_Performance_PLAYER NAME,Par_5_Performance_ROUNDS,Par_5_Performance_STATUS,Par_5_Performance_PAR 5 AVG,Par_5_Performance_TOTAL PAR
0,T1,T1,Charles Howell III,101,-130,4.6,1645
1,T1,T1,Steve Marino,119,-130,4.63,1765
2,3,3,Nick Watney,96,-129,4.6,1605
3,T4,T4,Brian Davis,108,-128,4.62,1690
4,T4,T4,Martin Laird,98,-128,4.58,1530
5,6,6,Kevin Sutherland,98,-127,4.57,1470
6,7,7,Woody Austin,109,-121,4.64,1675
7,8,8,Bill Haas,99,-120,4.62,1565
8,9,9,Robert Garrigus,90,-119,4.59,1440
9,10,10,Bubba Watson,97,-118,4.6,1475
10,11,11,Kevin Streelman,114,-117,4.66,1740
11,T12,T12,Mathew Goggin,91,-115,4.6,1440
12,T12,T12,Kevin Na,97,-115,4.64,1590
13,14,14,Joe Ogilvie,100,-114,4.64,1570
14,T15,T15,Brian Gay,102,-113,4.62,1490
15,T15,T15,Frank Lickliter II,107,-113,4.66,1675
16,17,17,John Merrick,98,-112,4.63,1510
17,18,18,Ken Duke,116,-111,4.69,1810
18,19,19,Nicholas Thompson,113,-110,4.69,1775
19,20,20,George McNeill,97,-109,4.64,1515
20,T21,T21,Robert Allenby,108,-108,4.68,1685
21,T21,T21,Jason Gore,94,-108,4.65,1545
22,T21,T21,Kenny Perry,97,-108,4.63,1440
23,T21,T21,Vijay Singh,82,-108,4.52,1135
24,T25,T25,Lucas Glover,91,-107,4.6,1335
25,T25,T25,Mark Wilson,107,-107,4.67,1635
26,27,27,Tag Ridings,88,-106,4.63,1420
27,T28,T28,Eric Axley,113,-105,4.7,1775
28,T28,T28,Jim Furyk,95,-105,4.63,1435
29,T28,T28,J.B. Holmes,86,-105,4.6,1325
30,T31,T31,Carl Pettersson,110,-104,4.69,1675
31,T31,T31,Patrick Sheehan,124,-104,4.73,1920
32,T33,T33,Stewart Cink,87,-103,4.61,1335
33,T33,T33,Anthony Kim,81,-103,4.55,1135
34,T33,T33,Tom Pernice Jr.,104,-103,4.67,1545
35,T33,T33,Camilo Villegas,79,-103,4.54,1120
36,37,37,Bo Van Pelt,101,-102,4.68,1585
37,T38,T38,Steve Flesch,95,-101,4.67,1545
38,T38,T38,Nathan Green,95,-101,4.67,1535
39,T38,T38,Justin Leonard,101,-101,4.64,1410
40,T41,T41,Chad Campbell,94,-100,4.64,1375
41,T41,T41,J.J. Henry,108,-100,4.7,1670
42,43,43,Phil Mickelson,80,-98,4.59,1190
43,T44,T44,Matt Jones,95,-96,4.69,1530
44,T44,T44,Billy Mayfair,103,-96,4.68,1490
45,T44,T44,Pat Perez,93,-96,4.66,1405
