,First_Tee_Late_Round_3_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Round_3_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Round_3_Scoring_Average_PLAYER NAME,First_Tee_Late_Round_3_Scoring_Average_AVG,First_Tee_Late_Round_3_Scoring_Average_TOTAL STROKES,First_Tee_Late_Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,Tommy Gainey,66.0,66,1
1,2,2,Billy Andrade,67.0,67,1
2,3,3,Brenden Pappas,67.67,203,3
3,4,4,Greg Kraft,68.0,340,5
4,5,5,Chris DiMarco,68.25,273,4
5,6,6,Will MacKenzie,68.5,137,2
6,T7,T7,Rich Beem,68.67,206,3
7,T7,T7,Daniel Chopra,68.67,412,6
8,9,9,J.P. Hayes,68.75,275,4
9,T10,T10,Scott Sterling,68.8,344,5
10,T10,T10,Charles Warren,68.8,344,5
11,12,12,Ryuji Imada,68.83,413,6
12,13,13,Vijay Singh,68.89,620,9
13,T14,T14,Bill Haas,69.0,552,8
14,T14,T14,Jon Mills,69.0,207,3
15,T14,T14,Mike Weir,69.0,690,10
16,T14,T14,Mark Wilson,69.0,276,4
17,18,18,Chad Campbell,69.1,691,10
18,19,19,Bubba Watson,69.13,553,8
19,20,20,Alex Cejka,69.14,484,7
20,21,21,Tim Petrovic,69.29,485,7
21,T22,T22,Gavin Coles,69.33,208,3
22,T22,T22,Jeff Quinney,69.33,416,6
23,T22,T22,Chez Reavie,69.33,416,6
24,T22,T22,Kevin Sutherland,69.33,624,9
25,26,26,Marc Turnesa,69.4,347,5
26,27,27,Steve Marino,69.46,903,13
27,T28,T28,Jason Gore,69.5,278,4
28,T28,T28,Jin Park,69.5,139,2
29,T28,T28,Chris Stroud,69.5,278,4
30,31,31,Kenny Perry,69.58,835,12
31,32,32,Steve Allan,69.67,209,3
32,33,33,Matt Kuchar,69.71,488,7
33,34,34,Michael Letzig,69.75,558,8
34,35,35,Ken Duke,69.83,838,12
35,T36,T36,K.J. Choi,69.88,559,8
36,T36,T36,George McNeill,69.88,559,8
37,38,38,Brian Gay,69.91,769,11
38,T39,T39,Marco Dawson,70.0,350,5
39,T39,T39,Glen Day,70.0,140,2
40,T39,T39,Dudley Hart,70.0,490,7
41,T39,T39,Trevor Immelman,70.0,350,5
42,T39,T39,Richard Johnson,70.0,210,3
43,T39,T39,Kent Jones,70.0,210,3
44,T39,T39,Troy Matteson,70.0,490,7
45,T39,T39,Jesper Parnevik,70.0,280,4
46,T39,T39,Pat Perez,70.0,770,11
47,T39,T39,Tom Scherrer,70.0,140,2
48,T39,T39,John Senden,70.0,280,4
49,T39,T39,Kyle Thompson,70.0,210,3
50,51,51,Sergio Garcia,70.08,841,12
51,T52,T52,Tommy Armour III,70.1,701,10
52,T52,T52,Charles Howell III,70.1,701,10
53,T54,T54,Woody Austin,70.11,631,9
54,T54,T54,Tom Pernice Jr.,70.11,631,9
55,56,56,Tim Wilkinson,70.13,561,8
56,T57,T57,Tim Clark,70.17,842,12
57,T57,T57,Johnson Wagner,70.17,421,6
58,59,59,Jonathan Byrd,70.2,351,5
59,T60,T60,Justin Bolli,70.25,281,4
60,T60,T60,Paul Casey,70.25,281,4
61,T60,T60,Chris Riley,70.25,281,4
62,63,63,Stewart Cink,70.27,773,11
63,T64,T64,Brad Elder,70.33,211,3
64,T64,T64,John Huston,70.33,422,6
65,T64,T64,Brandt Jobe,70.33,211,3
66,T64,T64,Zach Johnson,70.33,422,6
67,T64,T64,Doug LaBelle II,70.33,211,3
68,T64,T64,Corey Pavin,70.33,211,3
69,T64,T64,John Riegger,70.33,211,3
70,71,71,Tim Herron,70.38,563,8
71,72,72,Robert Garrigus,70.4,704,10
72,73,73,Jerry Kelly,70.43,493,7
73,74,74,Nick O'Hern,70.44,634,9
74,75,75,Jim Furyk,70.45,775,11
75,76,76,Brian Davis,70.46,916,13
76,T77,T77,Mark Calcavecchia,70.5,423,6
77,T77,T77,Jason Day,70.5,282,4
78,T77,T77,Brett Rumford,70.5,141,2
79,T77,T77,Rory Sabbatini,70.5,705,10
80,T77,T77,Charlie Wi,70.5,564,8
81,82,82,Kevin Na,70.56,635,9
82,T83,T83,Steve Elkington,70.57,494,7
83,T83,T83,Paul Goydos,70.57,494,7
84,T83,T83,Bo Van Pelt,70.57,494,7
85,86,86,Briny Baird,70.59,1200,17
86,87,87,Nathan Green,70.6,353,5
87,88,88,Mathew Goggin,70.63,565,8
88,T89,T89,Jason Allred,70.67,212,3
89,T89,T89,Shane Bertsch,70.67,212,3
90,T89,T89,Kenneth Ferrie,70.67,212,3
91,T89,T89,Lucas Glover,70.67,424,6
92,T89,T89,Phil Mickelson,70.67,848,12
93,T89,T89,Bob Tway,70.67,212,3
94,T95,T95,Ben Crane,70.71,495,7
95,T95,T95,Steve Stricker,70.71,495,7
96,97,97,Anthony Kim,70.73,778,11
97,T98,T98,Brad Adamonis,70.75,566,8
98,T98,T98,Ángel Cabrera,70.75,283,4
99,T98,T98,Bob Estes,70.75,566,8
100,101,101,Justin Leonard,70.78,637,9
101,T102,T102,Padraig Harrington,70.8,354,5
102,T102,T102,Kevin Streelman,70.8,708,10
103,104,104,Vaughn Taylor,70.9,709,10
104,T105,T105,Ryan Armour,71.0,71,1
105,T105,T105,Ben Curtis,71.0,497,7
106,T105,T105,Steve Flesch,71.0,710,10
107,T105,T105,Robert Gamez,71.0,213,3
108,T105,T105,Mark Hensby,71.0,355,5
