,Scoring_Average_Actual_RANK THIS WEEK,Scoring_Average_Actual_RANK LAST WEEK,Scoring_Average_Actual_PLAYER NAME,Scoring_Average_Actual_ROUNDS,Scoring_Average_Actual_AVG,Scoring_Average_Actual_TOTAL STROKES,Scoring_Average_Actual_TOTAL ROUNDS
74,T75,T75,Brad Adamonis,87,71.03,6180,87
75,T75,T75,Jason Gore,94,71.03,6677,94
76,T75,T75,Matt Kuchar,88,71.03,6251,88
77,T75,T75,Chez Reavie,102,71.03,7245,102
78,T79,T79,Craig Kanada,65,71.05,4618,65
79,T79,T79,Rory Sabbatini,77,71.05,5400,76
80,T79,T79,Omar Uresti,74,71.05,5258,74
81,T82,T82,Jason Day,81,71.06,5756,81
82,T82,T82,Zach Johnson,85,71.06,5969,84
83,T84,T84,Michael Allen,91,71.07,6467,91
84,T84,T84,J.J. Henry,108,71.07,7676,108
85,T84,T84,Parker McLachlin,88,71.07,6254,88
86,T84,T84,Bubba Watson,97,71.07,6894,97
87,88,88,Cameron Beckman,87,71.09,6185,87
88,89,89,Woody Austin,109,71.1,7466,105
89,90,90,Boo Weekley,86,71.12,5903,83
90,T91,T91,Ryuji Imada,80,71.13,5690,80
91,T91,T91,Richard Johnson,60,71.13,4268,60
92,T91,T91,David Toms,70,71.13,4837,68
93,94,94,Charles Howell III,101,71.15,7044,99
94,T95,T95,Carlos Franco,73,71.16,5195,73
95,T95,T95,Charley Hoffman,94,71.16,6689,94
96,T95,T95,Marc Turnesa,87,71.16,6191,87
97,T98,T98,Steve Flesch,95,71.17,6761,95
98,T98,T98,Heath Slocum,104,71.17,7402,104
99,100,100,Davis Love III,78,71.21,5554,78
100,T101,T101,Bart Bryant,81,71.22,5769,81
101,T101,T101,Fred Couples,60,71.22,4273,60
102,T101,T101,Frank Lickliter II,107,71.22,7621,107
103,T101,T101,Scott McCarron,63,71.22,4487,63
104,105,105,Tim Petrovic,97,71.23,6909,97
105,T106,T106,Todd Demsey,80,71.24,5699,80
106,T106,T106,Joe Durant,92,71.24,6554,92
107,T108,T108,Brad Elder,67,71.25,4774,67
108,T108,T108,Sean O'Hair,81,71.25,5771,81
109,T108,T108,Jesper Parnevik,88,71.25,6270,88
110,111,111,Freddie Jacobson,78,71.26,5558,78
111,T112,T112,Alejandro Cañizares,52,71.27,3706,52
112,T112,T112,Brandt Snedeker,85,71.27,5987,84
113,114,114,Brett Quigley,80,71.28,5702,80
114,T115,T115,Jeff Maggert,86,71.29,6131,86
115,T115,T115,Jeff Overton,103,71.29,7343,103
116,117,117,Eric Axley,113,71.31,8058,113
117,118,118,Nathan Green,95,71.33,6776,95
118,119,119,Tag Ridings,88,71.34,6278,88
119,120,120,Jonathan Byrd,88,71.36,6066,85
120,121,121,Doug LaBelle II,65,71.37,4639,65
121,T122,T122,Geoff Ogilvy,65,71.38,4568,64
122,T122,T122,Nicholas Thompson,113,71.38,8066,113
123,T124,T124,Rich Beem,90,71.39,6425,90
124,T124,T124,J.B. Holmes,86,71.39,6068,85
125,T124,T124,Rod Pampling,83,71.39,5711,80
126,T124,T124,Jeff Quinney,87,71.39,6211,87
127,T128,T128,Steve Allan,58,71.4,4141,58
128,T128,T128,Matt Jones,95,71.4,6783,95
129,T128,T128,Troy Matteson,94,71.4,6712,94
130,131,131,Marco Dawson,64,71.42,4571,64
131,132,132,Chad Collins,72,71.43,5143,72
132,T133,T133,Ernie Els,51,71.44,3572,50
133,T133,T133,Jim McGovern,75,71.44,5358,75
134,T135,T135,Adam Scott,51,71.45,3501,49
135,T135,T135,Jimmy Walker,73,71.45,5216,73
136,137,137,Lee Janzen,89,71.46,6360,89
137,T138,T138,Harrison Frazar,73,71.48,5218,73
138,T138,T138,Brandt Jobe,52,71.48,3717,52
139,140,140,Jerry Kelly,89,71.49,6291,88
140,T141,T141,Dustin Johnson,92,71.5,6578,92
141,T141,T141,Ryan Moore,72,71.5,5148,72
142,143,143,Daniel Chopra,84,71.51,5935,83
143,144,144,Jay Williamson,96,71.52,6866,96
144,145,145,Y.E. Yang,89,71.53,6366,89
145,T146,T146,Jeff Gove,50,71.54,3577,50
146,T146,T146,Cliff Kresge,84,71.54,6009,84
147,T146,T146,John Rollins,94,71.54,6725,94
148,T146,T146,Chris Stroud,81,71.54,5795,81
149,T150,T150,Greg Kraft,63,71.56,4508,63
150,T150,T150,Kevin Stadler,90,71.56,6440,90
151,T152,T152,James Driscoll,85,71.6,6086,85
152,T152,T152,Paul Goydos,78,71.6,5585,78
153,154,154,Rocco Mediate,87,71.61,6230,87
154,155,155,Jon Mills,95,71.62,6804,95
155,T156,T156,Nick Flanagan,89,71.63,6375,89
156,T156,T156,Will MacKenzie,62,71.63,4441,62
157,158,158,Tom Scherrer,56,71.64,4012,56
158,159,159,Johnson Wagner,83,71.65,5947,83
159,160,160,Mathias Grönberg,87,71.68,6236,87
160,161,161,Alex Cejka,75,71.69,5377,75
161,T162,T162,Chris DiMarco,87,71.7,6238,87
162,T162,T162,Robert Gamez,79,71.7,5664,79
163,T162,T162,Ron Whittaker,54,71.7,3872,54
164,T165,T165,Retief Goosen,59,71.71,4159,58
165,T165,T165,Ted Purdy,68,71.71,4876,68
166,167,167,Paul Casey,55,71.75,3731,52
167,T168,T168,Ryan Armour,87,71.78,6245,87
168,T168,T168,Paul Claxton,63,71.78,4522,63
169,T168,T168,Shigeki Maruyama,50,71.78,3589,50
170,171,171,Bob Sowards,61,71.79,4379,61
171,T172,T172,Olin Browne,77,71.81,5529,77
172,T172,T172,Kenneth Ferrie,72,71.81,5170,72
173,174,174,Todd Hamilton,92,71.83,6608,92
174,175,175,Ian Poulter,51,71.84,3520,49
175,T176,T176,Mark Hensby,71,71.85,5101,71
176,T176,T176,Trevor Immelman,70,71.85,4886,68
177,T176,T176,Andres Romero,69,71.85,4814,67
178,179,179,Mark Calcavecchia,67,71.86,4743,66
179,180,180,Brett Rumford,72,71.89,5176,72
180,181,181,Ángel Cabrera,55,71.94,3669,51
181,182,182,Tommy Gainey,60,71.95,4317,60
182,T183,T183,Richard Johnson,77,71.96,5541,77
183,T183,T183,Steve Lowery,74,71.96,5325,74
184,185,185,Tom Lehman,51,71.98,3671,51
185,186,186,Justin Bolli,87,72.0,6264,87
186,187,187,Jin Park,85,72.07,6126,85
187,T188,T188,Jason Allred,63,72.08,4541,63
188,T188,T188,Charles Warren,79,72.08,5694,79
189,190,190,J.P. Hayes,67,72.09,4830,67
190,191,191,Billy Andrade,71,72.15,5123,71
191,192,192,Stephen Leaney,53,72.23,3828,53
192,193,193,David Lutterus,59,72.39,4271,59
193,194,194,Kyle Thompson,70,72.4,5068,70
194,195,195,Cody Freeman,66,72.52,4786,66
195,196,196,Travis Perkins,53,73.13,3876,53
196,197,197,David Duval,51,73.73,3760,51
