,Scoring_Average_Actual_RANK THIS WEEK,Scoring_Average_Actual_RANK LAST WEEK,Scoring_Average_Actual_PLAYER NAME,Scoring_Average_Actual_ROUNDS,Scoring_Average_Actual_AVG,Scoring_Average_Actual_TOTAL STROKES,Scoring_Average_Actual_TOTAL ROUNDS
0,1,1,Bob Tway,70,69.94,4896,70
1,2,2,Brian Gay,102,70.11,7151,102
2,3,3,Kenny Perry,97,70.21,6810,97
3,T4,T4,Anthony Kim,81,70.22,5688,81
4,T4,T4,Kevin Sutherland,98,70.22,6882,98
5,6,6,Vijay Singh,82,70.27,5481,78
6,7,7,Phil Mickelson,80,70.28,5482,78
7,8,8,Steve Marino,119,70.29,8364,119
8,9,9,Chad Campbell,94,70.37,6615,94
9,10,10,Ben Crane,86,70.38,6053,86
10,T11,T11,Justin Leonard,101,70.41,6689,95
11,T11,T11,Charlie Wi,97,70.41,6830,97
12,T13,T13,Briny Baird,113,70.44,7960,113
13,T13,T13,Mark Wilson,107,70.44,7537,107
14,T15,T15,John Huston,56,70.48,3947,56
15,T15,T15,Ryan Palmer,69,70.48,4863,69
16,17,17,Tom Pernice Jr.,104,70.54,7336,104
17,T18,T18,Shane Bertsch,96,70.56,6774,96
18,T18,T18,Jim Furyk,95,70.56,6633,94
19,T20,T20,Sergio Garcia,72,70.6,4942,70
20,T20,T20,Camilo Villegas,79,70.6,5507,78
21,T22,T22,Glen Day,64,70.61,4519,64
22,T22,T22,Ken Duke,116,70.61,8191,116
23,24,24,Kevin Streelman,114,70.63,8052,114
24,25,25,Robert Allenby,108,70.64,7558,107
25,T26,T26,Stewart Cink,87,70.65,5723,81
26,T26,T26,Gavin Coles,54,70.65,3815,54
27,T28,T28,Bill Haas,99,70.66,6995,99
28,T28,T28,Tim Herron,97,70.66,6854,97
29,T30,T30,Stephen Ames,83,70.67,5795,82
30,T30,T30,Steve Elkington,84,70.67,5936,84
31,T30,T30,Corey Pavin,69,70.67,4876,69
32,33,33,Mike Weir,88,70.68,6149,87
33,34,34,Bob Estes,90,70.69,6362,90
34,T35,T35,Padraig Harrington,52,70.7,3535,50
35,T35,T35,Pat Perez,93,70.7,6504,92
36,T37,T37,Brian Davis,108,70.73,7639,108
37,T37,T37,Mathew Goggin,91,70.73,6436,91
38,39,39,Billy Mayfair,103,70.76,7288,103
39,40,40,Hunter Mahan,87,70.78,6016,85
40,41,41,Brenden Pappas,66,70.8,4673,66
41,T42,T42,Martin Laird,98,70.81,6939,98
42,T42,T42,Kevin Na,97,70.81,6869,97
43,44,44,Steve Stricker,75,70.83,5100,72
44,T45,T45,Dudley Hart,74,70.84,5242,74
45,T45,T45,Carl Pettersson,110,70.84,7792,110
46,T45,T45,Vaughn Taylor,103,70.84,7297,103
47,T45,T45,Scott Verplank,82,70.84,5738,81
48,T49,T49,Stuart Appleby,87,70.86,5952,84
49,T49,T49,Aaron Baddeley,76,70.86,5173,73
50,51,51,Tim Clark,90,70.87,6307,89
51,T52,T52,Nick O'Hern,82,70.89,5671,80
52,T52,T52,D.J. Trahan,94,70.89,6664,94
53,54,54,John Senden,93,70.9,6523,92
54,T55,T55,Joe Ogilvie,100,70.92,7092,100
55,T55,T55,John Riegger,73,70.92,5177,73
56,T55,T55,Chris Riley,51,70.92,3617,51
57,T55,T55,Scott Sterling,89,70.92,6312,89
58,T59,T59,Peter Lonard,92,70.93,6526,92
59,T59,T59,Patrick Sheehan,124,70.93,8795,124
60,61,61,George McNeill,97,70.94,6881,97
61,62,62,Lucas Glover,91,70.95,6456,91
62,T63,T63,Ben Curtis,80,70.96,5677,80
63,T63,T63,Kent Jones,68,70.96,4825,68
64,T63,T63,Bo Van Pelt,101,70.96,7167,101
65,66,66,John Merrick,98,70.97,6955,98
66,67,67,Dean Wilson,109,70.98,7737,109
67,68,68,Tommy Armour III,77,70.99,5466,77
68,T69,T69,K.J. Choi,74,71.01,4971,70
69,T69,T69,Michael Letzig,88,71.01,6249,88
70,T71,T71,Robert Garrigus,90,71.02,6392,90
71,T71,T71,John Mallinger,95,71.02,6747,95
72,T71,T71,Nick Watney,96,71.02,6818,96
73,T71,T71,Tim Wilkinson,95,71.02,6747,95
