,Tenth_Tee_Early_Round_2_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Round_2_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Round_2_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Round_2_Scoring_Average_AVG,Tenth_Tee_Early_Round_2_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Kevin Streelman,66.67,200,3
1,2,2,Nick Watney,67.0,134,2
2,3,3,Mark Hensby,67.33,202,3
3,4,4,Pat Perez,67.67,203,3
4,5,5,Phil Mickelson,67.8,339,5
5,6,6,Ryan Palmer,68.0,476,7
6,7,7,Daniel Chopra,68.33,205,3
7,8,8,Jim Furyk,68.63,549,8
8,9,9,John Rollins,68.67,412,6
9,T10,T10,Bob Estes,68.71,481,7
10,T10,T10,Bob Tway,68.71,481,7
11,T12,T12,Brad Adamonis,68.75,275,4
12,T12,T12,Dudley Hart,68.75,275,4
13,T12,T12,Joe Ogilvie,68.75,550,8
14,15,15,David Toms,68.83,413,6
15,16,16,D.J. Trahan,68.88,551,8
16,T17,T17,Stuart Appleby,69.0,207,3
17,T17,T17,Sergio Garcia,69.0,207,3
18,T17,T17,Justin Leonard,69.0,207,3
19,T17,T17,Hunter Mahan,69.0,207,3
20,T17,T17,Brenden Pappas,69.0,276,4
21,T17,T17,Mark Wilson,69.0,552,8
22,23,23,Jason Day,69.11,622,9
23,T24,T24,John Senden,69.14,484,7
24,T24,T24,Heath Slocum,69.14,968,14
25,26,26,Steve Stricker,69.2,346,5
26,27,27,Anthony Kim,69.25,277,4
27,T28,T28,Todd Hamilton,69.4,347,5
28,T28,T28,Marc Turnesa,69.4,347,5
29,30,30,Aaron Baddeley,69.43,486,7
30,31,31,Marco Dawson,69.5,139,2
31,32,32,Robert Allenby,69.56,626,9
32,33,33,Brian Davis,69.6,696,10
33,34,34,John Merrick,69.63,557,8
34,T35,T35,Joe Durant,69.67,209,3
35,T35,T35,Michael Letzig,69.67,418,6
36,T35,T35,Parker McLachlin,69.67,627,9
37,T35,T35,Kenny Perry,69.67,418,6
38,T35,T35,Ted Purdy,69.67,418,6
39,40,40,Frank Lickliter II,69.7,697,10
40,T41,T41,Ryan Moore,69.71,488,7
41,T41,T41,Carl Pettersson,69.71,488,7
42,T43,T43,Tommy Armour III,69.75,279,4
43,T43,T43,Corey Pavin,69.75,279,4
44,T45,T45,Alejandro Cañizares,69.8,349,5
45,T45,T45,Ben Crane,69.8,349,5
46,47,47,Briny Baird,69.83,419,6
47,48,48,Trevor Immelman,69.86,489,7
48,T49,T49,Jason Allred,70.0,280,4
49,T49,T49,Shane Bertsch,70.0,560,8
50,T49,T49,Chad Campbell,70.0,210,3
51,T49,T49,K.J. Choi,70.0,490,7
52,T49,T49,Gavin Coles,70.0,280,4
53,T49,T49,James Driscoll,70.0,420,6
54,T49,T49,Carlos Franco,70.0,210,3
55,T49,T49,Harrison Frazar,70.0,350,5
56,T49,T49,Retief Goosen,70.0,350,5
57,T49,T49,Jim McGovern,70.0,350,5
58,T49,T49,Adam Scott,70.0,280,4
59,T49,T49,Jimmy Walker,70.0,350,5
60,61,61,Brian Gay,70.1,701,10
61,62,62,Steve Allan,70.14,491,7
62,T63,T63,Craig Kanada,70.2,351,5
63,T63,T63,Chez Reavie,70.2,351,5
64,65,65,Bubba Watson,70.23,913,13
65,66,66,Ron Whittaker,70.25,281,4
66,T67,T67,Robert Gamez,70.33,422,6
67,T67,T67,John Huston,70.33,422,6
68,T67,T67,John Riegger,70.33,211,3
69,T67,T67,Vaughn Taylor,70.33,422,6
70,71,71,Jay Williamson,70.38,563,8
71,T72,T72,Charles Howell III,70.4,352,5
72,T72,T72,Martin Laird,70.4,352,5
73,T72,T72,Kevin Sutherland,70.4,704,10
74,75,75,J.B. Holmes,70.43,493,7
75,76,76,Matt Kuchar,70.44,634,9
76,T77,T77,Jonathan Byrd,70.5,423,6
77,T77,T77,Billy Mayfair,70.5,705,10
78,T77,T77,Jesper Parnevik,70.5,564,8
79,80,80,Steve Elkington,70.56,635,9
80,T81,T81,Bill Haas,70.6,706,10
81,T81,T81,Jeff Overton,70.6,353,5
82,T81,T81,Camilo Villegas,70.6,353,5
83,84,84,Cameron Beckman,70.67,212,3
84,T85,T85,Padraig Harrington,70.75,283,4
85,T85,T85,Boo Weekley,70.75,283,4
