,Back_9_Par_4_Scoring_Average_RANK THIS WEEK,Back_9_Par_4_Scoring_Average_RANK LAST WEEK,Back_9_Par_4_Scoring_Average_PLAYER NAME,Back_9_Par_4_Scoring_Average_ROUNDS,Back_9_Par_4_Scoring_Average_AVG,Back_9_Par_4_Scoring_Average_TOTAL STROKES,Back_9_Par_4_Scoring_Average_TOTAL HOLES
0,1,1,John Huston,56,3.93,1137,289
1,T2,T2,Kent Jones,68,3.97,1411,355
2,T2,T2,Will MacKenzie,62,3.97,1286,324
3,T4,T4,Gavin Coles,54,3.98,1137,286
4,T4,T4,Padraig Harrington,52,3.98,1058,266
5,6,6,John Mallinger,95,3.99,2055,515
6,T7,T7,Briny Baird,113,4.0,2435,609
7,T7,T7,Ken Duke,116,4.0,2474,618
8,T7,T7,Kenny Perry,97,4.0,2084,521
9,T7,T7,Vijay Singh,82,4.0,1711,428
10,T7,T7,Bob Tway,70,4.0,1496,374
11,T7,T7,Mark Wilson,107,4.0,2302,576
12,T13,T13,Shane Bertsch,96,4.01,2036,508
13,T13,T13,Jim Furyk,95,4.01,2045,510
14,T13,T13,Greg Kraft,63,4.01,1351,337
15,T16,T16,Michael Allen,91,4.02,1901,473
16,T16,T16,Woody Austin,109,4.02,2264,563
17,T16,T16,Marco Dawson,64,4.02,1343,334
18,T16,T16,Glen Day,64,4.02,1395,347
19,T16,T16,Anthony Kim,81,4.02,1783,443
20,T16,T16,Matt Kuchar,88,4.02,1891,470
21,T16,T16,Peter Lonard,92,4.02,2016,501
22,T16,T16,Ryan Palmer,69,4.02,1483,369
23,T16,T16,Rory Sabbatini,77,4.02,1666,414
24,T25,T25,Ben Crane,86,4.03,1856,461
25,T25,T25,Harrison Frazar,73,4.03,1559,387
26,T25,T25,Brian Gay,102,4.03,2250,558
27,T25,T25,Justin Leonard,101,4.03,2092,519
28,T25,T25,Phil Mickelson,80,4.03,1674,415
29,T25,T25,Scott Sterling,89,4.03,1890,469
30,T25,T25,Kevin Streelman,114,4.03,2460,611
31,T25,T25,Charlie Wi,97,4.03,2089,519
32,T33,T33,Stuart Appleby,87,4.04,1816,450
33,T33,T33,Aaron Baddeley,76,4.04,1592,394
34,T33,T33,Tim Clark,90,4.04,1986,491
35,T33,T33,Chad Collins,72,4.04,1552,384
36,T33,T33,Brad Elder,67,4.04,1444,357
37,T33,T33,Carlos Franco,73,4.04,1542,382
38,T33,T33,Tim Herron,97,4.04,2139,530
39,T33,T33,Charley Hoffman,94,4.04,2037,504
40,T33,T33,J.B. Holmes,86,4.04,1823,451
41,T33,T33,Michael Letzig,88,4.04,1899,470
42,T33,T33,Steve Marino,119,4.04,2587,641
43,T33,T33,Scott McCarron,63,4.04,1342,332
44,T33,T33,Nick O'Hern,82,4.04,1728,428
45,T33,T33,Joe Ogilvie,100,4.04,2161,535
46,T33,T33,Jeff Overton,103,4.04,2172,537
47,T33,T33,Ted Purdy,68,4.04,1435,355
48,T33,T33,Vaughn Taylor,103,4.04,2248,557
49,T33,T33,Marc Turnesa,87,4.04,1863,461
50,T33,T33,Omar Uresti,74,4.04,1569,388
51,T33,T33,Scott Verplank,82,4.04,1789,443
52,T33,T33,Jimmy Walker,73,4.04,1588,393
53,T33,T33,Boo Weekley,86,4.04,1814,449
54,T33,T33,Tim Wilkinson,95,4.04,2039,505
55,T33,T33,Dean Wilson,109,4.04,2353,583
56,T57,T57,Robert Allenby,108,4.05,2294,567
57,T57,T57,Stephen Ames,83,4.05,1813,448
58,T57,T57,Chad Campbell,94,4.05,2069,511
59,T57,T57,K.J. Choi,74,4.05,1547,382
60,T57,T57,Brian Davis,108,4.05,2332,576
61,T57,T57,Bob Estes,90,4.05,1946,480
62,T57,T57,Robert Gamez,79,4.05,1705,421
63,T57,T57,Lucas Glover,91,4.05,1991,491
64,T57,T57,Mathew Goggin,91,4.05,1954,483
65,T57,T57,Dudley Hart,74,4.05,1621,400
66,T57,T57,J.J. Henry,108,4.05,2342,578
67,T57,T57,Davis Love III,78,4.05,1694,418
68,T57,T57,Troy Matteson,94,4.05,1983,490
69,T57,T57,John Merrick,98,4.05,2132,526
70,T57,T57,Pat Perez,93,4.05,1983,490
71,T57,T57,Tom Pernice Jr.,104,4.05,2276,562
72,T57,T57,Tim Petrovic,97,4.05,2055,508
73,T57,T57,Kevin Sutherland,98,4.05,2121,524
74,T57,T57,Nick Watney,96,4.05,2033,502
75,T57,T57,Mike Weir,88,4.05,1874,463
76,T57,T57,Ron Whittaker,54,4.05,1150,284
77,T78,T78,Cameron Beckman,87,4.06,1843,454
78,T78,T78,Rich Beem,90,4.06,1913,471
79,T78,T78,Ben Curtis,80,4.06,1760,434
80,T78,T78,Chris DiMarco,87,4.06,1870,461
81,T78,T78,Steve Elkington,84,4.06,1792,441
82,T78,T78,Steve Flesch,95,4.06,2047,504
83,T78,T78,Charles Howell III,101,4.06,2128,524
84,T78,T78,Ryuji Imada,80,4.06,1707,420
85,T78,T78,Lee Janzen,89,4.06,1874,462
86,T78,T78,Dustin Johnson,92,4.06,1966,484
87,T78,T78,Jeff Maggert,86,4.06,1842,454
88,T78,T78,Parker McLachlin,88,4.06,1909,470
89,T78,T78,George McNeill,97,4.06,2113,521
90,T78,T78,Geoff Ogilvy,65,4.06,1379,340
91,T78,T78,Jin Park,85,4.06,1801,444
92,T78,T78,Jesper Parnevik,88,4.06,1910,471
93,T78,T78,Chris Riley,51,4.06,1085,267
94,T78,T78,Steve Stricker,75,4.06,1584,390
95,T78,T78,Nicholas Thompson,113,4.06,2446,602
96,T78,T78,Bo Van Pelt,101,4.06,2199,542
97,T78,T78,Jay Williamson,96,4.06,2076,511
98,T99,T99,Jonathan Byrd,88,4.07,1843,453
99,T99,T99,Daniel Chopra,84,4.07,1777,437
100,T99,T99,Stewart Cink,87,4.07,1730,425
101,T99,T99,Todd Demsey,80,4.07,1725,424
102,T99,T99,Jason Gore,94,4.07,1987,488
103,T99,T99,Jeff Gove,50,4.07,1092,268
104,T99,T99,Nathan Green,95,4.07,2029,498
105,T99,T99,Frank Lickliter II,107,4.07,2320,570
106,T99,T99,Hunter Mahan,87,4.07,1869,459
107,T99,T99,Billy Mayfair,103,4.07,2279,560
108,T99,T99,Sean O'Hair,81,4.07,1792,440
109,T99,T99,Rod Pampling,83,4.07,1725,424
110,T99,T99,Brenden Pappas,66,4.07,1433,352
111,T99,T99,Carl Pettersson,110,4.07,2400,590
112,T99,T99,Chez Reavie,102,4.07,2229,548
113,T99,T99,John Riegger,73,4.07,1592,391
114,T99,T99,John Senden,93,4.07,2019,496
115,T99,T99,Patrick Sheehan,124,4.07,2693,662
116,T99,T99,Brandt Snedeker,85,4.07,1849,454
117,T99,T99,Camilo Villegas,79,4.07,1733,426
118,T99,T99,Charles Warren,79,4.07,1674,411
119,T120,T120,Tommy Armour III,77,4.08,1693,415
120,T120,T120,Alex Cejka,75,4.08,1602,393
121,T120,T120,Joe Durant,92,4.08,1987,487
122,T120,T120,Kenneth Ferrie,72,4.08,1533,376
123,T120,T120,Robert Garrigus,90,4.08,1946,477
124,T120,T120,Bill Haas,99,4.08,2134,523
125,T120,T120,Zach Johnson,85,4.08,1843,452
126,T120,T120,Richard Johnson,60,4.08,1347,330
127,T120,T120,Craig Kanada,65,4.08,1427,350
128,T120,T120,Martin Laird,98,4.08,2136,524
129,T120,T120,Steve Lowery,74,4.08,1624,398
130,T120,T120,Kevin Na,97,4.08,2072,508
131,T120,T120,Jeff Quinney,87,4.08,1864,457
