,Round_3_Scoring_Average_RANK THIS WEEK,Round_3_Scoring_Average_RANK LAST WEEK,Round_3_Scoring_Average_PLAYER NAME,Round_3_Scoring_Average_AVG,Round_3_Scoring_Average_TOTAL STROKES,Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,Bob Tway,68.87,1033,15
1,2,2,Bill Haas,69.11,1244,18
2,3,3,Chad Campbell,69.16,1314,19
3,4,4,Bob Estes,69.24,1177,17
4,5,5,Jim McGovern,69.42,833,12
5,T6,T6,Tim Clark,69.53,1321,19
6,T6,T6,Mike Weir,69.53,1321,19
7,8,8,Kevin Sutherland,69.57,1600,23
8,9,9,Vijay Singh,69.59,1183,17
9,10,10,Brenden Pappas,69.6,696,10
10,11,11,Jim Furyk,69.68,1533,22
11,12,12,Brian Gay,69.7,1394,20
12,13,13,Jeff Quinney,69.75,1116,16
13,14,14,John Riegger,69.77,907,13
14,15,15,Tom Pernice Jr.,69.86,1537,22
15,16,16,Anthony Kim,69.89,1258,18
16,T17,T17,Craig Kanada,69.9,699,10
17,T17,T17,Scott McCarron,69.9,699,10
18,19,19,Mark Wilson,69.92,1748,25
19,20,20,Michael Letzig,69.94,1119,16
20,21,21,Justin Leonard,69.96,1609,23
21,T22,T22,Shane Bertsch,70.0,1400,20
22,T22,T22,Glen Day,70.0,980,14
23,T22,T22,Jason Day,70.0,910,13
24,T22,T22,Tommy Gainey,70.0,490,7
25,T22,T22,Padraig Harrington,70.0,770,11
26,T22,T22,Steve Marino,70.0,1890,27
27,T22,T22,Kenny Perry,70.0,1610,23
28,T22,T22,Chris Stroud,70.0,910,13
29,T22,T22,Vaughn Taylor,70.0,1400,20
30,T31,T31,Joe Ogilvie,70.05,1541,22
31,T31,T31,Tim Wilkinson,70.05,1331,19
32,T33,T33,Rich Beem,70.06,1191,17
33,T33,T33,Daniel Chopra,70.06,1121,16
34,T33,T33,Hunter Mahan,70.06,1261,18
35,T33,T33,Scott Sterling,70.06,1191,17
36,T37,T37,Ángel Cabrera,70.1,701,10
37,T37,T37,Charlie Wi,70.1,1472,21
38,T39,T39,Davis Love III,70.13,1122,16
39,T39,T39,Jesper Parnevik,70.13,1122,16
40,T39,T39,Corey Pavin,70.13,1052,15
41,42,42,Tim Herron,70.14,1473,21
42,43,43,Boo Weekley,70.17,1263,18
43,44,44,Sergio Garcia,70.18,1193,17
44,45,45,Ryuji Imada,70.2,1053,15
45,46,46,Cliff Kresge,70.21,983,14
46,T47,T47,Stewart Cink,70.22,1264,18
47,T47,T47,Tom Scherrer,70.22,632,9
48,T49,T49,Bo Van Pelt,70.26,1335,19
49,T49,T49,Bubba Watson,70.26,1335,19
50,51,51,Robert Garrigus,70.29,1195,17
51,52,52,Rory Sabbatini,70.31,1125,16
52,T53,T53,Matt Kuchar,70.35,1196,17
53,T53,T53,Tim Petrovic,70.35,1196,17
54,55,55,John Huston,70.36,774,11
55,56,56,Ben Crane,70.39,1267,18
56,T57,T57,K.J. Choi,70.4,1056,15
57,T57,T57,Pat Perez,70.4,1408,20
58,59,59,Bart Bryant,70.41,1197,17
59,T60,T60,Marco Dawson,70.42,845,12
60,T60,T60,Kent Jones,70.42,845,12
61,T62,T62,Aaron Baddeley,70.44,1127,16
62,T62,T62,Briny Baird,70.44,1902,27
63,T62,T62,Nick O'Hern,70.44,1127,16
64,65,65,Jonathan Byrd,70.47,1198,17
65,T66,T66,Mathew Goggin,70.5,1269,18
66,T66,T66,Charles Warren,70.5,846,12
67,68,68,Dudley Hart,70.53,1058,15
68,69,69,Jin Park,70.54,917,13
69,70,70,Greg Kraft,70.55,776,11
70,71,71,Patrick Sheehan,70.56,1905,27
71,72,72,Woody Austin,70.57,1623,23
72,T73,T73,Billy Andrade,70.58,847,12
73,T73,T73,Gavin Coles,70.58,847,12
74,75,75,Sean O'Hair,70.63,1130,16
75,76,76,Scott Verplank,70.65,1201,17
76,T77,T77,Steve Allan,70.67,636,9
77,T77,T77,Zach Johnson,70.67,1272,18
78,79,79,Ken Duke,70.68,1767,25
79,80,80,George McNeill,70.7,1414,20
80,81,81,Brandt Snedeker,70.71,1202,17
81,82,82,J.B. Holmes,70.72,1273,18
82,T83,T83,Brian Davis,70.73,1556,22
83,T83,T83,James Driscoll,70.73,1061,15
84,T83,T83,David Toms,70.73,1061,15
85,86,86,Retief Goosen,70.75,849,12
86,87,87,Jason Gore,70.76,1203,17
87,T88,T88,Ben Curtis,70.78,1274,18
88,T88,T88,Nathan Green,70.78,1274,18
89,T88,T88,Bob Sowards,70.78,637,9
90,91,91,Jerry Kelly,70.79,991,14
91,92,92,Jon Mills,70.81,1133,16
92,T93,T93,Cameron Beckman,70.82,1204,17
93,T93,T93,Adam Scott,70.82,779,11
94,95,95,Michael Allen,70.83,1275,18
95,T96,T96,Robert Allenby,70.85,1842,26
96,T96,T96,Alex Cejka,70.85,921,13
97,T96,T96,J.J. Henry,70.85,1417,20
98,T96,T96,Martin Laird,70.85,1417,20
99,T96,T96,Ryan Palmer,70.85,921,13
100,T101,T101,Joe Durant,70.89,1276,18
101,T101,T101,Steve Flesch,70.89,1347,19
102,T101,T101,Lucas Glover,70.89,1347,19
103,T104,T104,Stuart Appleby,70.9,1418,20
104,T104,T104,Alejandro Cañizares,70.9,709,10
105,T104,T104,Ernie Els,70.9,709,10
106,T107,T107,Steve Stricker,70.93,1064,15
107,T107,T107,Omar Uresti,70.93,993,14
108,T109,T109,Stephen Ames,70.94,1277,18
109,T109,T109,Steve Elkington,70.94,1277,18
110,T109,T109,Dustin Johnson,70.94,1206,17
111,T109,T109,Jay Williamson,70.94,1206,17
112,T113,T113,Charley Hoffman,70.95,1348,19
113,T113,T113,Charles Howell III,70.95,1419,20
114,T115,T115,Brad Adamonis,71.0,1065,15
115,T115,T115,Carlos Franco,71.0,852,12
116,T115,T115,Brandt Jobe,71.0,497,7
117,T115,T115,Parker McLachlin,71.0,1207,17
118,T115,T115,Phil Mickelson,71.0,1420,20
119,T115,T115,Marc Turnesa,71.0,1065,15
120,121,121,Billy Mayfair,71.04,1634,23
121,T122,T122,Troy Matteson,71.06,1208,17
122,T122,T122,Camilo Villegas,71.06,1279,18
123,T124,T124,Brett Quigley,71.07,1066,15
124,T124,T124,Tag Ridings,71.07,1066,15
125,126,126,Chris Riley,71.11,640,9
126,127,127,Chez Reavie,71.14,1494,21
127,T128,T128,Ryan Armour,71.15,925,13
128,T128,T128,Kevin Na,71.15,1423,20
129,T128,T128,Geoff Ogilvy,71.15,925,13
130,131,131,Doug LaBelle II,71.17,854,12
131,132,132,John Merrick,71.18,1566,22
132,T133,T133,Chris DiMarco,71.2,1068,15
133,T133,T133,Paul Goydos,71.2,1068,15
134,T133,T133,Freddie Jacobson,71.2,1068,15
135,136,136,John Senden,71.21,1353,19
136,137,137,Rocco Mediate,71.22,1282,18
137,138,138,Peter Lonard,71.24,1211,17
138,T139,T139,J.P. Hayes,71.25,570,8
139,T139,T139,D.J. Trahan,71.25,1425,20
140,T141,T141,Paul Casey,71.27,784,11
141,T141,T141,Kevin Streelman,71.27,1853,26
142,143,143,Richard Johnson,71.3,713,10
143,144,144,Rod Pampling,71.31,927,13
144,T145,T145,Mark Calcavecchia,71.33,856,12
145,T145,T145,Tom Lehman,71.33,642,9
146,T145,T145,Nicholas Thompson,71.33,1498,21
147,148,148,Jeff Overton,71.35,1427,20
148,T149,T149,Nick Watney,71.38,1499,21
149,T149,T149,Y.E. Yang,71.38,1142,16
150,151,151,Carl Pettersson,71.42,1857,26
151,152,152,Dean Wilson,71.46,1715,24
152,153,153,David Lutterus,71.5,572,8
153,154,154,Trevor Immelman,71.54,930,13
154,155,155,Mark Hensby,71.55,787,11
155,156,156,Todd Hamilton,71.56,1288,18
156,157,157,Jason Allred,71.67,645,9
157,158,158,Nick Flanagan,71.69,1147,16
158,T159,T159,Fred Couples,71.75,861,12
159,T159,T159,Kenneth Ferrie,71.75,861,12
160,T159,T159,Ryan Moore,71.75,861,12
161,162,162,Chad Collins,71.77,933,13
162,163,163,Frank Lickliter II,71.78,1651,23
163,164,164,Lee Janzen,71.83,1293,18
164,T165,T165,Matt Jones,71.88,1222,17
165,T165,T165,Jeff Maggert,71.88,1150,16
166,167,167,Will MacKenzie,71.91,791,11
167,168,168,Kevin Stadler,71.93,1079,15
168,169,169,Tommy Armour III,71.94,1151,16
169,170,170,Eric Axley,71.96,1655,23
170,T171,T171,Justin Bolli,72.0,1224,17
171,T171,T171,Todd Demsey,72.0,1152,16
172,T171,T171,Harrison Frazar,72.0,1008,14
173,T171,T171,Stephen Leaney,72.0,720,10
174,T171,T171,John Rollins,72.0,1368,19
175,T171,T171,Jimmy Walker,72.0,1008,14
176,177,177,John Mallinger,72.05,1441,20
177,T178,T178,Richard Johnson,72.09,793,11
178,T178,T178,Ted Purdy,72.09,793,11
179,T178,T178,Heath Slocum,72.09,1658,23
180,181,181,Brett Rumford,72.1,721,10
181,182,182,Paul Claxton,72.11,649,9
182,183,183,Ron Whittaker,72.14,505,7
183,T184,T184,Olin Browne,72.27,795,11
184,T184,T184,Mathias Grönberg,72.27,1084,15
185,186,186,Robert Gamez,72.29,1012,14
186,187,187,Jeff Gove,72.38,579,8
187,188,188,Shigeki Maruyama,72.4,724,10
188,189,189,Kyle Thompson,72.44,652,9
189,190,190,Brad Elder,72.45,797,11
190,191,191,Johnson Wagner,72.5,1160,16
191,192,192,Andres Romero,72.6,1089,15
192,193,193,Ian Poulter,72.64,799,11
193,194,194,Cody Freeman,72.88,583,8
194,195,195,Steve Lowery,73.08,950,13
195,196,196,David Duval,73.43,514,7
196,197,197,Travis Perkins,74.6,373,5
