,Front_9_Round_1_Scoring_Average_RANK THIS WEEK,Front_9_Round_1_Scoring_Average_RANK LAST WEEK,Front_9_Round_1_Scoring_Average_PLAYER NAME,Front_9_Round_1_Scoring_Average_AVG,Front_9_Round_1_Scoring_Average_TOTAL STROKES,Front_9_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Anthony Kim,34.18,752,22
1,2,2,Alejandro Cañizares,34.31,549,16
2,T3,T3,Shigeki Maruyama,34.65,589,17
3,T3,T3,Phil Mickelson,34.65,693,20
4,5,5,Carl Pettersson,34.66,1005,29
5,6,6,Stewart Cink,34.77,765,22
6,7,7,Patrick Sheehan,34.83,1219,35
7,8,8,Tommy Armour III,34.88,837,24
8,T9,T9,Todd Demsey,34.96,874,25
9,T9,T9,Joe Durant,34.96,979,28
10,T9,T9,Brett Quigley,34.96,874,25
11,T12,T12,Adam Scott,35.0,490,14
12,T12,T12,Mike Weir,35.0,840,24
13,14,14,Bo Van Pelt,35.03,1121,32
14,15,15,Kevin Sutherland,35.04,911,26
15,16,16,Brian Gay,35.06,1087,31
16,17,17,Rocco Mediate,35.07,947,27
17,18,18,Michael Allen,35.11,948,27
18,19,19,Zach Johnson,35.13,843,24
19,20,20,Jeff Maggert,35.14,984,28
20,T21,T21,Brian Davis,35.15,1160,33
21,T21,T21,Ken Duke,35.15,1160,33
22,T21,T21,Parker McLachlin,35.15,949,27
23,T21,T21,Charlie Wi,35.15,949,27
24,T25,T25,Kenneth Ferrie,35.16,879,25
25,T25,T25,Steve Marino,35.16,1125,32
26,T25,T25,Jay Williamson,35.16,1125,32
27,T28,T28,Briny Baird,35.17,1055,30
28,T28,T28,Justin Leonard,35.17,844,24
29,T28,T28,Billy Mayfair,35.17,1020,29
30,T28,T28,Nick O'Hern,35.17,844,24
31,32,32,Scott McCarron,35.18,774,22
32,33,33,Charley Hoffman,35.21,1021,29
33,T34,T34,John Huston,35.22,634,18
34,T34,T34,Nick Watney,35.22,951,27
35,T36,T36,Stuart Appleby,35.23,775,22
36,T36,T36,Eric Axley,35.23,1233,35
37,T36,T36,Bill Haas,35.23,1092,31
38,T36,T36,Dudley Hart,35.23,775,22
39,T36,T36,Kenny Perry,35.23,916,26
40,41,41,Steve Allan,35.24,740,21
41,42,42,Brandt Jobe,35.26,670,19
42,T43,T43,Ernie Els,35.27,529,15
43,T43,T43,Troy Matteson,35.27,1058,30
44,T43,T43,Ryan Palmer,35.27,776,22
45,T46,T46,Cameron Beckman,35.29,988,28
46,T46,T46,Brenden Pappas,35.29,847,24
47,T48,T48,Ángel Cabrera,35.31,565,16
48,T48,T48,Jeff Overton,35.31,1130,32
49,T50,T50,Ben Crane,35.32,883,25
50,T50,T50,Brandt Snedeker,35.32,883,25
51,T52,T52,Richard Johnson,35.33,742,21
52,T52,T52,D.J. Trahan,35.33,954,27
53,T54,T54,Brad Adamonis,35.34,1025,29
54,T54,T54,Nick Flanagan,35.34,1025,29
55,T54,T54,Vaughn Taylor,35.34,1131,32
56,T54,T54,Y.E. Yang,35.34,1025,29
57,T58,T58,Lucas Glover,35.35,919,26
58,T58,T58,Corey Pavin,35.35,707,20
59,T60,T60,Jim Furyk,35.36,884,25
60,T60,T60,Padraig Harrington,35.36,495,14
61,62,62,John Senden,35.37,955,27
62,T63,T63,John Riegger,35.38,849,24
63,T63,T63,Kevin Streelman,35.38,1132,32
64,T63,T63,Omar Uresti,35.38,849,24
65,T66,T66,Brad Elder,35.39,814,23
66,T66,T66,Scott Verplank,35.39,814,23
67,T68,T68,Mathew Goggin,35.41,956,27
68,T68,T68,Retief Goosen,35.41,602,17
69,T68,T68,Tag Ridings,35.41,1027,29
70,T68,T68,Bob Sowards,35.41,779,22
71,T68,T68,Dean Wilson,35.41,1133,32
72,73,73,Matt Jones,35.42,1098,31
73,T74,T74,Craig Kanada,35.43,815,23
74,T74,T74,Davis Love III,35.43,815,23
75,T74,T74,Camilo Villegas,35.43,744,21
76,77,77,Olin Browne,35.44,957,27
77,T78,T78,Robert Garrigus,35.45,1028,29
78,T78,T78,Jason Gore,35.45,1099,31
79,T78,T78,Heath Slocum,35.45,1028,29
80,81,81,Geoff Ogilvy,35.47,674,19
81,T82,T82,J.J. Henry,35.5,1207,34
82,T82,T82,Peter Lonard,35.5,1065,30
83,T82,T82,Tom Pernice Jr.,35.5,1065,30
84,T82,T82,Nicholas Thompson,35.5,1278,36
85,T86,T86,Robert Allenby,35.52,959,27
86,T86,T86,Bart Bryant,35.52,817,23
87,T86,T86,Paul Claxton,35.52,817,23
88,T86,T86,Hunter Mahan,35.52,888,25
89,T86,T86,Rod Pampling,35.52,959,27
90,91,91,Tim Clark,35.54,924,26
91,T92,T92,Mark Calcavecchia,35.55,782,22
92,T92,T92,Doug LaBelle II,35.55,782,22
93,T92,T92,Joe Ogilvie,35.55,1031,29
94,T92,T92,Rory Sabbatini,35.55,782,22
95,96,96,Matt Kuchar,35.56,960,27
96,T97,T97,Mathias Grönberg,35.57,1067,30
97,T97,T97,Jerry Kelly,35.57,1067,30
98,99,99,Billy Andrade,35.58,854,24
99,T100,T100,Woody Austin,35.59,1032,29
100,T100,T100,Martin Laird,35.59,1032,29
101,T100,T100,Frank Lickliter II,35.59,1139,32
102,T100,T100,Kevin Na,35.59,1032,29
103,T104,T104,Steve Elkington,35.6,890,25
104,T104,T104,Charles Howell III,35.6,1068,30
105,T104,T104,Dustin Johnson,35.6,1068,30
106,T107,T107,Chad Campbell,35.61,997,28
107,T107,T107,Harrison Frazar,35.61,819,23
108,T109,T109,Aaron Baddeley,35.62,748,21
109,T109,T109,Steve Stricker,35.62,748,21
110,111,111,Glen Day,35.63,677,19
111,T112,T112,Rich Beem,35.64,998,28
112,T112,T112,Lee Janzen,35.64,998,28
113,T112,T112,Vijay Singh,35.64,784,22
114,T115,T115,Chris Riley,35.65,606,17
115,T115,T115,Boo Weekley,35.65,820,23
116,117,117,George McNeill,35.66,1034,29
117,T118,T118,Ryan Moore,35.67,856,24
118,T118,T118,Chez Reavie,35.67,1070,30
119,T120,T120,Michael Letzig,35.69,1035,29
120,T120,T120,Jesper Parnevik,35.69,1035,29
121,T120,T120,Marc Turnesa,35.69,1035,29
122,T123,T123,Marco Dawson,35.71,750,21
123,T123,T123,Ian Poulter,35.71,500,14
124,T125,T125,Sergio Garcia,35.72,643,18
125,T125,T125,Bubba Watson,35.72,1036,29
