,First_Tee_Early_Round_1_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Round_1_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Round_1_Scoring_Average_PLAYER NAME,First_Tee_Early_Round_1_Scoring_Average_AVG,First_Tee_Early_Round_1_Scoring_Average_TOTAL STROKES,First_Tee_Early_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Steve Marino,67.86,475,7
1,2,2,Tom Lehman,68.0,272,4
2,3,3,John Mallinger,68.43,479,7
3,4,4,Billy Andrade,68.5,137,2
4,5,5,Patrick Sheehan,68.55,754,11
5,6,6,Kevin Streelman,68.57,480,7
6,T7,T7,Kenny Perry,68.6,343,5
7,T7,T7,John Rollins,68.6,343,5
8,9,9,Charles Warren,68.8,344,5
9,T10,T10,Briny Baird,69.0,621,9
10,T10,T10,Camilo Villegas,69.0,276,4
11,12,12,Richard Johnson,69.33,416,6
12,T13,T13,Kenneth Ferrie,69.4,347,5
13,T13,T13,Jason Gore,69.4,347,5
14,15,15,Sergio Garcia,69.5,139,2
15,16,16,Brandt Snedeker,69.57,487,7
16,17,17,Eric Axley,69.6,696,10
17,T18,T18,Alejandro Cañizares,69.75,279,4
18,T18,T18,Ken Duke,69.75,558,8
19,T20,T20,Corey Pavin,69.78,628,9
20,T20,T20,Chez Reavie,69.78,628,9
21,T22,T22,Woody Austin,70.0,630,9
22,T22,T22,Jonathan Byrd,70.0,630,9
23,T22,T22,K.J. Choi,70.0,280,4
24,T22,T22,Anthony Kim,70.0,350,5
25,T22,T22,Brenden Pappas,70.0,490,7
26,T22,T22,John Riegger,70.0,630,9
27,T22,T22,Chris Riley,70.0,280,4
28,T22,T22,Rory Sabbatini,70.0,280,4
29,T22,T22,Adam Scott,70.0,210,3
30,T22,T22,Steve Stricker,70.0,210,3
31,T22,T22,Kevin Sutherland,70.0,140,2
32,T22,T22,Bo Van Pelt,70.0,630,9
33,34,34,J.J. Henry,70.1,701,10
34,35,35,Y.E. Yang,70.13,561,8
35,36,36,Martin Laird,70.14,491,7
36,T37,T37,Troy Matteson,70.2,351,5
37,T37,T37,Parker McLachlin,70.2,351,5
38,39,39,Billy Mayfair,70.22,632,9
39,40,40,George McNeill,70.25,562,8
40,41,41,Brett Quigley,70.3,703,10
41,T42,T42,Bart Bryant,70.33,422,6
42,T42,T42,Ángel Cabrera,70.33,422,6
43,T42,T42,Kyle Thompson,70.33,211,3
44,T45,T45,Mark Calcavecchia,70.38,563,8
45,T45,T45,Chad Collins,70.38,563,8
46,47,47,Michael Allen,70.4,352,5
47,T48,T48,Tim Herron,70.43,493,7
48,T48,T48,Rocco Mediate,70.43,493,7
49,T48,T48,Tim Wilkinson,70.43,493,7
50,51,51,Brian Davis,70.44,634,9
51,T52,T52,Brad Adamonis,70.5,282,4
52,T52,T52,Gavin Coles,70.5,282,4
53,T52,T52,Dudley Hart,70.5,141,2
54,T52,T52,Jeff Overton,70.5,564,8
55,T52,T52,Bubba Watson,70.5,282,4
56,T52,T52,Dean Wilson,70.5,846,12
57,T58,T58,Shane Bertsch,70.57,494,7
58,T58,T58,Bill Haas,70.57,494,7
59,T58,T58,Nicholas Thompson,70.57,494,7
60,T61,T61,Ben Crane,70.67,424,6
61,T61,T61,Brian Gay,70.67,636,9
