,Tenth_Tee_Late_Round_4_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Round_4_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Round_4_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Round_4_Scoring_Average_AVG,Tenth_Tee_Late_Round_4_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Round_4_Scoring_Average_TOTAL ROUNDS
0,T1,T1,Dustin Johnson,63.0,63,1
1,T1,T1,Matt Kuchar,63.0,63,1
2,3,3,Bob Tway,64.0,64,1
3,T4,T4,Tim Herron,65.0,65,1
4,T4,T4,Michael Letzig,65.0,65,1
5,T4,T4,Davis Love III,65.0,65,1
6,T4,T4,Ron Whittaker,65.0,65,1
7,T8,T8,K.J. Choi,66.0,66,1
8,T8,T8,Mathias Grönberg,66.0,66,1
9,T8,T8,Anthony Kim,66.0,66,1
10,T8,T8,Ryan Palmer,66.0,66,1
11,T8,T8,Rory Sabbatini,66.0,66,1
12,13,13,Richard Johnson,66.5,133,2
13,14,14,D.J. Trahan,66.75,267,4
14,T15,T15,Ryan Armour,67.0,67,1
15,T15,T15,Steve Flesch,67.0,134,2
16,T15,T15,Doug LaBelle II,67.0,67,1
17,T15,T15,Andres Romero,67.0,67,1
18,T15,T15,Nicholas Thompson,67.0,67,1
19,T15,T15,Nick Watney,67.0,67,1
20,T21,T21,John Senden,67.5,135,2
21,T21,T21,Steve Stricker,67.5,135,2
22,T21,T21,Boo Weekley,67.5,135,2
23,T24,T24,Fred Couples,68.0,68,1
24,T24,T24,John Riegger,68.0,68,1
25,26,26,Todd Hamilton,68.5,137,2
26,27,27,John Merrick,68.75,275,4
27,T28,T28,Aaron Baddeley,69.0,69,1
28,T28,T28,Steve Lowery,69.0,69,1
29,T28,T28,Troy Matteson,69.0,138,2
30,T28,T28,Rod Pampling,69.0,69,1
31,T28,T28,Jesper Parnevik,69.0,69,1
32,T28,T28,Ted Purdy,69.0,69,1
33,T28,T28,Vaughn Taylor,69.0,69,1
34,T28,T28,Scott Verplank,69.0,69,1
35,T28,T28,Mike Weir,69.0,69,1
36,T37,T37,Justin Bolli,69.5,139,2
37,T37,T37,Chris DiMarco,69.5,139,2
38,T37,T37,Kevin Stadler,69.5,139,2
39,40,40,Brian Davis,69.6,348,5
40,41,41,Kevin Streelman,69.67,209,3
41,42,42,Chez Reavie,69.75,279,4
42,T43,T43,Stuart Appleby,70.0,140,2
43,T43,T43,Stewart Cink,70.0,70,1
44,T43,T43,Ben Crane,70.0,140,2
45,T43,T43,Harrison Frazar,70.0,280,4
46,T43,T43,Robert Garrigus,70.0,70,1
47,T43,T43,Freddie Jacobson,70.0,70,1
48,T43,T43,Richard Johnson,70.0,70,1
49,T43,T43,Craig Kanada,70.0,70,1
50,T43,T43,Jerry Kelly,70.0,140,2
51,T43,T43,Ryan Moore,70.0,140,2
52,T43,T43,Scott Sterling,70.0,140,2
53,T43,T43,Tim Wilkinson,70.0,70,1
54,55,55,Heath Slocum,70.33,211,3
55,T56,T56,Lucas Glover,70.5,141,2
56,T56,T56,Kent Jones,70.5,141,2
57,58,58,Billy Mayfair,70.75,283,4
58,59,59,Shane Bertsch,70.8,354,5
59,T60,T60,Jonathan Byrd,71.0,142,2
60,T60,T60,Gavin Coles,71.0,71,1
61,T60,T60,Nathan Green,71.0,142,2
62,T60,T60,J.J. Henry,71.0,71,1
63,T60,T60,Zach Johnson,71.0,71,1
64,T60,T60,Greg Kraft,71.0,142,2
65,T60,T60,Frank Lickliter II,71.0,71,1
66,T60,T60,Jin Park,71.0,71,1
67,T60,T60,Mark Wilson,71.0,142,2
68,T69,T69,Brett Quigley,71.33,214,3
69,T69,T69,Dean Wilson,71.33,214,3
70,T71,T71,Michael Allen,71.5,143,2
71,T71,T71,Briny Baird,71.5,143,2
72,T71,T71,Ben Curtis,71.5,143,2
73,T71,T71,Charles Howell III,71.5,143,2
74,T71,T71,Stephen Leaney,71.5,143,2
75,T71,T71,Will MacKenzie,71.5,286,4
76,T71,T71,Brett Rumford,71.5,143,2
77,T71,T71,Kevin Sutherland,71.5,143,2
78,T71,T71,Bo Van Pelt,71.5,143,2
79,T71,T71,Jimmy Walker,71.5,143,2
80,T71,T71,Charlie Wi,71.5,143,2
81,82,82,Alejandro Cañizares,71.67,215,3
82,83,83,Jon Mills,71.75,287,4
83,T84,T84,Woody Austin,72.0,72,1
84,T84,T84,Olin Browne,72.0,144,2
85,T84,T84,James Driscoll,72.0,144,2
86,T84,T84,Carlos Franco,72.0,144,2
87,T84,T84,Dudley Hart,72.0,144,2
88,T84,T84,Lee Janzen,72.0,72,1
89,T84,T84,Martin Laird,72.0,360,5
90,T84,T84,John Mallinger,72.0,216,3
91,T84,T84,Jim McGovern,72.0,288,4
92,T84,T84,Jeff Overton,72.0,144,2
93,T84,T84,Corey Pavin,72.0,72,1
94,T84,T84,Pat Perez,72.0,72,1
95,T84,T84,Jeff Quinney,72.0,72,1
96,T84,T84,Chris Stroud,72.0,72,1
97,T98,T98,Nick Flanagan,72.5,145,2
98,T98,T98,Peter Lonard,72.5,145,2
99,T98,T98,George McNeill,72.5,145,2
100,T98,T98,Chris Riley,72.5,145,2
101,T98,T98,Patrick Sheehan,72.5,145,2
102,T98,T98,Brandt Snedeker,72.5,145,2
103,T98,T98,Marc Turnesa,72.5,290,4
104,105,105,Eric Axley,72.6,363,5
105,T106,T106,Brad Adamonis,73.0,146,2
106,T106,T106,Stephen Ames,73.0,73,1
107,T106,T106,Tommy Armour III,73.0,73,1
108,T106,T106,Cameron Beckman,73.0,146,2
109,T106,T106,Bob Estes,73.0,73,1
110,T106,T106,Kenneth Ferrie,73.0,73,1
111,T106,T106,Robert Gamez,73.0,73,1
112,T106,T106,Jeff Gove,73.0,73,1
113,T106,T106,J.P. Hayes,73.0,73,1
114,T106,T106,Ryuji Imada,73.0,73,1
115,T106,T106,Steve Marino,73.0,146,2
116,T106,T106,Tag Ridings,73.0,73,1
117,T118,T118,Jeff Maggert,73.33,220,3
118,T118,T118,Kyle Thompson,73.33,220,3
119,T120,T120,Chad Collins,73.5,147,2
120,T120,T120,Todd Demsey,73.5,294,4
121,T120,T120,Brad Elder,73.5,147,2
122,T120,T120,Shigeki Maruyama,73.5,147,2
123,T120,T120,Carl Pettersson,73.5,147,2
124,T125,T125,Billy Andrade,74.0,74,1
125,T125,T125,Jason Day,74.0,74,1
126,T125,T125,Ernie Els,74.0,74,1
127,T125,T125,Mathew Goggin,74.0,74,1
128,T125,T125,Trevor Immelman,74.0,74,1
129,T125,T125,David Lutterus,74.0,74,1
130,T125,T125,Rocco Mediate,74.0,74,1
131,T125,T125,Tom Pernice Jr.,74.0,74,1
132,T125,T125,Y.E. Yang,74.0,74,1
133,T134,T134,Joe Ogilvie,74.5,149,2
134,T134,T134,Bubba Watson,74.5,149,2
135,T136,T136,Paul Claxton,75.0,75,1
136,T136,T136,Ken Duke,75.0,75,1
137,T136,T136,Sean O'Hair,75.0,75,1
138,T136,T136,Travis Perkins,75.0,75,1
139,140,140,John Rollins,75.33,226,3
140,T141,T141,Mark Calcavecchia,76.0,76,1
141,T141,T141,Joe Durant,76.0,76,1
142,T141,T141,Cody Freeman,76.0,152,2
143,T141,T141,Jason Gore,76.0,76,1
144,T141,T141,Omar Uresti,76.0,152,2
