,First_Tee_Late_Round_4_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Round_4_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Round_4_Scoring_Average_PLAYER NAME,First_Tee_Late_Round_4_Scoring_Average_AVG,First_Tee_Late_Round_4_Scoring_Average_TOTAL STROKES,First_Tee_Late_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Martin Laird,67.25,269,4
1,2,2,James Driscoll,67.67,203,3
2,3,3,Padraig Harrington,68.43,479,7
3,T4,T4,Tom Scherrer,68.5,137,2
4,T4,T4,John Senden,68.5,274,4
5,T4,T4,Jimmy Walker,68.5,137,2
6,7,7,Jason Gore,68.67,412,6
7,8,8,Peter Lonard,68.75,275,4
8,9,9,Hunter Mahan,68.78,619,9
9,T10,T10,Jason Allred,69.0,69,1
10,T10,T10,Tommy Armour III,69.0,552,8
11,T10,T10,Richard Johnson,69.0,138,2
12,T10,T10,David Lutterus,69.0,69,1
13,T10,T10,Will MacKenzie,69.0,138,2
14,T10,T10,Brett Rumford,69.0,138,2
15,16,16,Justin Bolli,69.25,277,4
16,T17,T17,Shane Bertsch,69.29,485,7
17,T17,T17,George McNeill,69.29,485,7
18,19,19,Kent Jones,69.33,208,3
19,20,20,Fred Couples,69.4,347,5
20,T21,T21,Billy Mayfair,69.43,486,7
21,T21,T21,Bob Tway,69.43,486,7
22,23,23,Stephen Ames,69.45,764,11
23,24,24,Steve Lowery,69.5,139,2
24,25,25,Ryuji Imada,69.56,626,9
25,26,26,Vijay Singh,69.64,766,11
26,27,27,Scott Verplank,69.67,627,9
27,28,28,Chad Campbell,69.69,906,13
28,T29,T29,Steve Allan,69.75,279,4
29,T29,T29,Alex Cejka,69.75,279,4
30,T29,T29,Scott McCarron,69.75,279,4
31,32,32,Glen Day,69.8,349,5
32,33,33,Ernie Els,69.83,419,6
33,T34,T34,Mathew Goggin,70.0,630,9
34,T34,T34,Matt Jones,70.0,210,3
35,T34,T34,Justin Leonard,70.0,910,13
36,T34,T34,Michael Letzig,70.0,560,8
37,T34,T34,Corey Pavin,70.0,140,2
38,39,39,Woody Austin,70.1,701,10
39,40,40,Camilo Villegas,70.11,631,9
40,T41,T41,Cameron Beckman,70.17,421,6
41,T41,T41,Freddie Jacobson,70.17,421,6
42,T41,T41,Rod Pampling,70.17,421,6
43,44,44,Brian Gay,70.18,772,11
44,45,45,Jon Mills,70.25,281,4
45,46,46,Kevin Sutherland,70.27,773,11
46,T47,T47,J.P. Hayes,70.33,211,3
47,T47,T47,Tim Herron,70.33,422,6
48,T47,T47,Jeff Maggert,70.33,211,3
49,50,50,Dean Wilson,70.38,563,8
50,51,51,Paul Casey,70.4,352,5
51,52,52,Pat Perez,70.42,845,12
52,53,53,Cliff Kresge,70.43,493,7
53,T54,T54,Rich Beem,70.5,423,6
54,T54,T54,Charles Howell III,70.5,705,10
55,T54,T54,Brandt Jobe,70.5,141,2
56,T54,T54,Frank Lickliter II,70.5,141,2
57,T54,T54,Chris Riley,70.5,141,2
58,T59,T59,Joe Durant,70.57,494,7
59,T59,T59,Matt Kuchar,70.57,494,7
60,T59,T59,Steve Stricker,70.57,494,7
61,62,62,Patrick Sheehan,70.6,706,10
62,T63,T63,Sean O'Hair,70.63,565,8
63,T63,T63,Tim Petrovic,70.63,565,8
64,65,65,Carl Pettersson,70.64,777,11
65,T66,T66,Billy Andrade,70.67,212,3
66,T66,T66,K.J. Choi,70.67,636,9
67,T66,T66,John Mallinger,70.67,424,6
68,T66,T66,Parker McLachlin,70.67,424,6
69,T66,T66,Chris Stroud,70.67,212,3
70,T66,T66,Omar Uresti,70.67,212,3
71,T72,T72,Eric Axley,70.71,495,7
72,T72,T72,Troy Matteson,70.71,495,7
73,T72,T72,Nicholas Thompson,70.71,495,7
74,75,75,Robert Allenby,70.73,1061,15
75,T76,T76,Chris DiMarco,70.75,283,4
76,T76,T76,Charley Hoffman,70.75,283,4
77,T76,T76,Craig Kanada,70.75,283,4
78,T79,T79,Ben Crane,70.78,637,9
79,T79,T79,Jerry Kelly,70.78,637,9
80,81,81,Anthony Kim,70.8,708,10
81,82,82,Charlie Wi,70.82,779,11
82,83,83,Greg Kraft,70.83,425,6
83,84,84,Phil Mickelson,70.85,921,13
84,85,85,Joe Ogilvie,70.9,709,10
85,86,86,Ken Duke,70.92,851,12
86,T87,T87,Bart Bryant,71.0,568,8
87,T87,T87,David Duval,71.0,71,1
88,T87,T87,Carlos Franco,71.0,213,3
89,T87,T87,Paul Goydos,71.0,355,5
90,T87,T87,Stephen Leaney,71.0,71,1
91,T87,T87,Ryan Moore,71.0,284,4
92,T87,T87,Bob Sowards,71.0,142,2
93,T87,T87,Scott Sterling,71.0,284,4
94,T87,T87,Mike Weir,71.0,923,13
95,T87,T87,Y.E. Yang,71.0,355,5
96,97,97,Mark Wilson,71.09,782,11
97,98,98,Steve Elkington,71.13,569,8
98,99,99,Nick O'Hern,71.14,498,7
99,T100,T100,Harrison Frazar,71.2,356,5
100,T100,T100,Heath Slocum,71.2,356,5
101,T102,T102,Brad Elder,71.25,285,4
102,T102,T102,Steve Marino,71.25,570,8
103,T102,T102,Rory Sabbatini,71.25,285,4
104,T102,T102,Kevin Streelman,71.25,855,12
105,T106,T106,Jim Furyk,71.33,1284,18
106,T106,T106,Retief Goosen,71.33,428,6
107,108,108,Lee Janzen,71.4,357,5
108,109,109,Tim Wilkinson,71.43,500,7
109,T110,T110,Ángel Cabrera,71.5,286,4
110,T110,T110,Todd Demsey,71.5,143,2
111,T110,T110,Tommy Gainey,71.5,286,4
112,T110,T110,Sergio Garcia,71.5,858,12
113,T110,T110,Lucas Glover,71.5,572,8
114,T110,T110,Jeff Gove,71.5,143,2
115,T110,T110,Kevin Na,71.5,572,8
116,T110,T110,Andres Romero,71.5,286,4
117,T110,T110,Marc Turnesa,71.5,429,6
118,119,119,John Merrick,71.56,644,9
119,120,120,Kenny Perry,71.58,859,12
120,T121,T121,Mark Calcavecchia,71.6,358,5
121,T121,T121,D.J. Trahan,71.6,358,5
122,123,123,David Toms,71.63,573,8
123,T124,T124,Stuart Appleby,71.67,860,12
124,T124,T124,Chad Collins,71.67,215,3
125,T124,T124,Dustin Johnson,71.67,430,6
126,T124,T124,Bubba Watson,71.67,430,6
127,128,128,Briny Baird,71.73,789,11
128,T129,T129,Tim Clark,71.75,861,12
129,T129,T129,John Riegger,71.75,287,4
130,131,131,J.J. Henry,71.8,359,5
131,T132,T132,Brad Adamonis,71.83,431,6
132,T132,T132,Mark Hensby,71.83,431,6
133,134,134,Tom Pernice Jr.,71.86,503,7
134,135,135,Dudley Hart,71.9,719,10
135,T136,T136,Marco Dawson,72.0,288,4
136,T136,T136,Cody Freeman,72.0,72,1
137,T136,T136,Robert Garrigus,72.0,504,7
138,T136,T136,Zach Johnson,72.0,576,8
139,140,140,Vaughn Taylor,72.09,793,11
140,T141,T141,Aaron Baddeley,72.14,505,7
141,T141,T141,Geoff Ogilvy,72.14,505,7
142,143,143,Nick Watney,72.17,433,6
143,T144,T144,Bob Estes,72.2,361,5
144,T144,T144,Ryan Palmer,72.2,361,5
