,Front_9_Round_4_Scoring_Average_RANK THIS WEEK,Front_9_Round_4_Scoring_Average_RANK LAST WEEK,Front_9_Round_4_Scoring_Average_PLAYER NAME,Front_9_Round_4_Scoring_Average_AVG,Front_9_Round_4_Scoring_Average_TOTAL STROKES,Front_9_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Steve Allan,33.71,236,7
1,T2,T2,Steve Stricker,34.0,510,15
2,T2,T2,Bob Tway,34.0,510,15
3,4,4,Hunter Mahan,34.24,582,17
4,T5,T5,Ernie Els,34.4,344,10
5,T5,T5,Ryuji Imada,34.4,516,15
6,7,7,Mathias Grönberg,34.42,413,12
7,T8,T8,Fred Couples,34.5,414,12
8,T8,T8,Kent Jones,34.5,414,12
9,10,10,Rod Pampling,34.58,415,12
10,11,11,Mark Hensby,34.6,346,10
11,12,12,Vijay Singh,34.71,590,17
12,13,13,Chad Campbell,34.74,660,19
13,14,14,Chris Riley,34.78,313,9
14,15,15,Pat Perez,34.8,696,20
15,T16,T16,Steve Elkington,34.82,592,17
16,T16,T16,Robert Garrigus,34.82,592,17
17,T18,T18,Woody Austin,34.83,801,23
18,T18,T18,Anthony Kim,34.83,627,18
19,T18,T18,Phil Mickelson,34.83,627,18
20,21,21,Kevin Na,34.84,662,19
21,T22,T22,Steve Flesch,34.88,593,17
22,T22,T22,Scott McCarron,34.88,279,8
23,T24,T24,Tim Herron,34.9,698,20
24,T24,T24,Adam Scott,34.9,349,10
25,26,26,Aaron Baddeley,34.93,524,15
26,27,27,Dean Wilson,34.95,769,22
27,T28,T28,Jonathan Byrd,35.0,560,16
28,T28,T28,Glen Day,35.0,420,12
29,T28,T28,David Duval,35.0,210,6
30,T28,T28,J.P. Hayes,35.0,245,7
31,T28,T28,David Lutterus,35.0,245,7
32,T28,T28,Steve Marino,35.0,945,27
33,T28,T28,Brett Rumford,35.0,315,9
34,T28,T28,Scott Sterling,35.0,560,16
35,T28,T28,Ron Whittaker,35.0,175,5
36,T37,T37,Charley Hoffman,35.06,561,16
37,T37,T37,Nick O'Hern,35.06,561,16
38,T39,T39,K.J. Choi,35.07,526,15
39,T39,T39,Sean O'Hair,35.07,526,15
40,T39,T39,Johnson Wagner,35.07,491,14
41,T42,T42,Paul Goydos,35.08,456,13
42,T42,T42,Mark Wilson,35.08,842,24
43,44,44,Padraig Harrington,35.09,386,11
44,T45,T45,Shane Bertsch,35.11,667,19
45,T45,T45,Tim Clark,35.11,632,18
46,T45,T45,Ben Curtis,35.11,632,18
47,T45,T45,John Senden,35.11,632,18
48,T49,T49,Jeff Gove,35.14,246,7
49,T49,T49,Heath Slocum,35.14,773,22
50,T51,T51,Robert Allenby,35.15,914,26
51,T51,T51,Brian Gay,35.15,703,20
52,T53,T53,Ryan Armour,35.17,422,12
53,T53,T53,Jason Day,35.17,422,12
54,T53,T53,Chris Stroud,35.17,422,12
55,T56,T56,Joe Durant,35.18,598,17
56,T56,T56,Tom Pernice Jr.,35.18,774,22
57,T56,T56,Scott Verplank,35.18,598,17
58,59,59,Mike Weir,35.21,669,19
59,T60,T60,Mathew Goggin,35.22,634,18
60,T60,T60,Zach Johnson,35.22,634,18
61,T60,T60,Camilo Villegas,35.22,634,18
62,63,63,Sergio Garcia,35.24,599,17
63,T64,T64,Justin Leonard,35.26,811,23
64,T64,T64,D.J. Trahan,35.26,670,19
65,66,66,Billy Mayfair,35.27,776,22
66,T67,T67,Stewart Cink,35.28,635,18
67,T67,T67,Bill Haas,35.28,635,18
68,69,69,Jerry Kelly,35.29,494,14
69,70,70,Brad Elder,35.3,353,10
70,T71,T71,Martin Laird,35.32,671,19
71,T71,T71,Kevin Sutherland,35.32,777,22
72,T73,T73,Stephen Ames,35.33,636,18
73,T73,T73,Freddie Jacobson,35.33,530,15
74,T73,T73,Richard Johnson,35.33,318,9
75,T73,T73,Ryan Palmer,35.33,424,12
76,T73,T73,Boo Weekley,35.33,636,18
77,T78,T78,Bob Estes,35.35,601,17
78,T78,T78,John Mallinger,35.35,707,20
79,T80,T80,Jim Furyk,35.36,778,22
80,T80,T80,Michael Letzig,35.36,495,14
81,82,82,Charles Howell III,35.37,672,19
82,T83,T83,Peter Lonard,35.38,566,16
83,T83,T83,Brenden Pappas,35.38,283,8
84,T83,T83,Charlie Wi,35.38,743,21
85,T86,T86,Ben Crane,35.39,637,18
86,T86,T86,Tim Wilkinson,35.39,637,18
87,88,88,Tag Ridings,35.4,531,15
88,T89,T89,Joe Ogilvie,35.42,673,19
89,T89,T89,Kevin Streelman,35.42,850,24
90,91,91,James Driscoll,35.43,496,14
91,T92,T92,Davis Love III,35.44,567,16
92,T92,T92,Ted Purdy,35.44,319,9
93,T94,T94,Steve Lowery,35.45,390,11
94,T94,T94,Nicholas Thompson,35.45,709,20
95,T96,T96,Michael Allen,35.5,639,18
96,T96,T96,Alejandro Cañizares,35.5,355,10
97,T96,T96,Brian Davis,35.5,710,20
98,T96,T96,Nathan Green,35.5,639,18
99,T96,T96,George McNeill,35.5,710,20
100,T96,T96,Tim Petrovic,35.5,568,16
101,T96,T96,Andres Romero,35.5,497,14
102,T96,T96,Kevin Stadler,35.5,497,14
103,T104,T104,Cameron Beckman,35.53,533,15
104,T104,T104,David Toms,35.53,533,15
105,106,106,Harrison Frazar,35.54,462,13
106,T107,T107,Eric Axley,35.55,711,20
107,T107,T107,Paul Casey,35.55,391,11
108,109,109,Briny Baird,35.56,960,27
109,T110,T110,Frank Lickliter II,35.57,747,21
110,T110,T110,Corey Pavin,35.57,498,14
111,T112,T112,John Rollins,35.58,676,19
112,T112,T112,Omar Uresti,35.58,427,12
113,114,114,Bart Bryant,35.59,605,17
114,T115,T115,Doug LaBelle II,35.6,356,10
115,T115,T115,Jeff Maggert,35.6,534,15
116,T117,T117,Jason Allred,35.63,285,8
117,T117,T117,Ken Duke,35.63,855,24
118,T117,T117,Richard Johnson,35.63,285,8
119,T117,T117,Dustin Johnson,35.63,570,16
120,T117,T117,Bo Van Pelt,35.63,677,19
121,T122,T122,Kenny Perry,35.64,784,22
122,T122,T122,Marc Turnesa,35.64,499,14
123,T124,T124,Alex Cejka,35.67,428,12
124,T124,T124,Carlos Franco,35.67,428,12
125,T126,T126,J.J. Henry,35.68,678,19
126,T126,T126,Jeff Overton,35.68,678,19
127,T128,T128,Tommy Armour III,35.69,464,13
128,T128,T128,John Riegger,35.69,464,13
129,T130,T130,Paul Claxton,35.71,250,7
130,T130,T130,Parker McLachlin,35.71,607,17
131,T130,T130,Brandt Snedeker,35.71,607,17
132,133,133,Chad Collins,35.73,393,11
133,134,134,Lucas Glover,35.74,679,19
134,135,135,Matt Kuchar,35.76,608,17
135,T136,T136,Carl Pettersson,35.77,930,26
136,T136,T136,Patrick Sheehan,35.77,930,26
137,138,138,Todd Hamilton,35.78,644,18
138,T139,T139,Brad Adamonis,35.79,501,14
139,T139,T139,John Merrick,35.79,680,19
140,T141,T141,Craig Kanada,35.8,358,10
141,T141,T141,Jon Mills,35.8,537,15
142,143,143,Bubba Watson,35.84,681,19
143,T144,T144,Chris DiMarco,35.86,502,14
144,T144,T144,Brandt Jobe,35.86,251,7
145,T146,T146,Lee Janzen,35.87,538,15
146,T146,T146,Y.E. Yang,35.87,538,15
