,First_Tee_Early_Par_5_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Par_5_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Par_5_Scoring_Average_PLAYER NAME,First_Tee_Early_Par_5_Scoring_Average_ROUNDS,First_Tee_Early_Par_5_Scoring_Average_AVG,First_Tee_Early_Par_5_Scoring_Average_TOTAL STROKES,First_Tee_Early_Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Jason Gore,94,4.45,294,66
1,T2,T2,Mathew Goggin,91,4.47,420,94
2,T2,T2,Ryuji Imada,80,4.47,326,73
3,4,4,John Merrick,98,4.51,352,78
4,T5,T5,James Driscoll,85,4.52,420,93
5,T5,T5,Scott McCarron,63,4.52,149,33
6,T5,T5,Adam Scott,51,4.52,199,44
7,T8,T8,Robert Garrigus,90,4.53,385,85
8,T8,T8,Tom Lehman,51,4.53,172,38
9,10,10,Aaron Baddeley,76,4.54,327,72
10,T11,T11,Todd Demsey,80,4.55,350,77
11,T11,T11,Jim Furyk,95,4.55,264,58
12,T11,T11,J.B. Holmes,86,4.55,241,53
13,T11,T11,Steve Stricker,75,4.55,241,53
14,15,15,Justin Leonard,101,4.56,397,87
15,T16,T16,Fred Couples,60,4.57,329,72
16,T16,T16,Martin Laird,98,4.57,548,120
17,T16,T16,Parker McLachlin,88,4.57,315,69
18,T16,T16,Kevin Na,97,4.57,535,117
19,T16,T16,Boo Weekley,86,4.57,452,99
20,T21,T21,Stewart Cink,87,4.58,339,74
21,T21,T21,Anthony Kim,81,4.58,284,62
22,T21,T21,Bubba Watson,97,4.58,330,72
23,T21,T21,Mike Weir,88,4.58,275,60
24,T25,T25,Brian Davis,108,4.59,349,76
25,T25,T25,Sergio Garcia,72,4.59,188,41
26,T25,T25,Bill Haas,99,4.59,321,70
27,T25,T25,Sean O'Hair,81,4.59,312,68
28,T25,T25,Joe Ogilvie,100,4.59,551,120
29,T30,T30,Chad Campbell,94,4.6,442,96
30,T30,T30,Tom Scherrer,56,4.6,216,47
31,T30,T30,Kevin Sutherland,98,4.6,386,84
32,T33,T33,Eric Axley,113,4.61,429,93
33,T33,T33,Carlos Franco,73,4.61,401,87
34,T33,T33,Brenden Pappas,66,4.61,327,71
35,T33,T33,Ian Poulter,51,4.61,212,46
36,T37,T37,Charley Hoffman,94,4.62,536,116
37,T37,T37,Charles Howell III,101,4.62,513,111
38,T37,T37,Hunter Mahan,87,4.62,448,97
39,T37,T37,Jesper Parnevik,88,4.62,434,94
40,T37,T37,Carl Pettersson,110,4.62,453,98
41,T37,T37,Vijay Singh,82,4.62,300,65
42,T37,T37,Kevin Streelman,114,4.62,573,124
43,T37,T37,Y.E. Yang,89,4.62,425,92
44,T45,T45,Steve Flesch,95,4.63,421,91
45,T45,T45,D.J. Trahan,94,4.63,444,96
46,T45,T45,Mark Wilson,107,4.63,565,122
47,T48,T48,Jason Allred,63,4.64,343,74
48,T48,T48,Stuart Appleby,87,4.64,269,58
49,T48,T48,Zach Johnson,85,4.64,418,90
